Action1,S2,Action2,Re,subject,round,rt2
2,3,1,1,129,1,0
2,3,1,0,129,2,1
2,3,1,1,129,3,1
2,3,1,3,129,4,1
2,4,1,-4,129,5,0
2,3,1,-2,129,6,1
2,3,1,-3,129,7,1
2,3,1,-1,129,8,0
2,3,1,2,129,9,1
2,3,1,2,129,10,0
2,3,1,2,129,11,0
1,4,2,-1,129,12,0
2,3,1,1,129,13,1
2,3,1,3,129,14,1
2,3,1,2,129,15,0
2,4,1,-1,129,16,0
2,3,1,5,129,17,1
2,3,1,4,129,18,0
2,3,1,3,129,19,1
2,4,2,4,129,20,1
2,4,1,3,129,21,0
2,3,1,2,129,22,0
2,3,1,1,129,23,1
2,3,1,0,129,24,0
2,3,1,1,129,25,0
2,4,1,4,129,26,0
2,3,1,-4,129,27,1
1,2,1,-5,129,28,0
2,3,2,0,129,29,1
2,4,1,1,129,30,1
2,3,1,-2,129,31,1
2,3,2,1,129,32,1
2,3,2,-2,129,33,0
2,3,2,-2,129,34,1
2,3,2,-1,129,35,1
1,4,2,1,129,36,0
2,4,2,1,129,37,0
2,3,2,3,129,38,0
2,3,2,4,129,39,0
2,3,2,5,129,40,0
2,3,2,5,129,41,0
2,3,2,4,129,42,0
1,2,2,1,129,43,0
2,3,2,4,129,44,0
2,4,2,-3,129,45,0
2,3,2,4,129,46,0
2,3,2,1,129,47,0
2,4,2,-4,129,48,0
2,3,2,0,129,49,0
2,3,2,-4,129,50,0
2,3,2,0,129,51,0
2,3,1,4,129,52,1
2,3,1,1,129,53,0
2,4,1,4,129,54,0
2,4,1,1,129,55,0
2,3,1,-1,129,56,0
2,4,2,1,129,57,0
2,4,1,-2,129,58,0
2,3,2,-2,129,59,0
2,3,1,0,129,60,0
2,4,1,-4,129,61,0
1,2,2,-5,129,62,0
2,3,1,4,129,63,1
2,4,2,-4,129,64,1
2,3,1,3,129,65,0
2,3,1,3,129,66,0
2,3,1,4,129,67,0
2,3,1,2,129,68,1
2,3,1,4,129,69,0
2,3,1,5,129,70,0
2,3,1,4,129,71,0
2,4,1,-3,129,72,0
2,3,1,5,129,73,0
2,3,1,4,129,74,1
2,3,1,5,129,75,1
2,3,1,3,129,76,0
