Action1,S2,Action2,Re,subject,round,rt2
1,2,1,0,165,1,1
1,2,1,1,165,2,1
1,2,1,4,165,3,1
1,2,1,3,165,4,1
1,2,1,5,165,5,1
1,2,1,3,165,6,1
1,2,1,3,165,7,1
1,2,1,1,165,8,1
1,2,1,-2,165,9,1
1,2,1,-1,165,10,1
1,2,1,-2,165,11,1
1,2,1,-2,165,12,1
1,2,1,0,165,13,1
1,2,1,2,165,14,1
1,2,1,4,165,15,1
1,2,1,3,165,16,1
1,2,1,2,165,17,1
1,2,1,3,165,18,1
1,2,1,3,165,19,1
1,2,1,4,165,20,1
1,2,1,4,165,21,1
1,2,1,3,165,22,1
1,2,1,4,165,23,1
1,2,1,1,165,24,1
1,2,2,-1,165,25,1
1,2,1,2,165,26,1
1,2,2,-3,165,27,1
1,2,2,-5,165,28,1
1,2,1,1,165,29,1
1,2,2,-4,165,30,1
1,2,1,1,165,31,1
1,2,1,1,165,32,1
1,2,1,-1,165,33,1
1,2,1,-1,165,34,1
1,2,1,-3,165,35,1
2,3,2,3,165,36,1
1,2,1,-2,165,37,1
1,2,1,-1,165,38,1
2,3,2,3,165,39,1
1,2,2,1,165,40,1
2,3,2,4,165,41,1
2,3,2,2,165,42,1
2,3,2,5,165,43,1
1,2,2,1,165,44,1
1,2,2,2,165,45,1
1,2,1,5,165,46,1
1,2,1,3,165,47,1
1,2,1,1,165,48,1
1,2,2,2,165,49,1
1,2,2,2,165,50,1
1,2,2,1,165,51,1
2,2,2,-2,165,52,1
2,2,2,-4,165,53,1
2,3,2,-2,165,54,1
1,2,1,4,165,55,1
2,3,1,1,165,56,1
1,2,1,3,165,57,1
1,2,1,5,165,58,1
1,2,1,4,165,59,1
1,2,2,2,165,60,1
1,2,2,4,165,61,1
1,2,2,2,165,62,1
2,2,2,1,165,63,1
2,2,2,1,165,64,1
2,3,2,0,165,65,1
2,2,2,2,165,66,1
1,2,2,2,165,67,1
2,2,2,0,165,68,1
1,2,2,-2,165,69,1
1,2,2,-4,165,70,1
1,2,2,0,165,71,1
2,2,1,3,165,72,1
1,2,1,3,165,73,1
1,2,1,5,165,74,1
1,2,1,4,165,75,1
1,2,1,4,165,76,1
2,2,1,4,165,77,1
2,2,2,-5,165,78,1
2,2,2,-4,165,79,1
1,2,1,5,165,80,1
1,2,2,-1,165,81,1
2,3,1,-4,165,82,1
1,2,1,1,165,83,1
1,2,1,0,165,84,1
1,2,2,0,165,85,1
1,2,2,-1,165,86,1
1,2,1,4,165,87,1
1,2,1,1,165,88,1
1,2,1,0,165,89,1
2,2,1,-2,165,90,1
1,2,1,-3,165,91,1
1,2,1,-4,165,92,1
1,2,1,-4,165,93,1
1,2,1,-4,165,94,1
1,2,2,1,165,95,1
1,2,2,0,165,96,1
1,2,2,1,165,97,1
2,3,2,-2,165,98,1
2,3,2,0,165,99,1
1,2,2,4,165,100,1
1,2,1,-1,165,101,1
1,2,1,0,165,102,1
1,2,1,1,165,103,1
1,2,1,3,165,104,1
1,2,1,3,165,105,1
2,2,2,3,165,106,1
2,3,2,1,165,107,1
2,2,1,-3,165,108,1
