subject,rt_1,key1,Action1,rt_2,key2,Action2,Re,common,S2,score,practice,reverse_mapping_1,reverse_mapping_2,rews1a1,rews1a2,rews2a1,rews2a2,round,time_elapsed,key1_formula,key2_formula
A16FVD94WDZNAS,404,1,1,554,2,1,-1,1,2,113,0,0,1,-1,-1,-1,2,72,1137270,1,2
A16FVD94WDZNAS,349,1,1,402,1,2,-4,1,2,109,0,0,1,1,-4,-2,0,73,1143582,1,1
A16FVD94WDZNAS,395,2,1,1031,2,2,-3,1,2,106,0,1,0,1,-3,0,0,74,1150551,2,2
A16FVD94WDZNAS,304,2,2,649,2,1,0,1,3,106,0,0,1,-1,-3,0,0,75,1157054,2,2
A16FVD94WDZNAS,298,2,2,647,1,2,2,1,3,108,0,0,1,-2,-1,3,2,76,1163533,2,1
A16FVD94WDZNAS,303,2,2,476,1,1,4,1,3,112,0,0,0,0,-1,4,2,77,1169870,2,1
A16FVD94WDZNAS,302,2,2,455,1,2,1,0,2,113,0,0,1,1,1,3,1,78,1176168,2,1
A16FVD94WDZNAS,273,2,1,347,1,2,0,1,2,113,0,1,1,1,0,4,2,79,1182323,2,1
A16FVD94WDZNAS,311,2,1,460,1,2,2,0,3,115,0,1,1,3,2,3,2,80,1188631,2,1
A16FVD94WDZNAS,340,2,1,1097,1,1,3,1,2,118,0,1,0,3,1,2,-1,81,1195623,2,1
A16FVD94WDZNAS,349,1,1,1123,1,2,-1,0,3,117,0,0,1,4,-1,0,-1,82,1202655,1,1
A16FVD94WDZNAS,271,1,1,1096,2,2,2,0,3,119,0,0,0,4,-2,1,2,83,1209554,1,2
A16FVD94WDZNAS,396,2,1,1690,1,1,0,1,2,119,0,1,0,0,-1,1,2,84,1217178,2,1
A16FVD94WDZNAS,293,2,1,852,1,2,-3,1,2,116,0,1,1,0,-3,2,0,85,1223854,2,1
A16FVD94WDZNAS,278,2,1,642,2,1,0,1,2,116,0,1,1,0,-3,3,1,86,1230308,2,2
A16FVD94WDZNAS,380,2,1,505,2,2,2,0,3,118,0,1,0,1,-3,2,2,87,1236731,2,2
A16FVD94WDZNAS,260,2,1,989,2,1,-1,1,2,117,0,1,1,-1,-3,1,4,88,1243518,2,2
A16FVD94WDZNAS,1533,2,2,870,2,1,-1,1,3,116,0,0,1,1,-4,-1,4,89,1251464,2,2
A16FVD94WDZNAS,308,2,2,456,1,1,-2,1,3,114,0,0,0,1,-2,-2,4,90,1257794,2,1
A16FVD94WDZNAS,616,1,1,1167,1,2,1,1,2,115,0,0,1,4,1,-3,3,91,1265120,1,1
A16FVD94WDZNAS,376,1,1,370,1,1,5,1,2,120,0,0,0,5,-1,1,3,92,1271399,1,1
A16FVD94WDZNAS,371,1,2,356,1,2,-2,0,2,118,0,1,1,5,-2,1,1,93,1277662,1,1
A16FVD94WDZNAS,272,1,2,1663,2,2,2,1,3,120,0,1,0,3,-4,1,2,94,1285129,1,2
A16FVD94WDZNAS,267,2,1,556,2,2,-3,1,2,117,0,1,0,5,-3,1,-1,95,1291493,2,2
A16FVD94WDZNAS,263,2,2,565,2,1,3,1,3,120,0,0,1,3,-4,3,-3,96,1297860,2,2
A16FVD94WDZNAS,281,2,2,483,2,1,0,1,3,120,0,0,1,2,-3,0,-1,97,1304162,2,2
A16FVD94WDZNAS,628,2,2,766,2,1,4,1,3,124,0,0,1,3,-2,4,-2,98,1311096,2,2
A16FVD94WDZNAS,358,2,1,365,2,1,4,0,3,128,0,1,1,3,-2,4,-1,99,1317365,2,2
A16FVD94WDZNAS,337,2,1,1408,2,1,2,1,2,130,0,1,1,2,1,4,1,100,1324653,2,2
A16FVD94WDZNAS,301,2,1,471,2,1,3,1,2,133,0,1,1,3,-2,4,3,101,1330973,2,2
A16FVD94WDZNAS,756,2,1,665,2,1,5,1,2,138,0,1,1,5,-3,4,3,102,1337933,2,2
A16FVD94WDZNAS,285,1,2,1724,2,1,3,1,3,141,0,1,1,3,-1,3,5,103,1345487,1,2
A16FVD94WDZNAS,371,1,2,1466,2,1,5,1,3,146,0,1,1,3,1,5,3,104,1352869,1,2
A16FVD94WDZNAS,737,2,2,404,2,1,4,1,3,150,0,0,1,4,-2,4,-1,105,1359557,2,2
A16FVD94WDZNAS,355,2,1,910,2,1,1,1,2,151,0,1,1,1,-2,0,-2,106,1366369,2,2
A16FVD94WDZNAS,345,2,1,379,2,1,1,0,3,152,0,1,1,-1,2,1,-1,107,1372635,2,2
A16FVD94WDZNAS,339,2,2,427,1,2,-1,1,3,151,0,0,1,-1,4,-2,-1,108,1378937,2,1
A16FVD94WDZNAS,373,1,1,912,1,1,-1,0,3,150,0,0,0,0,5,-1,-3,109,1385764,1,1
A16FVD94WDZNAS,292,2,1,746,1,1,-2,1,2,148,0,1,0,-2,3,-2,-3,110,1392347,2,1
A16FVD94WDZNAS,361,2,2,367,2,1,-3,1,3,145,0,0,1,-3,3,-3,-1,111,1398622,2,2
A16FVD94WDZNAS,367,2,2,428,1,2,-3,1,3,142,0,0,1,-2,1,-1,-3,112,1404961,2,1
A16FVD94WDZNAS,383,1,2,1244,1,1,0,1,3,142,0,1,0,0,-2,0,-1,113,1412135,1,1
A16FVD94WDZNAS,308,1,2,718,1,1,0,1,3,142,0,1,0,-1,-1,0,-1,114,1418704,1,1
A16FVD94WDZNAS,332,1,2,1137,1,2,2,0,2,144,0,1,1,-1,2,-2,-3,115,1425779,1,1
A16FVD94WDZNAS,303,1,2,619,1,1,-4,1,3,140,0,1,0,-4,-2,-4,-3,116,1432245,1,1
A16FVD94WDZNAS,997,2,2,587,2,2,-3,1,3,137,0,0,0,-4,-3,-2,-3,117,1439378,2,2
A16FVD94WDZNAS,289,1,2,940,1,2,-1,0,2,136,0,1,1,-4,-1,0,-2,118,1446154,1,1
A16FVD94WDZNAS,273,1,1,360,2,1,-2,1,2,134,0,0,1,-2,0,4,-3,119,1452321,1,2
A16FVD94WDZNAS,254,2,1,1295,2,2,5,1,2,139,0,1,0,-3,5,5,-4,120,1459413,2,2
A16FVD94WDZNAS,544,1,2,806,2,2,-2,1,3,137,0,1,0,-3,4,3,-2,121,1466301,1,2
A16FVD94WDZNAS,343,1,1,442,2,2,4,1,2,141,0,0,0,-3,4,3,0,122,1472632,1,2
A16FVD94WDZNAS,375,1,2,1152,2,1,4,1,3,145,0,1,1,-2,3,4,1,123,1479775,1,2
A16FVD94WDZNAS,271,2,1,388,2,2,1,0,3,146,0,1,0,0,5,0,1,124,1485984,2,2
A3U1JWV9SU93WY,1955,1,2,1203,2,1,0,0,2,0,1,1,1,0,4,-2,-2,0,1819978,1,2
A3U1JWV9SU93WY,542,1,2,682,1,2,-3,1,3,-3,1,1,1,2,5,-1,-3,1,1826722,1,1
A3U1JWV9SU93WY,53,1,1,612,2,2,4,1,2,1,1,0,0,3,4,-1,-1,2,1832903,1,2
A3U1JWV9SU93WY,352,1,2,996,2,2,4,0,2,5,1,1,0,1,4,-2,-3,3,1839771,1,2
A3U1JWV9SU93WY,395,2,2,1075,1,1,-1,1,3,4,1,0,0,-4,3,-1,-4,4,1846756,2,1
A3U1JWV9SU93WY,559,2,1,872,1,2,2,1,2,6,1,1,1,0,2,0,1,5,1853706,2,1
A3U1JWV9SU93WY,379,2,2,870,2,1,-1,1,3,5,1,0,1,0,3,-1,2,6,1860472,2,2
A3U1JWV9SU93WY,506,2,1,925,2,2,-3,1,2,2,1,1,0,-3,-3,-1,5,7,1867427,2,2
A3U1JWV9SU93WY,494,1,1,1010,2,2,5,0,3,7,1,0,0,-3,-3,-4,5,8,1874444,1,2
A3U1JWV9SU93WY,358,1,1,548,1,2,4,0,3,11,1,0,1,-4,-2,-2,4,9,1880869,1,1
A3U1JWV9SU93WY,433,1,1,798,1,1,-4,1,2,7,1,0,0,-4,1,-2,3,10,1887617,1,1
A3U1JWV9SU93WY,468,1,2,697,1,2,4,1,3,11,1,1,1,-2,2,-3,4,11,1894305,1,1
A3U1JWV9SU93WY,360,1,1,429,1,2,4,0,3,15,1,0,1,1,2,-2,4,12,1900607,1,1
A3U1JWV9SU93WY,335,1,1,546,1,1,1,1,2,16,1,0,0,1,4,-2,3,13,1907008,1,1
A3U1JWV9SU93WY,510,1,2,555,1,2,0,1,3,16,1,1,1,-2,3,-2,0,14,1913595,1,1
A3U1JWV9SU93WY,355,1,1,957,1,1,2,0,3,18,1,0,0,-1,4,2,0,15,1920420,1,1
A3U1JWV9SU93WY,444,1,2,706,2,1,1,1,3,19,1,1,1,0,4,1,-1,16,1927099,1,2
A3U1JWV9SU93WY,316,1,2,437,2,1,1,1,3,20,1,1,1,-2,4,1,0,17,1933368,1,2
A3U1JWV9SU93WY,340,1,1,752,2,1,-3,1,2,17,1,0,1,-3,4,1,1,18,1939976,1,2
A3U1JWV9SU93WY,439,1,1,1165,1,1,3,0,3,20,1,0,0,-3,2,3,3,19,1947101,1,1
A3U1JWV9SU93WY,376,1,1,766,1,2,2,1,2,22,1,0,1,-2,2,1,3,20,1953762,1,1
A3U1JWV9SU93WY,531,1,1,701,2,2,0,1,2,22,1,0,0,-3,0,1,3,21,1960513,1,2
A3U1JWV9SU93WY,515,1,2,853,1,2,0,0,2,22,1,1,1,-3,0,4,2,22,1967397,1,1
A3U1JWV9SU93WY,318,1,1,816,1,2,3,1,2,25,1,0,1,-2,3,3,1,23,1974048,1,1
A3U1JWV9SU93WY,413,1,2,681,1,2,3,0,2,28,1,1,1,-3,3,4,1,24,1980655,1,1
A3U1JWV9SU93WY,1021,1,2,644,1,2,4,1,3,4,0,1,1,3,-4,1,4,0,2052755,1,1
A3U1JWV9SU93WY,523,1,2,486,1,1,-3,1,3,1,0,1,0,5,1,-3,4,1,2059280,1,1
A3U1JWV9SU93WY,368,1,2,472,2,2,5,1,3,6,0,1,0,1,2,-1,5,2,2065636,1,2
A3U1JWV9SU93WY,301,1,1,1221,2,1,2,1,2,8,0,0,1,2,4,-1,3,3,2072675,1,2
A3U1JWV9SU93WY,421,1,2,775,2,1,1,0,2,9,0,1,1,1,4,-1,5,4,2079389,1,2
A3U1JWV9SU93WY,410,1,1,818,2,1,-1,1,2,8,0,0,1,-1,4,-3,4,5,2086131,1,2
A3U1JWV9SU93WY,596,1,2,931,2,2,3,1,3,11,0,1,0,-2,4,-3,3,6,2093177,1,2
A3U1JWV9SU93WY,419,1,2,881,2,1,-4,0,2,7,0,1,1,-4,5,0,4,7,2099991,1,2
A3U1JWV9SU93WY,572,1,2,968,2,2,3,1,3,10,0,1,0,-3,2,-1,3,8,2107049,1,2
A3U1JWV9SU93WY,349,2,1,843,2,1,2,0,3,12,0,1,1,-3,2,2,1,9,2113759,2,2
A3U1JWV9SU93WY,927,2,1,699,1,1,-2,1,2,10,0,1,0,-2,4,2,4,10,2120907,2,1
A3U1JWV9SU93WY,520,2,2,708,2,1,2,1,3,12,0,0,1,-2,5,2,4,11,2127648,2,2
A3U1JWV9SU93WY,548,2,1,1095,2,2,3,1,2,15,0,1,0,-2,3,2,5,12,2134805,2,2
A3U1JWV9SU93WY,1298,2,2,702,1,1,-1,0,2,14,0,0,0,-1,3,3,1,13,2142318,2,1
A3U1JWV9SU93WY,1470,2,2,776,2,1,4,1,3,18,0,0,1,4,5,4,3,14,2150078,2,2
A3U1JWV9SU93WY,433,2,1,1164,1,1,3,1,2,21,0,1,0,3,4,5,3,15,2157191,2,1
A3U1JWV9SU93WY,614,2,2,1065,2,1,4,1,3,25,0,0,1,4,4,4,4,16,2164386,2,2
A3U1JWV9SU93WY,609,2,2,715,1,1,4,0,2,29,0,0,0,4,3,1,4,17,2171223,2,1
A3U1JWV9SU93WY,546,2,2,981,2,1,3,0,2,32,0,0,1,3,3,2,2,18,2178264,2,2
A3U1JWV9SU93WY,453,2,1,998,1,1,-1,1,2,31,0,1,0,-1,1,2,5,19,2185227,2,1
A3U1JWV9SU93WY,345,2,2,1057,1,1,-3,0,2,28,0,0,0,-3,2,3,5,20,2192145,2,1
A3U1JWV9SU93WY,577,2,1,603,2,2,2,1,2,30,0,1,0,-1,2,-1,4,21,2198841,2,2
A3U1JWV9SU93WY,462,2,1,938,1,2,4,1,2,34,0,1,1,-3,4,0,3,22,2205756,2,1
A3U1JWV9SU93WY,403,2,1,780,1,2,3,0,3,37,0,1,1,-3,5,-3,3,23,2212455,2,1
A3U1JWV9SU93WY,295,2,1,630,1,2,3,0,3,40,0,1,1,-3,4,-2,3,24,2218900,2,1
A3U1JWV9SU93WY,386,2,2,1338,2,1,0,1,3,40,0,0,1,-3,2,0,4,25,2226142,2,2
A3U1JWV9SU93WY,331,2,1,800,1,1,-4,0,3,36,0,1,0,-2,-2,-4,4,26,2232788,2,1
A3U1JWV9SU93WY,754,2,1,900,2,2,4,0,3,40,0,1,0,-1,3,-1,4,27,2239961,2,2
A3U1JWV9SU93WY,466,2,1,670,2,1,-2,0,3,38,0,1,1,2,2,-2,4,28,2246611,2,2
A3U1JWV9SU93WY,335,1,1,786,1,2,4,0,3,42,0,0,1,4,4,-1,4,29,2253250,1,1
A3U1JWV9SU93WY,607,1,2,819,1,2,4,1,3,46,0,1,1,4,5,-2,4,30,2260190,1,1
A3U1JWV9SU93WY,498,1,1,1164,2,1,3,1,2,49,0,0,1,3,3,-2,4,31,2267368,1,2
A3U1JWV9SU93WY,677,1,2,651,2,1,2,0,2,51,0,1,1,2,5,-2,1,32,2274209,1,2
A3U1JWV9SU93WY,479,1,2,1004,1,1,0,1,3,51,0,1,0,2,-1,0,-3,33,2281210,1,1
A3U1JWV9SU93WY,488,1,2,634,1,1,0,1,3,51,0,1,0,5,-2,0,-4,34,2287849,1,1
A3U1JWV9SU93WY,546,1,2,1070,2,2,-2,0,2,49,0,1,0,5,-2,2,-4,35,2294978,1,2
A3U1JWV9SU93WY,554,1,2,588,1,1,5,0,2,54,0,1,0,5,-2,3,-4,36,2301631,1,1
A3U1JWV9SU93WY,420,1,1,1157,1,1,0,0,3,54,0,0,0,5,-2,0,-2,37,2308726,1,1
A3U1JWV9SU93WY,403,1,2,665,2,2,-4,1,3,50,0,1,0,4,-2,1,-4,38,2315308,1,2
A3U1JWV9SU93WY,294,2,1,674,1,1,2,1,2,52,0,1,0,2,-1,2,-3,39,2321790,2,1
A3U1JWV9SU93WY,323,2,2,663,1,1,3,1,3,55,0,0,0,5,2,3,-3,40,2328292,2,1
A3U1JWV9SU93WY,587,2,2,476,1,2,-3,1,3,52,0,0,1,4,0,3,-3,41,2334869,2,1
A3U1JWV9SU93WY,425,2,2,505,2,2,2,0,2,54,0,0,0,2,2,4,-4,42,2341312,2,2
A3U1JWV9SU93WY,339,2,2,539,1,1,-2,1,3,52,0,0,0,0,3,-2,-3,43,2347706,2,1
A3U1JWV9SU93WY,347,2,2,494,2,2,-4,1,3,48,0,0,0,1,5,-1,-4,44,2354060,2,2
A3U1JWV9SU93WY,287,1,1,696,1,1,1,1,2,49,0,0,0,1,3,-1,0,45,2360558,1,1
A3U1JWV9SU93WY,346,1,1,417,2,2,4,1,2,53,0,0,0,3,4,-2,-3,46,2366838,1,2
A3U1JWV9SU93WY,311,1,1,305,2,2,1,1,2,54,0,0,0,4,1,-1,-3,47,2372969,1,2
A3U1JWV9SU93WY,393,1,2,306,2,2,-3,1,3,51,0,1,0,5,-2,-2,-3,48,2379182,1,2
A3U1JWV9SU93WY,361,1,2,923,1,1,-3,1,3,48,0,1,0,4,-2,-3,-2,49,2385990,1,1
A3U1JWV9SU93WY,392,2,1,703,1,2,-3,1,2,45,0,1,1,4,-3,-2,0,50,2392601,2,1
A3U1JWV9SU93WY,269,2,2,747,2,2,0,1,3,45,0,0,0,4,-3,-3,0,51,2399128,2,2
A3U1JWV9SU93WY,330,2,2,846,2,2,-2,1,3,43,0,0,0,5,-3,0,-2,52,2405819,2,2
A3U1JWV9SU93WY,316,1,1,924,1,1,2,1,2,45,0,0,0,2,-3,0,-2,53,2412571,1,1
A3U1JWV9SU93WY,415,1,2,514,2,2,-1,0,2,44,0,1,0,0,-1,-1,-1,54,2419021,1,2
A3U1JWV9SU93WY,439,1,2,1363,2,1,2,1,3,46,0,1,1,0,-4,2,-3,55,2426336,1,2
A3U1JWV9SU93WY,338,1,2,611,2,2,-1,1,3,45,0,1,0,-1,-1,-2,-1,56,2432801,1,2
A3U1JWV9SU93WY,504,1,1,736,1,2,1,1,2,46,0,0,1,-2,1,-1,-1,57,2439555,1,1
A3U1JWV9SU93WY,406,1,2,1066,2,1,-1,1,3,45,0,1,1,2,3,-1,-3,58,2446538,1,2
A3U1JWV9SU93WY,395,1,1,1022,2,1,5,1,2,50,0,0,1,5,-1,-2,-1,59,2453472,1,2
A3U1JWV9SU93WY,322,1,2,1075,1,1,-3,1,3,47,0,1,0,5,1,-3,-2,60,2460380,1,1
A3U1JWV9SU93WY,346,1,2,617,2,2,-3,1,3,44,0,1,0,2,-1,0,-3,61,2466856,1,2
A3U1JWV9SU93WY,351,2,1,704,1,2,-1,1,2,43,0,1,1,2,-1,-1,-1,62,2473430,2,1
A3U1JWV9SU93WY,500,2,2,1026,2,2,2,1,3,45,0,0,0,-1,0,-2,2,63,2480466,2,2
A3U1JWV9SU93WY,522,2,1,1022,1,2,-3,0,3,42,0,1,1,0,2,0,-3,64,2487523,2,1
A3U1JWV9SU93WY,354,2,2,1260,1,1,0,1,3,42,0,0,0,1,4,0,-3,65,2494650,2,1
A3U1JWV9SU93WY,84,1,2,813,1,1,5,0,2,47,0,1,0,5,0,0,-4,66,2501059,1,1
A3U1JWV9SU93WY,521,1,1,642,2,1,3,1,2,50,0,0,1,3,2,5,-3,67,2507734,1,2
A3U1JWV9SU93WY,414,1,2,1004,1,1,4,1,3,54,0,1,0,2,4,4,-1,68,2514666,1,1
A3U1JWV9SU93WY,342,1,1,656,1,1,-2,1,2,52,0,0,0,-2,4,2,4,69,2521176,1,1
A3U1JWV9SU93WY,435,1,1,543,2,2,3,1,2,55,0,0,0,-1,3,2,4,70,2527667,1,2
A3U1JWV9SU93WY,418,1,1,1272,1,1,2,0,3,57,0,0,0,-2,4,2,3,71,2534876,1,1
A3U1JWV9SU93WY,597,1,2,947,2,1,-1,0,2,56,0,1,1,-1,4,1,0,72,2541932,1,2
A3U1JWV9SU93WY,511,1,1,496,1,2,2,1,2,58,0,0,1,-1,2,2,-1,73,2548452,1,1
A3U1JWV9SU93WY,276,1,2,1165,2,1,1,1,3,59,0,1,1,-1,3,1,0,74,2555405,1,2
A3U1JWV9SU93WY,327,1,2,1221,1,2,1,1,3,60,0,1,1,3,2,4,1,75,2562466,1,1
A3U1JWV9SU93WY,580,1,2,877,2,1,3,1,3,63,0,1,1,0,-2,3,0,76,2569438,1,2
A3U1JWV9SU93WY,348,1,1,804,1,2,-1,1,2,62,0,0,1,1,-1,5,0,77,2576104,1,1
A3U1JWV9SU93WY,356,1,2,570,2,1,1,1,3,63,0,1,1,2,-1,1,1,78,2582545,1,2
A3U1JWV9SU93WY,305,1,1,563,1,2,3,0,3,66,0,0,1,4,1,2,3,79,2588930,1,1
A3U1JWV9SU93WY,323,1,1,809,1,2,1,1,2,67,0,0,1,3,1,1,4,80,2595577,1,1
A3U1JWV9SU93WY,437,1,2,969,2,2,4,1,3,71,0,1,0,5,1,3,4,81,2602497,1,2
A3U1JWV9SU93WY,382,1,1,1122,2,2,2,1,2,73,0,0,0,3,2,1,4,82,2609512,1,2
A3U1JWV9SU93WY,455,1,1,787,1,2,2,1,2,75,0,0,1,4,2,3,3,83,2616265,1,1
A3U1JWV9SU93WY,383,1,1,618,2,1,4,0,3,79,0,0,1,5,1,4,-2,84,2622780,1,2
A3U1JWV9SU93WY,482,1,1,551,2,1,2,0,3,81,0,0,1,5,3,2,-2,85,2629324,1,2
A3U1JWV9SU93WY,385,1,1,486,2,1,-1,0,3,80,0,0,1,2,-1,-1,-2,86,2635707,1,2
A3U1JWV9SU93WY,458,1,2,457,1,2,-1,0,2,79,0,1,1,2,-1,-2,-3,87,2642135,1,1
A3U1JWV9SU93WY,376,1,1,628,2,1,-1,1,2,78,0,0,1,-1,-1,-4,0,88,2648651,1,2
A3U1JWV9SU93WY,381,2,1,976,2,2,-4,1,2,74,0,1,0,-1,-4,-3,-3,89,2655525,2,2
A3U1JWV9SU93WY,565,2,1,749,1,1,-1,1,2,73,0,1,0,-1,-3,-4,-3,90,2662354,2,1
A3U1JWV9SU93WY,456,1,1,828,1,2,1,1,2,74,0,0,1,-3,1,-2,-1,91,2669152,1,1
A3U1JWV9SU93WY,552,1,1,826,1,2,3,1,2,77,0,0,1,-1,3,-2,-3,92,2676044,1,1
A3U1JWV9SU93WY,369,1,1,407,1,2,4,1,2,81,0,0,1,0,4,-2,-3,93,2682333,1,1
A3U1JWV9SU93WY,335,1,1,512,1,2,3,1,2,84,0,0,1,0,3,0,-2,94,2688696,1,1
A3U1JWV9SU93WY,282,1,1,379,1,2,4,1,2,88,0,0,1,2,4,0,0,95,2694869,1,1
A3U1JWV9SU93WY,322,1,1,725,2,1,0,0,3,88,0,0,1,1,3,0,-2,96,2701429,1,2
A3U1JWV9SU93WY,261,1,2,473,1,1,1,1,3,89,0,1,0,0,1,1,-2,97,2707677,1,1
A3U1JWV9SU93WY,331,1,2,900,2,1,-1,1,3,88,0,1,1,-1,3,-1,-1,98,2714421,1,2
A3U1JWV9SU93WY,280,2,2,690,1,2,0,1,3,88,0,0,1,1,3,-2,0,99,2720906,2,1
A3U1JWV9SU93WY,276,1,1,507,1,2,2,1,2,90,0,0,1,1,2,-3,-2,100,2727203,1,1
A3U1JWV9SU93WY,325,1,2,870,1,2,1,1,3,91,0,1,1,1,1,-4,1,101,2733913,1,1
A3U1JWV9SU93WY,345,1,2,851,2,2,-2,1,3,89,0,1,0,-1,2,-3,-2,102,2740623,1,2
A3U1JWV9SU93WY,334,1,1,500,1,2,-1,0,3,88,0,0,1,-2,0,-4,-1,103,2746971,1,1
A3U1JWV9SU93WY,287,1,1,865,2,2,-2,0,3,86,0,0,0,-2,4,0,-2,104,2753638,1,2
A3U1JWV9SU93WY,351,1,2,816,2,1,-2,1,3,84,0,1,1,-4,4,-2,2,105,2760321,1,2
A3U1JWV9SU93WY,306,2,1,878,1,2,0,0,3,84,0,1,1,-1,3,2,0,106,2767026,2,1
A3U1JWV9SU93WY,306,2,1,738,2,2,5,1,2,89,0,1,0,-4,5,0,0,107,2773583,2,2
A3U1JWV9SU93WY,262,2,1,430,2,1,-2,1,2,87,0,1,1,-2,3,-1,1,108,2779793,2,2
A3U1JWV9SU93WY,398,2,2,694,1,2,2,1,3,89,0,0,1,-1,2,-2,2,109,2786397,2,1
A3U1JWV9SU93WY,651,2,2,786,2,2,1,1,3,90,0,0,0,-4,0,-1,1,110,2793349,2,2
A3U1JWV9SU93WY,276,2,1,656,1,2,-1,1,2,89,0,1,1,-2,-1,-4,4,111,2799795,2,1
A3U1JWV9SU93WY,379,2,2,481,2,1,1,1,3,90,0,0,1,-2,1,1,3,112,2806170,2,2
A3U1JWV9SU93WY,413,2,1,867,1,1,-1,1,2,89,0,1,0,-1,2,-1,3,113,2812961,2,1
A3U1JWV9SU93WY,344,1,1,798,2,1,0,0,3,89,0,0,1,-2,5,0,0,114,2819616,1,2
A3U1JWV9SU93WY,354,1,1,742,1,1,-3,1,2,86,0,0,0,-3,-1,-1,1,115,2826227,1,1
A3U1JWV9SU93WY,437,1,2,652,2,1,-3,0,2,83,0,1,1,-3,1,4,-1,116,2832828,1,2
A3U1JWV9SU93WY,347,1,1,720,2,2,3,1,2,86,0,0,0,-3,3,2,-1,117,2839406,1,2
A3U1JWV9SU93WY,298,1,1,597,1,2,2,1,2,88,0,0,1,-2,2,2,-1,118,2845813,1,1
A3U1JWV9SU93WY,299,1,1,420,1,2,2,1,2,90,0,0,1,-1,2,3,-3,119,2852046,1,1
A3U1JWV9SU93WY,382,1,2,877,1,2,-1,1,3,89,0,1,1,-2,1,2,-1,120,2858820,1,1
A3U1JWV9SU93WY,521,1,2,641,2,2,1,1,3,90,0,1,0,0,1,2,1,121,2865499,1,2
A3U1JWV9SU93WY,423,1,2,839,1,2,3,1,3,93,0,1,1,1,3,1,3,122,2872281,1,1
A3U1JWV9SU93WY,473,1,2,712,1,2,3,1,3,96,0,1,1,-4,0,1,3,123,2878982,1,1
A3U1JWV9SU93WY,297,1,2,1307,2,2,0,0,2,96,0,1,0,-2,0,-3,3,124,2886102,1,2
A3OY7HSTD2RR10,3801,1,2,3481,1,2,-1,1,3,-1,1,1,1,-1,-4,5,-1,0,279055,1,1
A3OY7HSTD2RR10,2134,1,2,3163,1,2,-3,0,2,-4,1,1,1,-1,-3,3,1,1,289858,1,1
A3OY7HSTD2RR10,646,1,2,1779,2,1,1,0,2,-3,1,1,1,1,-4,5,4,2,297786,1,2
A3OY7HSTD2RR10,1958,2,1,2551,2,1,4,1,2,1,1,1,1,4,-3,4,3,3,307802,2,2
A3OY7HSTD2RR10,438,2,2,5435,2,1,5,1,3,6,1,0,1,3,-2,5,-2,4,319193,2,2
A3OY7HSTD2RR10,1334,1,1,958,2,1,4,0,3,10,1,0,1,2,-4,4,2,5,327003,1,2
A3OY7HSTD2RR10,1199,1,1,651,2,2,4,0,3,14,1,0,0,4,-4,3,4,6,334362,1,2
A3OY7HSTD2RR10,759,1,1,1243,2,2,-3,1,2,11,1,0,0,3,-3,1,0,7,341882,1,2
A3OY7HSTD2RR10,957,1,1,1543,2,1,4,1,2,15,1,0,1,4,-3,3,2,8,349886,1,2
A3OY7HSTD2RR10,529,1,1,1165,1,1,3,1,2,18,1,0,0,3,-4,-2,2,9,357083,1,1
A3OY7HSTD2RR10,1428,1,1,587,1,1,4,1,2,22,1,0,0,4,-2,-3,5,10,364603,1,1
A3OY7HSTD2RR10,446,1,1,435,1,1,3,1,2,25,1,0,0,3,-1,-3,3,11,370987,1,1
A3OY7HSTD2RR10,902,2,2,916,1,1,5,0,2,30,1,0,0,5,-1,-3,4,12,378319,2,1
A3OY7HSTD2RR10,1411,1,1,2108,1,2,3,0,3,33,1,0,1,4,-2,-3,3,13,387339,1,1
A3OY7HSTD2RR10,1110,1,2,834,1,2,4,1,3,37,1,1,1,4,-1,-2,4,14,394787,1,1
A3OY7HSTD2RR10,628,1,1,676,1,2,4,0,3,41,1,0,1,0,0,-4,4,15,401608,1,1
A3OY7HSTD2RR10,945,2,1,650,1,1,3,1,2,44,1,1,0,3,3,-4,3,16,408713,2,1
A3OY7HSTD2RR10,6815,1,1,746,2,1,3,1,2,47,1,0,1,3,0,-4,1,17,421779,1,2
A3OY7HSTD2RR10,621,1,2,836,2,2,-1,1,3,46,1,1,0,2,-1,-1,-1,18,428736,1,2
A3OY7HSTD2RR10,1544,1,2,2884,1,1,3,0,2,49,1,1,0,3,4,-3,-3,19,438665,1,1
A3OY7HSTD2RR10,1255,1,1,859,2,1,-3,0,3,46,1,0,1,3,4,-3,-3,20,446290,1,2
A3OY7HSTD2RR10,1838,1,2,1195,2,1,1,0,2,47,1,1,1,1,3,-1,-2,21,454826,1,2
A3OY7HSTD2RR10,1064,2,2,1191,2,1,1,1,3,48,1,0,1,2,4,1,-3,22,462586,2,2
A3OY7HSTD2RR10,3215,2,1,1891,1,1,3,1,2,51,1,1,0,3,5,1,-4,23,473194,2,1
A3OY7HSTD2RR10,767,2,1,1036,1,1,-4,0,3,47,1,1,0,4,5,-4,-3,24,480499,2,1
A3OY7HSTD2RR10,2084,2,1,2599,2,1,2,0,3,2,0,1,1,-3,-3,2,2,0,532249,2,2
A3OY7HSTD2RR10,1693,2,1,2628,2,2,-1,1,2,1,0,1,0,-4,-1,0,1,1,542074,2,2
A3OY7HSTD2RR10,1383,1,1,1755,2,1,-3,1,2,-2,0,0,1,-3,-3,0,1,2,550713,1,2
