subject,rt_1,key1,Action1,rt_2,key2,Action2,Re,common,S2,score,practice,reverse_mapping_1,reverse_mapping_2,rews1a1,rews1a2,rews2a1,rews2a2,round,time_elapsed,key1_formula,key2_formula
A27BSYPO6JCB4Q,901,1,2,9441,2,1,-3,1,3,-3,1,1,1,-1,3,-3,3,0,130662,1,2
A27BSYPO6JCB4Q,1541,2,2,807,2,2,4,0,2,1,1,0,0,-3,4,-3,4,1,138529,2,2
A27BSYPO6JCB4Q,2627,2,2,3047,2,2,3,1,3,4,1,0,0,-1,3,-3,3,2,149721,2,2
A27BSYPO6JCB4Q,1171,2,2,584,2,2,2,1,3,6,1,0,0,-3,4,0,2,3,156991,2,2
A27BSYPO6JCB4Q,541,2,1,176,2,2,4,1,2,10,1,1,0,-2,4,-3,3,4,163223,2,2
A27BSYPO6JCB4Q,861,2,2,927,2,2,1,1,3,11,1,0,0,-3,3,-3,1,5,170527,2,2
A27BSYPO6JCB4Q,1165,2,1,967,2,2,4,1,2,15,1,1,0,-4,4,-3,-1,6,178176,2,2
A27BSYPO6JCB4Q,2044,2,2,928,2,2,-3,1,3,12,1,0,0,-4,4,-4,-3,7,186663,2,2
A27BSYPO6JCB4Q,470,2,1,362,2,2,5,1,2,17,1,1,0,-3,5,-2,-3,8,193016,2,2
A27BSYPO6JCB4Q,53,2,2,136,2,2,5,0,2,22,1,0,0,-2,5,2,-3,9,198719,2,2
A27BSYPO6JCB4Q,523,2,1,72,2,2,3,1,2,25,1,1,0,1,3,-1,-2,10,204832,2,2
A27BSYPO6JCB4Q,204,2,2,32,2,2,1,1,3,26,1,0,0,1,3,0,1,11,210582,2,2
A27BSYPO6JCB4Q,927,2,1,200,2,2,1,1,2,27,1,1,0,-2,1,0,3,12,217222,2,2
A27BSYPO6JCB4Q,463,2,1,183,2,2,-1,1,2,26,1,1,0,-3,-1,1,3,13,223386,2,2
A27BSYPO6JCB4Q,435,2,1,240,2,2,5,0,3,31,1,1,0,1,-1,-1,5,14,229576,2,2
A27BSYPO6JCB4Q,397,2,2,368,2,1,1,0,2,32,1,0,1,1,1,1,2,15,235855,2,2
A27BSYPO6JCB4Q,5,2,1,144,2,1,-2,1,2,30,1,1,1,-2,-2,0,3,16,241519,2,2
A27BSYPO6JCB4Q,397,2,2,47,2,2,-3,0,2,27,1,0,0,1,-3,-1,4,17,247480,2,2
A27BSYPO6JCB4Q,379,2,1,54,2,2,0,1,2,27,1,1,0,4,0,4,2,18,253433,2,2
A27BSYPO6JCB4Q,573,2,1,392,2,2,1,0,3,28,1,1,0,4,0,2,1,19,259911,2,2
A27BSYPO6JCB4Q,506,2,1,559,2,1,0,0,3,28,1,1,1,4,1,0,0,20,266494,2,2
A27BSYPO6JCB4Q,303,2,1,72,2,1,4,1,2,32,1,1,1,4,1,1,-1,21,272383,2,2
A27BSYPO6JCB4Q,548,2,2,449,2,2,0,1,3,32,1,0,0,1,-1,5,0,22,278893,2,2
A27BSYPO6JCB4Q,409,2,1,464,2,2,-2,1,2,30,1,1,0,3,-2,3,-2,23,285280,2,2
A27BSYPO6JCB4Q,692,2,2,334,2,2,-1,1,3,29,1,0,0,4,-2,1,-1,24,291826,2,2
A27BSYPO6JCB4Q,685,2,2,206,2,1,5,1,3,5,0,0,1,4,4,5,-2,0,318128,2,2
A27BSYPO6JCB4Q,485,2,1,166,2,1,3,0,3,8,0,1,1,1,2,3,-1,1,324307,2,2
A27BSYPO6JCB4Q,442,2,1,401,2,1,1,1,2,9,0,1,1,1,3,4,-2,2,330664,2,2
A27BSYPO6JCB4Q,467,2,1,328,2,1,-1,1,2,8,0,1,1,-1,3,5,-1,3,336976,2,2
A27BSYPO6JCB4Q,372,2,2,392,2,1,4,1,3,12,0,0,1,-1,0,4,0,4,343255,2,2
A27BSYPO6JCB4Q,510,2,2,439,2,1,1,1,3,13,0,0,1,1,1,1,0,5,349720,2,2
A27BSYPO6JCB4Q,45,2,1,125,2,2,3,1,2,16,0,1,0,3,3,2,-1,6,355407,2,2
A27BSYPO6JCB4Q,550,2,1,544,2,2,0,0,3,16,0,1,0,4,4,1,0,7,362015,2,2
A27BSYPO6JCB4Q,711,2,1,584,2,2,-2,0,3,14,0,1,0,3,4,1,-2,8,368823,2,2
A27BSYPO6JCB4Q,575,2,2,397,2,1,3,1,3,17,0,0,1,3,5,3,-3,9,375311,2,2
A27BSYPO6JCB4Q,663,2,2,440,2,1,4,1,3,21,0,0,1,2,5,4,-2,10,381927,2,2
A27BSYPO6JCB4Q,387,2,2,385,2,1,4,1,3,25,0,0,1,5,4,4,-3,11,388215,2,2
A27BSYPO6JCB4Q,412,2,1,521,2,2,1,1,2,26,0,1,0,2,1,4,-2,12,394662,2,2
A27BSYPO6JCB4Q,467,2,2,375,2,1,3,1,3,29,0,0,1,-1,1,3,-4,13,401021,2,2
A27BSYPO6JCB4Q,448,2,1,345,2,1,4,0,3,33,0,1,1,-2,-1,4,-3,14,407326,2,2
A27BSYPO6JCB4Q,544,2,2,449,2,2,-4,1,3,29,0,0,0,-2,-3,4,-4,15,413828,2,2
A27BSYPO6JCB4Q,345,2,2,321,2,2,-4,1,3,25,0,0,0,-2,-1,4,-4,16,420014,2,2
A27BSYPO6JCB4Q,159,2,1,217,2,1,-1,1,2,24,0,1,1,-1,-1,5,-2,17,425902,2,2
A27BSYPO6JCB4Q,510,2,1,414,2,2,-4,1,2,20,0,1,0,3,-4,4,-2,18,432345,2,2
A27BSYPO6JCB4Q,-1,-1,-1,-1,-1,-1,0,-1,-1,20,0,0,0,3,-4,4,-1,19,441350,-1,-1
A27BSYPO6JCB4Q,421,2,1,528,2,2,-4,1,2,16,0,1,0,2,-4,3,-4,20,447815,2,2
A27BSYPO6JCB4Q,490,2,1,90,2,2,-3,1,2,13,0,1,0,1,-3,4,-2,21,453911,2,2
A27BSYPO6JCB4Q,638,2,1,311,2,2,-3,1,2,10,0,1,0,-2,-3,5,-2,22,460375,2,2
A27BSYPO6JCB4Q,877,2,2,600,2,1,4,1,3,14,0,0,1,-3,-1,4,-1,23,467366,2,2
A27BSYPO6JCB4Q,511,2,2,16,2,1,-3,0,2,11,0,0,1,-3,1,1,-2,24,473410,2,2
A27BSYPO6JCB4Q,523,2,2,392,2,2,-2,1,3,9,0,0,0,-2,2,4,-2,25,479847,2,2
A27BSYPO6JCB4Q,378,2,2,647,2,2,4,0,2,13,0,0,0,-2,4,4,-2,26,486391,2,2
A27BSYPO6JCB4Q,838,2,1,791,2,1,-3,1,2,10,0,1,1,-3,3,3,-2,27,493533,2,2
A27BSYPO6JCB4Q,539,2,1,137,2,2,4,1,2,14,0,1,0,-4,4,2,3,28,499718,2,2
A27BSYPO6JCB4Q,503,2,1,87,2,2,3,0,3,17,0,1,0,-1,5,2,3,29,505821,2,2
A27BSYPO6JCB4Q,1384,2,2,376,2,2,4,1,3,21,0,0,0,-2,4,0,4,30,513098,2,2
A27BSYPO6JCB4Q,187,2,1,1449,2,1,0,1,2,21,0,1,1,0,5,-3,4,31,520244,2,2
A27BSYPO6JCB4Q,537,2,1,38,2,1,-1,0,3,20,0,1,1,0,5,-1,4,32,526333,2,2
A27BSYPO6JCB4Q,752,2,1,103,2,2,3,1,2,23,0,1,0,2,3,2,4,33,532701,2,2
A27BSYPO6JCB4Q,135,2,2,10,2,2,5,1,3,28,0,0,0,2,2,1,5,34,538360,2,2
A27BSYPO6JCB4Q,109,2,1,809,2,2,2,0,3,30,0,1,0,2,1,1,2,35,544791,2,2
A27BSYPO6JCB4Q,1374,2,2,168,2,1,-1,0,2,29,0,0,1,-1,2,3,1,36,551845,2,2
A27BSYPO6JCB4Q,1481,2,2,2,2,1,0,1,3,29,0,0,1,-1,4,0,3,37,558839,2,2
A27BSYPO6JCB4Q,2447,2,2,129,2,2,1,1,3,30,0,0,0,1,4,1,1,38,566927,2,2
A27BSYPO6JCB4Q,149,2,1,10,2,2,3,1,2,33,0,1,0,2,3,0,4,39,572608,2,2
A27BSYPO6JCB4Q,485,2,2,25,2,2,3,1,3,36,0,0,0,3,3,-2,3,40,578631,2,2
A27BSYPO6JCB4Q,589,2,1,290,2,1,3,1,2,39,0,1,1,3,4,-2,4,41,585022,2,2
A27BSYPO6JCB4Q,375,2,2,224,2,1,0,1,3,39,0,0,1,2,-1,0,4,42,591135,2,2
A27BSYPO6JCB4Q,197,2,1,214,2,1,0,0,3,39,0,1,1,-1,-4,0,2,43,597061,2,2
A27BSYPO6JCB4Q,16,2,1,351,2,2,-3,1,2,36,0,1,0,-1,-3,0,2,44,602943,2,2
A27BSYPO6JCB4Q,87,2,1,49,2,1,-4,1,2,32,0,1,1,-4,0,-2,2,45,608592,2,2
A27BSYPO6JCB4Q,310,2,2,217,2,2,3,0,2,35,0,0,0,-1,3,0,2,46,614630,2,2
A27BSYPO6JCB4Q,519,2,1,56,2,2,4,1,2,39,0,1,0,-1,4,-1,4,47,620718,2,2
A27BSYPO6JCB4Q,471,2,1,504,2,2,4,0,3,43,0,1,0,-3,2,-1,4,48,627207,2,2
A27BSYPO6JCB4Q,110,2,2,378,2,2,2,0,2,45,0,0,0,0,2,-2,5,49,633207,2,2
A27BSYPO6JCB4Q,134,2,2,490,2,2,5,1,3,50,0,0,0,0,2,-1,5,50,639345,2,2
A27BSYPO6JCB4Q,598,2,2,472,2,2,1,0,2,51,0,0,0,2,1,0,5,51,645926,2,2
A27BSYPO6JCB4Q,405,2,1,516,2,1,-3,0,3,48,0,1,1,2,2,-3,2,52,652367,2,2
A27BSYPO6JCB4Q,382,2,1,193,2,2,-3,1,2,45,0,1,0,3,-3,-1,2,53,658454,2,2
A27BSYPO6JCB4Q,823,2,2,426,2,2,3,1,3,48,0,0,0,4,-1,5,3,54,665214,2,2
A27BSYPO6JCB4Q,40,2,2,72,2,1,3,0,2,51,0,0,1,3,-1,3,1,55,670838,2,2
A27BSYPO6JCB4Q,95,2,1,105,2,1,3,0,3,54,0,1,1,-1,-1,3,-1,56,676553,2,2
A27BSYPO6JCB4Q,381,2,1,88,2,1,2,1,2,56,0,1,1,2,-4,-2,0,57,682532,2,2
A27BSYPO6JCB4Q,898,2,1,634,2,2,-4,1,2,52,0,1,0,-1,-4,-1,3,58,689574,2,2
A27BSYPO6JCB4Q,175,2,1,529,2,2,5,0,3,57,0,1,0,3,-3,-2,5,59,695790,2,2
A27BSYPO6JCB4Q,320,2,1,328,2,1,3,1,2,60,0,1,1,3,-3,-2,4,60,701949,2,2
A27BSYPO6JCB4Q,489,2,2,353,2,2,5,1,3,65,0,0,0,2,-3,-4,5,61,708308,2,2
A27BSYPO6JCB4Q,281,2,1,568,2,1,2,1,2,67,0,1,1,2,-4,-3,3,62,714671,2,2
A27BSYPO6JCB4Q,383,2,2,209,2,2,0,1,3,67,0,0,0,3,-4,-4,0,63,720776,2,2
A27BSYPO6JCB4Q,397,2,2,313,2,2,-3,0,2,64,0,0,0,4,-3,-2,-2,64,726999,2,2
A27BSYPO6JCB4Q,358,2,2,266,2,2,2,1,3,66,0,0,0,2,-3,0,2,65,733133,2,2
A27BSYPO6JCB4Q,280,2,2,168,2,2,1,1,3,67,0,0,0,1,-2,0,1,66,739103,2,2
A27BSYPO6JCB4Q,486,2,2,564,2,1,2,1,3,69,0,0,1,0,0,2,0,67,745675,2,2
A27BSYPO6JCB4Q,448,2,1,383,2,2,0,1,2,69,0,1,0,4,0,1,0,68,752026,2,2
A27BSYPO6JCB4Q,449,2,1,384,2,1,4,1,2,73,0,1,1,4,1,4,0,69,758376,2,2
A27BSYPO6JCB4Q,662,2,2,487,2,2,-2,1,3,71,0,0,0,4,1,1,-2,70,765041,2,2
A27BSYPO6JCB4Q,533,2,2,567,2,2,-1,1,3,70,0,0,0,2,-1,-2,-1,71,771657,2,2
A27BSYPO6JCB4Q,643,2,1,1982,2,1,4,1,2,74,0,1,1,4,-1,-3,0,72,779798,2,2
A27BSYPO6JCB4Q,582,2,1,520,2,2,-4,0,3,70,0,1,0,3,0,-4,-4,73,786415,2,2
A27BSYPO6JCB4Q,237,2,1,72,2,2,-3,1,2,67,0,1,0,5,-3,-3,-2,74,792241,2,2
A27BSYPO6JCB4Q,452,2,2,278,2,1,-3,1,3,64,0,0,1,2,-4,-3,0,75,798487,2,2
A27BSYPO6JCB4Q,101,2,1,73,2,1,1,1,2,65,0,1,1,1,-4,1,0,76,804173,2,2
A27BSYPO6JCB4Q,222,2,1,34,2,1,0,1,2,65,0,1,1,0,-3,-3,0,77,809947,2,2
A27BSYPO6JCB4Q,480,2,2,229,2,1,-4,1,3,61,0,0,1,-3,-4,-4,0,78,816175,2,2
A27BSYPO6JCB4Q,166,2,1,128,2,1,-3,0,3,58,0,1,1,-1,-1,-3,-3,79,821984,2,2
A27BSYPO6JCB4Q,118,2,1,65,2,2,-1,0,3,57,0,1,0,-3,1,-3,-1,80,827679,2,2
A27BSYPO6JCB4Q,264,2,1,124,2,2,3,1,2,60,0,1,0,-4,3,-2,2,81,833584,2,2
A27BSYPO6JCB4Q,1021,2,1,106,2,2,5,1,2,65,0,1,0,-3,5,1,3,82,840222,2,2
A27BSYPO6JCB4Q,214,2,2,984,2,2,0,1,3,65,0,0,0,-2,3,0,0,83,846937,2,2
A27BSYPO6JCB4Q,170,2,1,9,2,1,0,1,2,65,0,1,1,0,4,2,-1,84,852633,2,2
A27BSYPO6JCB4Q,84,2,1,30,2,1,1,1,2,66,0,1,1,1,5,3,-1,85,858263,2,2
A27BSYPO6JCB4Q,359,2,2,416,2,2,-4,1,3,62,0,0,0,1,3,5,-4,86,864551,2,2
A27BSYPO6JCB4Q,454,2,2,207,2,2,0,0,2,62,0,0,0,2,0,4,-2,87,870726,2,2
A27BSYPO6JCB4Q,1,2,1,679,2,2,0,1,2,62,0,1,0,1,0,3,-3,88,876918,2,2
A27BSYPO6JCB4Q,22,2,2,48,2,1,0,0,2,62,0,0,1,0,2,3,-3,89,882503,2,2
A27BSYPO6JCB4Q,86,2,2,88,2,1,3,0,2,65,0,0,1,3,2,4,-3,90,888191,2,2
A27BSYPO6JCB4Q,7,2,1,160,2,1,3,1,2,68,0,1,1,3,3,5,-2,91,893870,2,2
A27BSYPO6JCB4Q,151,2,1,110,2,2,-3,0,3,65,0,1,0,2,4,2,-3,92,899646,2,2
A27BSYPO6JCB4Q,287,2,1,233,2,2,3,1,2,68,0,1,0,2,3,0,-3,93,905678,2,2
A27BSYPO6JCB4Q,414,2,1,392,2,1,2,0,3,70,0,1,1,2,2,2,-3,94,911999,2,2
A27BSYPO6JCB4Q,70,2,2,336,2,2,-2,1,3,68,0,0,0,4,4,1,-2,95,917918,2,2
A27BSYPO6JCB4Q,574,2,1,385,2,2,3,1,2,71,0,1,0,4,3,2,-2,96,924391,2,2
A27BSYPO6JCB4Q,367,2,2,321,2,1,2,1,3,73,0,0,1,5,5,2,-2,97,930590,2,2
A27BSYPO6JCB4Q,31,2,1,209,2,2,4,1,2,77,0,1,0,5,4,-1,-4,98,936344,2,2
A27BSYPO6JCB4Q,277,2,1,193,2,2,1,1,2,78,0,1,0,2,1,1,-2,99,942326,2,2
A27BSYPO6JCB4Q,142,2,2,344,2,2,-2,1,3,76,0,0,0,3,-1,4,-2,100,948326,2,2
A27BSYPO6JCB4Q,110,2,2,314,2,1,1,1,3,77,0,0,1,4,1,1,-3,101,954262,2,2
A27BSYPO6JCB4Q,248,2,2,409,2,1,2,1,3,79,0,0,1,-2,2,2,-1,102,960429,2,2
A27BSYPO6JCB4Q,4929,2,2,481,2,2,0,0,2,79,0,0,0,-1,0,4,-3,103,971350,2,2
A27BSYPO6JCB4Q,135,2,1,88,2,2,-3,0,3,76,0,1,0,0,0,3,-3,104,977086,2,2
A27BSYPO6JCB4Q,225,2,2,48,2,1,3,1,3,79,0,0,1,0,1,3,-2,105,982870,2,2
A27BSYPO6JCB4Q,400,2,1,629,2,2,3,1,2,82,0,1,0,-3,3,3,-2,106,989416,2,2
A27BSYPO6JCB4Q,406,2,1,281,2,1,-3,1,2,79,0,1,1,-3,4,3,-2,107,995615,2,2
A27BSYPO6JCB4Q,318,2,1,352,2,1,-4,1,2,75,0,1,1,-4,2,2,-1,108,1001798,2,2
A27BSYPO6JCB4Q,369,2,2,103,2,1,4,1,3,79,0,0,1,-3,1,4,-3,109,1007781,2,2
A27BSYPO6JCB4Q,336,2,1,369,2,2,-4,1,2,75,0,1,0,1,-4,4,-4,110,1013997,2,2
A27BSYPO6JCB4Q,97,2,2,338,2,2,-4,0,2,71,0,0,0,4,-4,5,-1,111,1019942,2,2
A27BSYPO6JCB4Q,168,2,2,7,2,1,1,0,2,72,0,0,1,1,-4,4,-1,112,1025627,2,2
A27BSYPO6JCB4Q,530,2,2,273,2,1,3,1,3,75,0,0,1,-1,-3,3,0,113,1031942,2,2
A27BSYPO6JCB4Q,224,2,1,4,2,1,2,1,2,77,0,1,1,2,-2,3,-4,114,1037683,2,2
A27BSYPO6JCB4Q,36,2,1,56,2,2,-2,0,3,75,0,1,0,4,-1,3,-2,115,1043287,2,2
A27BSYPO6JCB4Q,167,2,2,99,2,2,-3,1,3,72,0,0,0,2,2,2,-3,116,1049063,2,2
A27BSYPO6JCB4Q,344,2,2,369,2,2,1,1,3,73,0,0,0,0,0,5,1,117,1055286,2,2
A27BSYPO6JCB4Q,407,2,2,264,2,2,0,1,3,73,0,0,0,1,-2,4,0,118,1061471,2,2
A27BSYPO6JCB4Q,438,2,2,384,2,1,4,1,3,77,0,0,1,0,-3,4,1,119,1067806,2,2
A27BSYPO6JCB4Q,95,2,2,103,2,1,5,1,3,82,0,0,1,2,2,5,1,120,1073517,2,2
A27BSYPO6JCB4Q,162,2,2,610,2,2,1,0,2,83,0,0,0,4,1,5,1,121,1079798,2,2
A27BSYPO6JCB4Q,489,2,1,368,2,2,0,1,2,83,0,1,0,4,0,2,2,122,1086168,2,2
A27BSYPO6JCB4Q,460,2,2,360,2,1,2,0,2,85,0,0,1,2,3,2,3,123,1092502,2,2
A27BSYPO6JCB4Q,497,2,1,425,2,2,4,0,3,89,0,1,0,3,0,-1,4,124,1098934,2,2
A160HFSRDNT91E,1096,1,1,3383,1,1,2,0,3,2,1,0,0,-4,4,2,4,0,77414,1,1
A160HFSRDNT91E,608,1,1,544,1,2,5,1,2,7,1,0,1,-1,5,1,1,1,84073,1,1
A160HFSRDNT91E,493,1,2,263,1,1,-1,0,2,6,1,1,0,-1,3,0,1,2,90333,1,1
A160HFSRDNT91E,445,1,1,683,1,2,5,1,2,11,1,0,1,-2,5,1,1,3,96965,1,1
A160HFSRDNT91E,545,1,1,633,2,2,3,1,2,14,1,0,0,1,3,4,0,4,103652,1,2
A160HFSRDNT91E,431,1,1,584,2,2,2,1,2,16,1,0,0,1,2,3,3,5,110172,1,2
A160HFSRDNT91E,344,1,2,1505,1,2,0,1,3,16,1,1,1,0,-2,5,0,6,117529,1,1
A160HFSRDNT91E,565,1,2,695,1,2,-2,0,2,14,1,1,1,-2,-2,5,-2,7,124294,1,1
A160HFSRDNT91E,1425,2,2,1009,1,2,0,1,3,14,1,0,1,-3,-3,4,0,8,132237,2,1
A160HFSRDNT91E,482,2,2,1119,2,1,3,1,3,17,1,0,1,-2,-3,3,0,9,139341,2,2
A160HFSRDNT91E,372,1,2,487,2,1,3,1,3,20,1,1,1,-2,-1,3,0,10,145709,1,2
A160HFSRDNT91E,1113,1,1,545,2,1,-1,0,3,19,1,0,1,-3,-1,-1,3,11,152883,1,2
A160HFSRDNT91E,572,1,1,705,1,2,-1,1,2,18,1,0,1,-1,-1,-1,3,12,159665,1,1
A160HFSRDNT91E,1676,1,2,694,1,1,1,1,3,19,1,1,0,-3,-1,1,4,13,167896,1,1
A160HFSRDNT91E,561,1,1,681,2,2,0,1,2,19,1,0,0,-1,0,5,3,14,174648,1,2
A160HFSRDNT91E,515,1,1,484,2,2,2,1,2,21,1,0,0,1,2,3,3,15,181150,1,2
A160HFSRDNT91E,618,2,1,563,2,2,0,1,2,21,1,1,0,3,0,4,5,16,187834,2,2
A160HFSRDNT91E,686,1,1,552,2,2,-2,1,2,19,1,0,0,3,-2,5,3,17,194587,1,2
A160HFSRDNT91E,543,1,2,484,2,2,1,1,3,20,1,1,0,4,-2,4,1,18,201123,1,2
A160HFSRDNT91E,733,1,1,520,1,2,-1,1,2,19,1,0,1,4,-1,4,0,19,207888,1,1
A160HFSRDNT91E,280,2,2,554,2,1,3,1,3,22,1,0,1,4,-2,3,0,20,214230,2,2
A160HFSRDNT91E,308,1,1,555,2,2,-2,1,2,20,1,0,0,1,-2,3,1,21,220601,1,2
A160HFSRDNT91E,407,1,1,603,2,1,1,1,2,21,1,0,1,1,1,2,-4,22,227134,1,2
A160HFSRDNT91E,461,1,2,501,2,1,-1,1,3,20,1,1,1,1,2,-1,-2,23,233602,1,2
A160HFSRDNT91E,364,2,2,493,1,1,1,1,3,21,1,0,0,0,3,1,0,24,239964,2,1
A160HFSRDNT91E,1674,1,1,764,2,2,2,1,2,2,0,0,0,-1,2,-3,-1,0,253533,1,2
A160HFSRDNT91E,678,1,2,822,1,2,3,0,2,5,0,1,1,-4,3,-3,1,1,260539,1,1
A160HFSRDNT91E,311,2,1,464,2,1,-4,0,3,1,0,1,1,-2,2,-4,2,2,266820,2,2
A160HFSRDNT91E,137,1,2,485,1,1,0,1,3,1,0,1,0,-2,4,0,1,3,272949,1,1
A160HFSRDNT91E,566,1,2,694,2,2,3,0,2,4,0,1,0,0,3,1,3,4,279719,1,2
A160HFSRDNT91E,575,2,1,783,1,2,3,1,2,7,0,1,1,-1,3,1,2,5,286590,2,1
A160HFSRDNT91E,453,1,2,681,1,2,4,0,2,11,0,1,1,4,4,3,3,6,293232,1,1
A160HFSRDNT91E,564,2,1,785,2,2,1,0,3,12,0,1,0,3,4,5,1,7,300086,2,2
A160HFSRDNT91E,671,2,1,577,1,2,3,1,2,15,0,1,1,3,3,3,-1,8,306840,2,1
A160HFSRDNT91E,697,1,2,723,1,2,-2,1,3,13,0,1,1,4,3,3,-2,9,313763,1,1
A160HFSRDNT91E,514,2,2,581,1,2,-1,1,3,12,0,0,1,4,4,5,-1,10,320366,2,1
A160HFSRDNT91E,344,1,1,597,2,2,5,1,2,17,0,0,0,2,5,3,-3,11,326813,1,2
A160HFSRDNT91E,544,1,1,478,2,2,5,1,2,22,0,0,0,0,5,4,-3,12,333343,1,2
A160HFSRDNT91E,484,1,1,654,1,2,1,1,2,23,0,0,1,3,1,3,0,13,339987,1,1
A160HFSRDNT91E,592,1,1,527,2,2,4,0,3,27,0,0,0,4,2,2,4,14,346610,1,2
A160HFSRDNT91E,665,2,1,897,1,2,0,1,2,27,0,1,1,5,0,1,3,15,353675,2,1
A160HFSRDNT91E,766,2,1,572,1,2,1,1,2,28,0,1,1,4,1,-2,1,16,360518,2,1
A160HFSRDNT91E,541,2,2,909,2,2,0,1,3,28,0,0,0,3,-1,-2,0,17,367474,2,2
A160HFSRDNT91E,672,2,1,940,2,2,3,0,3,31,0,1,0,4,-1,-1,3,18,374595,2,2
A160HFSRDNT91E,456,1,1,727,1,2,3,0,3,34,0,0,1,1,1,1,3,19,381282,1,1
A160HFSRDNT91E,435,2,2,695,1,2,1,0,2,35,0,0,1,-1,1,-1,4,20,387918,2,1
A160HFSRDNT91E,590,1,1,553,2,2,1,1,2,36,0,0,0,-4,1,0,5,21,394570,1,2
A160HFSRDNT91E,552,2,2,706,2,2,3,0,2,39,0,0,0,-3,3,-3,5,22,401337,2,2
A160HFSRDNT91E,649,1,1,797,1,1,-2,0,3,37,0,0,0,2,2,-2,3,23,408291,1,1
A160HFSRDNT91E,644,2,1,600,2,2,5,1,2,42,0,1,0,2,5,-3,4,24,415042,2,2
A160HFSRDNT91E,234,1,2,653,2,1,0,1,3,42,0,1,1,4,4,0,5,25,421436,1,2
A160HFSRDNT91E,69,2,1,995,1,2,5,1,2,47,0,1,1,2,5,-3,4,26,428007,2,1
A160HFSRDNT91E,680,2,1,422,1,2,4,1,2,51,0,1,1,0,4,0,2,27,434611,2,1
A160HFSRDNT91E,655,1,2,1020,1,1,-1,1,3,50,0,1,0,1,4,-1,-2,28,441789,1,1
A160HFSRDNT91E,289,2,2,767,2,1,-2,1,3,48,0,0,1,2,2,-2,0,29,448351,2,2
A160HFSRDNT91E,73,1,1,672,1,2,3,1,2,51,0,0,1,3,3,-2,1,30,454600,1,1
A160HFSRDNT91E,634,2,1,414,1,1,-1,0,3,50,0,1,0,-1,3,-1,0,31,461150,2,1
A160HFSRDNT91E,599,1,1,543,1,2,1,1,2,51,0,0,1,-3,1,-1,1,32,467798,1,1
A160HFSRDNT91E,391,1,1,500,2,1,-4,1,2,47,0,0,1,-4,2,-1,1,33,474198,1,2
A160HFSRDNT91E,352,2,2,855,1,2,2,1,3,49,0,0,1,-4,3,0,2,34,480914,2,1
A160HFSRDNT91E,480,2,2,708,1,2,1,1,3,50,0,0,1,0,2,1,1,35,487709,2,1
A160HFSRDNT91E,420,1,2,808,1,2,0,1,3,50,0,1,1,1,2,0,0,36,494446,1,1
A160HFSRDNT91E,822,2,1,847,1,2,4,0,3,54,0,1,1,2,2,2,4,37,501618,2,1
A160HFSRDNT91E,824,2,1,614,2,2,-4,1,2,50,0,1,0,5,-4,0,4,38,508562,2,2
A160HFSRDNT91E,629,1,1,615,1,2,5,0,3,55,0,0,1,2,0,2,5,39,515313,1,1
A160HFSRDNT91E,506,2,1,642,2,2,1,1,2,56,0,1,0,2,1,2,2,40,521967,2,2
A160HFSRDNT91E,628,2,1,832,2,2,4,1,2,60,0,1,0,2,4,3,3,41,528933,2,2
A160HFSRDNT91E,2618,1,1,735,2,2,4,1,2,64,0,0,0,1,4,-1,4,42,537896,1,2
A160HFSRDNT91E,697,2,1,495,2,1,-2,1,2,62,0,1,1,-2,2,0,1,43,544591,2,2
A160HFSRDNT91E,685,1,1,565,2,2,1,1,2,63,0,0,0,-3,1,-1,-1,44,551348,1,2
A160HFSRDNT91E,575,2,1,552,2,2,1,1,2,64,0,1,0,-2,1,0,1,45,557982,2,2
A160HFSRDNT91E,557,1,1,670,2,2,2,1,2,66,0,0,0,-3,2,0,2,46,564715,1,2
A160HFSRDNT91E,793,2,1,1217,2,2,0,0,3,66,0,1,0,-3,1,-1,0,47,572233,2,2
A160HFSRDNT91E,593,2,2,657,2,2,-2,0,2,64,0,0,0,2,-2,1,-3,48,578996,2,2
A160HFSRDNT91E,492,1,1,756,1,2,-3,1,2,61,0,0,1,-3,-3,2,-3,49,585749,1,1
A160HFSRDNT91E,482,2,1,733,2,2,0,1,2,61,0,1,0,-1,0,4,-3,50,592471,2,2
A160HFSRDNT91E,707,2,1,764,1,2,-4,0,3,57,0,1,1,-1,0,4,-4,51,599448,2,1
A160HFSRDNT91E,597,1,1,652,2,2,-3,0,3,54,0,0,0,-1,0,4,-3,52,606203,1,2
A160HFSRDNT91E,824,2,2,744,1,2,2,0,2,56,0,0,1,2,2,2,-3,53,613276,2,1
A160HFSRDNT91E,838,1,1,613,1,2,1,1,2,57,0,0,1,3,1,4,0,54,620232,1,1
A160HFSRDNT91E,511,1,1,1102,1,2,0,0,3,57,0,0,1,0,0,4,0,55,627355,1,1
A160HFSRDNT91E,678,2,1,651,1,1,1,1,2,58,0,1,0,1,-2,4,3,56,634191,2,1
A160HFSRDNT91E,753,2,1,705,2,2,0,1,2,58,0,1,0,0,0,0,-1,57,641156,2,2
A160HFSRDNT91E,-1,1,-1,-1,-1,-1,0,-1,-1,58,0,1,0,-3,-4,1,-1,58,651045,1,-1
A160HFSRDNT91E,-1,-1,-1,-1,-1,-1,0,-1,-1,58,0,0,0,0,-2,3,1,59,661044,-1,-1
A160HFSRDNT91E,2496,2,1,1245,1,2,4,0,3,62,0,1,1,1,-4,4,4,60,670291,2,1
