Action1,S2,Action2,Re,subject,round,rt2
1,4,2,-4,180,1,1
2,3,2,-4,180,2,0
1,2,2,2,180,3,0
1,2,2,3,180,4,1
1,2,2,-1,180,5,0
2,3,2,-5,180,6,0
1,2,2,-1,180,7,0
2,3,1,2,180,8,0
1,2,2,0,180,9,0
2,3,1,4,180,10,1
2,3,1,4,180,11,0
2,3,1,2,180,12,1
2,3,2,-5,180,13,1
1,2,2,0,180,14,0
2,3,1,0,180,15,0
1,2,2,2,180,16,1
1,2,1,-1,180,17,0
2,4,1,-3,180,18,0
2,3,1,1,180,19,1
2,4,1,0,180,20,0
2,3,1,0,180,21,0
1,2,2,-1,180,22,0
2,4,1,-5,180,23,0
2,4,2,-3,180,24,1
1,2,1,1,180,25,1
2,3,1,-3,180,26,1
1,2,2,-4,180,27,1
2,3,1,-4,180,28,1
1,2,1,-4,180,29,0
1,2,2,-4,180,30,1
2,3,1,-4,180,31,0
2,4,2,2,180,32,1
1,2,1,-2,180,33,0
2,3,1,1,180,34,0
2,4,2,3,180,35,1
1,2,2,-3,180,36,0
2,3,1,5,180,37,1
2,3,1,3,180,38,0
2,4,1,-1,180,39,0
2,3,1,5,180,40,1
2,3,1,5,180,41,0
2,3,2,1,180,42,1
2,3,1,5,180,43,0
1,2,1,-3,180,44,0
2,4,1,3,180,45,0
2,3,2,4,180,46,1
2,3,1,5,180,47,0
2,3,1,4,180,48,0
2,3,2,3,180,49,0
2,3,2,2,180,50,0
2,3,1,-1,180,51,1
2,3,2,3,180,52,0
2,3,1,-2,180,53,1
2,3,2,5,180,54,1
1,2,1,0,180,55,1
2,3,2,3,180,56,1
1,2,2,2,180,57,0
1,2,1,-4,180,58,0
2,4,2,1,180,59,0
2,3,1,-1,180,60,1
1,2,2,5,180,61,1
2,3,1,0,180,62,1
2,3,1,1,180,63,0
1,2,2,0,180,64,1
2,3,2,2,180,65,0
1,2,1,-4,180,66,1
2,4,1,-2,180,67,0
1,2,2,-2,180,68,0
2,3,1,4,180,69,1
2,3,2,5,180,70,0
2,3,1,0,180,71,1
2,3,2,4,180,72,1
2,3,2,5,180,73,1
2,3,2,4,180,74,0
1,4,1,-4,180,75,1
2,3,2,5,180,76,0
2,3,2,4,180,77,1
2,3,2,5,180,78,0
2,4,1,-2,180,79,1
2,4,1,-1,180,80,0
1,2,2,-1,180,81,0
2,3,2,-1,180,82,0
2,3,1,-4,180,83,0
1,4,1,-3,180,84,0
2,3,1,-4,180,85,0
2,3,1,-5,180,86,0
2,3,2,2,180,87,1
2,3,2,2,180,88,0
2,3,1,-5,180,89,0
2,3,2,1,180,90,0
1,4,1,-3,180,91,1
2,4,1,-4,180,92,1
2,3,2,-2,180,93,0
1,2,2,-2,180,94,0
2,4,1,-3,180,95,0
1,2,2,-3,180,96,0
1,2,1,2,180,97,0
2,3,2,-2,180,98,0
1,2,1,1,180,99,1
2,3,2,0,180,100,1
1,2,1,2,180,101,0
1,2,2,-1,180,102,1
1,2,1,2,180,103,0
1,2,2,-2,180,104,0
1,2,1,1,180,105,1
1,4,1,0,180,106,0
2,3,1,-3,180,107,0
2,4,2,3,180,108,0
1,4,1,3,180,109,0
2,3,2,-2,180,110,1
1,2,1,-2,180,111,1
1,2,2,0,180,112,0
2,3,2,-4,180,113,0
1,2,2,-2,180,114,0
1,2,1,4,180,115,0
2,4,1,0,180,116,0
2,3,2,-2,180,117,1
1,2,1,5,180,118,0
2,3,2,-4,180,119,1
1,2,2,-1,180,120,0
1,2,1,2,180,121,0
2,3,1,-1,180,122,1
1,2,2,2,180,123,1
1,2,1,4,180,124,1
1,2,2,3,180,125,0
2,3,2,0,169,1,0
2,3,2,2,169,2,0
2,3,2,1,169,3,0
2,3,2,2,169,4,0
2,3,2,0,169,5,0
2,4,2,-2,169,6,0
2,3,2,-2,169,7,0
2,3,2,-1,169,8,0
2,3,2,2,169,9,0
2,3,2,0,169,10,0
2,3,2,3,169,11,1
2,3,2,5,169,12,0
2,3,2,2,169,13,0
2,4,2,0,169,14,0
2,4,2,-2,169,15,0
2,3,2,-1,169,16,0
2,4,2,-2,169,17,0
2,3,2,-2,169,18,0
2,3,2,-1,169,19,0
2,3,2,-1,169,20,0
2,3,2,0,169,21,0
2,3,2,2,169,22,0
2,3,2,0,169,23,0
2,3,2,1,169,24,0
2,4,2,0,169,25,0
2,3,2,-2,169,26,1
2,3,2,-2,169,27,1
2,3,2,-2,169,28,1
1,2,2,0,169,29,0
2,3,2,-5,169,30,1
2,3,2,-4,169,31,1
1,2,2,4,169,32,0
1,4,2,-1,169,33,0
1,4,2,1,169,34,0
1,2,2,4,169,35,0
1,2,2,4,169,36,0
1,2,2,2,169,37,0
1,4,2,-3,169,38,0
1,2,2,3,169,39,1
1,2,2,5,169,40,0
1,2,2,3,169,41,0
1,2,2,4,169,42,0
1,2,2,3,169,43,0
1,2,2,-1,169,44,0
1,2,2,1,169,45,0
1,4,2,-2,169,46,0
1,4,2,1,169,47,0
1,4,2,-1,169,48,0
1,4,1,-1,169,49,0
1,2,2,3,169,50,0
2,3,1,-5,169,51,0
1,2,2,2,169,52,0
1,2,2,2,169,53,0
1,4,2,1,169,54,0
1,2,2,2,169,55,0
1,2,2,3,169,56,0
1,2,2,4,169,57,0
1,2,2,4,169,58,0
1,4,2,3,169,59,0
1,4,2,5,169,60,0
1,2,2,5,169,61,0
1,4,2,4,169,62,0
1,2,2,4,169,63,0
1,2,2,4,169,64,0
1,2,2,4,169,65,0
1,4,2,-1,169,66,0
1,2,2,2,169,67,0
1,2,2,2,169,68,0
1,2,2,1,169,69,0
1,2,2,-1,169,70,0
1,4,2,5,169,71,0
2,3,2,3,169,72,0
2,3,2,3,169,73,0
2,3,2,2,169,74,0
2,3,2,1,169,75,0
2,3,2,-1,169,76,0
