"subject","version","age","sex","bonus","assignmentId","time_elapsed","reading_time","check1","check2","check3","belief1","belief2","belief3","stamp"
"A2FPCCVXZWHGZF","dez_1b_fix_v3","46","f","0.16","3FDJT1UU74985W2IN9ZBJR1WIKZ5KO","1323199","180490","0","1","2","2","0","1","2017-08-17 16:19:16"
"A1H2E85EW10IO3","dez_1b_fix_v3","32","m","0","3QXNC7EIPIWPTTXQM62ACNRPQIC094","1302150","158077","0","1","2","0","1","1","2017-08-17 16:19:19"
"A2A3X2W4YS9X8A","dez_1b_fix_v3","37","m","0.47","3CN4LGXD5XPLTINZDJHSN7ATG3CY46","1251855","173072","0","1","2","0","1","1","2017-08-17 16:19:19"
"AY6HFCSWZJ9WD","dez_1b_fix_v3","38","m","0.96","37QW5D2ZRGNPGXYSQGFGMX2X14CS8T","1279377","207190","0","1","2","3","0","0","2017-08-17 16:19:27"
"ANVAFB99K5RKP","dez_1b_fix_v3","30","f","0.59","3JBT3HLQF837N1JN7PBZ4CUQDTCZPP","1252357","189334","0","1","2","1","0","0","2017-08-17 16:19:33"
"A3AIUG6ILEEBI7","dez_1b_fix_v3","22","other","0.89","3300DTYQT2IUCIT6BFCBJ7JIUJPQE1","1197639","149106","0","1","2","2","0","0","2017-08-17 16:19:39"
" AVPKE76DJLWK6
","dez_1b_fix_v3","33","m","0.8","3TUI152ZZBOVSHZUZRHWCN0O5ALQ1I","1432885","132017","1","1","1","2","1","1","2017-08-17 16:19:45"
"A28C4YC9WPNYG2","dez_1b_fix_v3","27","m","1.09","3Z7EFSHGN9FZOHA41218NRF86AZXCC","1283350","169844","0","1","2","3","0","0","2017-08-17 16:20:02"
"ARJ4XIRNZ1PV1","dez_1b_fix_v3","30","f","1.04","3P59JYT76LLF9I9IZZB5MBLGHNYT2G","1344372","146907","0","1","2","2","0","0","2017-08-17 16:20:13"
" AW20BA38TBP8O","dez_1b_fix_v3","34","m","0","3VBEN272MK049C4A9ER4EAJVPNPSG9","1390837","181249","0","1","2","0","0","1","2017-08-17 16:20:17"
"A1H198MRIM37T1","dez_1b_fix_v3","41","m","0.77","3FFJ6VRIL1PI4UQTQ08NPGQS98Z0IN","1374046","214670","0","1","2","1","0","0","2017-08-17 16:20:23"
"A33NK36A94Y75Y","dez_1b_fix_v3","23","m","0.39","3RUIQRXJBBPXRRNL0WRJFGA8TA3LLU","1449144","271471","2","1","0","2","1","1","2017-08-17 16:20:26"
"A10WG1XD0Q2CHG","dez_1b_fix_v3","25","m","0.29","3KRVW3HTZNM41M0WKHPZRF3SL91SMH","1273307","111628","0","2","2","0","0","0","2017-08-17 16:20:27"
"AAGKOZ4QSVDZE
AAGKOZ4QSVDZE","dez_1b_fix_v3","33","m","0.08","3R3YRB5GRF4JEYJBCJUUXPQGCPYAUW","1383169","104649","2","2","2","2","1","1","2017-08-17 16:20:36"
"A1X2TAV980PIUG","dez_1b_fix_v3","30","m","0.49","3VSOLARPKBALALWN5TKTELPWTUW392","1334714","233535","0","1","2","1","0","0","2017-08-17 16:20:38"
"A31Q4HFUPE2DXG","dez_1b_fix_v3","30","m","0.9","3C5W7UE9CFRCX3MVERVMQNKK0O3XMU","1391417","88764","0","1","2","3","0","0","2017-08-17 16:20:43"
"ACF8CYOJ1P4GC","dez_1b_fix_v3","37","m","1.06","39U1BHVTDLS4U0513ZPA5LQ8N1Z3T2","1391569","214711","0","1","2","3","0","0","2017-08-17 16:20:50"
"A1RD0EUJJDNJZ7","dez_1b_fix_v3","29","m","0.86","3VZLGYJEYLBCWALETGLGYPGTFSLXZB","1394771","253179","1","1","2","3","0","0","2017-08-17 16:20:52"
"AOTUGFGVVZMSQ","dez_1b_fix_v3","35","f","0.83","345LHZDEDXTJUDKQ34FKAHCA6F63UT","1310095","167101","0","1","3","3","0","0","2017-08-17 16:20:57"
"A1QXW6HGZCSSNV","dez_1b_fix_v3","38","m","0.51","31HQ4X3T3SBKV4IBK5OKR2O3L4BSLF","1427909","73442","0","1","2","3","0","0","2017-08-17 16:21:07"
"A31JM9RECQGYEX","dez_1b_fix_v3","39","f","0.38","3OS46CRSLF0I4BW8RWNND6QDUDGV6F","1418071","312580","-1","1","2","3","0","0","2017-08-17 16:21:19"
"A3PJ51GS2AKBO6","dez_1b_fix_v3","28","m","0.37","3WLEIWSYHOIP49INZ5UG8SIS6T42HG","1223305","39697","1","1","1","2","0","1","2017-08-17 16:21:20"
"A55W77BJ3Q0NF","dez_1b_fix_v3","37","m","0.98","3AZHRG4CU4L3ER8A5X10LAO3QQ203N","1446665","282297","0","1","2","3","0","0","2017-08-17 16:21:25"
"AQIHP9D5DG5J","dez_1b_fix_v3","22","m","0.16","33M4IA01QG23UJZNJZR3CMEU6B2XRI","1244345","103718","0","1","2","1","0","0","2017-08-17 16:21:30"
"A2UO3QJZNC2VOE","dez_1b_fix_v3","32","m","0.1","31JLPPHS2UVOH80T7I3BBBKLOTI3OG","1271194","78019","2","1","2","1","1","1","2017-08-17 16:21:37"
"A2FBP73AQACKZ2","dez_1b_fix_v3","34","m","0.97","3U088ZLJVKU05PAYFHC2Q7Z0OJX0WU","1381587","222728","0","1","2","3","0","0","2017-08-17 16:21:42"
"AEZ64TVDZQOU6","dez_1b_fix_v3","35","m","1.2","3X08E93BHVJXPLH7QOFF1EAEDKQ660","1452776","144147","0","1","2","3","0","0","2017-08-17 16:21:59"
"A2LI0QVPKA5CG8","dez_1b_fix_v3","39","f","0.66","32AT8R96GLANEU55TJGLIPKMYV4SU9","1431739","196610","0","1","2","2","0","0","2017-08-17 16:22:01"
"ABZD7CRM46SN","dez_1b_fix_v3","32","f","0.86","3G0WWMR1UVLY6O6J4EFU9UDR8BQQNQ","1455018","230872","0","1","2","3","0","0","2017-08-17 16:22:11"
"A1UHNDB2EQ8TK0","dez_1b_fix_v3","25","f","1.03","3I3WADAZ9Q5RVNNXL1R4Q8I52P8O5Q","1354759","61407","-1","0","1","1","0","0","2017-08-17 16:22:11"
"A3Q1EZDNIUK41P","dez_1b_fix_v3","39","f","0.66","3WETL7AQWT929YUB237C25KU7YD35B","1428119","160400","0","1","2","2","0","0","2017-08-17 16:22:14"
"A2P23YRUSL0DU6","dez_1b_fix_v3","25","f","0.63","3KYQYYSHYV8MZ02Q079NOK6XF66ODY","1476717","196858","0","1","2","3","0","0","2017-08-17 16:22:19"
"A1PT63J40GNSZF","dez_1b_fix_v3","26","m","0","3P59JYT76LLF9I9IZZB5MBLGHNZ2TQ","1370080","49790","3","0","1","0","1","0","2017-08-17 16:22:21"
"A149ROBL26JWPJ","dez_1b_fix_v3","27","m","0.89","3L0KT67Y8EH4V3PA3KDALAQZUJFSY7","1197656","165613","0","1","2","2","0","0","2017-08-17 16:22:22"
"aaezql4j6cqgm","dez_1b_fix_v3","32","m","0.92","33IZTU6J812FVYZ0YOR82WJQSDLSX1","1485300","243260","1","1","2","2","0","1","2017-08-17 16:22:26"
"A3KRZCW1TPIBY6","dez_1b_fix_v3","34","m","0.71","3B837J3LDOXVY2DOPPLGDEX2RW0SR5","1470730","405945","0","1","2","3","0","0","2017-08-17 16:22:26"
"a1z2zgpjrgg0g3","dez_1b_fix_v3","54","f","0.65","3TPZPLC3M0D628CUMIGQ0BPBYYE3PX","1446538","196992","0","1","2","3","0","0","2017-08-17 16:22:33"
"A37JENVKZQ56U6","dez_1b_fix_v3","32","m","1.14","3KOPY89HM83AGX9WR5B63F3ZPZ83JX","1474804","161610","0","1","2","3","0","0","2017-08-17 16:22:35"
"A2VRGHOQ9XBAUW","dez_1b_fix_v3","26","f","0.69","3LOZAJ85YDEMQZI249C2BE6MUJN2X9","1481199","275126","0","1","2","2","1","1","2017-08-17 16:22:43"
"AD8JNBDMO3NED","dez_1b_fix_v3","23","m","0.33","3X4MXAO0BGPO5JUX9UVHA30NX9WRWJ","1121318","77112","0","1","2","1","0","0","2017-08-17 16:22:54"
"A1JOSBLU7L33FD","dez_1b_fix_v3","26","f","0.86","3AMW0RGHOD3D6C5441059PNH3F4NPW","1540634","306998","0","1","2","2","0","0","2017-08-17 16:22:57"
"A31KV6ETEFLOEM","dez_1b_fix_v3","33","f","0.48","3F0BG9B9MPOIC55IFHFZQJU3752Y7Q","1510911","248849","0","1","2","2","0","0","2017-08-17 16:23:04"
"A3GPPNKEAT48D8","dez_1b_fix_v3","25","m","0.25","3TU5ZICBRD2D3HJFYCQBRXNWJGS8QL","1289513","187387","0","1","2","2","0","0","2017-08-17 16:23:07"
"A1UCM4T7TZDUAO
","dez_1b_fix_v3","47","f","0","3JJVG1YBEBY7CTYOHWMIKOI6VQQB5A","1483799","277776","0","1","2","0","0","0","2017-08-17 16:23:09"
"A2BK9RMC0NOIH8","dez_1b_fix_v3","35","m","0.96","3TXMY6UCAEPFFK9SFO6GTJJF97CQC8","1599962","441384","0","1","2","3","0","0","2017-08-17 16:23:11"
"A27CTOSCYAGCHV","dez_1b_fix_v3","24","m","1.03","37UQDCYH6XW18BADA6SFJKQ9PO0V7E","1533047","141947","0","1","2","3","1","1","2017-08-17 16:23:14"
"A1MMC6X3ZNJ9OT ","dez_1b_fix_v3","57","f","0.37","33TIN5LC04BMQOTBUEDJ4FL92VQY92","1550662","193962","2","1","2","2","1","1","2017-08-17 16:23:23"
"A23X0LE6GLO45G  

   

","dez_1b_fix_v3","45","f","0.59","3TK8OJTYM1MQEHED6SMWJ6HUPI6VPL","1543214","256669","0","1","2","3","0","0","2017-08-17 16:23:23"
"A23JA6ICO4BPQ5","dez_1b_fix_v3","31","m","0.4","336KAV9KYQTBQ48C95Y4USDVWPH2YF","1497775","342315","0","-1","2","3","0","0","2017-08-17 16:23:27"
"A3J0IAI8AJBGKX","dez_1b_fix_v3","59","m","0.17","3ZY8KE4ISJ4BETFS651LJB74UESVQC","1501514","284335","0","1","2","1","0","0","2017-08-17 16:23:27"
"A1CRD463RZUEXE","dez_1b_fix_v3","30","f","0.48","34MAJL3QP4OKDFQBOYO2XDEG72I346","1287946","117891","1","1","2","2","0","0","2017-08-17 16:23:33"
"ATAHQP6QL09TX","dez_1b_fix_v3","23","m","0","3CCZ6YKWR7KOO0JRJC8MTING7QN59U","1539276","274931","0","1","2","0","1","1","2017-08-17 16:23:38"
"A1AD7HGD3VYBPH","dez_1b_fix_v3","40","m","1.12","30X31N5D63R3ZLR7NEZUIO8SRSDASG","1556484","264764","0","2","2","2","0","0","2017-08-17 16:23:38"
"AGBIQ958BK5B2

","dez_1b_fix_v3","44","f","1.31","32SVAV9L3FAZF46SXZYTAG0GZCE3AH","1442677","257663","1","1","2","3","0","0","2017-08-17 16:23:43"
"A29PB2C8XD8TVG","dez_1b_fix_v3","54","m","0","3JJVG1YBEBY7CTYOHWMIKOI6VQQ5B4","1615270","218108","0","1","2","0","0","0","2017-08-17 16:23:50"
"A3PTY2GRDKPF4B
","dez_1b_fix_v3","41","m","0.41","30X31N5D63R3ZLR7NEZUIO8SRSCSAX","1564968","364989","0","1","2","1","0","1","2017-08-17 16:23:51"
"A3SGR7RY3IOP84","dez_1b_fix_v3","41","m","0.49","3C6FJU71TQUKAGHESP8A0B8NFG0YUT","1493927","242289","1","1","2","2","0","0","2017-08-17 16:23:55"
"A340UGIDGIF4W6","dez_1b_fix_v3","42","f","0.14","35H6S234SA116HHTL55A98WEHPF56J","1531589","286232","2","1","2","2","0","1","2017-08-17 16:24:03"
"A13R58FYOMTJKQ","dez_1b_fix_v3","28","m","0.61","33FBRBDW6O099G9WTUPG7SYFF1R8CG","1185652","133870","0","1","2","3","0","0","2017-08-17 16:24:35"
"A19UBZFVUWL1ES","dez_1b_fix_v3","48","m","0.48","3WMOAN2SRBYQBW20QD94FHCZP35VNP","1628300","147042","1","1","2","2","0","0","2017-08-17 16:24:46"
"A1C3AHJ3BMOPT3","dez_1b_fix_v3","40","f","0","3ATPCQ38J8B0V73GMKRJ0AWT8D8YAH","1613500","112490","3","0","1","3","1","1","2017-08-17 16:24:48"
"A2YE7NBCK14VAQ","dez_1b_fix_v3","37","m","0.46","3HMIGG0U4L7MCJA1PM754JQYIP98YO","1615472","304221","0","1","2","1","0","0","2017-08-17 16:24:50"
"AE1YA7Q3UKPRI","dez_1b_fix_v3","33","f","0.7","3NG53N1RLVKS35I0YZBMRSXMEK68PU","1458449","273989","2","0","2","3","1","0","2017-08-17 16:24:52"
" A1OUBPOCEOG55N
 A1OUBPOCEOG55N
","dez_1b_fix_v3","56","m","0.47","3BXQMRHWKZZKGZS09MKZ6GLG66MUMZ","1617215","343568","2","3","2","2","0","1","2017-08-17 16:25:15"
"A1CGDMOPDIC7EU","dez_1b_fix_v3","39","f","1.08","36TFCYNS44BQ5PLKNUF9YICOJ24XHL","1705755","327370","0","1","2","3","0","0","2017-08-17 16:25:40"
"A1IGPP4T1BG305","dez_1b_fix_v3","54","m","0.24","3HHRAGRYX86AWAP9OR4L2ON7OLRO9H","1679159","363519","2","1","2","0","0","0","2017-08-17 16:25:46"
"A2CO3PHGWP142Q","dez_1b_fix_v3","68","m","0.71","35DR22AR5DLBBHEL89Q7UOBE0XN3XL","1665617","445053","0","1","2","2","0","1","2017-08-17 16:25:46"
"AS9E0S6DBSWH7","dez_1b_fix_v3","29","m","1","31UV0MXWNQDHZ1CUN6EZ6BMJQGA5ID","1588285","413444","0","1","2","3","0","0","2017-08-17 16:26:09"
"A2YDA5EGPSTMCC","dez_1b_fix_v3","21","m","0.06","3F1567XTNW6DHM2P34WPRTI73M9Q9R","1768494","126786","2","0","1","0","1","1","2017-08-17 16:26:12"
"A67HA60NRTLSA","dez_1b_fix_v3","45","f","0.75","3018Q3ZVOIRRY6RU8PZPSE3W5QUARS","1675494","432613","0","1","2","4","0","0","2017-08-17 16:26:18"
"A2RLRFFYMQCWA5","dez_1b_fix_v3","37","m","0.73","304SM51WA358IVWZTSZQDZSY9AXSBS","1773470","406054","0","1","2","2","1","1","2017-08-17 16:26:25"
"AKIFH1YJXBQUK","dez_1b_fix_v3","57","f","0.9","3VAR3R6G1P2AI56ZJZY72SSW4F9O8S","1717220","240420","0","1","2","3","0","0","2017-08-17 16:26:33"
"A1AO1LLP3INAZF","dez_1b_fix_v3","31","f","1.05","3JNQLM5FT4NRQ51DQQ9E0KBZNAD2LN","1159992","107738","1","1","2","3","0","0","2017-08-17 16:26:33"
"A1ZDR2UN7M92LI
","dez_1b_fix_v3","33","m","0.67","34V1S5K3GS2K74J5OVIRLO1G3LY96E","1752601","473909","3","1","0","3","0","1","2017-08-17 16:27:07"
"ALRBI7LQ4WCL","dez_1b_fix_v3","57","f","0.99","3QECW5O0KH278FS5HID3KIOS1XPT5H","1761541","408351","0","1","2","3","0","0","2017-08-17 16:27:20"
"A2EJLKLPXT8GDI","dez_1b_fix_v3","40","m","1.21","3HMVI3QICJT41JQGQ1YQP93Q4J2Y1T","1708164","407561","0","1","2","3","0","1","2017-08-17 16:27:35"
"A2UNSF09FWX9S8
","dez_1b_fix_v3","54","m","0.95","3QY5DC2MXRLEAP0JNZGMBQ1795AUFS","1802770","503171","0","1","2","2","0","0","2017-08-17 16:27:36"
"A2MWAXV1YRK5GH","dez_1b_fix_v3","66","f","1.04","3MMN5BL1WZ50H5FHU2OYJ7VGTT33M1","1766673","507476","0","1","2","3","0","0","2017-08-17 16:27:48"
"A1SOOCPS9CRCQE","dez_1b_fix_v3","46","f","0.31","3OHYZ19UGC6O1TZEGXILYJYRU39OAW","1562758","329014","0","1","2","2","0","0","2017-08-17 16:27:48"
"A3696JXTRKL2FI","dez_1b_fix_v3","27","m","0.91","3ZDAD0O1T1EGAYCFNOWYC1FCUWZXTV","1339442","52673","0","1","2","2","0","1","2017-08-17 16:27:53"
"A2EFD7AW29IXUR","dez_1b_fix_v3","31","m","1.12","3NLZY2D53PQ8IO3YS1ZFW2923GQQLO","1391016","187853","0","1","2","3","0","1","2017-08-17 16:28:28"
"A2Q96LE5Y0P424","dez_1b_fix_v3","33","f","0.38","3I0BTBYZAXM4UU5YUIUQB4KGZRWY0Q","1849984","295647","0","1","2","2","0","0","2017-08-17 16:28:29"
"A10GJ2FOR16B2I","dez_1b_fix_v3","30","f","1.14","3WAKVUDHUWH1VWLD5GIANYOQBHRU7O","1816326","694459","0","1","2","3","0","0","2017-08-17 16:29:07"
"A1LMOSQXXN17PV","dez_1b_fix_v3","27","m","0.52","3MD9PLUKKIF7KG7ARAY70NPVDEBNZH","1615140","245390","0","1","2","1","0","0","2017-08-17 16:29:09"
"ALDQRWYZ8KQ9A","dez_1b_fix_v3","39","m","1.27","3LWJHTCVCCNMIWT26QWH1P4I6K4QFJ","1283989","218687","0","1","2","2","0","0","2017-08-17 16:29:10"
"A2ZTXC0WB8DPJP","dez_1b_fix_v3","32","f","1.08","3RRCEFRB7MDPGAUO3R38FWCSVUVB45","1876111","538854","0","1","2","3","0","1","2017-08-17 16:29:15"
"A3UVW94KB9UBAJ","dez_1b_fix_v3","33","f","0","34FNN24DCMA3P1RZRO02SZG7GZ85YJ","1720201","66737","0","1","1","2","1","1","2017-08-17 16:29:22"
"A1GIFATVHZIU6
","dez_1b_fix_v3","53","m","0","3O6CYIULED2GLBMEDOQMFEN7480UWQ","1938944","199891","3","1","2","3","0","0","2017-08-17 16:29:38"
"AOZMBH3OIDCG0","dez_1b_fix_v3","29","m","0.83","3W92K5RLWUIML7WUMDDIL0CDYI65VA","1365119","197174","0","1","2","2","0","0","2017-08-17 16:29:53"
"A5X1KZ9CCHREK","dez_1b_fix_v3","46","m","0.54","37U1UTWH9VNDFIYFBRFBWNX1F2U8RM","1945888","544718","0","1","2","2","1","1","2017-08-17 16:30:32"
"AVUJVFNHEQTP6","dez_1b_fix_v3","44","m","0.87","3FE7TXL1LIO2H2HQIVHAH6ATXG02QC","1295010","90653","0","1","2","2","0","1","2017-08-17 16:30:38"
"A2V27A9GZA1NR2","dez_1b_fix_v3","36","m","0.98","3KGTPGBS6XMU9VO7Z41FR77I0162UH","1338894","195901","0","1","2","3","0","0","2017-08-17 16:31:04"
"A1UE95ET5RK1RIA1UE95ET5RK1RI
A1UE95ET5RK1RI
A1UE95ET5RK1R1","dez_1b_fix_v3","38","f","0.82","3WEV0KO0OMT1XSUJ7OQW8PGYCV9SDZ","1337282","220033","0","1","0","3","1","1","2017-08-17 16:31:05"
" A19L8SNH73AX1Z","dez_1b_fix_v3","53","f","0.93","3Q8GYXHFEP3QMYQUVWIDV8OODBQ5CB","1665409","385450","0","1","2","3","0","0","2017-08-17 16:31:06"
"A2JCHN90PRUWDH","dez_1b_fix_v3","23","m","0","3HYA4D452RK5QDRH4F6G576FQER2FI","1089687","67217","0","1","2","0","1","1","2017-08-17 16:31:21"
"A1VOWQJOBWOVKG","dez_1b_fix_v3","34","f","0.78","3ATPCQ38J8B0V73GMKRJ0AWT8D9AYU","1365850","124817","0","1","2","3","0","0","2017-08-17 16:31:23"
"A1RPQXFV02P72A","dez_1b_fix_v3","42","f","0.71","3RSDURM96AN3LKKS2PT5WTMKTS6YEC","1446819","196676","0","1","2","3","0","0","2017-08-17 16:31:35"
"A2L8PCBXZ1Y9W8
A2L8PCBXZ1Y9W8
A2L8PCBXZ1Y9W8
A2L8PCBXZ1Y9W8
A2L8PCBXZ1Y9W8
A2L8PCBXZ1Y9W8
A2L8PCBXZ1Y9W8
A2L8PCBXZ1Y9W8","dez_1b_fix_v3","57","f","0.41","3L2IS5HSFAJQYHD0LNZZJVAGBWWUNZ","1751251","330693","0","1","2","2","0","1","2017-08-17 16:31:38"
"ASI2B6A3Y556Z","dez_1b_fix_v3","37","f","0.76","3EFE17QCRC6I98ZLTK9MZAVW4N2SH8","1414113","233418","0","1","2","2","1","0","2017-08-17 16:32:18"
"A23BMD8M0RLV77","dez_1b_fix_v3","33","f","0.38","31Q0U3WYDPGLMZUF3S8QCWJT0KU17W","1361989","163646","0","1","2","0","1","0","2017-08-17 16:32:23"
"A38TZK07ON180S","dez_1b_fix_v3","37","m","0.21","37Z929RLG998EHQGTEQBDTYKFHXSTI","1773554","228646","1","1","2","0","1","1","2017-08-17 16:32:28"
"AY7WOX4UCIBU2","dez_1b_fix_v3","26","m","0.8","3C6FJU71TQUKAGHESP8A0B8NFG0UYP","1790843","175797","2","1","2","2","0","0","2017-08-17 16:32:44"
"A2WUQGSG1LUJG0","dez_1b_fix_v3","31","f","0.72","3907X2AHF06HHQGBII2LH1KJSKE2PL","1459802","111057","3","2","1","2","1","1","2017-08-17 16:32:47"
"a1wxpolds1y9r4","dez_1b_fix_v3","30","m","0","3XLBSAQ9Z4DIHVFNB3HI4Q35DZ77ZR","1237127","29008","1","0","0","1","0","0","2017-08-17 16:32:48"
"A3R457FAWQXZN3","dez_1b_fix_v3","25","f","0.95","317HQ483I7TLPQI0R6AL0SM5H19NIK","2012504","526428","0","1","2","4","0","0","2017-08-17 16:33:00"
"A2U5CZUVJXNPN3","dez_1b_fix_v3","30","m","0","32XVDSJFPZYBWNJYQ2AT0XQONF32MP","1396062","124299","0","1","2","0","0","1","2017-08-17 16:33:10"
"A3L5M80U6TSFJO
","dez_1b_fix_v3","42","f","0.46","3RWE2M8QWHBAIV1KNGLFUOM9V7T0N3","1848230","191382","0","1","2","1","1","0","2017-08-17 16:33:13"
"A2QVLIEV4405DH","dez_1b_fix_v3","28","m","0.98","3FQ5JJ512LPCVL8OR9VXD81I95YNKV","1147820","42748","3","1","0","2","0","1","2017-08-17 16:33:13"
"A3W2YF5RJ6R01N","dez_1b_fix_v3","57","m","0.59","3Z3ZLGNNSIVR2KD9MVVF0GFL3UZQ3A","1568305","361171","0","1","2","1","0","0","2017-08-17 16:33:16"
"A4PA5EW33W7J4","dez_1b_fix_v3","26","m","0.27","3OXV7EAXLERYS2UP7MHHUBYU3TO36R","1321605","127401","0","1","2","1","0","0","2017-08-17 16:33:57"
"AHTRI8RK2BJMT","dez_1b_fix_v3","45","f","1.04","3DZQRBDBSLG3F0SMEZKKVGUMLIKS31","1656975","513863","3","0","2","2","0","0","2017-08-17 16:34:32"
"A1XNVHBT1JTHQ","dez_1b_fix_v3","25","m","0.82","3DUZQ9U6SMPNR9U5Y9QQEBM5C2DSVY","2165238","426869","0","1","2","2","0","1","2017-08-17 16:34:51"
"A1YGENVE7OI5JL","dez_1b_fix_v3","50","m","0.27","3QUO65DNQUP8G2DCM2ZCYKAL161UOE","1713276","432128","0","1","2","1","0","0","2017-08-17 16:35:08"
"APF1EAZT104LQ","dez_1b_fix_v3","27","m","0.23","39GXDJN2OTF58PFWKBKLXKM40878VF","1842051","746109","3","1","0","2","1","1","2017-08-17 16:36:35"
"A1R6ZLM9V362F7","dez_1b_fix_v3","35","m","0.61","384PI804XS27Y8TPVC21TIWFI60S06","2431056","733055","0","1","2","2","0","0","2017-08-17 16:36:44"
"A21ZXLGZ9OBHJV","dez_1b_fix_v3","30","f","1.27","3MAOD8E57QBIFL7VQSAM329K5EDXNU","1489010","270320","2","0","2","2","1","0","2017-08-17 16:37:16"
"A1OQ3KL56KMQSU","dez_1b_fix_v3","32","m","1","3OSWBBLG1EY9T9GI1YWJ7XXQRACDXT","1417234","124192","0","1","2","3","0","0","2017-08-17 16:37:19"
"A3QL8ZAD9BKWUF","dez_1b_fix_v3","20","m","0.09","37Q970SNZE975XE7RV617NFPNY6S19","1304635","196236","0","1","2","1","0","0","2017-08-17 16:37:22"
"ARB80JPV0HQ5O","dez_1b_fix_v3","32","m","0","36AHBNMV1RDYTE6S6UILQB4ZTG5YDJ","1476922","185546","2","1","2","0","0","0","2017-08-17 16:38:07"
