"subject","version","age","sex","bonus","assignmentId","time_elapsed","reading_time","check1","check2","check3","belief1","belief2","belief3","stamp"
"A4158R4Y06ZB4","dez_1b_fix_v2","26","m","0.64","31N2WW6R9RRUBVN08FKLOHB7WN1F36","1750669","291795","0","1","2","3","0","0","2017-08-16 14:46:40"
"A2KVYRNL2CK95F","dez_1b_fix_v2","32","m","1.2","36PW28KO4ZX2P2MPMJFPT74DQWEEAJ","1424610","128955","0","1","2","3","0","0","2017-08-16 14:46:41"
"A2MCG5W6LHSRG9","dez_1b_fix_v2","32","m","1.49","3JWH6J9I9SEB2I4ULWI4E5ISM60BN0","1557314","269997","0","1","2","3","0","0","2017-08-16 14:46:43"
"A74PT3GRDMEZ","dez_1b_fix_v2","24","m","0.81","3S3AMIZX3U6LQB5NA20WTKCGQNYCDQ","1413500","132430","0","1","2","2","0","0","2017-08-16 14:47:00"
"A1U9S8YI7CKIR4","dez_1b_fix_v2","31","f","0.47","39ASUFLU6X8ELFUIXT73DFFBRHNEXN","1525890","49896","2","1","2","2","0","0","2017-08-16 14:47:22"
"ANTH5IGN5CHN6","dez_1b_fix_v2","35","m","0.28","3GU1KF0O4I2B53G71BVWIUNNML1BPW","1405181","78418","0","1","2","2","0","0","2017-08-16 14:47:23"
"A2YP60DM1HYTH8","dez_1b_fix_v2","29","f","0.07","3Z3ZLGNNSIVR2KD9MVVF0GFL3PA3QO","1561217","116329","1","1","3","0","0","0","2017-08-16 14:47:27"
"A2EOOF9D135HQ1","dez_1b_fix_v2","41","m","1.08","308XBLVESI5WHGWME3ZLNPN2N3PBRO","1632567","191362","0","1","2","2","0","0","2017-08-16 14:47:28"
"A16UAN46CNIRHY","dez_1b_fix_v2","43","f","0.42","3PDJHANYK5HDMA1OM76JY5Z4MTGH6C","1671935","299284","0","1","2","2","0","0","2017-08-16 14:47:43"
"ACDTQNYOT3GG8","dez_1b_fix_v2","38","f","0.06","30OG32W0SUC99LGEVNKUFDODP3DEN3","1842637","74887","-1","0","2","0","0","1","2017-08-16 14:47:46"
"AM0QVBV8L6QCJ","dez_1b_fix_v2","55","m","0.69","382M9COHEHGM4B0NSOWGT8G7XZ6EUV","1802245","151969","0","1","2","3","0","0","2017-08-16 14:47:48"
"A2N2ZWDRLP5WIE","dez_1b_fix_v2","61","m","0.91","33FOTY3KEMMRYGPBU9G1SIB71QV1CP","1533428","123423","0","1","2","3","0","0","2017-08-16 14:48:05"
"A37TMN9TBUYALA","dez_1b_fix_v2","30","f","0.89","3D4CH1LGEAUM4X8B08RDXFE5XUB9GG","1721291","296697","0","1","2","3","0","0","2017-08-16 14:48:10"
"A2YGYTP7EIQ7EG","dez_1b_fix_v2","65","f","0.56","38YMOXR4MU0VJ0WDH6SJZ89R1HT6W1","1714785","178322","0","1","2","2","0","0","2017-08-16 14:48:16"
"A1RUURPQJ14A8X","dez_1b_fix_v2","26","f","0.65","35LDD5557A56D3NOF8GX0TCI4A0KMU","1344278","90556","0","1","2","0","0","0","2017-08-16 14:48:18"
"A3UTFL5JHRQCM1","dez_1b_fix_v2","31","m","0.87","31T4R4OBOSH5924DJPXATS2K4CVC7X","1488056","173608","0","1","2","3","0","0","2017-08-16 14:48:38"
"A3OXRDSUN9F10I","dez_1b_fix_v2","24","m","0.26","3WMINLGALB4NS42BQS9U3J4A5K1CAO","1843644","260283","0","1","2","2","0","0","2017-08-16 14:48:47"
"A09350121GO48AWFR15PV
","dez_1b_fix_v2","29","f","0.99","3B3WTRP3DB3WP3041T6OVBK4NB692X","1732446","201680","0","1","2","4","0","1","2017-08-16 14:48:59"
"A1G452MFAS690B","dez_1b_fix_v2","29","f","0.85","3QAPZX2QN4EET9CR1XNV20JBK7C02C","1451307","75125","0","1","2","3","0","0","2017-08-16 14:49:09"
"A2IGPW784OFV3D","dez_1b_fix_v2","28","m","0.99","3NXNZ5RS1AY3B4XA75NJR21CYRS97D","1471461","149464","2","1","2","2","0","0","2017-08-16 14:49:19"
"A1E4K9G6ZKPKX4","dez_1b_fix_v2","30","m","1","39RP059MEHU5K0JU9V341QTSHGQBM0","1357570","123924","0","1","2","3","0","1","2017-08-16 14:49:56"
"A25N0K40JAZTN1","dez_1b_fix_v2","46","m","0.71","38JBBYETQOBNND68DI5YG4IDYMI4EY","1504033","190618","0","1","2","2","0","0","2017-08-16 14:50:24"
"A14ADQ7RUN6TDY","dez_1b_fix_v2","68","m","0.33","3XXU1SWE8MW3YC7VECGA8I29WV4A0T","1653445","143710","0","1","2","2","0","0","2017-08-16 14:50:35"
"A1L3937MY09J3I","dez_1b_fix_v2","34","m","0.19","326O153BMIZ0N9P16T6RJ8CJBZBEDL","1285739","35770","1","1","2","0","0","1","2017-08-16 14:50:44"
"A1YBZWXXW358IF","dez_1b_fix_v2","63","m","0.63","3TVSS0C0E111LY7PDJ0CAI15LP3WT1","1657091","73513","3","-1","-1","2","0","0","2017-08-16 14:51:11"
"A3GIIL73GE2CBQ","dez_1b_fix_v2","31","m","1.37","3WR9XG3T63C2EYRYQARSAUQWCZE47C","1361047","81420","0","1","2","2","0","0","2017-08-16 14:51:20"
"A2FXD55FJV1RSV","dez_1b_fix_v2","29","m","0.81","3K9FOBBF2HKNFRQ6C97YS8EXY0FNL0","1531826","237686","0","1","2","2","0","0","2017-08-16 14:51:25"
"A39GADIK8RLMVC","dez_1b_fix_v2","34","m","0.66","3NOKK93PR195FF312OHBPQU4BBCEEE","1685082","38255","1","1","2","3","0","0","2017-08-16 14:51:43"
"A28FW73RBVGYZ9","dez_1b_fix_v2","32","m","0.69","3XUHV3NRVKZH361AHOWE6ZL4QY5H5W","1480967","63840","0","1","2","2","0","0","2017-08-16 14:51:55"
"A2S4YDJ9UGAXFQ","dez_1b_fix_v2","30","m","0.99","3PMBY0YE2749NLS6YMVU7OTQZ2JC99","2087391","665654","0","1","2","2","0","0","2017-08-16 14:51:56"
"AAS0V105QISPM","dez_1b_fix_v2","42","f","0.92","3L4D84MILZTPA5GV6Q0879498Z0HJI","1767142","87981","0","1","2","2","0","0","2017-08-16 14:51:59"
"A2XLTGDI5Q0VD","dez_1b_fix_v2","32","m","0.62","3ERET4BTVMAR6J4UQZCSV76Y4BS9KJ","1321147","39834","3","1","0","3","0","0","2017-08-16 14:52:05"
"A2HOUSKURBF8UA","dez_1b_fix_v2","44","m","0.98","33F859I566EJSMIJIYNR9LLW0URHBX","1641920","114766","0","1","2","3","0","1","2017-08-16 14:52:11"
"A36OS4XKUJF4NB","dez_1b_fix_v2","19","m","0.26","3M68NM076H8QB4FRICIDC91A92E6RY","1788923","122561","0","1","2","2","0","1","2017-08-16 14:52:12"
"A1OSRAPSRT934Z","dez_1b_fix_v2","28","f","0.82","3OVR4I9USPKCKGWDM90YAL7RHP64QA","1702561","252457","0","1","2","2","0","0","2017-08-16 14:52:25"
"A3RC4GE7UO09NR","dez_1b_fix_v2","26","m","0.87","392CY0QWG1SZ3I8U91VP1JG5QFP4I7","2107282","193701","2","1","2","3","0","0","2017-08-16 14:52:28"
"A3TQ04VI76IEMC","dez_1b_fix_v2","24","m","0.22","3PDJHANYK5HDMA1OM76JY5Z4MTG6H1","1707996","266766","0","1","2","1","0","1","2017-08-16 14:52:52"
"A1LB9JOMFQ1UMG","dez_1b_fix_v2","25","f","0.32","3IUZPWIU1O82IFH2JAMK9RE92CCWKV","1939823","133887","0","1","2","1","0","0","2017-08-16 14:53:07"
"A2SD7GN80U31GW","dez_1b_fix_v2","33","f","1.12","3ZAZR5XV01JOTCAJ2KPTKCVJE58CZP","1801586","86011","0","1","2","2","0","0","2017-08-16 14:53:20"
"ACIHCWKHNFC7U","dez_1b_fix_v2","28","m","0.34","3A4TN5196KJ22RAPWYJMK5REIFRCHZ","1606919","29873","2","2","2","2","0","0","2017-08-16 14:53:31"
"A1UX9EWSK062A9","dez_1b_fix_v2","39","f","0.85","32ZKVD547FO4YEBK3DYP5RKMHPAB3L","1516914","58520","1","1","2","2","0","0","2017-08-16 14:53:54"
"A10LGIY5HFYMZM","dez_1b_fix_v2","58","other","0.64","3JBT3HLQF837N1JN7PBZ4CUQDOMZPP","2209374","351444","0","1","2","2","0","0","2017-08-16 14:54:00"
"ARLGZWN6W91WD","dez_1b_fix_v2","29","f","0.18","3ITXP059PWKE0EUBHKC7BNBBHAHJS5","1674938","85988","0","1","2","2","0","0","2017-08-16 14:54:05"
"A2IQ0QCTQ3KWLT","dez_1b_fix_v2","46","f","1.17","3F1567XTNW6DHM2P34WPRTI73HK9QB","1589386","152707","0","1","2","3","0","0","2017-08-16 14:54:26"
"A3EWTW55UCNAHG","dez_1b_fix_v2","25","m","0.45","3Z4AIRP3C6EF1E06L5CO6VWH28J1XR","1427600","127181","0","1","2","0","0","1","2017-08-16 14:54:29"
"A3MU49UX4XYSHB","dez_1b_fix_v2","41","f","0.55","3NAPMVF0ZWGSBKCBMW84HFTYSLI27E","2214090","614961","3","1","2","2","0","1","2017-08-16 14:54:38"
"A25CFVQND4A0EV","dez_1b_fix_v2","22","m","0.72","3HMIGG0U4L7MCJA1PM754JQYIKJ8YO","1456199","130043","0","1","2","2","0","0","2017-08-16 14:54:44"
"A347XXV5JH19PB","dez_1b_fix_v2","39","f","0.43","3DL65MZB8DGQIHJN6XBGZ2U1QZZCEJ","1684667","177444","0","1","2","1","0","0","2017-08-16 14:55:47"
"AFN5VMMGYPF1I","dez_1b_fix_v2","58","f","1.1","3IOEN3P9S7K2IZGAKI3Y6IJX54K16X","1543472","122814","0","1","2","3","0","0","2017-08-16 14:56:16"
"A2WC2NO555XU3J","dez_1b_fix_v2","24","f","0.66","3OLQQLKKNSQDQVPTGPS2M67WGJ8EJZ","1825896","375642","0","1","2","2","0","1","2017-08-16 14:56:17"
"A3VIQ9XPOYB8K6","dez_1b_fix_v2","26","f","0.5","3AQF3RZ558JT8EAIRHIJVKNR6E3F6C","1405170","45445","2","0","1","2","0","1","2017-08-16 14:57:11"
"A2GB0RI43KU4Z","dez_1b_fix_v2","40","m","1.12","3I0BTBYZAXM4UU5YUIUQB4KGZM70YT","1486589","122994","0","1","2","3","0","0","2017-08-16 14:57:19"
"A2MQ6VUSKCQ9FH","dez_1b_fix_v2","34","m","0.62","34BBWHLWHACBCKREJ718WBZWA8NWIK","1873420","354126","0","1","2","2","0","0","2017-08-16 14:57:35"
"A1H053T5EXI6EP","dez_1b_fix_v2","40","m","0.88","3WQ3B2KGE8H8OBX5G9K6HY5PJ5V1BI","1541270","124105","0","1","2","3","0","0","2017-08-16 14:57:38"
"A2OW2CIT4H7364","dez_1b_fix_v2","29","f","1.18","34V1S5K3GS2K74J5OVIRLO1G3GA69D","1572541","147611","0","1","2","3","0","0","2017-08-16 14:58:04"
"A2Q1YS118AO2BP","dez_1b_fix_v2","29","m","0.66","32Q90QCQ1SM81FVBYASENL79V88EKY","2148756","721433","2","0","0","3","0","0","2017-08-16 14:58:09"
"AAKBYJD64R6K","dez_1b_fix_v2","43","m","0.98","3NS0A6KXC491AOQO46LCA3GYCXZZGL","2087267","489282","0","1","2","3","0","0","2017-08-16 14:58:37"
"A18SXC3JEN1O0U","dez_1b_fix_v2","58","m","0.36","37W3JXSD669X2K6JNPNBIZTK0RLWYQ","2045077","496282","0","1","2","0","0","0","2017-08-16 14:59:34"
"A15JP0TGZKLNIZ","dez_1b_fix_v2","23","m","0.71","3DIP6YHAPCTO6ETAPLVBXGYI08EE8F","1745148","234248","0","1","2","3","0","0","2017-08-16 15:00:00"
"A5EU1AQJNC7F2","dez_1b_fix_v2","28","f","0.46","3DL65MZB8DGQIHJN6XBGZ2U1QZZECL","2252878","61547","3","1","2","3","0","0","2017-08-16 15:00:14"
"A1BSA7FVVJGZ15","dez_1b_fix_v2","43","m","0.59","3A1PQ49WVHIIFO0RG1U2398NEI01HY","2139957","92181","1","1","2","2","0","0","2017-08-16 15:00:44"
"A1YIMBPJ9MUKLJ

","dez_1b_fix_v2","32","f","0.93","3UWN2HHPUY6AJ4LWWI4Z4USSQUNSNJ","1494606","95692","0","1","2","3","0","0","2017-08-16 15:01:08"
"ALGFDLMLSSKZ","dez_1b_fix_v2","30","m","0.68","3NVC2EB65Q00BM4VD5C9D2IN2YR3YR","1687681","275437","0","1","2","2","0","0","2017-08-16 15:01:14"
"AAJ1ZQECDZBEE","dez_1b_fix_v2","41","m","0.6","31Q0U3WYDPGLMZUF3S8QCWJT0F417W","1657645","186245","0","1","2","1","0","0","2017-08-16 15:01:16"
"A217W59SA6LZSR","dez_1b_fix_v2","24","f","0","3X65QVEQI0O4ONTFNJYKCXKLZW0CL6","1928794","119136","1","0","1","0","0","0","2017-08-16 15:01:27"
"AKYXQY5IP7S0Z","dez_1b_fix_v2","28","m","0.6","39GXDJN2OTF58PFWKBKLXKM403IV83","1421721","126278","1","1","2","0","0","0","2017-08-16 15:01:53"
"A3VUGKV2AX1Z2","dez_1b_fix_v2","35","f","0.53","3C8HJ7UOP7V12YMAF9J7N80V8JBZMT","1739298","109391","2","1","2","2","0","0","2017-08-16 15:02:30"
"A3OXSIR9YH1FT6","dez_1b_fix_v2","32","m","1.15","3A0EX8ZRN8P5EH88SYRFVLGZQQ4BYQ","1455841","119019","0","1","2","4","0","0","2017-08-16 15:03:12"
"A258DUZQTRIEK0","dez_1b_fix_v2","46","f","0.64","3EF8EXOTT1WE6UVH41XNFMO2RA41J3","1744154","217479","0","1","2","2","0","0","2017-08-16 15:03:25"
"A2P76QVLSGJR45","dez_1b_fix_v2","39","f","0.11","345LHZDEDXTJUDKQ34FKAHCA6AG3UT","1477217","101917","0","1","2","1","0","0","2017-08-16 15:03:53"
"A1RV2LERVS0A4H","dez_1b_fix_v2","30","f","0.77","3C6FJU71TQUKAGHESP8A0B8NFBAYUT","2784585","201194","0","1","2","2","0","0","2017-08-16 15:04:50"
"A2UF2FRGVW4T89","dez_1b_fix_v2","44","m","0.8","33OOO72IVHMS701KWS0BYOU2T9MCT9","1795682","198052","0","1","2","2","0","0","2017-08-16 15:05:19"
"A1CH3TODZNQCES","dez_1b_fix_v2","28","m","0","3LOTDFNYA70R2TPOIZVNTEM4UGVWFT","1613897","22532","0","1","0","0","1","1","2017-08-16 15:05:56"
"A267GLM78AMQ75","dez_1b_fix_v2","25","m","0.8","3HVVDCPGTET5A32PSKI0VFMLWX3YT2","1885155","340680","-1","-1","-1","4","0","0","2017-08-16 15:05:58"
"A1F4N58CAX8IMK","dez_1b_fix_v2","27","m","0.7","3K772S5NP8CHZPU3SPPHATRH3R4EHU","1998992","199447","0","1","2","0","0","0","2017-08-16 15:06:15"
"AXJ1PE87PD0KK","dez_1b_fix_v2","27","f","0.9","33ISQZVXPPNBLJZ9A65L9EUY5NMCCQ","2432377","564901","0","1","2","2","0","0","2017-08-16 15:07:37"
"A3GDTSFHVBUJHD","dez_1b_fix_v2","27","f","0.46","3DEL4X4EL6MCRKB9XUJXKI7R9TRYXL","1633711","214932","0","1","2","2","0","0","2017-08-16 15:07:46"
"AEWGY34WUIA32","dez_1b_fix_v2","30","m","0.56","3NGI5ARFTT6AS5YFZE27CIAE09A1P3","2524877","767184","1","1","2","1","0","0","2017-08-16 15:07:49"
"A17F06M11XQX6S","dez_1b_fix_v2","34","m","0.51","3AWETUDC92TF6FWJUULFVFTERARZID","2094751","529668","0","1","2","2","0","1","2017-08-16 15:08:00"
"A289S5O8KN4JYI","dez_1b_fix_v2","31","f","0.18","3GA6AFUKOOPEPRE6358LR2NKC2EH36","2690179","249121","0","1","2","2","0","0","2017-08-16 15:08:10"
"ARAW2BY7JQ2JH","dez_1b_fix_v2","29","m","0.29","37TD41K0AHARS0O57SVLOJYGRQ8CSK","2041733","138484","0","1","2","2","0","0","2017-08-16 15:09:09"
"AZMOA8ONG0D2U","dez_1b_fix_v2","37","m","0.64","3TDXMTX3CBVDI5C8SPO4YH0JM6V6IU","1800195","213316","0","1","2","3","0","1","2017-08-16 15:09:14"
"A2C84POENS2UNY","dez_1b_fix_v2","36","f","0.88","3NQL1CS15R9KNV6EXFIFWXA6TIJYVI","1514729","64634","0","1","2","2","0","0","2017-08-16 15:09:36"
"A1UCB0D27PY623","dez_1b_fix_v2","32","m","1.11","37ZHEEHM6WNHW28UQWM90PYQYZI73U","1336160","56271","0","1","2","2","0","0","2017-08-16 15:10:02"
"ANVXAMUEBGV8N","dez_1b_fix_v2","54","f","1","3B2X28YI3WG3VXY2MFWNCUW6RGB6BL","1547700","118676","2","1","2","3","0","1","2017-08-16 15:10:06"
"A1HN4550TIXQBZ","dez_1b_fix_v2","30","m","0.25","3MH9DQ757WDKOPWEYJM4TB1JAFKUGR","1515779","30253","1","1","0","2","0","1","2017-08-16 15:10:07"
"A3LC6M2EMDBBXP","dez_1b_fix_v2","27","f","0","3PW9OPU9PQLE0YX9XGRVG52LPZI12G","1859424","150533","0","1","2","1","0","1","2017-08-16 15:10:48"
"ATUY1BTU5BQDE","dez_1b_fix_v2","22","m","0.22","3LYA37P8IQOAUCJROJQOMD1OSBVBKV","1438656","197058","0","1","2","0","0","1","2017-08-16 15:11:18"
"A11THU6UGG3THR","dez_1b_fix_v2","38","f","1","3EG49X351UDA8013RBO51RNYAJZ6XU","1512546","120537","0","1","2","2","0","0","2017-08-16 15:11:24"
"A20HITED8LB7O5","dez_1b_fix_v2","32","f","0.86","3X4MXAO0BGPO5JUX9UVHA30NX46WRO","1557035","134736","0","1","2","2","0","1","2017-08-16 15:11:28"
"A9HQ3E0F2AGVO","dez_1b_fix_v2","29","f","0.67","36DSNE9QZ5ZZ2M2IA3VYRI1AKLEJO8","2353112","894627","0","1","2","3","0","0","2017-08-16 15:12:00"
"A3HNEYFOIJWPH1","dez_1b_fix_v2","33","m","0.37","3WS1NTTKEYDYU3O3PS22MJD0TBHF0B","1423998","118041","0","1","2","1","0","1","2017-08-16 15:12:08"
"ACN0C9HPYDTED","dez_1b_fix_v2","25","m","0.48","34V1S5K3GS2K74J5OVIRLO1G3G896E","2661123","1331905","0","1","2","1","0","0","2017-08-16 15:12:17"
"A1SWTHM03SN731","dez_1b_fix_v2","41","m","0.27","3Q5C1WP23M26ZVGWFZTTEC5X99915H","2633793","765095","0","1","2","2","0","0","2017-08-16 15:12:19"
"A39YBLQYIUBR76","dez_1b_fix_v2","44","m","1.06","3EFE17QCRC6I98ZLTK9MZAVW4IDHSY","1877297","423518","0","1","2","2","0","0","2017-08-16 15:13:01"
"A1P0XSCJ9XAV74","dez_1b_fix_v2","33","f","1.23","3Z4XG4ZF48SXCEKRKQL3L5JPGEP8XI","1606332","134479","0","1","2","2","0","0","2017-08-16 15:13:41"
"A2JOHICL072IY3","dez_1b_fix_v2","54","f","1.31","33LKR6A5KEL8KXRMGVBRHSBBPCV1T8","2314068","714584","0","1","2","2","0","0","2017-08-16 15:14:39"
"ADKKDK6P4MS1Z","dez_1b_fix_v2","37","m","0.84","3YGXWBAF70I8QFMUHRZ3QGIADA5C4D","3427593","164392","0","1","2","2","0","0","2017-08-16 15:14:55"
"A3F8G26PENQ6EO","dez_1b_fix_v2","28","f","0.09","3OVHNO1VE62YY4GX2GK44ID1Z5JZDB","1523673","124553","3","1","3","0","0","0","2017-08-16 15:15:59"
"A2VBSFSJXLZZ7A","dez_1b_fix_v2","35","m","0.55","3ZPPDN2SLVXOKJCKUD1PXCTTKEWE94","1525990","111178","1","1","2","2","0","1","2017-08-16 15:16:08"
"A3L2UB07EZJAMD","dez_1b_fix_v2","49","m","0.77","382M9COHEHGM4B0NSOWGT8G7XZ5UEA","1743880","195088","0","1","2","3","0","0","2017-08-16 15:17:01"
