"subject","version","rt1","key1","Action1","rt2","key2","Action2","Re","common","S2","score","practice","reverse_mapping_1","reverse_mapping_2","timeouts","vals","trial_index","time_elapsed","stamp","rews1a1","rews1a2","rews2a1","rews2a2"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","378","74","2","343","70","1","-3","0","4","27","1","0","0","0","-3,-3,1,2,-3,-3","21","0","2017-08-17 14:25:36","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","305","74","2","402","70","1","3","1","3","30","1","0","0","0","-2,0,3,1,-2,-2","22","0","2017-08-17 14:25:41","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","272","74","2","723","70","1","-5","0","4","25","1","0","0","0","-2,0,4,4,-5,-5","23","0","2017-08-17 14:25:47","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","350","70","1","998","70","1","-5","0","4","20","1","0","0","0","-1,2,5,4,-5,-5","24","0","2017-08-17 14:25:53","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","532","74","2","614","74","2","4","1","3","24","1","0","0","0","-2,1,4,4,-4,-4","25","0","2017-08-17 14:25:59","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","504","74","2","321","70","1","-4","0","4","20","1","0","0","0","-2,3,1,3,-4,-4","26","0","2017-08-17 14:26:05","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","270","70","1","737","70","1","-4","1","2","16","1","0","0","0","-4,3,5,1,-1,-1","27","0","2017-08-17 14:26:10","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","320","74","2","696","74","2","2","1","3","18","1","0","0","0","-4,2,5,2,-2,-2","28","0","2017-08-17 14:26:16","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","440","74","2","873","74","2","-3","0","4","15","1","0","0","0","-5,5,4,1,-3,-3","29","0","2017-08-17 14:26:22","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","395","74","2","529","74","2","2","1","3","17","1","0","0","0","-3,3,4,2,-3,-3","30","0","2017-08-17 14:26:28","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","892","74","2","779","74","2","-2","1","3","15","1","0","0","0","-4,4,3,-2,-2,-2","31","0","2017-08-17 14:26:34","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","568","70","1","1663","74","2","4","1","2","19","1","0","0","0","-4,4,0,-2,-2,-2","32","0","2017-08-17 14:26:41","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","484","70","1","460","74","2","5","1","2","24","1","0","0","0","-4,5,-1,-4,-3,-3","33","0","2017-08-17 14:26:47","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","313","70","1","460","74","2","2","1","2","26","1","0","0","0","-4,2,-1,-4,1,1","34","0","2017-08-17 14:26:52","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","403","70","1","461","70","1","-5","1","2","21","1","0","0","0","-5,4,0,-4,-1,-1","35","0","2017-08-17 14:26:58","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","344","74","2","324","74","2","-4","1","3","17","1","0","0","0","-4,4,-2,-4,-3,-3","36","0","2017-08-17 14:27:03","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","276","74","2","509","70","1","-1","1","3","16","1","0","0","0","-3,3,-1,-4,-5,-5","37","0","2017-08-17 14:27:09","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","294","74","2","271","74","2","-5","1","3","11","1","0","0","0","-4,2,-3,-5,-4,-4","38","0","2017-08-17 14:27:14","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","50","70","1","230","70","1","-5","1","2","6","1","0","0","0","-5,5,-4,-2,-4,-4","39","0","2017-08-17 14:27:19","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","943","74","2","463","74","2","-1","1","3","19","0","0","0","0","1,3,-3,-1,-2,-2","0","0","2017-08-17 14:28:45","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","161","74","2","63","74","2","1","1","3","20","0","0","0","0","2,4,-3,1,2,2","1","0","2017-08-17 14:28:49","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","161","74","2","349","74","2","-1","1","3","19","0","0","0","0","-1,4,-3,-1,2,2","2","0","2017-08-17 14:28:54","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","117","74","2","125","74","2","0","1","3","19","0","0","0","0","0,4,-2,0,1,1","3","0","2017-08-17 14:28:58","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","335","74","2","250","70","1","-1","1","3","18","0","0","0","0","0,5,-1,0,1,1","4","0","2017-08-17 14:29:02","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","248","70","1","348","70","1","2","1","2","20","0","0","0","0","2,3,0,-2,3,3","5","0","2017-08-17 14:29:07","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","249","70","1","469","74","2","0","1","2","20","0","0","0","0","4,0,0,-1,4,4","6","0","2017-08-17 14:29:11","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","235","70","1","78","70","1","3","1","2","23","0","0","0","0","3,-2,1,-4,5,5","7","0","2017-08-17 14:29:17","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","193","70","1","210","70","1","3","0","4","26","0","0","0","0","5,-3,-1,-4,3,3","8","0","2017-08-17 14:29:20","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","412","74","2","198","70","1","-2","1","3","24","0","0","0","0","3,-4,-2,-4,-1,-1","9","0","2017-08-17 14:29:24","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","136","74","2","285","74","2","-2","1","3","22","0","0","0","0","2,-4,-2,-2,-4,-4","10","0","2017-08-17 14:29:28","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","131","70","1","136","70","1","1","1","2","23","0","0","0","0","1,-2,-4,2,-5,-5","11","0","2017-08-17 14:29:32","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","23","70","1","255","74","2","-2","1","2","21","0","0","0","0","-1,-2,-5,-1,-5,-5","12","0","2017-08-17 14:29:37","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","146","70","1","91","70","1","2","1","2","23","0","0","0","0","2,0,-5,-1,-4,-4","13","0","2017-08-17 14:29:41","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","487","74","2","1358","74","2","-2","1","3","21","0","0","0","1","4,-2,-3,-2,-3,-3","14","0","2017-08-17 14:29:50","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","264","74","2","716","70","1","0","1","3","21","0","0","0","0","5,-2,0,-3,-3,-3","15","0","2017-08-17 14:29:55","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","564","70","1","1028","70","1","-5","0","4","16","0","0","0","0","4,-4,-1,-4,-5,-5","16","0","2017-08-17 14:30:00","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","118","70","1","934","74","2","-4","0","4","12","0","0","0","0","4,-3,-2,-5,-4,-4","17","0","2017-08-17 14:30:05","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","2","70","1","928","70","1","-4","0","4","8","0","0","0","0","1,-3,1,-1,-4,-4","18","0","2017-08-17 14:30:10","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","103","70","1","846","70","1","3","1","2","11","0","0","0","0","3,-5,0,-1,-5,-5","19","0","2017-08-17 14:30:15","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","101","70","1","233","70","1","5","1","2","16","0","0","0","0","5,-3,2,-3,-4,-4","20","0","2017-08-17 14:30:19","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","231","70","1","171","70","1","4","1","2","20","0","0","0","0","4,-3,2,-2,-2,-2","21","0","2017-08-17 14:30:23","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","1","70","1","72","70","1","0","1","2","20","0","0","0","0","0,-2,3,-4,1,1","22","0","2017-08-17 14:30:27","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","261","74","2","447","74","2","-2","1","3","18","0","0","0","0","1,-4,1,-2,-1,-1","23","0","2017-08-17 14:30:32","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","149","70","1","113","70","1","2","1","2","20","0","0","0","0","2,-5,1,-3,-4,-4","24","0","2017-08-17 14:30:36","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","48","70","1","153","70","1","1","1","2","21","0","0","0","0","1,-2,3,-2,-2,-2","25","0","2017-08-17 14:30:40","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","238","70","1","153","70","1","2","1","2","23","0","0","0","0","2,0,2,-4,-3,-3","26","0","2017-08-17 14:30:44","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","94","70","1","173","70","1","1","1","2","24","0","0","0","0","1,-3,2,-5,-2,-2","27","0","2017-08-17 14:30:48","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","34","70","1","248","70","1","2","1","2","26","0","0","0","0","2,-3,1,-4,-2,-2","28","0","2017-08-17 14:30:52","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","324","70","1","871","74","2","-3","0","4","23","0","0","0","0","1,-4,0,-1,-3,-3","29","0","2017-08-17 14:30:58","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","319","70","1","302","74","2","-4","1","2","19","0","0","0","0","5,-4,1,-3,-3,-3","30","0","2017-08-17 14:31:02","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","158","70","1","91","70","1","5","1","2","24","0","0","0","0","5,-4,1,1,-3,-3","31","0","2017-08-17 14:31:06","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","519","70","1","269","70","1","5","1","2","29","0","0","0","0","5,-3,1,4,1,1","32","0","2017-08-17 14:31:11","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","167","70","1","76","70","1","-1","0","4","28","0","0","0","0","5,-1,5,4,-1,-1","33","0","2017-08-17 14:31:15","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","79","70","1","147","70","1","-4","0","4","24","0","0","0","0","2,-2,3,3,-4,-4","34","0","2017-08-17 14:31:19","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","333","70","1","97","70","1","-3","0","4","21","0","0","0","0","1,-2,2,1,-3,-3","35","0","2017-08-17 14:31:23","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","282","70","1","186","70","1","1","1","2","22","0","0","0","0","1,-3,1,-2,-3,-3","36","0","2017-08-17 14:31:28","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","655","70","1","151","70","1","-1","1","2","21","0","0","0","0","-1,-1,-2,-3,-3,-3","37","0","2017-08-17 14:31:32","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","253","70","1","512","70","1","-4","1","2","17","0","0","0","5","-4,-2,-3,-1,-3,-3","38","0","2017-08-17 14:31:57","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","36","70","1","57","70","1","-2","1","2","15","0","0","0","0","-2,-2,-3,-2,-4,-4","39","0","2017-08-17 14:32:01","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","131","74","2","311","74","2","-1","1","3","14","0","0","0","0","2,-3,0,-1,-5,-5","40","0","2017-08-17 14:32:05","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","492","74","2","67","74","2","-3","1","3","11","0","0","0","0","3,-4,0,-3,-3,-3","41","0","2017-08-17 14:32:10","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","12","74","2","293","70","1","-2","1","3","9","0","0","0","0","2,-4,-2,-4,-3,-3","42","0","2017-08-17 14:32:14","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","296","70","1","116","70","1","3","1","2","12","0","0","0","0","3,-4,-1,-2,-3,-3","43","0","2017-08-17 14:32:18","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","127","70","1","146","70","1","-4","0","4","8","0","0","0","0","1,-4,0,-2,-4,-4","44","0","2017-08-17 14:32:22","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","42","70","1","74","70","1","0","1","2","8","0","0","0","0","0,-4,2,-1,-5,-5","45","0","2017-08-17 14:32:26","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","125","70","1","22","70","1","4","1","2","12","0","0","0","0","4,-1,1,-1,-1,-1","46","0","2017-08-17 14:32:30","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","2","70","1","79","70","1","-2","0","4","10","0","0","0","0","2,-2,-1,1,-2,-2","47","0","2017-08-17 14:32:34","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","125","70","1","74","70","1","4","1","2","14","0","0","0","0","4,-2,-1,-2,-2,-2","48","0","2017-08-17 14:32:38","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","38","70","1","45","70","1","-1","0","4","13","0","0","0","0","4,-1,-2,-2,-1,-1","49","0","2017-08-17 14:32:42","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","75","70","1","116","70","1","4","1","2","17","0","0","0","0","4,2,-4,-3,-2,-2","50","0","2017-08-17 14:32:46","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","68","70","1","86","70","1","-1","0","4","16","0","0","0","0","2,3,-4,-4,-1,-1","51","0","2017-08-17 14:32:50","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","41","70","1","129","70","1","2","1","2","18","0","0","0","0","2,2,-3,-4,-2,-2","52","0","2017-08-17 14:32:54","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","19","70","1","125","70","1","-3","0","4","15","0","0","0","0","2,4,-3,-4,-3,-3","53","0","2017-08-17 14:32:58","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","100","70","1","45","70","1","2","1","2","17","0","0","0","0","2,4,-4,-3,-3,-3","54","0","2017-08-17 14:33:02","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","50","70","1","71","70","1","-2","0","4","15","0","0","0","0","3,5,-4,-3,-2,-2","55","0","2017-08-17 14:33:06","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","114","70","1","43","70","1","4","1","2","19","0","0","0","0","4,4,-4,-4,-3,-3","56","0","2017-08-17 14:33:10","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","151","70","1","151","70","1","3","1","2","22","0","0","0","0","3,1,-4,-2,-2,-2","57","0","2017-08-17 14:33:15","0","0","0","0"
"AIK9IRPT4M848","dez_1b_fix_v3_pilot2","2297","70","1","1119","70","1","0","1","2","0","1","0","0","0","0,-1,2,2,1,1","0","0","2017-08-17 14:33:15","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","13","70","1","156","70","1","2","1","2","24","0","0","0","0","2,0,-5,-4,-4,-4","58","0","2017-08-17 14:33:19","0","0","0","0"
"AIK9IRPT4M848","dez_1b_fix_v3_pilot2","1230","70","1","467","74","2","0","1","2","0","1","0","0","0","2,0,5,2,-2,-2","1","0","2017-08-17 14:33:21","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","162","70","1","165","70","1","0","1","2","24","0","0","0","0","0,-1,-4,-5,-2,-2","59","0","2017-08-17 14:33:23","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","77","70","1","125","70","1","2","1","2","26","0","0","0","0","2,-5,-4,-4,2,2","60","0","2017-08-17 14:33:27","0","0","0","0"
"AIK9IRPT4M848","dez_1b_fix_v3_pilot2","954","74","2","801","70","1","5","1","3","5","1","0","0","0","4,-2,5,0,0,0","2","0","2017-08-17 14:33:27","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","21","70","1","84","70","1","3","0","4","29","0","0","0","0","3,-2,-4,-2,3,3","61","0","2017-08-17 14:33:31","0","0","0","0"
"AIK9IRPT4M848","dez_1b_fix_v3_pilot2","900","74","2","508","74","2","1","1","3","6","1","0","0","0","2,0,4,1,1,1","3","0","2017-08-17 14:33:34","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","30","70","1","102","70","1","3","1","2","32","0","0","0","0","3,-3,-5,-2,4,4","62","0","2017-08-17 14:33:35","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","87","70","1","9","70","1","2","1","2","34","0","0","0","0","2,-3,-1,-1,2,2","63","0","2017-08-17 14:33:39","0","0","0","0"
"AIK9IRPT4M848","dez_1b_fix_v3_pilot2","502","74","2","482","70","1","2","0","4","8","1","0","0","0","4,-3,4,1,2,2","4","0","2017-08-17 14:33:39","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","180","70","1","132","70","1","3","1","2","37","0","0","0","0","3,-3,-1,-1,4,4","64","0","2017-08-17 14:33:43","0","0","0","0"
"AIK9IRPT4M848","dez_1b_fix_v3_pilot2","571","74","2","433","70","1","5","1","3","13","1","0","0","0","3,-4,5,3,2,2","5","0","2017-08-17 14:33:45","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","141","70","1","111","70","1","5","1","2","42","0","0","0","0","5,-4,0,2,4,4","65","0","2017-08-17 14:33:47","0","0","0","0"
"AIK9IRPT4M848","dez_1b_fix_v3_pilot2","641","74","2","427","70","1","3","1","3","16","1","0","0","0","3,-4,3,2,3,3","6","0","2017-08-17 14:33:51","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","102","70","1","76","70","1","4","1","2","46","0","0","0","1","4,-3,-1,1,4,4","66","0","2017-08-17 14:33:55","0","0","0","0"
"AIK9IRPT4M848","dez_1b_fix_v3_pilot2","597","74","2","946","74","2","5","0","4","21","1","0","0","0","2,-2,3,2,5,5","7","0","2017-08-17 14:33:57","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","79","70","1","189","70","1","0","1","2","46","0","0","0","0","0,-4,-2,-1,2,2","67","0","2017-08-17 14:33:59","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","224","70","1","161","70","1","1","1","2","47","0","0","0","0","1,-2,-2,1,1,1","68","0","2017-08-17 14:34:03","0","0","0","0"
"AIK9IRPT4M848","dez_1b_fix_v3_pilot2","603","74","2","671","74","2","1","1","3","22","1","0","0","0","2,-3,3,1,4,4","8","0","2017-08-17 14:34:03","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","71","70","1","811","70","1","2","0","4","49","0","0","0","0","0,-5,0,-3,2,2","69","0","2017-08-17 14:34:08","0","0","0","0"
"AIK9IRPT4M848","dez_1b_fix_v3_pilot2","457","74","2","508","70","1","1","1","3","23","1","0","0","0","4,-1,1,3,3,3","9","0","2017-08-17 14:34:09","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","141","70","1","744","70","1","4","0","4","53","0","0","0","0","-2,-5,-1,-3,4,4","70","0","2017-08-17 14:34:12","0","0","0","0"
"AIK9IRPT4M848","dez_1b_fix_v3_pilot2","430","70","1","1162","74","2","0","1","2","23","1","0","0","0","3,0,1,2,5,5","10","0","2017-08-17 14:34:15","0","0","0","0"
"AIK9IRPT4M848","dez_1b_fix_v3_pilot2","536","70","1","394","70","1","3","1","2","26","1","0","0","0","3,-5,3,2,3,3","11","0","2017-08-17 14:34:21","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","36","70","1","381","74","2","-2","1","2","51","0","0","0","1","0,-2,-2,0,4,4","71","0","2017-08-17 14:34:21","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","161","70","1","126","70","1","5","0","4","56","0","0","0","0","-2,-3,-2,-1,5,5","72","0","2017-08-17 14:34:25","0","0","0","0"
"AIK9IRPT4M848","dez_1b_fix_v3_pilot2","475","70","1","374","70","1","5","1","2","31","1","0","0","0","5,-5,1,4,2,2","12","0","2017-08-17 14:34:26","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","491","74","2","262","74","2","0","1","3","56","0","0","0","0","-3,-5,0,0,4,4","73","0","2017-08-17 14:34:30","0","0","0","0"
"AIK9IRPT4M848","dez_1b_fix_v3_pilot2","390","70","1","300","70","1","3","1","2","34","1","0","0","0","3,-4,-1,3,2,2","13","0","2017-08-17 14:34:32","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","219","74","2","108","74","2","1","1","3","57","0","0","0","0","-4,-4,-1,1,3,3","74","0","2017-08-17 14:34:34","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","72","74","2","177","70","1","-2","1","3","55","0","0","0","0","-2,-4,-2,1,4,4","75","0","2017-08-17 14:34:38","0","0","0","0"
"AIK9IRPT4M848","dez_1b_fix_v3_pilot2","1781","74","2","419","70","1","1","0","4","35","1","0","0","0","3,-3,-2,4,1,1","14","0","2017-08-17 14:34:39","0","0","0","0"
"A1IXH2QLUU5BKZ","dez_1b_fix_v3_pilot2","141","74","2","74","74","2","3","1","3","58","0","0","0","0","-3,-2,-2,3,4,4","76","0","2017-08-17 14:34:42","0","0","0","0"
"AIK9IRPT4M848","dez_1b_fix_v3_pilot2","513","74","2","331","70","1","3","0","4","38","1","0","0","0","3,-1,-1,2,3,3","15","0","2017-08-17 14:34:44","0","0","0","0"
