"subject","version","age","sex","bonus","assignmentId","time_elapsed","reading_time","check1","check2","check3","belief1","belief2","belief3","stamp"
"A2J6MMNWUJQUXS","dez_1b_fix_v1","44","f","0.14","3EKVH9QMEZBX3B2IU2L3CZNCHJW2DD","1519493","72684","1","1","1","2","0","0","2016-08-14 18:05:05"
"A265ZA1Q2R2TGT","dez_1b_fix_v1","21","m","0.54","3S06PH7KSSBQEQKMBYLP7GD7PDID17","1529905","144368","0","1","2","2","0","0","2016-08-14 18:05:32"
"A2B6WQG0A9CKXQ","dez_1b_fix_v1","29","f","0.52","3TESA3PJ32HQE9COHD3QAYO4W25MM6","1559580","167404","1","0","2","2","0","1","2016-08-14 18:05:36"
"A2G1AMSSP7PFX7","dez_1b_fix_v1","36","f","0.27","3N2BF7Y2VR14MVBDQGNDITG8FG6HMS","1588184","170469","0","1","2","1","0","1","2016-08-14 18:05:57"
"A27HVVLSZZ13XK","dez_1b_fix_v1","45","m","0.91","3PXX5PX6LY5TTHZ2TLNCNRIAQMCABL","1624649","218414","0","1","2","2","0","0","2016-08-14 18:06:40"
"A10MH2GE01BXXE","dez_1b_fix_v1","21","m","0.68","3S06PH7KSSBQEQKMBYLP7GD7PDCD11","1710529","130860","0","1","2","2","0","1","2016-08-14 18:07:32"
"A24MFJ893DQKW1
A24MFJ893DQKW1
A24MFJ893DQKW1","dez_1b_fix_v1","44","f","0.97","33M4IA01QH8S51OK0S1G7EYC9TNRXI","1654209","192637","0","1","2","3","0","0","2016-08-14 18:07:34"
"A1UFMQDQXFVAJL","dez_1b_fix_v1","39","m","0.39","3WAKVUDHUXNQ6EAAM9SNIQ88EZD7U8","1667458","132333","0","1","2","3","0","0","2016-08-14 18:07:38"
"A33HMGO03RMOSM","dez_1b_fix_v1","38","f","0.6","3IHR8NYAM88GVMKV3PVM581ZFGV4PP","1635215","175024","0","1","2","2","0","0","2016-08-14 18:08:02"
"A2JIM3WL2NKI30
A2JIM3WL2NKI30","dez_1b_fix_v1","65","f","0.87","33FOTY3KENSG9YE8B2QENAVP4D6C16","1662076","146640","0","1","2","3","0","1","2016-08-14 18:08:39"
"A18S8HN3R2LL3N","dez_1b_fix_v1","37","f","0.99","31UV0MXWNRJ6AJ1R4ZOC1361TYUI5V","1660605","206523","0","1","2","2","0","0","2016-08-14 18:09:39"
"A2Q7BWWDXGQJQR","dez_1b_fix_v1","33","m","1.12","3RGU30DZTBF0D163EGQYU6WNS8AMJ2","1472705","25872","0","1","2","3","0","0","2016-08-14 18:10:10"
"A18R5ITJMT7J4V","dez_1b_fix_v1","24","m","0.94","3KV0LJBBH3SHBPPGMLZ7WXIE2P4MRU","1816880","76025","0","1","2","2","0","0","2016-08-14 18:10:22"
"A39J3Y8YVC6AIZ","dez_1b_fix_v1","73","m","0.59","3HYA4D452SQU1VGEL8GT0ZQXTWCF21","1821520","289392","0","1","2","2","0","0","2016-08-14 18:10:40"
"A2AHTUEMS4ARNK","dez_1b_fix_v1","36","f","0.86","3VNL7UK1XGQOLUAR4N0P1MZNT9JFTN","1848764","78835","0","1","2","2","0","0","2016-08-14 18:11:06"
"

AQ0UYN7D6FU3F","dez_1b_fix_v1","72","m","1.08","3F0BG9B9MQU7NNUFWAPCLBELANO7Y6","1885848","280188","0","1","2","3","0","0","2016-08-14 18:11:17"
"A1FZB94LK9HWBM","dez_1b_fix_v1","50","f","0.55","374TNBHA8C2HT5ZUS9YIL2VGFDFYQU","2147536","339134","1","1","2","3","0","1","2016-08-14 18:11:59"
"AQTZ7YSOXLWLY","dez_1b_fix_v1","32","f","0.48","3NL0RFNU0GUFKVNFQXQE9RF0L6PK44","1692834","218849","0","1","2","1","0","0","2016-08-14 18:12:51"
"A3UH5KXMS7AQS3","dez_1b_fix_v1","48","f","0.86","3R8YZBNQ9IPYEL3T508I8PBJBE17QX","1649719","151424","0","1","2","2","0","0","2016-08-14 18:13:09"
"A3UQRXQB7BQ9FE","dez_1b_fix_v1","30","f","0.41","382M9COHEIMBFTPK9H6TO00P0MGUEG","1967442","295247","0","1","2","2","0","0","2016-08-14 18:13:10"
"A2H5V1V8QIY8Y7","dez_1b_fix_v1","56","f","1.1","3KWTYT0871A80K9XP2LPTJYTA2PL5D","1666623","237176","0","1","2","3","0","0","2016-08-14 18:13:23"
"A16G6PPH1INQL8","dez_1b_fix_v1","48","f","0.23","3SKRO2GZ72YYSWQW3F7CBT8X9MFK1R","2043907","571947","0","1","2","1","0","0","2016-08-14 18:13:36"
"A39Q4SNT7SRK94","dez_1b_fix_v1","26","m","1.08","3MX2NQ3YCA130EQM3LOD4DTGHB05XK","1438298","27944","3","1","2","2","0","0","2016-08-14 18:13:49"
"A2389DERMNF3ZB","dez_1b_fix_v1","39","f","0.76","3FE2ERCCZYFKZFUDM9AVJ674W7VOPJ","1456290","126785","0","1","2","2","0","0","2016-08-14 18:15:04"
"A73RYRQ10HQTS","dez_1b_fix_v1","26","f","0.09","39K0FND3AIMPC83ZKADL17T42LGMAM","2156876","126667","0","1","0","2","0","0","2016-08-14 18:15:15"
"A26HEELX3JRTNF","dez_1b_fix_v1","21","f","1.06","3K4J6M3CXF0PKY7D97FQO2976Z4AG2","1446887","88739","0","1","2","3","0","0","2016-08-14 18:15:16"
"A1W2AXHN5R2J91","dez_1b_fix_v1","24","m","0.57","39PAAFCODN7DHRWH425TJ829H3DTVV","1381001","123602","0","1","2","1","0","0","2016-08-14 18:15:17"
"A06764702RZDRUTR5RRE","dez_1b_fix_v1","51","f","1.33","3RGU30DZTBF0D163EGQYU6WNS8AJMZ","2152747","180723","0","1","2","4","0","0","2016-08-14 18:15:33"
"AH8PKU0XF24X3","dez_1b_fix_v1","28","m","0.78","3LOZAJ85YEKB1H7ZL2MF66Q4X122X9","1463793","120890","0","1","2","2","0","0","2016-08-14 18:15:47"
"A1S5W9N861BFLD
A1S5W9N861BFLD
A1S5W9N861BFLD
A1S5W9N861BFLD
A1S5W9N861BFLD
A1S5W9N861BFLD","dez_1b_fix_v1","50","other","0.96","352YTHGROWKOI5M7KCNHWZZ8TPL4HK","2054287","184984","2","0","0","4","0","0","2016-08-14 18:16:28"
"ALF9AAZGQP4K5","dez_1b_fix_v1","28","m","1.02","3OSWBBLG1F4Y4R5FIR6W2PH8USYDX0","1361376","109894","0","1","2","2","0","0","2016-08-14 18:18:34"
"A3G5FY6NGZWIY7","dez_1b_fix_v1","30","f","1.09","30JNVC0ORARV7A95I9UUZ20DPH2QHN","2447783","593996","0","1","2","3","0","0","2016-08-14 18:21:14"
"A16XGK9ON8RPKD","dez_1b_fix_v1","32","f","1.17","3G5F9DBFOQ4NCI5M48O45PZL69BVHG","2549072","304560","0","1","2","4","0","0","2016-08-14 18:21:35"
"A7NZ814Q5MX2R","dez_1b_fix_v1","46","f","0.27","3WOKGM4L72NHBYQT5OV5456WOZCO05","1584230","125462","0","1","2","2","0","0","2016-08-14 18:21:47"
"A1HWI4N1RJGKYY","dez_1b_fix_v1","31","m","0.62","39JEC7537V8WVAU6IGA3UY25THCCVU","1432955","117154","0","1","2","1","0","0","2016-08-14 18:23:11"
"A2LV5432PV1S39","dez_1b_fix_v1","29","m","0.74","3R08VXYT7D23YIZFH97O0ET5ZFO7W7","2039453","120821","0","1","2","2","0","0","2016-08-14 18:24:12"
" 	AUZQGIU7HV5GH","dez_1b_fix_v1","30","f","0.78","3YT88D1N095U2Z4BQJLVZMNU76TK3J","1570670","225200","0","1","2","2","1","0","2016-08-14 18:27:23"
" A2TNZ0EUJZ5NK2","dez_1b_fix_v1","49","f","0","3JAOYWH7VJBR17B9SSY65Z3VWY7L93","2111245","207861","0","1","2","0","0","0","2016-08-14 18:27:52"
"A11J2OPH9ZX9X5","dez_1b_fix_v1","24","m","0.56","3UN61F00HXWJ3I4AUMILFV7SGUE5RN","1479015","96773","0","1","2","1","0","1","2016-08-14 18:33:30"
"A2W8ZODKKQ7RYP","dez_1b_fix_v1","47","f","0.39","3WSELTNVR49TP3TJT7EXNLOWWT5TAN","1691886","239391","0","1","2","1","0","0","2016-08-14 18:33:48"
"A3KX8PBHVFQZ3U","dez_1b_fix_v1","25","m","1.13","3NC5L260MPT8825J86EQ7CT0U17FO6","1527754","181401","0","1","2","3","0","0","2016-08-14 18:34:50"
"A1RMW7MCMPZW59","dez_1b_fix_v1","30","m","1.03","336YQZE83WLS62RIPEM4TWDIA795MT","1630877","119119","0","1","2","3","0","0","2016-08-14 18:36:21"
"A3JY1UZ9YEOR33","dez_1b_fix_v1","41","f","0.68","3EKVH9QMEZBX3B2IU2L3CZNCHJWD2O","1698382","37959","2","1","2","3","0","0","2016-08-14 18:40:39"
"A2H61GZYHIH4T8","dez_1b_fix_v1","28","m","0.58","3DL65MZB8EMFTZ8KNQLTUUEJTMBECS","1393404","154899","0","1","2","1","0","0","2016-08-14 18:44:16"
"A2HNL20X0Q9BP0","dez_1b_fix_v1","29","m","0.74","3NJM2BJS4XDJQQXAW414O6DN7TBPCM","1293949","13867","0","1","2","2","0","0","2016-08-14 18:44:34"
"A2XUG3O61RBUKQ","dez_1b_fix_v1","43","f","1.05","31QTRG6Q2UKWTTYFSWJTLX56AHUPYV","1605564","137936","0","1","2","3","0","0","2016-08-14 18:49:06"
"ALBUUWRN9Q07U","dez_1b_fix_v1","30","f","1.17","358UUM7WR0AYQMITIFXIDFLO709R7O","2200134","550044","0","1","2","3","0","0","2016-08-14 18:50:28"
"A36ZLJPURT0ILP","dez_1b_fix_v1","44","m","0.58","3ND9UOO81L92D3OHL38YJJB6UZTWL5","3782384","204986","0","1","2","0","0","0","2016-08-14 18:53:08"
"A2OXXHGAM7B0Y","dez_1b_fix_v1","29","m","0.6","3EFE17QCRDC7KQOIADJZU2FE75OHS4","3833412","121662","0","1","2","1","0","1","2016-08-14 19:20:30"
"A3FJCQ0DQ1QBG8","dez_1b_fix_v1","32","m","0.74","3R08VXYT7D23YIZFH97O0ET5ZFN7W6","1587856","200861","1","1","2","3","0","0","2016-08-14 19:26:15"
"A1LZWU72K42V92","dez_1b_fix_v1","47","m","0.17","3YMTUJH0DTNENED2K646AI2W4JFT4I","2116583","121644","0","1","2","2","0","0","2016-08-14 19:29:31"
"AZ9VAMDM5PEOR","dez_1b_fix_v1","35","m","0.39","3IAEQB9FMFRJFR0P8MAA0631LQTWDR","1545578","158658","0","1","2","1","0","0","2016-08-14 19:56:47"
"A1LRJ4U04532TM","dez_1b_fix_v1","42","f","0.91","39DD6S19JQIS1SJUF4515SF424WEZQ","1684998","229894","0","1","2","2","0","0","2016-08-14 19:58:55"
"ABL2FXYMI00T6","dez_1b_fix_v1","23","f","0.62","386CSBG1O0TFALPOMQ3Q2BBNG4R6Q9","1662191","306714","0","1","2","3","0","1","2016-08-14 20:16:33"
"AKIDVQHDUIN3L","dez_1b_fix_v1","27","m","0.84","3QHK8ZVMINPAP0Q6QCC2W5YLKYBLBE","1719850","222843","0","1","2","4","0","0","2016-08-14 20:19:34"
"A22HX7JGLXHJQG","dez_1b_fix_v1","58","f","0.8","3ZDAD0O1T2K5LG1C4H6B7TZUXEEXTV","1741365","211898","0","1","2","3","0","0","2016-08-14 20:46:16"
"AQJFDUI58Y0FV","dez_1b_fix_v1","40","m","0.43","33C7UALJVM5EXVOVUQA9LOZ6EMF18J","2003125","180384","0","1","2","2","0","0","2016-08-14 20:48:15"
