Action1,S2,Action2,Re,subject,round,rt2
1,2,1,2,320,1,1
2,2,1,0,320,2,0
1,2,1,1,320,3,1
2,3,2,-3,320,4,0
1,3,2,-5,320,5,1
1,2,1,-2,320,6,0
1,2,1,-2,320,7,1
2,3,2,-1,320,8,0
2,3,2,-3,320,9,0
2,3,2,-1,320,10,0
1,2,1,-2,320,11,0
1,2,1,-1,320,12,1
1,2,1,0,320,13,1
1,3,2,-1,320,14,1
1,2,2,-2,320,15,1
1,2,2,-3,320,16,1
1,3,2,-4,320,17,0
1,2,1,1,320,18,0
1,2,1,-1,320,19,1
2,3,2,-5,320,20,0
1,3,1,-5,320,21,0
2,3,1,-2,320,22,1
2,2,1,-3,320,23,1
1,2,1,-4,320,24,1
1,2,2,2,320,25,1
1,3,2,-4,320,26,1
2,3,1,1,320,27,1
2,2,2,5,320,28,0
2,3,2,-3,320,29,0
1,2,2,3,320,30,0
2,3,1,3,320,31,0
2,3,1,3,320,32,0
2,3,1,2,320,33,0
2,3,1,5,320,34,0
2,2,1,4,320,35,0
2,2,1,4,320,36,0
2,2,1,2,320,37,0
2,3,1,2,320,38,1
2,3,1,3,320,39,0
2,3,1,4,320,40,0
2,3,1,2,320,41,0
2,3,1,2,320,42,0
1,3,2,-3,320,43,0
2,3,1,4,320,44,0
2,3,1,4,320,45,0
2,3,1,2,320,46,1
1,2,1,5,320,47,0
2,3,1,2,320,48,1
2,2,1,3,320,49,1
1,2,1,3,320,50,1
1,2,2,2,320,51,1
1,3,1,2,320,52,1
1,2,1,-3,320,53,1
2,3,1,0,320,54,1
2,3,1,4,320,55,0
2,3,1,3,320,56,1
2,3,1,3,320,57,1
2,3,1,0,320,58,0
1,2,2,-5,320,59,1
2,3,1,0,320,60,0
2,3,1,4,320,61,0
2,3,1,4,320,62,0
2,3,1,2,320,63,0
2,3,1,2,320,64,1
2,3,1,2,320,65,1
2,3,1,2,320,66,1
2,3,1,0,320,67,0
2,3,1,-1,320,68,0
2,3,1,-2,320,69,0
2,3,1,-2,320,70,0
2,3,1,-4,320,71,0
2,2,2,-1,320,72,0
2,2,1,-1,320,73,0
2,2,2,-3,320,74,0
2,3,1,-5,320,75,1
1,2,1,-4,320,76,0
2,2,1,-3,320,77,1
1,2,1,-1,320,78,0
2,3,2,1,320,79,0
2,3,2,-1,320,80,1
2,3,2,0,320,81,1
2,2,2,-1,320,82,1
2,2,2,-2,320,83,0
2,2,2,-2,320,84,0
1,2,1,1,320,85,0
1,2,1,5,320,86,0
1,3,1,-5,320,87,0
1,2,1,3,320,88,1
1,2,1,5,320,89,1
1,2,1,2,320,90,0
2,3,1,3,320,91,1
1,2,1,1,320,92,0
1,2,1,2,320,93,0
