Action1,S2,Action2,Re,subject,round
1,2,2,-1,804,89
1,2,2,-5,804,90
1,4,2,1,804,91
1,2,2,-5,804,92
1,2,1,5,804,93
1,4,2,0,804,94
1,2,2,-4,804,95
1,2,1,3,804,96
1,4,1,3,804,97
2,4,1,5,804,98
2,3,2,4,804,99
1,4,2,-1,804,100
2,3,1,-3,804,101
2,3,1,-2,804,102
2,3,1,-1,804,103
1,4,2,-5,804,104
1,2,1,3,804,105
1,2,1,3,804,106
1,2,1,2,804,107
1,4,1,-2,804,108
1,2,2,3,804,109
2,3,1,-4,804,110
1,2,1,3,804,111
2,3,1,-3,804,112
1,2,1,1,804,113
1,2,1,-3,804,114
1,2,1,-2,804,115
1,2,1,-3,804,116
2,4,1,-4,804,117
1,2,1,-2,804,118
1,4,2,-4,804,119
1,2,1,5,804,120
1,2,1,4,804,121
1,2,1,1,804,122
1,4,2,-2,804,123
1,4,2,-4,804,124
1,4,1,0,804,125
1,2,1,1,804,126
1,2,1,0,804,127
1,4,1,-3,804,128
2,3,2,-1,804,129
1,4,2,1,804,130
1,2,2,5,804,131
1,2,2,3,804,132
1,2,2,2,804,133
1,2,1,5,804,134
1,2,1,4,804,135
1,2,2,3,804,136
1,4,1,1,804,137
1,2,2,0,804,138
1,2,1,3,804,139
1,4,1,3,804,140
1,2,1,3,804,141
1,2,1,4,804,142
1,4,1,2,804,143
1,4,1,0,804,144
1,2,1,-1,804,145
2,4,1,4,804,146
1,2,2,-3,804,147
1,4,2,4,804,148
1,2,1,-2,804,149
1,2,2,2,804,150
2,3,1,5,804,151
1,2,2,2,804,152
1,2,1,-3,804,153
1,2,2,4,804,154
1,2,2,4,804,155
2,3,1,3,804,156
1,2,2,3,804,157
1,2,1,-1,804,158
2,3,1,1,804,159
2,3,1,2,804,160
2,4,1,4,804,161
2,3,1,-2,804,162
1,2,2,-4,804,163
2,4,1,1,804,164
1,2,1,2,804,165
1,2,2,-2,804,166
1,2,2,-2,804,167
1,2,1,4,804,168
1,4,1,-2,804,169
1,4,1,1,804,170
1,2,1,-3,804,171
1,2,1,-3,804,172
2,4,1,1,804,173
2,3,1,0,804,174
1,2,2,-3,804,175
2,3,1,-4,928,1
2,4,1,0,928,2
2,4,2,-4,928,3
2,3,2,-3,928,4
1,2,1,0,928,5
1,4,1,-2,928,6
1,2,1,0,928,7
1,4,1,1,928,8
1,4,2,2,928,9
1,2,2,-5,928,10
1,2,2,-2,928,11
1,2,2,-4,928,12
1,2,1,1,928,13
1,2,1,0,928,14
1,2,1,1,928,15
1,2,1,4,928,16
1,2,1,5,928,17
1,2,1,4,928,18
1,2,1,4,928,19
1,2,1,3,928,20
1,2,1,2,928,21
1,2,1,2,928,22
1,4,2,0,928,23
1,2,1,5,928,24
1,4,1,4,928,25
1,2,1,0,928,26
1,2,1,1,928,27
1,2,1,2,928,28
1,4,1,0,928,29
1,4,1,3,928,30
1,2,1,4,928,31
1,2,1,4,928,32
1,2,1,2,928,33
1,2,1,3,928,34
1,2,1,1,928,35
1,4,1,5,928,36
1,2,1,-1,928,37
1,2,1,-3,928,38
1,4,1,3,928,39
1,2,1,1,928,40
1,2,1,0,928,41
1,2,1,-1,928,42
1,2,1,-4,928,43
2,3,1,-2,928,44
1,2,2,-1,928,45
1,2,2,-1,928,46
1,2,2,4,928,47
1,2,2,1,928,48
1,2,2,0,928,49
1,2,2,-2,928,50
1,2,2,-2,928,51
2,3,2,-2,928,52
1,2,2,-1,928,53
1,4,1,-5,928,54
2,3,2,-2,928,55
2,3,1,5,928,56
2,4,1,-3,928,57
2,3,1,5,928,58
2,3,1,5,928,59
2,3,1,4,928,60
2,4,1,-3,928,61
2,4,2,-2,928,62
2,4,1,-2,928,63
2,3,1,5,928,64
2,3,1,2,928,65
2,3,1,2,928,66
2,3,1,5,928,67
2,3,1,5,928,68
2,3,1,4,928,69
2,4,2,5,928,70
2,3,1,1,928,71
2,3,1,1,928,72
2,3,1,1,928,73
2,4,1,2,928,74
2,3,1,2,928,75
2,4,1,4,928,76
2,4,1,5,928,77
2,4,1,4,928,78
2,4,1,3,928,79
2,3,1,3,928,80
2,3,1,3,928,81
2,3,1,3,928,82
2,3,1,4,928,83
2,4,1,1,928,84
2,3,1,4,928,85
2,3,1,3,928,86
2,3,1,3,928,87
2,3,1,5,928,88
2,3,1,2,928,89
2,3,1,3,928,90
2,4,1,0,928,91
2,3,1,5,928,92
2,3,1,3,928,93
2,3,1,2,928,94
2,3,1,0,928,95
2,4,1,2,928,96
2,3,1,5,928,97
2,3,1,5,928,98
2,3,1,3,928,99
2,4,1,-1,928,100
2,3,1,1,928,101
2,3,1,4,928,102
2,3,1,3,928,103
2,3,1,1,928,104
2,4,2,1,928,105
2,3,1,4,928,106
2,3,1,3,928,107
2,4,1,4,928,108
2,3,1,3,928,109
2,4,1,-2,928,110
2,3,1,2,928,111
2,3,1,3,928,112
2,3,1,5,928,113
2,3,1,3,928,114
2,3,1,4,928,115
2,4,2,4,928,116
2,3,1,2,928,117
2,3,1,1,928,118
1,2,1,1,928,119
2,3,1,1,928,120
2,3,1,1,928,121
2,3,1,-1,928,122
2,3,1,-3,928,123
2,4,1,-2,928,124
1,2,1,0,928,125
1,2,2,-2,928,126
1,4,2,3,928,127
1,2,2,-5,928,128
2,3,2,-4,928,129
2,4,2,4,928,130
2,3,2,-5,928,131
2,4,2,1,928,132
2,4,2,-2,928,133
2,3,1,-5,928,134
1,2,1,4,928,135
1,2,1,4,928,136
1,2,1,4,928,137
1,2,1,0,928,138
1,2,1,-3,928,139
1,4,1,-5,928,140
1,4,1,-4,928,141
1,2,1,-4,928,142
1,4,2,3,928,143
1,2,2,-4,928,144
1,2,1,1,928,145
1,2,1,4,928,146
1,4,2,-4,928,147
1,2,2,0,928,148
1,4,1,-4,928,149
1,2,1,2,928,150
1,2,1,0,928,151
1,2,1,3,928,152
1,2,1,2,928,153
1,2,1,2,928,154
1,2,1,2,928,155
1,4,2,-1,928,156
1,2,1,5,928,157
1,2,1,5,928,158
1,4,2,-2,928,159
1,4,2,-3,928,160
1,4,2,-4,928,161
1,4,2,-5,928,162
1,2,1,-3,928,163
1,4,1,-2,928,164
1,2,1,-1,928,165
1,2,1,-1,928,166
1,2,1,-1,928,167
1,2,1,0,928,168
1,4,1,1,928,169
1,2,1,0,928,170
1,2,1,-1,928,171
1,2,1,0,928,172
1,2,1,1,928,173
1,4,1,4,928,174
1,2,1,3,928,175
1,4,1,4,785,1
1,2,1,2,785,2
1,2,1,2,785,3
1,2,1,1,785,4
1,2,1,1,785,5
1,2,1,0,785,6
1,2,1,-1,785,7
2,3,1,-4,785,8
1,2,1,-4,785,9
2,3,1,-4,785,10
2,3,2,-2,785,11
1,2,2,-4,785,12
2,3,2,-4,785,13
1,2,2,-1,785,14
1,4,2,4,785,15
1,4,1,2,785,16
1,2,1,4,785,17
1,4,1,5,785,18
1,4,1,3,785,19
1,2,1,3,785,20
1,2,1,5,785,21
1,2,1,1,785,22
1,4,1,-1,785,23
1,4,1,-3,785,24
1,2,1,-1,785,25
1,2,1,-5,785,26
1,2,1,-4,785,27
2,3,2,-3,785,28
2,4,2,3,785,29
1,2,2,-1,785,30
2,3,1,1,785,31
1,2,2,-3,785,32
2,3,2,2,785,33
2,3,2,1,785,34
2,3,2,4,785,35
2,4,1,0,785,36
2,3,2,5,785,37
2,3,2,3,785,38
2,3,2,5,785,39
2,3,2,3,785,40
2,3,2,5,785,41
2,3,2,4,785,42
2,3,2,5,785,43
2,3,2,3,785,44
2,3,2,3,785,45
2,4,2,1,785,46
2,3,2,-1,785,47
2,3,2,1,785,48
2,4,2,-2,785,49
2,4,2,-1,785,50
2,3,1,1,785,51
2,3,2,-3,785,52
2,3,2,-4,785,53
1,2,1,4,785,54
2,3,1,4,785,55
2,3,1,2,785,56
2,3,1,3,785,57
2,3,1,1,785,58
2,3,1,0,785,59
2,3,1,1,785,60
2,3,2,3,785,61
2,3,2,1,785,62
2,3,1,1,785,63
2,3,1,1,785,64
2,4,1,2,785,65
2,3,1,-3,785,66
1,4,1,-1,785,67
2,3,1,-3,785,68
2,3,1,-2,785,69
1,2,1,4,785,70
2,3,2,4,785,71
1,4,1,3,785,72
1,2,1,-1,785,73
1,2,1,-4,785,74
2,3,2,0,785,75
2,3,2,0,785,76
2,3,2,1,785,77
2,3,2,-1,785,78
2,3,2,3,785,79
2,4,1,0,785,80
2,4,2,3,785,81
2,4,2,2,785,82
2,4,2,3,785,83
2,4,1,1,785,84
2,3,2,1,785,85
2,3,2,3,785,86
2,3,2,3,785,87
2,3,2,5,785,88
2,3,2,4,785,89
2,3,2,5,785,90
2,4,2,1,785,91
2,3,2,3,785,92
2,3,2,2,785,93
2,4,1,4,785,94
2,3,2,4,785,95
2,3,2,4,785,96
2,3,2,0,785,97
2,3,2,1,785,98
2,4,2,4,785,99
2,3,2,4,785,100
2,3,2,2,785,101
2,4,2,-3,785,102
2,4,2,0,785,103
2,3,2,4,785,104
2,3,2,3,785,105
2,3,2,1,785,106
2,4,2,-3,785,107
2,3,2,0,785,108
2,3,2,2,785,109
2,3,2,0,785,110
2,4,2,3,785,111
2,4,1,-2,785,112
2,3,2,-4,785,113
2,3,2,-3,785,114
2,3,2,-1,785,115
2,3,1,4,785,116
2,3,1,4,785,117
2,4,1,-2,785,118
2,3,1,3,785,119
2,3,1,1,785,120
2,3,1,0,785,121
2,3,1,-1,785,122
2,3,1,-3,785,123
2,3,1,-3,785,124
1,4,2,-1,785,125
1,2,2,4,785,126
2,3,1,-5,785,127
1,4,2,-2,785,128
1,4,2,2,785,129
1,2,1,0,785,130
1,2,1,3,785,131
1,2,1,-2,785,132
1,2,2,-5,785,133
1,4,2,2,785,134
1,2,1,-2,785,135
1,4,1,1,785,136
2,3,2,3,785,137
2,3,2,2,785,138
2,4,2,4,785,139
2,4,2,5,785,140
2,3,2,1,785,141
2,3,2,2,785,142
2,3,2,3,785,143
2,4,2,3,785,144
2,3,2,1,785,145
2,3,2,2,785,146
2,3,2,5,785,147
2,3,2,1,785,148
2,4,2,1,785,149
2,4,2,3,785,150
2,3,2,3,785,151
2,3,2,1,785,152
2,3,2,0,785,153
2,3,2,2,785,154
2,3,2,-2,785,155
2,3,2,1,785,156
2,4,2,-4,785,157
2,3,2,3,785,158
1,2,2,1,785,159
2,3,2,3,785,160
2,4,2,-2,785,161
2,3,2,2,785,162
2,3,2,2,785,163
2,3,2,2,785,164
2,3,2,2,785,165
2,3,2,0,785,166
2,3,2,-3,785,167
2,3,2,-1,785,168
2,3,2,1,785,169
2,3,2,-3,785,170
1,2,2,3,785,171
1,2,2,3,785,172
1,2,1,4,785,173
1,2,1,4,785,174
1,2,1,3,785,175
1,2,2,1,145,1
1,2,2,0,145,2
1,2,2,1,145,3
2,3,2,-2,145,4
2,3,2,1,145,5
2,3,2,2,145,6
1,2,2,-2,145,7
2,3,2,3,145,8
2,3,2,1,145,9
1,2,2,-5,145,10
1,2,2,-5,145,11
1,2,2,-4,145,12
1,4,2,3,145,13
1,2,2,-5,145,14
1,2,1,-3,145,15
1,2,1,-1,145,16
2,3,2,2,145,17
2,3,1,5,145,18
1,2,2,-3,145,19
1,4,2,4,145,20
2,3,1,4,145,21
2,3,1,2,145,22
2,3,1,2,145,23
2,3,2,-2,145,24
2,3,1,0,145,25
2,3,2,-1,145,26
2,3,2,-5,145,27
2,3,1,4,145,28
1,2,1,0,145,29
2,3,2,-2,145,30
1,2,1,0,145,31
2,4,2,5,145,32
2,4,1,2,145,33
1,2,1,-1,145,34
2,3,2,-3,145,35
2,3,2,0,145,36
2,4,2,0,145,37
2,3,1,3,145,38
1,2,1,2,145,39
1,4,1,-4,145,40
1,2,2,2,145,41
2,3,2,2,145,42
1,2,2,5,145,43
1,2,2,3,145,44
1,2,1,-2,145,45
1,4,1,2,145,46
2,3,1,4,145,47
1,4,2,1,145,48
1,2,2,4,145,49
2,3,2,5,145,50
2,3,2,2,145,51
2,3,1,4,145,52
2,3,1,3,145,53
2,4,2,-4,145,54
1,2,1,2,145,55
2,3,1,-1,145,56
2,4,1,4,145,57
1,2,1,-4,145,58
1,2,2,-3,145,59
1,2,1,-3,145,60
1,2,1,-1,145,61
2,3,2,2,145,62
1,2,2,-3,145,63
1,2,1,3,145,64
1,2,1,4,145,65
2,4,2,-4,145,66
1,2,1,4,145,67
2,3,1,-1,145,68
1,4,2,-4,145,69
1,2,2,1,145,70
1,2,2,1,145,71
1,2,2,-3,145,72
2,4,2,-1,145,73
2,3,2,5,145,74
2,3,1,-1,145,75
1,2,1,-3,145,76
1,2,1,-1,145,77
1,2,2,1,145,78
2,3,1,-1,145,79
2,3,1,2,145,80
2,3,1,1,145,81
2,3,1,1,145,82
1,2,1,-2,145,83
1,2,1,-3,145,84
2,3,1,0,145,85
1,2,1,-2,145,86
2,3,1,1,145,87
2,3,1,2,145,88
2,3,1,0,145,89
2,3,1,0,145,90
1,4,1,2,145,91
1,2,1,0,145,92
2,3,2,-2,145,93
2,3,1,-1,145,94
1,2,2,-5,145,95
1,2,1,0,145,96
2,3,2,2,145,97
1,2,1,-2,145,98
1,2,1,-1,145,99
2,3,2,3,145,100
1,4,1,1,145,101
1,4,2,0,145,102
1,2,2,0,145,103
1,4,1,-2,145,104
1,4,1,-2,145,105
2,3,1,-3,145,106
2,3,1,-1,145,107
2,3,1,0,145,108
2,3,1,2,145,109
2,4,1,-1,145,110
2,3,1,5,145,111
1,2,2,-3,145,112
1,2,2,-3,145,113
1,4,2,1,145,114
1,2,1,-3,145,115
2,3,1,3,145,116
1,2,1,-2,145,117
1,2,2,3,145,118
1,2,1,-3,145,119
2,3,2,-4,145,120
1,2,1,-2,145,121
1,2,1,-5,145,122
1,2,2,-3,145,123
2,3,2,-3,145,124
2,3,1,5,145,125
1,2,1,-1,145,126
1,2,1,-2,145,127
2,4,2,-3,145,128
2,3,1,4,145,129
1,2,1,-4,145,130
1,4,2,-3,145,131
2,3,2,3,145,132
2,3,1,-5,145,133
2,3,1,-3,145,134
2,3,2,3,145,135
2,3,1,2,145,136
2,3,1,-4,145,137
2,4,1,-2,145,138
2,3,2,1,145,139
1,2,2,0,145,140
1,2,2,-1,145,141
2,4,2,2,145,142
2,3,2,-4,145,143
2,3,1,3,145,144
2,3,1,3,145,145
1,2,2,-3,145,146
1,2,2,-5,145,147
2,3,2,4,145,148
2,4,2,-4,145,149
1,4,1,-4,145,150
2,3,1,1,145,151
1,2,1,-1,145,152
1,4,1,-1,145,153
1,4,1,2,145,154
1,2,1,-4,145,155
1,2,1,-5,145,156
1,2,2,0,145,157
1,2,1,-5,145,158
1,4,1,2,145,159
1,2,1,-3,145,160
2,3,1,2,145,161
2,3,2,0,145,162
2,3,1,5,145,163
2,4,2,-2,145,164
2,4,2,-1,145,165
1,2,1,1,145,166
1,2,2,4,145,167
2,4,1,2,145,168
1,2,1,2,145,169
1,2,1,1,145,170
1,2,1,1,145,171
2,3,2,4,145,172
2,3,1,-2,145,173
2,3,2,4,145,174
2,3,1,-2,145,175
2,3,1,3,186,1
2,3,1,2,186,2
1,2,2,0,186,3
1,2,1,-2,186,4
2,3,2,5,186,5
2,3,2,2,186,6
2,4,2,4,186,7
2,3,2,-1,186,8
2,3,1,3,186,9
2,3,1,-1,186,10
2,4,1,1,186,11
2,4,1,5,186,12
2,4,2,4,186,13
1,2,2,-4,186,14
1,2,2,-5,186,15
2,3,2,-4,186,16
2,3,2,-2,186,17
2,3,2,-3,186,18
2,4,2,1,186,19
2,3,1,3,186,20
2,3,1,4,186,21
2,3,1,3,186,22
2,3,1,4,186,23
2,3,1,2,186,24
2,3,1,4,186,25
2,3,1,3,186,26
2,4,2,2,186,27
2,3,1,5,186,28
2,3,1,4,186,29
2,4,1,0,186,30
2,3,1,2,186,31
2,3,1,-1,186,32
2,3,1,2,186,33
1,2,1,4,186,34
1,2,1,3,186,35
2,3,1,5,186,36
2,3,1,5,186,37
2,3,1,3,186,38
2,3,1,2,186,39
2,3,1,2,186,40
1,2,1,-3,186,41
2,3,2,3,186,42
1,2,1,-2,186,43
2,3,2,4,186,44
2,4,2,3,186,45
2,4,2,5,186,46
2,4,1,-4,186,47
2,3,1,2,186,48
2,3,1,1,186,49
2,4,1,0,186,50
2,3,1,-2,186,51
2,4,1,2,186,52
2,3,2,2,186,53
2,3,2,1,186,54
2,3,1,-1,186,55
2,3,2,-4,186,56
2,3,1,1,186,57
1,4,2,-3,186,58
1,2,1,3,186,59
2,3,1,-2,186,60
2,3,1,-1,186,61
1,4,2,-2,186,62
1,2,1,1,186,63
2,3,1,-2,186,64
1,4,1,-4,186,65
1,2,1,3,186,66
1,2,1,4,186,67
1,2,1,4,186,68
1,4,1,-4,186,69
1,2,1,1,186,70
1,2,1,3,186,71
1,2,1,0,186,72
1,4,1,2,186,73
1,4,1,2,186,74
1,4,1,3,186,75
1,2,1,0,186,76
1,2,1,-1,186,77
1,4,1,-5,186,78
1,2,1,-2,186,79
2,4,2,-4,186,80
2,3,1,3,186,81
