"subject","version","rt1","key1","Action1","rt2","key2","Action2","Re","common","S2","score","practice","reverse_mapping_1","reverse_mapping_2","timeouts","vals","trial_index","time_elapsed","stamp","rews1a1","rews1a2","rews2a1","rews2a2"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","304","70","1","83","70","1","-1","1","2","44","1","0","0","0","-1,2,5,-2,-1,-1","22","0","2017-08-16 21:16:50","0","0","0","0"
"A3EJ44J2ZNRMDA","dez_1b_fix_v3_pilot1","402","74","2","466","70","1","-4","1","3","51","1","0","0","0","-2,-2,-4,2,2,2","25","0","2017-08-16 21:16:52","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","22","74","2","253","74","2","-2","1","3","42","1","0","0","0","1,-2,4,-2,-2,-2","23","0","2017-08-16 21:16:56","0","0","0","0"
"A3EJ44J2ZNRMDA","dez_1b_fix_v3_pilot1","544","74","2","435","74","2","0","0","4","51","1","0","0","0","-2,1,-4,2,0,0","26","0","2017-08-16 21:16:58","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","336","74","2","94","74","2","2","1","3","44","1","0","0","0","3,-4,1,2,-3,-3","24","0","2017-08-16 21:17:02","0","0","0","0"
"A3EJ44J2ZNRMDA","dez_1b_fix_v3_pilot1","422","74","2","1080","74","2","4","1","3","55","1","0","0","0","-1,0,-2,4,0,0","27","0","2017-08-16 21:17:05","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","404","74","2","173","74","2","2","1","3","46","1","0","0","0","3,-5,0,2,1,1","25","0","2017-08-16 21:17:08","0","0","0","0"
"A3EJ44J2ZNRMDA","dez_1b_fix_v3_pilot1","461","74","2","418","74","2","0","0","4","55","1","0","0","0","1,-1,-3,3,0,0","28","0","2017-08-16 21:17:12","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","832","74","2","128","74","2","0","1","3","46","1","0","0","0","2,-5,4,0,3,3","26","0","2017-08-16 21:17:15","0","0","0","0"
"A3EJ44J2ZNRMDA","dez_1b_fix_v3_pilot1","592","74","2","659","74","2","4","1","3","59","1","0","0","0","1,-5,-5,4,-3,-3","29","0","2017-08-16 21:17:18","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","22","74","2","274","74","2","2","1","3","48","1","0","0","0","3,-4,4,2,1,1","27","0","2017-08-16 21:17:20","0","0","0","0"
"A3EJ44J2ZNRMDA","dez_1b_fix_v3_pilot1","473","74","2","1248","70","1","-1","0","4","58","1","0","0","0","1,-4,-4,3,-1,-1","30","0","2017-08-16 21:17:26","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","596","74","2","1141","74","2","0","1","3","48","1","0","0","0","3,-4,0,0,-2,-2","28","0","2017-08-16 21:17:28","0","0","0","0"
"A3EJ44J2ZNRMDA","dez_1b_fix_v3_pilot1","521","74","2","860","74","2","4","1","3","62","1","0","0","0","2,-4,-3,4,2,2","31","0","2017-08-16 21:17:33","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","248","74","2","433","74","2","-4","1","3","44","1","0","0","0","5,-3,-2,-4,0,0","29","0","2017-08-16 21:17:34","0","0","0","0"
"A3EJ44J2ZNRMDA","dez_1b_fix_v3_pilot1","384","74","2","704","74","2","3","1","3","65","1","0","0","0","4,-2,0,3,-1,-1","32","0","2017-08-16 21:17:39","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","169","74","2","208","74","2","-4","1","3","40","1","0","0","0","4,-4,-5,-4,2,2","30","0","2017-08-16 21:17:40","0","0","0","0"
"A3EJ44J2ZNRMDA","dez_1b_fix_v3_pilot1","421","74","2","589","74","2","-2","0","4","63","1","0","0","0","3,-3,-3,5,-2,-2","33","0","2017-08-16 21:17:46","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","619","74","2","634","74","2","-5","1","3","35","1","0","0","0","2,-4,-4,-5,3,3","31","0","2017-08-16 21:17:46","0","0","0","0"
"A3EJ44J2ZNRMDA","dez_1b_fix_v3_pilot1","531","74","2","785","74","2","5","1","3","68","1","0","0","0","2,-3,-5,5,-4,-4","34","0","2017-08-16 21:17:53","0","0","0","0"
"A3EJ44J2ZNRMDA","dez_1b_fix_v3_pilot1","513","74","2","405","74","2","3","1","3","71","1","0","0","0","3,-3,-4,3,-5,-5","35","0","2017-08-16 21:17:59","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","7952","70","1","679","70","1","3","0","4","38","1","0","0","0","3,-4,-4,-5,3,3","32","0","2017-08-16 21:18:01","0","0","0","0"
"A3EJ44J2ZNRMDA","dez_1b_fix_v3_pilot1","503","74","2","526","74","2","4","1","3","75","1","0","0","0","3,-4,-3,4,-3,-3","36","0","2017-08-16 21:18:05","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","135","70","1","84","70","1","1","1","2","39","1","0","0","0","1,-5,-3,-4,5,5","33","0","2017-08-16 21:18:06","0","0","0","0"
"A3EJ44J2ZNRMDA","dez_1b_fix_v3_pilot1","457","74","2","345","74","2","3","1","3","78","1","0","0","0","4,-4,0,3,-4,-4","37","0","2017-08-16 21:18:12","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","349","74","2","241","74","2","2","0","4","41","1","0","0","0","4,-4,-4,-4,2,2","34","0","2017-08-16 21:18:12","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","1","70","1","150","70","1","2","0","4","43","1","0","0","0","1,-3,-5,-4,2,2","35","0","2017-08-16 21:18:18","0","0","0","0"
"A3EJ44J2ZNRMDA","dez_1b_fix_v3_pilot1","340","74","2","463","74","2","0","1","3","78","1","0","0","0","2,-2,0,0,-4,-4","38","0","2017-08-16 21:18:18","0","0","0","0"
"A3EJ44J2ZNRMDA","dez_1b_fix_v3_pilot1","870","74","2","354","70","1","-2","1","3","76","1","0","0","0","3,0,-2,-2,-4,-4","39","0","2017-08-16 21:18:25","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","619","74","2","1073","74","2","-1","1","3","42","1","0","0","0","4,-5,-2,-1,5,5","36","0","2017-08-16 21:18:25","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","1035","74","2","399","74","2","4","0","4","46","1","0","0","0","3,-4,-3,0,4,4","37","0","2017-08-16 21:18:32","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","168","70","1","297","70","1","2","1","2","48","1","0","0","0","2,-3,-5,1,3,3","38","0","2017-08-16 21:18:38","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","135","70","1","196","70","1","0","1","2","48","1","0","0","0","0,-5,-3,-1,2,2","39","0","2017-08-16 21:18:44","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","617","70","1","272","70","1","-3","1","2","17","0","0","0","0","-3,4,-3,3,-4,-4","0","0","2017-08-16 21:19:14","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","198","74","2","307","74","2","-4","0","4","13","0","0","0","0","-1,1,-3,5,-4,-4","1","0","2017-08-16 21:19:20","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","231","74","2","295","74","2","4","1","3","17","0","0","0","0","-1,2,0,4,-5,-5","2","0","2017-08-16 21:19:25","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","6","74","2","59","74","2","5","1","3","22","0","0","0","0","-3,3,1,5,-4,-4","3","0","2017-08-16 21:19:29","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","268","74","2","273","74","2","5","1","3","27","0","0","0","0","-2,4,1,5,-4,-4","4","0","2017-08-16 21:19:35","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","344","70","1","442","70","1","1","1","2","28","0","0","0","0","1,5,1,5,-4,-4","5","0","2017-08-16 21:19:40","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","885","70","1","37","70","1","2","1","2","30","0","0","0","0","2,3,4,4,-3,-3","6","0","2017-08-16 21:19:46","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","243","70","1","285","70","1","0","1","2","30","0","0","0","0","0,1,4,0,-3,-3","7","0","2017-08-16 21:19:51","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","155","74","2","150","74","2","3","1","3","33","0","0","0","0","-3,4,4,3,-5,-5","8","0","2017-08-16 21:19:56","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","244","74","2","104","74","2","3","1","3","36","0","0","0","0","-2,4,4,3,-3,-3","9","0","2017-08-16 21:20:01","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","209","74","2","262","74","2","-2","0","4","34","0","0","0","0","-1,3,5,3,-2,-2","10","0","2017-08-16 21:20:06","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","122","74","2","150","74","2","5","1","3","39","0","0","0","0","-3,4,5,5,-1,-1","11","0","2017-08-16 21:20:11","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","109","74","2","82","74","2","4","1","3","43","0","0","0","0","-3,5,2,4,-3,-3","12","0","2017-08-16 21:20:16","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","121","74","2","206","74","2","3","1","3","46","0","0","0","0","-5,4,2,3,-3,-3","13","0","2017-08-16 21:20:21","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","64","74","2","205","74","2","2","1","3","48","0","0","0","0","-2,3,5,2,1,1","14","0","2017-08-16 21:20:26","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","244","74","2","194","74","2","-1","1","3","47","0","0","0","0","-4,2,3,-1,3,3","15","0","2017-08-16 21:20:31","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","167","74","2","195","74","2","0","1","3","47","0","0","0","0","-3,2,3,0,4,4","16","0","2017-08-16 21:20:36","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","234","70","1","465","70","1","5","0","4","52","0","0","0","0","-4,2,1,2,5,5","17","0","2017-08-16 21:20:41","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","199","70","1","307","70","1","-4","1","2","48","0","0","0","0","-4,3,-2,-2,5,5","18","0","2017-08-16 21:20:46","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","53","74","2","161","74","2","2","0","4","50","0","0","0","0","-4,2,2,-2,2,2","19","0","2017-08-16 21:20:51","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","43","74","2","105","74","2","-3","1","3","47","0","0","0","0","-4,2,2,-3,4,4","20","0","2017-08-16 21:20:56","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","165","74","2","116","74","2","-4","1","3","43","0","0","0","0","-3,2,4,-4,2,2","21","0","2017-08-16 21:21:01","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","188","74","2","161","74","2","-3","0","4","40","0","0","0","0","-3,1,5,-4,-3,-3","22","0","2017-08-16 21:21:06","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","323","70","1","307","70","1","-3","1","2","37","0","0","0","0","-3,-2,3,-4,-5,-5","23","0","2017-08-16 21:21:11","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","503","74","2","644","74","2","-2","1","3","35","0","0","0","0","-4,-3,1,-2,-2,-2","24","0","2017-08-16 21:21:17","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","266","74","2","296","74","2","-4","1","3","31","0","0","0","0","-5,-2,-1,-4,-2,-2","25","0","2017-08-16 21:21:22","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","86","70","1","251","70","1","-4","1","2","27","0","0","0","0","-4,-3,0,-2,-4,-4","26","0","2017-08-16 21:21:27","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","470","74","2","285","74","2","-4","1","3","23","0","0","0","0","-4,-3,0,-4,-5,-5","27","0","2017-08-16 21:21:33","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","155","74","2","317","74","2","-2","0","4","21","0","0","0","0","-5,-3,-3,-1,-2,-2","28","0","2017-08-16 21:21:38","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","313","74","2","71","74","2","-3","0","4","18","0","0","0","0","-2,-5,0,-2,-3,-3","29","0","2017-08-16 21:21:43","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","154","74","2","240","74","2","-3","1","3","15","0","0","0","0","-2,-3,1,-3,-2,-2","30","0","2017-08-16 21:21:48","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","368","74","2","420","74","2","-5","1","3","10","0","0","0","0","-2,-2,2,-5,-4,-4","31","0","2017-08-16 21:21:53","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","87","74","2","183","74","2","-5","1","3","5","0","0","0","0","2,-4,4,-5,-4,-4","32","0","2017-08-16 21:21:58","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","244","74","2","240","74","2","-4","1","3","1","0","0","0","0","2,-2,4,-4,-3,-3","33","0","2017-08-16 21:22:03","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","8","74","2","330","74","2","-1","0","4","0","0","0","0","0","4,-4,5,0,-1,-1","34","0","2017-08-16 21:22:08","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","470","70","1","420","70","1","5","1","2","5","0","0","0","0","5,-4,2,2,-1,-1","35","0","2017-08-16 21:22:14","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","223","74","2","5","74","2","0","1","3","5","0","0","0","0","5,-4,3,0,-3,-3","36","0","2017-08-16 21:22:19","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","558","70","1","319","74","2","-4","1","2","1","0","0","0","0","5,-4,5,0,-2,-2","37","0","2017-08-16 21:22:24","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","76","74","2","274","74","2","2","1","3","3","0","0","0","0","3,-4,3,2,-2,-2","38","0","2017-08-16 21:22:29","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","32","70","1","228","70","1","3","1","2","6","0","0","0","0","3,-2,4,5,-2,-2","39","0","2017-08-16 21:22:34","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","165","70","1","363","74","2","-3","0","4","3","0","0","0","0","3,-1,4,4,-3,-3","40","0","2017-08-16 21:22:39","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","177","70","1","262","74","2","0","1","2","3","0","0","0","0","1,0,4,3,-2,-2","41","0","2017-08-16 21:22:44","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","324","70","1","330","74","2","1","1","2","4","0","0","0","0","5,1,4,3,-4,-4","42","0","2017-08-16 21:22:50","0","0","0","0"
"A3EJ44J2ZNRMDA","dez_1b_fix_v3_pilot1","1818","70","1","1801","70","1","4","1","2","24","0","0","0","0","4,0,-5,-3,4,4","0","0","2017-08-16 21:22:51","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","345","74","2","374","74","2","4","1","3","8","0","0","0","0","0,-1,4,4,-5,-5","43","0","2017-08-16 21:22:55","0","0","0","0"
"A3EJ44J2ZNRMDA","dez_1b_fix_v3_pilot1","626","70","1","464","70","1","4","1","2","28","0","0","0","0","4,-4,-5,-1,4,4","1","0","2017-08-16 21:22:57","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","165","70","1","216","74","2","0","1","2","8","0","0","0","0","-1,0,4,3,-5,-5","44","0","2017-08-16 21:23:00","0","0","0","0"
"A3EJ44J2ZNRMDA","dez_1b_fix_v3_pilot1","367","70","1","381","70","1","3","1","2","31","0","0","0","0","3,-2,-1,0,4,4","2","0","2017-08-16 21:23:02","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","311","74","2","442","70","1","4","1","3","12","0","0","0","0","0,2,4,2,-4,-4","45","0","2017-08-16 21:23:06","0","0","0","0"
"A3EJ44J2ZNRMDA","dez_1b_fix_v3_pilot1","443","70","1","696","70","1","4","1","2","35","0","0","0","0","4,1,0,-1,3,3","3","0","2017-08-16 21:23:08","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","53","74","2","555","74","2","2","1","3","14","0","0","0","0","3,1,3,2,-1,-1","46","0","2017-08-16 21:23:11","0","0","0","0"
"A3EJ44J2ZNRMDA","dez_1b_fix_v3_pilot1","353","70","1","693","70","1","3","1","2","38","0","0","0","0","3,3,2,0,3,3","4","0","2017-08-16 21:23:14","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","424","74","2","296","74","2","1","1","3","15","0","0","0","0","0,-3,3,1,-2,-2","47","0","2017-08-16 21:23:16","0","0","0","0"
"A3EJ44J2ZNRMDA","dez_1b_fix_v3_pilot1","492","70","1","478","70","1","4","1","2","42","0","0","0","0","4,2,2,1,4,4","5","0","2017-08-16 21:23:19","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","515","74","2","903","74","2","-3","0","4","12","0","0","0","0","-2,-1,4,-2,-3,-3","48","0","2017-08-16 21:23:22","0","0","0","0"
