"subject","version","rt1","key1","Action1","rt2","key2","Action2","Re","common","S2","score","practice","reverse_mapping_1","reverse_mapping_2","timeouts","vals","trial_index","time_elapsed","stamp","rews1a1","rews1a2","rews2a1","rews2a2"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","18571","74","2","654","74","2","2","0","4","2","1","0","0","0","2,-2,5,0,2,2","0","0","2017-08-16 21:13:31","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","82","74","2","956","74","2","2","1","3","4","1","0","0","0","3,-2,4,2,1,1","1","0","2017-08-16 21:13:38","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","391","74","2","387","74","2","3","0","4","7","1","0","0","0","4,-3,4,3,3,3","2","0","2017-08-16 21:13:44","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","248","74","2","331","74","2","3","1","3","10","1","0","0","0","3,-2,2,3,3,3","3","0","2017-08-16 21:13:50","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","404","70","1","342","70","1","1","1","2","11","1","0","0","0","1,-1,4,4,3,3","4","0","2017-08-16 21:13:57","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","10","74","2","387","74","2","4","1","3","15","1","0","0","0","3,0,4,4,1,1","5","0","2017-08-16 21:14:03","0","0","0","0"
"A3EJ44J2ZNRMDA","dez_1b_fix_v3_pilot1","1609","70","1","1711","70","1","1","1","2","1","1","0","0","0","1,-4,4,-4,-4,-4","0","0","2017-08-16 21:14:07","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","191","74","2","252","74","2","3","1","3","18","1","0","0","0","2,0,3,3,1,1","6","0","2017-08-16 21:14:08","0","0","0","0"
"A3EJ44J2ZNRMDA","dez_1b_fix_v3_pilot1","815","70","1","1189","74","2","-3","1","2","-2","1","0","0","0","5,-3,3,-3,-1,-1","1","0","2017-08-16 21:14:15","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","2227","74","2","320","74","2","4","1","3","22","1","0","0","0","1,0,3,4,-1,-1","7","0","2017-08-16 21:14:17","0","0","0","0"
"A3EJ44J2ZNRMDA","dez_1b_fix_v3_pilot1","617","74","2","883","70","1","5","1","3","3","1","0","0","0","5,-3,5,-1,-2,-2","2","0","2017-08-16 21:14:22","0","0","0","0"
"A3EJ44J2ZNRMDA","dez_1b_fix_v3_pilot1","822","74","2","359","70","1","4","1","3","7","1","0","0","0","4,-3,4,0,0,0","3","0","2017-08-16 21:14:28","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","12397","74","2","320","74","2","5","1","3","27","1","0","0","0","4,1,2,5,1,1","8","0","2017-08-16 21:14:35","0","0","0","0"
"A3EJ44J2ZNRMDA","dez_1b_fix_v3_pilot1","435","74","2","481","70","1","4","1","3","11","1","0","0","0","3,1,4,0,0,0","4","0","2017-08-16 21:14:35","0","0","0","0"
"A3EJ44J2ZNRMDA","dez_1b_fix_v3_pilot1","590","74","2","578","70","1","5","1","3","16","1","0","0","0","2,1,5,3,-1,-1","5","0","2017-08-16 21:14:42","0","0","0","0"
"A3EJ44J2ZNRMDA","dez_1b_fix_v3_pilot1","410","74","2","421","70","1","0","1","3","16","1","0","0","0","5,2,0,4,2,2","6","0","2017-08-16 21:14:48","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","8382","74","2","622","74","2","4","1","3","31","1","0","0","0","3,0,0,4,1,1","9","0","2017-08-16 21:14:49","0","0","0","0"
"A3EJ44J2ZNRMDA","dez_1b_fix_v3_pilot1","366","74","2","368","70","1","-1","1","3","15","1","0","0","0","1,2,-1,5,0,0","7","0","2017-08-16 21:14:54","0","0","0","0"
"A3EJ44J2ZNRMDA","dez_1b_fix_v3_pilot1","461","74","2","913","74","2","5","1","3","20","1","0","0","0","0,3,-2,5,-2,-2","8","0","2017-08-16 21:15:01","0","0","0","0"
"A3EJ44J2ZNRMDA","dez_1b_fix_v3_pilot1","813","74","2","504","74","2","4","1","3","24","1","0","0","0","-2,5,-1,4,-3,-3","9","0","2017-08-16 21:15:08","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","393","74","2","18679","74","2","4","1","3","35","1","0","0","0","0,1,2,4,1,1","10","0","2017-08-16 21:15:14","0","0","0","0"
"A3EJ44J2ZNRMDA","dez_1b_fix_v3_pilot1","499","74","2","565","74","2","4","1","3","28","1","0","0","0","-1,5,-2,4,-3,-3","10","0","2017-08-16 21:15:14","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","517","74","2","410","74","2","4","1","3","39","1","0","0","0","-1,2,2,4,0,0","11","0","2017-08-16 21:15:20","0","0","0","0"
"A3EJ44J2ZNRMDA","dez_1b_fix_v3_pilot1","560","74","2","764","74","2","4","1","3","32","1","0","0","0","0,4,-3,4,-1,-1","11","0","2017-08-16 21:15:21","0","0","0","0"
"A3EJ44J2ZNRMDA","dez_1b_fix_v3_pilot1","396","74","2","701","74","2","4","1","3","36","1","0","0","0","2,3,1,4,-1,-1","12","0","2017-08-16 21:15:28","0","0","0","0"
"A3EJ44J2ZNRMDA","dez_1b_fix_v3_pilot1","508","74","2","345","74","2","4","1","3","40","1","0","0","0","2,2,1,4,-2,-2","13","0","2017-08-16 21:15:34","0","0","0","0"
"A3EJ44J2ZNRMDA","dez_1b_fix_v3_pilot1","381","74","2","346","74","2","2","1","3","42","1","0","0","0","2,4,1,2,-4,-4","14","0","2017-08-16 21:15:41","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","3790","74","2","12740","74","2","5","1","3","44","1","0","0","0","-4,1,3,5,2,2","12","0","2017-08-16 21:15:42","0","0","0","0"
"A3EJ44J2ZNRMDA","dez_1b_fix_v3_pilot1","405","74","2","630","70","1","0","1","3","42","1","0","0","0","0,3,0,4,-4,-4","15","0","2017-08-16 21:15:47","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","584","74","2","522","74","2","3","1","3","47","1","0","0","0","-3,5,4,3,0,0","13","0","2017-08-16 21:15:49","0","0","0","0"
"A3EJ44J2ZNRMDA","dez_1b_fix_v3_pilot1","555","74","2","475","74","2","0","0","4","42","1","0","0","0","-1,4,1,4,0,0","16","0","2017-08-16 21:15:54","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","494","74","2","341","74","2","2","1","3","49","1","0","0","0","-2,5,3,2,2,2","14","0","2017-08-16 21:15:55","0","0","0","0"
"A3EJ44J2ZNRMDA","dez_1b_fix_v3_pilot1","772","74","2","629","74","2","3","1","3","45","1","0","0","0","2,1,-1,3,0,0","17","0","2017-08-16 21:16:01","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","439","70","1","353","70","1","2","1","2","51","1","0","0","0","2,5,3,3,4,4","15","0","2017-08-16 21:16:02","0","0","0","0"
"A3EJ44J2ZNRMDA","dez_1b_fix_v3_pilot1","379","74","2","441","74","2","3","1","3","48","1","0","0","0","3,3,-1,3,0,0","18","0","2017-08-16 21:16:07","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","5814","70","1","368","70","1","1","1","2","52","1","0","0","0","1,5,2,0,4,4","16","0","2017-08-16 21:16:13","0","0","0","0"
"A3EJ44J2ZNRMDA","dez_1b_fix_v3_pilot1","396","74","2","588","74","2","-1","1","3","47","1","0","0","0","2,3,-1,-1,4,4","19","0","2017-08-16 21:16:13","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","349","70","1","274","70","1","-2","1","2","50","1","0","0","0","-2,3,4,0,5,5","17","0","2017-08-16 21:16:19","0","0","0","0"
"A3EJ44J2ZNRMDA","dez_1b_fix_v3_pilot1","370","70","1","511","70","1","3","1","2","50","1","0","0","0","3,5,-2,-2,5,5","20","0","2017-08-16 21:16:20","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","370","74","2","285","74","2","-2","1","3","48","1","0","0","0","0,2,3,-2,4,4","18","0","2017-08-16 21:16:26","0","0","0","0"
"A3EJ44J2ZNRMDA","dez_1b_fix_v3_pilot1","443","70","1","459","70","1","4","0","4","54","1","0","0","0","0,4,-4,-3,4,4","21","0","2017-08-16 21:16:26","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","337","74","2","331","74","2","-2","1","3","46","1","0","0","0","0,0,2,-2,2,2","19","0","2017-08-16 21:16:32","0","0","0","0"
"A3EJ44J2ZNRMDA","dez_1b_fix_v3_pilot1","412","70","1","477","70","1","0","1","2","54","1","0","0","0","0,3,-3,1,5,5","22","0","2017-08-16 21:16:33","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","72","70","1","933","70","1","0","1","2","46","1","0","0","0","0,1,2,-1,2,2","20","0","2017-08-16 21:16:38","0","0","0","0"
"A3EJ44J2ZNRMDA","dez_1b_fix_v3_pilot1","398","70","1","543","74","2","2","1","2","56","1","0","0","0","0,2,-3,1,2,2","23","0","2017-08-16 21:16:39","0","0","0","0"
"ALSJ5JQPC3A82","dez_1b_fix_v3_pilot1","380","70","1","252","74","2","-1","1","2","45","1","0","0","0","0,-1,4,-1,0,0","21","0","2017-08-16 21:16:44","0","0","0","0"
"A3EJ44J2ZNRMDA","dez_1b_fix_v3_pilot1","400","70","1","445","74","2","-1","1","2","55","1","0","0","0","0,-1,-3,3,1,1","24","0","2017-08-16 21:16:45","0","0","0","0"
