Action1,S2,Action2,rt2,Re,subject,round
2,3,1,1,-4,377,121
1,2,1,1,0,377,122
1,2,1,1,0,377,123
2,3,1,0,0,377,124
2,3,1,0,0,377,125
2,3,1,0,-2,377,126
2,3,1,0,-2,377,127
1,2,2,0,-5,377,128
2,3,2,0,2,377,129
1,2,2,0,-4,377,130
2,4,1,0,0,377,131
2,3,1,0,0,377,132
2,4,2,0,4,377,133
1,4,1,0,0,377,134
2,3,1,0,5,377,135
2,4,2,0,4,377,136
2,3,2,0,-4,377,137
2,4,1,0,3,377,138
2,3,1,0,2,377,139
2,3,2,0,-4,377,140
1,4,2,0,0,377,141
2,4,1,0,-3,377,142
2,3,1,0,3,377,143
2,4,1,1,-5,377,144
2,3,1,1,0,377,145
2,3,1,1,0,377,146
2,4,1,1,-4,377,147
2,4,1,1,-4,377,148
2,3,1,1,0,377,149
2,3,1,1,0,377,150
2,3,1,1,0,377,151
2,3,2,1,0,377,152
1,2,2,1,3,377,153
2,3,2,1,0,377,154
2,3,2,1,0,377,155
2,3,1,0,0,377,156
1,2,1,0,-2,377,157
2,3,2,0,0,377,158
2,3,2,0,0,377,159
1,2,2,0,5,377,160
1,2,2,0,4,377,161
1,4,2,0,0,377,162
1,2,2,0,3,377,163
1,2,2,0,5,377,164
1,2,2,1,0,377,165
1,2,1,1,0,377,166
1,2,1,1,0,377,167
1,4,2,1,0,377,168
1,2,2,0,-4,377,169
1,2,2,1,-5,377,170
1,4,1,0,3,377,171
1,2,1,0,4,377,172
1,2,1,0,4,377,173
1,2,1,1,4,377,174
1,2,1,1,0,377,175
2,3,2,0,3,742,1
2,3,2,0,5,742,2
2,3,2,0,3,742,3
2,3,2,0,4,742,4
2,4,2,0,0,742,5
2,4,2,1,0,742,6
2,3,2,0,4,742,7
2,3,2,0,4,742,8
2,3,2,0,4,742,9
2,4,2,0,2,742,10
2,3,2,1,2,742,11
2,3,2,1,2,742,12
1,2,1,0,4,742,13
1,2,1,0,3,742,14
1,2,1,0,5,742,15
1,2,1,0,3,742,16
1,2,1,0,4,742,17
1,2,1,0,4,742,18
1,4,1,0,4,742,19
1,4,1,0,5,742,20
1,4,1,0,4,742,21
1,4,1,0,0,742,22
1,2,1,0,2,742,23
2,3,1,0,-4,742,24
2,3,2,1,0,742,25
2,4,2,1,0,742,26
1,2,1,0,4,742,27
1,4,1,0,0,742,28
1,2,1,0,3,742,29
1,2,1,0,0,742,30
2,3,1,0,-3,742,31
1,2,1,1,3,742,32
1,4,2,1,-3,742,33
2,3,2,1,-3,742,34
1,4,1,0,0,742,35
1,2,1,0,3,742,36
1,2,1,0,0,742,37
1,4,1,0,0,742,38
1,2,1,0,-4,742,39
1,2,2,0,-3,742,40
2,3,2,0,5,742,41
2,4,2,0,3,742,42
2,3,2,0,4,742,43
2,3,2,0,3,742,44
2,3,2,0,5,742,45
2,3,2,0,4,742,46
2,3,2,0,4,742,47
2,3,2,0,3,742,48
2,3,2,0,4,742,49
2,3,2,0,4,742,50
2,4,2,0,-2,742,51
2,3,2,0,4,742,52
2,3,2,0,4,742,53
2,3,2,0,5,742,54
2,3,2,0,3,742,55
2,3,2,1,2,742,56
2,3,2,1,0,742,57
2,3,2,1,0,742,58
2,4,2,1,0,742,59
2,3,1,1,-2,742,60
2,4,2,1,0,742,61
2,4,2,1,0,742,62
2,3,2,1,0,742,63
2,4,2,0,0,742,64
2,3,2,0,-2,742,65
2,3,2,0,-3,742,66
2,3,2,0,0,742,67
2,3,2,0,2,742,68
2,3,2,1,0,742,69
2,4,2,1,-3,742,70
2,3,1,1,-3,742,71
2,3,1,1,-3,742,72
2,3,1,1,-3,742,73
2,3,2,0,3,742,74
2,3,2,0,4,742,75
2,3,2,0,0,742,76
2,3,2,0,4,742,77
2,3,2,0,5,742,78
2,4,2,0,4,742,79
2,3,2,0,5,742,80
2,3,2,0,3,742,81
2,3,2,0,2,742,82
2,3,2,0,0,742,83
2,3,2,0,0,742,84
2,3,2,0,0,742,85
2,3,2,0,0,742,86
2,4,2,0,0,742,87
2,3,2,0,-2,742,88
2,3,2,0,0,742,89
2,3,2,0,0,742,90
2,3,2,0,0,742,91
2,3,2,0,0,742,92
2,3,2,0,5,742,93
2,4,2,0,2,742,94
2,3,2,0,3,742,95
2,3,2,0,5,742,96
2,3,2,0,3,742,97
2,4,2,0,-3,742,98
2,3,2,0,4,742,99
2,3,2,0,5,742,100
2,3,2,0,3,742,101
2,4,2,0,-2,742,102
2,4,2,0,-4,742,103
2,3,2,1,4,742,104
2,4,2,1,0,742,105
2,3,2,1,0,742,106
2,3,2,0,0,742,107
2,3,2,1,-3,742,108
2,3,2,0,-5,742,109
1,2,1,0,-3,742,110
1,4,1,0,0,742,111
1,4,1,0,3,742,112
1,2,1,0,-4,742,113
1,4,1,0,3,742,114
1,2,1,0,-3,742,115
1,2,1,0,-4,742,116
1,4,2,0,0,742,117
1,4,2,0,3,742,118
1,4,2,0,4,742,119
1,4,1,0,2,742,120
1,4,1,0,0,742,121
1,4,1,0,-2,742,122
1,2,2,1,-3,742,123
1,2,2,0,-3,742,124
1,4,2,1,3,742,125
1,2,1,1,0,742,126
1,2,1,1,0,742,127
1,2,1,1,0,742,128
1,2,1,0,0,742,129
1,2,1,0,0,742,130
1,4,1,1,-2,742,131
1,2,1,1,0,742,132
1,2,2,1,4,742,133
1,2,2,1,5,742,134
1,4,2,1,2,742,135
1,4,2,1,0,742,136
1,2,2,1,4,742,137
1,2,2,1,4,742,138
1,2,1,1,0,742,139
1,2,1,1,2,742,140
1,4,1,1,-4,742,141
1,2,2,0,4,742,142
1,4,2,0,-5,742,143
1,2,2,0,4,742,144
1,2,2,0,4,742,145
1,2,2,0,2,742,146
1,4,2,0,-3,742,147
1,4,2,0,-3,742,148
1,2,2,0,0,742,149
1,2,2,0,0,742,150
1,2,1,0,-5,742,151
1,2,2,0,5,742,152
1,2,2,0,0,742,153
1,2,2,0,0,742,154
1,2,2,1,0,742,155
1,4,2,1,4,742,156
1,4,2,1,2,742,157
1,2,2,1,-5,742,158
2,3,1,0,-3,742,159
2,3,1,0,0,742,160
2,3,1,0,0,742,161
2,3,1,0,2,742,162
2,3,1,0,5,742,163
2,3,1,0,3,742,164
2,3,1,0,0,742,165
2,3,1,0,0,742,166
2,3,1,0,0,742,167
2,3,1,0,2,742,168
2,3,1,0,3,742,169
2,3,1,0,2,742,170
2,3,1,0,0,742,171
2,3,1,0,0,742,172
2,3,1,0,-3,742,173
2,3,1,0,-5,742,174
1,2,2,0,2,742,175
2,3,2,0,-3,964,1
1,2,2,0,-3,964,2
2,4,1,0,0,964,3
1,2,2,0,-2,964,4
1,2,1,0,-3,964,5
2,3,1,0,0,964,6
2,3,2,0,-3,964,7
1,2,2,1,3,964,8
2,3,2,1,-5,964,9
2,3,1,1,4,964,10
2,3,1,1,0,964,11
2,3,2,1,-2,964,12
1,2,2,0,0,964,13
1,2,2,0,0,964,14
2,3,2,0,0,964,15
1,2,2,1,-4,964,16
1,2,1,0,4,964,17
1,2,1,0,3,964,18
1,2,1,0,2,964,19
2,3,1,1,-3,964,20
1,4,1,1,-4,964,21
1,2,1,0,4,964,22
1,2,1,0,5,964,23
1,2,1,0,2,964,24
1,2,1,0,4,964,25
1,2,1,0,4,964,26
1,2,1,0,5,964,27
1,2,1,0,5,964,28
1,4,1,0,-2,964,29
1,4,1,0,0,964,30
1,2,1,0,3,964,31
1,2,1,0,3,964,32
1,4,1,0,0,964,33
1,4,1,0,0,964,34
1,4,1,0,0,964,35
1,4,1,0,0,964,36
1,2,1,0,2,964,37
1,2,1,0,3,964,38
1,2,1,0,0,964,39
1,4,1,0,0,964,40
1,2,1,0,-4,964,41
1,2,1,0,-4,964,42
1,2,1,1,-3,964,43
1,2,1,1,-4,964,44
1,4,1,1,4,964,45
1,2,2,1,0,964,46
1,2,1,1,-5,964,47
1,4,2,1,5,964,48
1,2,2,0,-2,964,49
2,3,2,1,0,964,50
2,3,1,0,-4,964,51
2,4,1,0,0,964,52
1,2,1,0,0,964,53
1,2,2,1,0,964,54
2,3,1,0,0,964,55
1,2,2,0,0,964,56
2,3,1,0,0,964,57
1,2,2,0,0,964,58
2,3,1,0,0,964,59
2,3,1,0,0,964,60
1,2,1,1,0,964,61
1,2,2,1,0,964,62
1,2,2,0,-2,964,63
1,2,2,0,-3,964,64
2,3,1,1,2,964,65
1,2,1,1,0,964,66
1,2,1,1,-3,964,67
2,4,1,0,0,964,68
2,3,2,0,0,964,69
2,4,2,0,-3,964,70
2,4,2,0,-4,964,71
1,2,2,1,-2,964,72
2,4,1,0,-4,964,73
1,4,1,1,-4,964,74
1,2,1,1,-4,964,75
1,2,1,1,0,964,76
2,3,2,0,-2,964,77
2,3,2,0,-2,964,78
2,3,2,1,-4,964,79
2,3,1,1,-2,964,80
2,4,1,1,0,964,81
1,4,2,1,2,964,82
1,2,2,1,2,964,83
1,2,2,0,2,964,84
1,2,2,0,3,964,85
2,3,1,0,0,964,86
1,2,1,0,-2,964,87
1,2,2,0,3,964,88
1,2,2,0,4,964,89
1,2,2,0,3,964,90
1,2,1,0,-2,964,91
1,2,2,0,4,964,92
1,2,2,0,3,964,93
1,4,2,0,0,964,94
1,2,2,0,3,964,95
1,4,2,0,3,964,96
2,3,1,0,-2,964,97
1,2,2,0,4,964,98
1,2,2,0,2,964,99
1,4,2,0,0,964,100
1,2,2,0,3,964,101
1,2,2,0,0,964,102
1,2,2,0,0,964,103
1,2,2,0,-2,964,104
1,4,2,0,-5,964,105
1,2,2,0,-4,964,106
1,4,2,1,-3,964,107
1,2,2,1,-2,964,108
1,2,2,0,0,964,109
2,4,1,0,0,964,110
2,4,1,1,-4,964,111
2,3,2,0,4,964,112
1,2,2,0,5,964,113
1,2,2,0,5,964,114
1,2,2,1,3,964,115
1,2,1,0,0,964,116
1,2,2,0,2,964,117
1,4,2,0,-2,964,118
1,4,2,0,0,964,119
1,4,2,0,3,964,120
1,2,2,0,-2,964,121
2,3,2,1,4,964,122
1,2,2,0,-3,964,123
1,4,2,0,-4,964,124
1,4,2,0,-5,964,125
2,4,2,0,-4,964,126
1,2,2,1,0,964,127
1,2,2,0,0,964,128
2,3,2,1,5,964,129
2,3,2,1,2,964,130
2,4,2,1,0,964,131
2,3,2,1,2,964,132
2,3,2,1,2,964,133
2,3,2,1,2,964,134
2,3,2,1,0,964,135
2,4,2,1,-5,964,136
2,3,2,1,0,964,137
2,3,2,0,-3,964,138
2,3,1,0,5,964,139
2,3,1,0,0,964,140
2,3,2,0,0,964,141
2,3,1,0,0,964,142
1,4,1,1,0,964,143
1,2,1,1,4,964,144
2,4,1,1,2,964,145
2,3,2,1,0,964,146
1,2,2,1,4,964,147
1,2,2,1,2,964,148
1,4,2,1,0,964,149
1,2,2,1,0,964,150
1,2,2,0,0,964,151
2,3,2,0,-2,964,152
1,2,2,1,3,964,153
1,2,2,1,5,964,154
1,2,2,1,4,964,155
1,2,2,1,5,964,156
1,2,2,1,4,964,157
1,2,1,1,0,964,158
1,2,1,1,2,964,159
1,4,1,1,0,964,160
1,2,2,1,-2,964,161
1,2,2,1,0,964,162
1,4,2,0,-2,964,163
1,4,2,0,-3,964,164
1,2,2,0,-2,964,165
1,2,2,1,-2,964,166
1,2,2,1,0,964,167
1,2,2,1,2,964,168
1,2,2,1,-3,964,169
1,2,2,1,-3,964,170
1,4,1,0,0,964,171
2,4,2,0,0,964,172
2,3,1,0,0,964,173
2,3,1,1,0,964,174
2,3,1,1,0,964,175
2,3,1,0,-3,99,1
1,2,2,0,2,99,2
1,2,2,1,2,99,3
1,2,2,0,2,99,4
1,2,2,0,5,99,5
1,4,2,0,4,99,6
1,2,2,0,3,99,7
1,2,2,0,3,99,8
1,2,2,0,4,99,9
1,2,2,0,3,99,10
1,2,2,0,3,99,11
1,2,2,1,2,99,12
1,2,2,1,5,99,13
1,2,2,1,4,99,14
1,2,2,1,5,99,15
1,2,2,1,2,99,16
1,2,2,1,2,99,17
1,2,2,1,0,99,18
1,4,1,1,5,99,19
1,2,2,1,-4,99,20
2,4,2,0,2,99,21
2,3,1,0,0,99,22
2,3,1,0,-2,99,23
1,2,1,1,2,99,24
1,2,1,1,0,99,25
1,4,1,1,-2,99,26
1,2,1,1,0,99,27
1,4,2,1,-2,99,28
2,3,2,1,0,99,29
2,4,1,1,-5,99,30
2,3,2,1,-5,99,31
1,2,1,0,3,99,32
1,4,1,0,-2,99,33
1,2,1,0,0,99,34
1,2,1,0,5,99,35
1,4,1,0,0,99,36
1,2,1,0,4,99,37
1,2,1,0,4,99,38
1,2,1,0,5,99,39
1,2,1,0,3,99,40
1,4,1,0,-4,99,41
1,4,1,0,-3,99,42
1,2,1,0,2,99,43
1,2,1,0,0,99,44
1,2,1,0,0,99,45
1,2,1,1,0,99,46
1,4,1,1,0,99,47
1,4,1,1,0,99,48
1,4,1,1,-2,99,49
1,2,1,1,0,99,50
1,2,1,1,0,99,51
1,2,1,1,0,99,52
2,3,1,0,0,99,53
1,2,1,1,4,99,54
1,4,1,1,-5,99,55
1,2,1,0,3,99,56
1,2,1,0,0,99,57
1,2,1,0,0,99,58
1,4,1,0,-5,99,59
1,2,1,0,5,99,60
1,2,1,0,4,99,61
1,2,1,0,4,99,62
1,2,1,0,4,99,63
1,4,1,0,3,99,64
1,2,1,0,4,99,65
1,2,1,0,4,99,66
1,2,1,0,3,99,67
1,4,1,0,0,99,68
1,2,1,0,4,99,69
1,4,1,0,0,99,70
1,2,1,0,2,99,71
1,4,1,0,0,99,72
1,2,1,0,3,99,73
1,2,1,0,3,99,74
1,2,1,0,4,99,75
1,2,1,0,4,99,76
1,2,1,0,5,99,77
1,2,1,0,2,99,78
1,2,1,0,4,99,79
1,4,1,0,-2,99,80
1,2,1,1,0,99,81
2,3,1,0,-3,99,82
1,2,1,0,0,99,83
1,2,1,0,0,99,84
1,2,1,0,0,99,85
1,2,1,0,-2,99,86
1,2,1,0,-2,99,87
1,2,2,0,0,99,88
1,2,1,0,-4,99,89
2,3,1,0,2,99,90
2,3,1,0,3,99,91
2,4,1,0,3,99,92
2,3,1,0,4,99,93
2,4,1,0,2,99,94
2,3,1,0,3,99,95
2,3,1,0,4,99,96
2,4,1,0,-2,99,97
2,3,1,0,2,99,98
2,4,1,0,-3,99,99
2,3,1,0,0,99,100
2,3,1,0,-3,99,101
1,2,2,1,0,99,102
1,2,2,1,0,99,103
1,4,2,0,0,99,104
1,2,2,0,2,99,105
1,2,2,0,4,99,106
1,2,2,0,3,99,107
1,2,2,0,0,99,108
1,2,2,0,0,99,109
1,2,2,0,0,99,110
1,2,2,0,0,99,111
1,2,2,1,2,99,112
1,2,2,1,0,99,113
1,2,2,0,2,99,114
1,2,2,1,3,99,115
1,4,2,1,-2,99,116
1,2,2,0,4,99,117
1,2,2,0,0,99,118
1,2,2,0,0,99,119
1,4,2,0,-3,99,120
1,2,2,0,0,99,121
1,4,2,0,-2,99,122
1,4,2,0,0,99,123
1,4,2,0,0,99,124
1,2,2,0,5,99,125
1,2,2,0,4,99,126
1,4,2,0,3,99,127
1,2,2,0,2,99,128
1,4,2,0,-3,99,129
1,2,2,0,5,99,130
1,4,2,0,-3,99,131
1,2,2,0,2,99,132
1,4,2,0,0,99,133
1,2,2,0,5,99,134
1,4,2,0,0,99,135
1,2,2,0,3,99,136
1,2,2,0,2,99,137
1,2,2,0,0,99,138
1,2,2,1,2,99,139
1,2,2,1,4,99,140
1,2,2,1,2,99,141
1,2,2,1,5,99,142
1,4,2,1,-4,99,143
1,2,2,0,4,99,144
1,2,2,0,4,99,145
1,2,2,0,3,99,146
1,2,2,0,4,99,147
1,2,2,0,3,99,148
1,2,2,0,0,99,149
1,4,2,0,-2,99,150
1,2,2,0,-2,99,151
1,4,2,0,-2,99,152
1,4,2,1,-3,99,153
2,3,1,0,-2,99,154
2,3,1,0,0,99,155
1,2,2,0,-3,99,156
1,2,2,0,-5,99,157
2,3,1,0,0,99,158
2,3,1,0,0,99,159
2,3,1,0,-2,99,160
2,3,2,0,-4,99,161
1,2,1,0,-2,99,162
2,4,2,1,0,99,163
2,4,1,0,0,99,164
2,4,2,1,0,99,165
2,3,1,1,0,99,166
2,3,1,0,2,99,167
2,4,2,1,5,99,168
2,3,1,0,4,99,169
2,3,1,1,2,99,170
2,4,2,1,0,99,171
2,4,1,0,3,99,172
2,4,1,0,4,99,173
2,4,1,0,0,99,174
2,4,2,1,0,99,175
2,3,1,0,-2,88,1
1,2,1,0,0,88,2
1,4,1,0,2,88,3
1,2,2,0,0,88,4
1,2,2,0,2,88,5
1,2,2,1,4,88,6
1,2,2,1,4,88,7
1,2,2,0,3,88,8
1,4,2,0,3,88,9
1,4,2,0,5,88,10
1,2,2,1,3,88,11
1,4,2,0,3,88,12
1,4,2,0,4,88,13
1,2,2,0,-3,88,14
2,3,2,0,-5,88,15
1,2,2,1,-3,88,16
2,3,1,0,0,88,17
1,2,1,1,-2,88,18
1,2,1,1,0,88,19
1,2,2,1,0,88,20
1,4,1,1,-4,88,21
2,3,1,0,-2,88,22
1,2,1,1,0,88,23
1,2,1,1,-4,88,24
1,2,2,0,-5,88,25
2,3,1,0,4,88,26
2,3,1,0,5,88,27
2,3,1,0,4,88,28
2,4,1,0,2,88,29
2,3,1,0,3,88,30
2,4,1,0,5,88,31
2,3,1,0,0,88,32
2,4,1,1,4,88,33
2,3,1,0,3,88,34
2,4,1,0,4,88,35
1,2,1,0,4,88,36
1,2,1,0,5,88,37
1,2,1,0,4,88,38
1,4,1,0,2,88,39
1,2,1,0,0,88,40
2,3,1,1,0,88,41
1,2,1,1,0,88,42
2,3,1,1,2,88,43
2,3,1,1,4,88,44
2,3,1,1,4,88,45
2,3,1,1,5,88,46
2,3,1,0,4,88,47
2,3,1,1,2,88,48
2,3,1,1,-2,88,49
1,2,1,1,2,88,50
1,2,1,0,4,88,51
1,2,1,0,4,88,52
1,2,1,0,3,88,53
1,2,1,0,3,88,54
1,2,1,0,4,88,55
1,2,1,0,3,88,56
1,2,1,0,0,88,57
1,2,1,0,0,88,58
1,2,1,1,0,88,59
2,3,1,0,4,88,60
2,3,1,0,4,88,61
2,3,1,0,3,88,62
2,3,1,0,4,88,63
2,4,1,0,5,88,64
2,3,1,1,4,88,65
2,3,1,0,3,88,66
2,4,1,0,0,88,67
2,3,1,1,2,88,68
2,3,1,1,0,88,69
2,3,1,1,0,88,70
2,3,1,1,3,88,71
2,3,1,0,4,88,72
2,3,1,0,2,88,73
2,4,1,1,0,88,74
2,3,1,0,0,88,75
2,3,1,0,2,88,76
2,3,1,1,2,88,77
2,3,1,1,4,88,78
2,3,1,0,3,88,79
2,4,1,0,4,88,80
2,3,1,0,4,88,81
2,3,1,0,5,88,82
2,3,1,1,3,88,83
2,3,1,1,4,88,84
2,4,1,1,0,88,85
2,3,1,0,3,88,86
2,3,1,0,5,88,87
2,4,1,0,0,88,88
2,3,1,0,2,88,89
2,4,2,1,0,88,90
2,3,1,1,4,88,91
2,3,1,1,4,88,92
2,3,1,1,0,88,93
2,3,1,0,0,88,94
2,4,1,0,3,88,95
1,4,1,0,3,88,96
1,4,1,0,0,88,97
2,3,1,0,0,88,98
2,4,1,0,4,88,99
1,2,1,1,3,88,100
1,4,1,1,0,88,101
1,4,1,1,-3,88,102
