Action1,S2,Action2,Re,subject,round,bestA1,bestA2
2,3,1,1,385,107,0,0
1,2,2,-1,385,108,0,0
1,2,1,3,385,109,0,0
1,2,1,4,385,110,0,0
1,2,2,1,385,111,0,0
1,3,1,5,385,112,0,0
1,3,1,5,385,113,0,0
1,2,1,3,385,114,0,0
2,3,1,3,385,115,0,0
2,3,1,1,385,116,0,0
1,3,1,0,385,117,0,0
2,3,1,2,385,118,0,0
1,2,1,-3,385,119,0,0
2,3,1,2,385,120,0,0
2,3,1,1,385,121,0,0
2,3,1,3,385,122,0,0
1,2,2,3,385,123,0,0
1,3,1,4,385,124,0,0
2,2,2,1,385,125,0,0
2,2,1,-3,385,126,0,0
1,3,1,5,385,127,0,0
1,2,1,0,385,128,0,0
1,2,2,-3,385,129,0,0
1,3,1,0,385,130,0,0
1,2,1,-3,385,131,0,0
2,3,1,-1,385,132,0,0
2,3,1,-2,385,133,0,0
1,2,1,-3,385,134,0,0
1,2,2,-4,385,135,0,0
2,3,1,0,385,136,0,0
1,2,1,0,385,137,0,0
1,2,1,-2,385,138,0,0
2,3,2,-1,385,139,0,0
2,3,2,-5,385,140,0,0
2,3,2,-2,385,141,0,0
1,3,2,-1,385,142,0,0
1,2,1,-1,385,143,0,0
1,2,2,-4,385,144,0,0
1,3,1,-5,385,145,0,0
1,3,1,-3,385,146,0,0
2,3,1,-3,385,147,0,0
2,3,1,-3,385,148,0,0
1,3,1,-3,385,149,0,0
1,2,1,0,385,150,0,0
1,3,2,4,385,151,0,0
2,3,1,0,385,152,0,0
1,2,2,-3,385,153,0,0
1,2,1,-3,385,154,0,0
1,2,2,3,385,155,0,0
1,2,2,3,385,156,0,0
1,3,2,0,385,157,0,0
1,3,2,1,385,158,0,0
1,2,2,-1,385,159,0,0
2,3,1,-1,385,160,0,0
2,3,1,0,385,161,0,0
1,2,2,0,385,162,0,0
1,2,2,-1,385,163,0,0
2,3,2,1,385,164,0,0
2,3,2,1,385,165,0,0
2,3,2,3,385,166,0,0
2,3,2,3,385,167,0,0
2,3,2,2,385,168,0,0
2,3,2,1,385,169,0,0
2,3,2,-1,385,170,0,0
1,2,1,0,385,171,0,0
1,2,2,3,385,172,0,0
1,3,1,5,385,173,0,0
2,2,1,0,385,174,0,0
1,2,1,0,385,175,0,0
1,2,1,2,385,176,0,0
2,3,2,5,385,177,0,0
2,3,1,5,385,178,0,0
2,3,2,4,385,179,0,0
2,3,2,5,385,180,0,0
1,2,2,1,385,181,0,0
1,2,2,-1,385,182,0,0
2,3,2,3,385,183,0,0
2,3,2,2,385,184,0,0
2,3,1,-2,385,185,0,0
2,3,1,-3,385,186,0,0
2,2,1,-1,385,187,0,0
1,2,1,-1,385,188,0,0
1,2,2,-3,385,189,0,0
2,2,2,-3,385,190,0,0
1,2,1,-4,385,191,0,0
2,2,2,-4,385,192,0,0
2,2,2,-5,385,193,0,0
2,3,2,-4,385,194,0,0
1,3,2,-5,385,195,0,0
2,3,1,0,385,196,0,0
1,2,1,-3,385,197,0,0
2,3,2,-3,385,198,0,0
1,2,1,-2,385,199,0,0
1,2,2,3,385,200,0,0
1,2,1,-3,385,201,0,0
2,2,2,5,385,202,0,0
1,2,2,5,385,203,0,0
1,2,2,3,385,204,0,0
2,3,1,3,385,205,0,0
1,3,1,3,385,206,0,0
2,3,2,0,385,207,0,0
1,3,2,1,385,208,0,0
2,3,2,3,385,209,0,0
2,2,1,-3,385,210,0,0
1,2,2,-2,385,211,0,0
1,2,1,-5,385,212,0,0
1,3,1,-2,385,213,0,0
1,2,2,-1,385,214,0,0
2,2,2,-2,385,215,0,0
1,2,2,-5,385,216,0,0
2,3,1,4,385,217,0,0
2,3,2,4,385,218,0,0
2,2,2,-4,385,219,0,0
2,2,1,-2,385,220,0,0
2,2,2,-4,385,221,0,0
1,3,2,3,385,222,0,0
2,3,1,-2,385,223,0,0
2,3,2,4,385,224,0,0
2,3,2,4,385,225,0,0
1,3,1,1,385,226,0,0
1,3,2,3,385,227,0,0
1,2,2,1,385,228,0,0
1,2,2,3,385,229,0,0
1,3,2,2,385,230,0,0
1,2,2,0,385,231,0,0
2,3,1,4,385,232,0,0
2,2,2,-2,385,233,0,0
1,2,2,3,385,234,0,0
1,2,2,0,385,235,0,0
1,2,2,4,385,236,0,0
2,3,1,-4,385,237,0,0
2,2,2,4,385,238,0,0
2,3,2,4,385,239,0,0
1,2,2,2,385,240,0,0
2,3,1,1,385,241,0,0
2,3,2,4,385,242,0,0
1,2,2,5,385,243,0,0
1,3,2,5,385,244,0,0
1,2,2,0,385,245,0,0
2,3,2,0,385,246,0,0
1,2,2,4,385,247,0,0
1,2,2,4,385,248,0,0
1,2,2,2,385,249,0,0
1,3,1,0,385,250,0,0
1,3,1,-5,290,1,0,0
2,2,1,1,290,2,0,0
2,3,2,-1,290,3,0,0
1,2,1,3,290,4,0,0
1,2,2,1,290,5,0,0
1,2,2,2,290,6,0,0
1,2,2,3,290,7,0,0
1,2,2,4,290,8,0,0
1,2,1,4,290,9,0,0
1,2,2,3,290,10,0,0
2,3,2,-2,290,11,0,0
1,2,1,-3,290,12,0,0
1,2,1,-3,290,13,0,0
2,2,1,-2,290,14,0,0
2,3,2,-5,290,15,0,0
1,2,2,3,290,16,0,0
1,3,2,-5,290,17,0,0
1,2,2,4,290,18,0,0
1,2,2,5,290,19,0,0
1,3,1,0,290,20,0,0
1,2,2,5,290,21,0,0
1,2,1,-4,290,22,0,0
2,2,2,5,290,23,0,0
1,3,2,0,290,24,0,0
2,3,1,1,290,25,0,0
2,3,2,3,290,26,0,0
2,3,2,1,290,27,0,0
2,3,2,-2,290,28,0,0
1,3,2,-2,290,29,0,0
2,3,2,-1,290,30,0,0
1,2,2,-1,290,31,0,0
1,2,2,1,290,32,0,0
2,3,1,3,290,33,0,0
1,3,2,-4,290,34,0,0
2,2,2,2,290,35,0,0
1,2,2,2,290,36,0,0
2,3,2,-3,290,37,0,0
1,2,1,3,290,38,0,0
2,3,1,3,290,39,0,0
1,2,2,3,290,40,0,0
2,3,1,2,290,41,0,0
1,2,2,5,290,42,0,0
1,2,1,2,290,43,0,0
2,3,2,-2,290,44,0,0
2,3,1,-5,290,45,0,0
1,2,1,4,290,46,0,0
1,2,2,4,290,47,0,0
2,3,1,-5,290,48,0,0
2,3,2,0,290,49,0,0
1,2,2,2,290,50,0,0
1,2,2,3,290,51,0,0
2,3,1,-2,290,52,0,0
2,3,1,-3,290,53,0,0
1,2,2,-3,290,54,0,0
1,2,2,-1,290,55,0,0
1,2,1,3,290,56,0,0
1,2,1,5,290,57,0,0
1,3,2,-5,290,58,0,0
1,3,1,2,290,59,0,0
2,3,1,-1,290,60,0,0
1,2,2,0,290,61,0,0
2,3,1,-5,290,62,0,0
1,2,2,1,290,63,0,0
1,2,1,0,290,64,0,0
1,2,1,3,290,65,0,0
2,3,1,-1,290,66,0,0
2,3,2,1,290,67,0,0
1,2,1,2,290,68,0,0
1,3,2,2,290,69,0,0
1,2,2,3,290,70,0,0
1,3,2,-2,290,71,0,0
1,2,2,4,290,72,0,0
2,3,1,3,290,73,0,0
1,2,2,4,290,74,0,0
1,2,2,4,290,75,0,0
1,2,2,1,290,76,0,0
1,2,1,-1,290,77,0,0
1,2,1,0,290,78,0,0
1,2,2,-4,290,79,0,0
1,3,1,-4,290,80,0,0
1,2,2,2,290,81,0,0
2,3,2,-1,290,82,0,0
1,2,2,5,290,83,0,0
1,2,2,3,290,84,0,0
1,2,1,-1,290,85,0,0
1,3,1,3,290,86,0,0
2,3,2,0,290,87,0,0
1,2,2,4,290,88,0,0
1,2,2,2,290,89,0,0
1,2,2,0,290,90,0,0
2,2,2,3,290,91,0,0
1,2,2,1,290,92,0,0
2,3,1,-4,290,93,0,0
2,3,2,3,290,94,0,0
2,3,1,-2,290,95,0,0
1,2,2,5,290,96,0,0
1,2,2,3,290,97,0,0
1,2,1,-2,290,98,0,0
1,2,2,1,290,99,0,0
1,2,2,2,290,100,0,0
1,2,2,1,290,101,0,0
2,3,2,-2,290,102,0,0
2,3,1,-3,290,103,0,0
1,2,2,-1,290,104,0,0
2,3,1,-1,290,105,0,0
1,2,1,-1,290,106,0,0
2,3,2,-2,290,107,0,0
2,3,2,-4,290,108,0,0
1,2,2,4,290,109,0,0
1,2,1,-2,290,110,0,0
1,2,2,2,290,111,0,0
2,3,2,-2,290,112,0,0
1,3,2,-4,290,113,0,0
1,2,2,1,290,114,0,0
2,3,1,0,290,115,0,0
1,2,1,2,290,116,0,0
1,2,2,3,290,117,0,0
2,2,2,5,290,118,0,0
1,2,2,4,290,119,0,0
1,2,1,-2,290,120,0,0
1,2,2,0,290,121,0,0
1,2,2,3,290,122,0,0
1,2,2,4,290,123,0,0
1,3,1,-2,290,124,0,0
1,3,2,-2,290,125,0,0
1,2,2,1,290,126,0,0
1,3,2,1,290,127,0,0
2,3,2,0,290,128,0,0
1,2,2,-1,290,129,0,0
1,2,2,-1,290,130,0,0
1,2,2,2,290,131,0,0
2,3,1,-3,290,132,0,0
1,2,2,2,290,133,0,0
1,2,2,0,290,134,0,0
1,2,2,-1,290,135,0,0
1,2,2,1,290,136,0,0
1,2,1,1,290,137,0,0
2,3,1,-2,290,138,0,0
1,2,1,1,290,139,0,0
1,2,2,-4,290,140,0,0
1,2,2,-4,290,141,0,0
2,3,2,1,290,142,0,0
1,2,1,-1,290,143,0,0
1,2,2,0,290,144,0,0
1,2,2,-1,290,145,0,0
1,2,2,-3,290,146,0,0
2,3,2,4,290,147,0,0
1,2,2,-4,290,148,0,0
1,2,1,1,290,149,0,0
2,3,2,4,290,150,0,0
2,3,1,0,290,151,0,0
1,2,1,-1,290,152,0,0
2,2,1,0,290,153,0,0
1,2,2,-1,290,154,0,0
1,2,1,-5,290,155,0,0
1,2,2,-4,290,156,0,0
2,3,2,3,290,157,0,0
1,3,1,1,290,158,0,0
1,3,1,2,290,159,0,0
2,3,2,-1,290,160,0,0
1,2,2,-5,290,161,0,0
2,3,2,-2,290,162,0,0
2,2,1,-3,290,163,0,0
1,2,2,-4,290,164,0,0
1,2,1,-2,290,165,0,0
1,3,2,-3,290,166,0,0
1,2,2,-3,290,167,0,0
1,2,1,-4,290,168,0,0
2,3,2,-1,290,169,0,0
2,3,1,1,290,170,0,0
1,2,1,1,290,171,0,0
2,3,2,0,290,172,0,0
1,2,1,0,290,173,0,0
2,3,1,-2,290,174,0,0
2,3,2,-4,290,175,0,0
1,2,1,-5,290,176,0,0
2,3,2,-4,290,177,0,0
1,3,2,-3,290,178,0,0
2,3,2,-3,290,179,0,0
1,2,1,-2,290,180,0,0
2,3,1,-1,290,181,0,0
1,3,1,0,290,182,0,0
1,2,2,1,290,183,0,0
2,3,1,-1,290,184,0,0
1,2,2,-1,290,185,0,0
1,2,1,-1,290,186,0,0
2,2,2,-2,290,187,0,0
2,2,2,-1,290,188,0,0
1,2,2,-1,290,189,0,0
1,2,2,-2,290,190,0,0
2,3,1,-3,290,191,0,0
2,3,2,-2,290,192,0,0
1,3,1,-2,290,193,0,0
2,3,1,-5,290,194,0,0
2,3,2,1,290,195,0,0
2,3,1,-3,290,196,0,0
2,2,2,-1,290,197,0,0
2,3,2,-1,290,198,0,0
2,3,1,-3,290,199,0,0
2,3,2,-4,290,200,0,0
1,2,2,2,290,201,0,0
2,3,1,-3,290,202,0,0
1,2,1,2,290,203,0,0
1,2,2,1,290,204,0,0
1,2,1,3,290,205,0,0
2,3,2,3,290,206,0,0
2,3,2,1,290,207,0,0
1,2,1,0,290,208,0,0
2,3,1,1,290,209,0,0
1,3,2,4,290,210,0,0
1,2,2,2,290,211,0,0
2,3,1,4,290,212,0,0
2,3,2,4,290,213,0,0
2,3,1,2,290,214,0,0
1,2,2,-3,290,215,0,0
2,3,2,4,290,216,0,0
2,2,2,3,290,217,0,0
1,3,2,5,290,218,0,0
2,2,2,1,290,219,0,0
1,3,2,5,290,220,0,0
1,3,2,1,290,221,0,0
1,2,1,-5,290,222,0,0
1,3,2,1,290,223,0,0
1,2,2,3,290,224,0,0
2,2,2,3,290,225,0,0
2,3,2,1,290,226,0,0
2,3,2,-1,290,227,0,0
1,2,2,3,290,228,0,0
1,2,2,1,290,229,0,0
2,2,2,-1,290,230,0,0
1,2,1,-4,290,231,0,0
1,2,1,-3,290,232,0,0
2,2,2,0,290,233,0,0
1,2,2,2,290,234,0,0
2,3,2,-3,290,235,0,0
1,2,1,2,290,236,0,0
2,2,2,1,290,237,0,0
1,2,2,4,290,238,0,0
1,2,2,3,290,239,0,0
1,2,2,2,290,240,0,0
2,2,2,3,290,241,0,0
1,2,2,4,290,242,0,0
1,2,1,5,290,243,0,0
1,2,1,2,290,244,0,0
1,3,2,2,290,245,0,0
1,2,2,0,290,246,0,0
1,2,2,3,290,247,0,0
2,3,2,3,290,248,0,0
2,3,2,3,290,249,0,0
2,2,2,3,290,250,0,0
1,2,1,1,115,1,0,0
2,3,1,3,115,2,0,0
1,2,1,5,115,3,0,0
2,3,2,-4,115,4,0,0
1,2,1,0,115,5,0,0
2,3,1,1,115,6,0,0
2,2,1,-1,115,7,0,0
1,2,1,-1,115,8,0,0
2,3,1,4,115,9,0,0
1,2,1,1,115,10,0,0
1,2,1,-2,115,11,0,0
2,3,1,2,115,12,0,0
1,2,2,-5,115,13,0,0
1,3,1,-1,115,14,0,0
2,3,1,-1,115,15,0,0
2,3,2,-4,115,16,0,0
1,2,1,-1,115,17,0,0
1,3,1,2,115,18,0,0
2,2,1,-3,115,19,0,0
1,2,2,1,115,20,0,0
1,3,1,3,115,21,0,0
2,2,1,1,115,22,0,0
2,2,1,-4,115,23,0,0
2,2,1,-4,115,24,0,0
1,2,2,-2,115,25,0,0
1,2,2,0,115,26,0,0
2,2,2,1,115,27,0,0
1,3,1,4,115,28,0,0
1,2,1,-3,115,29,0,0
2,3,1,3,115,30,0,0
1,2,1,-3,115,31,0,0
2,3,1,3,115,32,0,0
2,3,1,2,115,33,0,0
2,3,2,2,115,34,0,0
2,3,1,1,115,35,0,0
1,2,1,-5,115,36,0,0
2,3,1,0,115,37,0,0
2,2,2,5,115,38,0,0
2,3,1,-1,115,39,0,0
2,3,2,4,115,40,0,0
2,3,2,3,115,41,0,0
2,2,2,5,115,42,0,0
1,3,1,2,115,43,0,0
1,2,1,-3,115,44,0,0
2,3,2,1,115,45,0,0
1,3,1,5,115,46,0,0
1,2,2,1,115,47,0,0
2,3,2,-2,115,48,0,0
1,3,1,3,115,49,0,0
2,3,1,4,115,50,0,0
2,3,1,4,115,51,0,0
2,3,1,1,115,52,0,0
2,3,1,1,115,53,0,0
2,3,1,2,115,54,0,0
2,3,1,-1,115,55,0,0
2,3,1,-1,115,56,0,0
1,2,1,-4,115,57,0,0
2,3,2,-4,115,58,0,0
1,2,1,-2,115,59,0,0
2,3,2,-3,115,60,0,0
2,3,1,-3,115,61,0,0
1,3,2,-2,115,62,0,0
1,2,2,-4,115,63,0,0
1,2,1,0,115,64,0,0
1,2,2,-5,115,65,0,0
2,3,1,1,115,66,0,0
2,3,2,-3,115,67,0,0
1,2,2,0,115,68,0,0
2,3,2,-1,115,69,0,0
1,2,1,0,115,70,0,0
2,3,2,-2,115,71,0,0
1,2,1,2,115,72,0,0
1,3,1,-4,115,73,0,0
2,2,1,-1,115,74,0,0
2,3,1,-4,115,75,0,0
2,3,2,-4,115,76,0,0
1,3,1,-4,115,77,0,0
2,2,1,-3,115,78,0,0
2,3,2,-4,115,79,0,0
2,3,1,-2,115,80,0,0
1,2,1,-1,115,81,0,0
1,2,1,-4,115,82,0,0
1,2,2,5,115,83,0,0
1,2,2,3,115,84,0,0
1,2,2,0,115,85,0,0
1,2,2,1,115,86,0,0
1,3,2,-3,115,87,0,0
2,2,1,-3,115,88,0,0
1,2,2,-1,115,89,0,0
1,2,1,-1,115,90,0,0
1,2,2,0,115,91,0,0
2,3,1,4,115,92,0,0
1,2,2,-3,115,93,0,0
1,3,1,2,115,94,0,0
1,3,2,-2,115,95,0,0
2,3,1,3,115,96,0,0
2,2,2,3,115,97,0,0
1,2,2,1,115,98,0,0
2,2,2,0,115,99,0,0
1,2,1,2,115,100,0,0
2,3,1,0,115,101,0,0
2,3,2,-4,115,102,0,0
2,3,1,1,115,103,0,0
1,2,2,0,115,104,0,0
2,3,1,1,115,105,0,0
2,3,1,2,115,106,0,0
2,3,1,1,115,107,0,0
2,3,1,2,115,108,0,0
2,3,1,1,115,109,0,0
1,2,2,-5,115,110,0,0
2,3,1,-2,115,111,0,0
2,2,1,3,115,112,0,0
1,3,1,0,115,113,0,0
2,3,1,-3,115,114,0,0
1,2,2,-3,115,115,0,0
1,2,2,-4,115,116,0,0
1,3,1,-2,115,117,0,0
2,2,1,2,115,118,0,0
2,3,1,-1,115,119,0,0
1,2,1,4,115,120,0,0
1,3,1,-4,115,121,0,0
1,2,1,-1,115,122,0,0
2,3,1,-5,115,123,0,0
1,2,1,0,115,124,0,0
2,3,1,0,115,125,0,0
2,3,2,-3,115,126,0,0
2,3,1,4,115,127,0,0
1,2,1,-2,115,128,0,0
2,3,1,2,115,129,0,0
2,3,1,0,115,130,0,0
2,3,1,-2,115,131,0,0
1,3,1,-5,115,132,0,0
2,3,2,-2,115,133,0,0
1,2,2,-2,115,134,0,0
1,3,1,-3,115,135,0,0
2,2,1,-3,115,136,0,0
1,2,1,-3,115,137,0,0
2,3,1,-3,115,138,0,0
1,2,2,-2,115,139,0,0
2,3,2,0,115,140,0,0
1,3,1,0,115,141,0,0
1,2,1,4,115,142,0,0
1,3,1,2,115,143,0,0
1,2,1,3,115,144,0,0
1,2,1,3,115,145,0,0
1,2,1,1,115,146,0,0
1,2,1,0,115,147,0,0
1,2,1,1,115,148,0,0
1,2,1,-2,115,149,0,0
1,2,1,-3,115,150,0,0
2,3,2,-3,115,151,0,0
2,3,2,0,115,152,0,0
1,2,2,0,115,153,0,0
1,3,1,-5,115,154,0,0
2,3,2,-1,115,155,0,0
2,2,1,-1,115,156,0,0
1,3,2,0,115,157,0,0
2,3,2,1,115,158,0,0
1,2,1,-2,115,159,0,0
1,3,2,-1,115,160,0,0
1,2,1,1,115,161,0,0
2,2,1,1,115,162,0,0
2,2,1,-1,115,163,0,0
2,2,1,-1,115,164,0,0
1,2,2,3,115,165,0,0
2,3,1,-5,115,166,0,0
2,3,2,-1,115,167,0,0
1,3,2,-1,115,168,0,0
1,3,2,-4,115,169,0,0
1,3,2,-5,115,170,0,0
2,3,2,-4,115,171,0,0
1,2,1,4,115,172,0,0
2,3,1,-1,115,173,0,0
2,3,1,-2,115,174,0,0
2,3,2,1,115,175,0,0
1,2,1,3,115,176,0,0
1,2,1,4,115,177,0,0
2,2,1,4,115,178,0,0
1,2,1,3,115,179,0,0
1,2,2,5,115,180,0,0
1,3,1,-3,115,181,0,0
1,2,1,1,115,182,0,0
1,2,1,2,115,183,0,0
1,3,1,-3,115,184,0,0
1,2,2,1,115,185,0,0
2,3,1,1,115,186,0,0
1,2,2,0,115,187,0,0
1,2,2,0,115,188,0,0
1,2,2,0,115,189,0,0
2,3,1,0,115,190,0,0
1,2,1,2,115,191,0,0
1,2,1,3,115,192,0,0
1,2,1,2,115,193,0,0
2,3,1,-2,115,194,0,0
1,2,2,-2,115,195,0,0
2,3,2,4,115,196,0,0
1,2,1,2,115,197,0,0
2,3,1,-2,115,198,0,0
1,2,1,3,115,199,0,0
1,3,1,-2,115,200,0,0
2,3,2,-1,115,201,0,0
2,3,1,-1,115,202,0,0
2,3,1,-1,115,203,0,0
1,2,1,3,115,204,0,0
1,2,1,4,115,205,0,0
1,2,1,3,115,206,0,0
1,2,1,2,115,207,0,0
1,2,1,5,115,208,0,0
1,3,1,4,115,209,0,0
1,2,1,1,115,210,0,0
1,2,1,3,115,211,0,0
1,3,1,4,115,212,0,0
1,2,1,3,115,213,0,0
1,2,1,1,115,214,0,0
1,2,1,0,115,215,0,0
1,2,1,-3,115,216,0,0
2,3,1,1,115,217,0,0
1,2,1,-5,115,218,0,0
2,2,1,-5,115,219,0,0
1,2,1,-4,115,220,0,0
1,2,2,-1,115,221,0,0
2,3,1,-1,115,222,0,0
2,3,1,-1,115,223,0,0
2,2,2,-1,115,224,0,0
1,3,2,-1,115,225,0,0
2,3,1,-4,115,226,0,0
2,3,2,-1,115,227,0,0
2,3,2,-3,115,228,0,0
1,2,1,-1,115,229,0,0
1,2,2,-4,115,230,0,0
1,2,2,-5,115,231,0,0
2,3,1,-1,115,232,0,0
2,3,2,-3,115,233,0,0
1,3,1,-4,115,234,0,0
1,3,1,-3,115,235,0,0
1,2,2,-3,115,236,0,0
2,3,2,-4,115,237,0,0
2,3,1,-2,115,238,0,0
1,2,2,-2,115,239,0,0
2,3,2,-3,115,240,0,0
2,3,2,-4,115,241,0,0
1,2,1,-4,115,242,0,0
2,3,1,3,115,243,0,0
1,2,2,-5,115,244,0,0
1,3,1,2,115,245,0,0
1,2,1,-5,115,246,0,0
2,3,1,2,115,247,0,0
1,2,2,-4,115,248,0,0
1,2,2,-4,115,249,0,0
2,3,1,2,115,250,0,0
2,3,2,-5,406,1,0,0
2,3,1,-4,406,2,0,0
2,3,1,-4,406,3,0,0
1,2,2,-3,406,4,0,0
2,3,1,-2,406,5,0,0
1,3,1,-2,406,6,0,0
2,3,2,1,406,7,0,0
2,2,1,3,406,8,0,0
1,2,1,3,406,9,0,0
1,2,2,-3,406,10,0,0
2,2,2,-2,406,11,0,0
2,3,1,-4,406,12,0,0
2,3,2,3,406,13,0,0
1,2,1,4,406,14,0,0
1,2,1,5,406,15,0,0
1,2,1,3,406,16,0,0
1,3,2,2,406,17,0,0
1,2,1,-2,406,18,0,0
2,3,2,-2,406,19,0,0
1,3,2,-3,406,20,0,0
2,3,2,-1,406,21,0,0
2,3,1,-4,406,22,0,0
1,2,1,1,406,23,0,0
2,3,2,-3,406,24,0,0
1,2,1,1,406,25,0,0
1,2,1,1,406,26,0,0
1,3,1,-1,406,27,0,0
2,3,2,0,406,28,0,0
1,2,2,4,406,29,0,0
1,2,1,3,406,30,0,0
2,2,1,3,406,31,0,0
1,2,1,4,406,32,0,0
1,2,1,4,406,33,0,0
1,2,1,2,406,34,0,0
1,3,1,-3,406,35,0,0
1,2,2,1,406,36,0,0
1,2,1,-1,406,37,0,0
1,2,1,-1,406,38,0,0
1,3,2,2,406,39,0,0
1,2,2,5,406,40,0,0
1,2,2,5,406,41,0,0
1,2,2,4,406,42,0,0
1,2,2,2,406,43,0,0
1,2,2,3,406,44,0,0
1,3,2,-2,406,45,0,0
1,2,2,4,406,46,0,0
1,3,2,0,406,47,0,0
2,3,2,3,406,48,0,0
1,2,2,0,406,49,0,0
2,2,1,-4,406,50,0,0
2,2,2,2,406,51,0,0
1,2,2,3,406,52,0,0
1,2,2,3,406,53,0,0
2,3,2,4,406,54,0,0
2,3,2,3,406,55,0,0
1,2,2,4,406,56,0,0
1,3,2,1,406,57,0,0
2,3,2,1,406,58,0,0
1,2,2,5,406,59,0,0
1,3,2,5,406,60,0,0
1,2,2,4,406,61,0,0
1,2,2,4,406,62,0,0
1,3,2,-1,406,63,0,0
2,2,2,5,406,64,0,0
2,3,2,-3,406,65,0,0
1,3,2,-1,406,66,0,0
1,2,2,-2,406,67,0,0
2,3,2,-2,406,68,0,0
1,2,2,-2,406,69,0,0
1,3,1,1,406,70,0,0
2,2,2,-2,406,71,0,0
2,3,2,1,406,72,0,0
2,3,2,2,406,73,0,0
2,3,2,-3,406,74,0,0
1,2,2,-2,406,75,0,0
1,2,1,5,406,76,0,0
1,2,1,3,406,77,0,0
1,3,1,-3,406,78,0,0
1,2,1,2,406,79,0,0
1,2,1,5,406,80,0,0
1,2,1,4,406,81,0,0
1,3,2,-2,406,82,0,0
1,2,1,4,406,83,0,0
1,3,1,-2,406,84,0,0
1,2,1,4,406,85,0,0
1,2,1,4,406,86,0,0
1,2,1,1,406,87,0,0
1,2,1,3,406,88,0,0
1,2,1,4,406,89,0,0
1,3,1,-1,406,90,0,0
2,3,2,3,406,91,0,0
1,3,1,-1,406,92,0,0
1,2,1,2,406,93,0,0
1,2,1,3,406,94,0,0
1,2,1,3,406,95,0,0
1,2,1,2,406,96,0,0
1,2,1,3,406,97,0,0
1,3,1,-1,406,98,0,0
1,2,1,3,406,99,0,0
1,2,1,1,406,100,0,0
2,3,2,5,406,101,0,0
2,3,2,3,406,102,0,0
2,2,2,-3,406,103,0,0
1,3,2,2,406,104,0,0
2,3,1,1,406,105,0,0
1,2,1,2,406,106,0,0
2,2,1,0,406,107,0,0
1,3,1,-1,406,108,0,0
2,3,2,3,406,109,0,0
2,3,2,3,406,110,0,0
2,2,1,-2,406,111,0,0
2,3,2,1,406,112,0,0
1,2,1,-3,406,113,0,0
2,3,2,-3,406,114,0,0
1,2,2,4,406,115,0,0
1,2,2,4,406,116,0,0
1,2,2,4,406,117,0,0
1,2,2,3,406,118,0,0
1,2,2,2,406,119,0,0
1,2,2,3,406,120,0,0
2,3,2,5,406,121,0,0
2,3,2,4,406,122,0,0
1,2,2,4,406,123,0,0
1,2,2,0,406,124,0,0
2,3,2,2,406,125,0,0
1,2,2,2,406,126,0,0
2,2,2,-1,406,127,0,0
2,3,2,3,406,128,0,0
2,3,2,1,406,129,0,0
1,2,2,-1,406,130,0,0
2,3,2,1,406,131,0,0
2,3,2,1,406,132,0,0
2,3,2,3,406,133,0,0
1,2,2,0,406,134,0,0
1,2,2,-1,406,135,0,0
1,2,1,1,406,136,0,0
2,3,2,3,406,137,0,0
2,3,2,3,406,138,0,0
2,3,2,3,406,139,0,0
2,3,2,3,406,140,0,0
2,3,2,4,406,141,0,0
2,3,2,5,406,142,0,0
2,3,2,3,406,143,0,0
2,3,2,4,406,144,0,0
2,2,1,3,406,145,0,0
1,3,2,4,406,146,0,0
2,3,2,3,406,147,0,0
1,2,2,0,406,148,0,0
2,2,2,-1,406,149,0,0
2,3,2,-2,406,150,0,0
2,3,1,4,406,151,0,0
2,3,1,2,406,152,0,0
2,3,1,4,406,153,0,0
2,3,1,5,406,154,0,0
2,3,2,3,406,155,0,0
2,2,2,-4,406,156,0,0
2,3,1,3,406,157,0,0
2,3,1,1,406,158,0,0
2,3,1,0,406,159,0,0
2,3,1,1,406,160,0,0
2,2,1,-1,406,161,0,0
1,2,2,2,406,162,0,0
2,2,1,1,406,163,0,0
2,3,1,-4,406,164,0,0
2,3,2,-2,406,165,0,0
1,2,1,-3,406,166,0,0
1,2,2,2,406,167,0,0
1,2,2,0,406,168,0,0
1,2,2,0,406,169,0,0
1,2,1,-3,406,170,0,0
1,2,2,0,406,171,0,0
2,3,2,-5,406,172,0,0
1,2,2,1,406,173,0,0
2,2,2,0,406,174,0,0
1,2,2,-2,406,175,0,0
2,3,1,2,406,176,0,0
1,2,2,-5,406,177,0,0
2,2,1,4,406,178,0,0
2,2,1,3,406,179,0,0
2,2,1,3,406,180,0,0
2,2,1,5,406,181,0,0
1,2,1,4,406,182,0,0
1,2,1,-1,406,183,0,0
2,3,1,3,406,184,0,0
2,3,1,1,406,185,0,0
2,3,1,3,406,186,0,0
2,3,1,4,406,187,0,0
1,2,1,0,406,188,0,0
2,3,1,-1,406,189,0,0
2,3,1,-3,406,190,0,0
2,2,2,1,406,191,0,0
2,3,2,4,406,192,0,0
2,2,2,-4,406,193,0,0
1,2,1,2,406,194,0,0
1,2,1,3,406,195,0,0
1,3,1,-5,406,196,0,0
2,3,1,-4,406,197,0,0
1,2,1,5,406,198,0,0
1,2,1,3,406,199,0,0
2,3,2,0,406,200,0,0
1,2,1,0,406,201,0,0
1,2,1,-4,406,202,0,0
2,3,2,-1,406,203,0,0
2,3,2,-1,406,204,0,0
2,3,2,1,406,205,0,0
2,2,1,-2,406,206,0,0
1,3,2,4,406,207,0,0
