Action1,S2,Action2,rt2,Re,subject,round
2,3,2,0,0,677,154
2,3,2,0,0,677,155
2,3,2,1,2,677,156
2,3,2,1,2,677,157
2,3,2,0,0,677,158
2,3,2,1,1,677,159
2,2,2,0,4,677,160
2,2,1,0,-4,677,161
2,3,2,1,-4,677,162
2,2,2,1,2,677,163
2,3,2,0,-5,677,164
2,3,2,0,-4,677,165
1,2,1,0,4,677,166
1,2,1,0,5,677,167
2,2,2,1,4,677,168
2,3,2,1,-2,677,169
2,3,2,1,0,677,170
2,2,2,0,0,677,171
2,3,2,0,-1,677,172
2,2,2,0,5,677,173
1,2,2,1,3,677,174
1,2,1,0,-3,677,175
2,3,1,0,1,280,1
1,2,2,0,-1,280,2
2,3,2,0,-3,280,3
2,3,2,0,1,280,4
2,2,2,0,2,280,5
2,2,2,0,-3,280,6
2,3,1,0,2,280,7
1,2,1,0,3,280,8
1,2,1,1,0,280,9
1,2,1,0,0,280,10
2,3,1,0,-2,280,11
1,2,1,1,0,280,12
1,2,2,1,1,280,13
1,2,2,1,0,280,14
2,3,2,1,-1,280,15
1,2,1,0,-2,280,16
1,2,1,0,-2,280,17
2,2,2,0,1,280,18
2,3,2,0,-2,280,19
2,3,1,0,-4,280,20
1,2,2,0,0,280,21
2,2,2,1,-1,280,22
2,3,1,0,0,280,23
2,3,1,0,2,280,24
1,2,1,0,-3,280,25
2,3,2,1,-1,280,26
1,2,2,0,4,280,27
2,3,2,1,2,280,28
2,2,2,1,3,280,29
1,2,1,0,4,280,30
1,2,1,0,5,280,31
1,2,2,1,5,280,32
1,3,2,0,2,280,33
1,2,2,0,-2,280,34
1,2,2,0,-2,280,35
1,2,1,1,1,280,36
1,3,1,1,-3,280,37
2,3,2,1,-2,280,38
2,3,2,0,1,280,39
2,3,2,0,0,280,40
2,3,2,0,-2,280,41
2,3,2,0,1,280,42
1,2,2,0,1,280,43
1,2,2,0,2,280,44
1,3,2,0,5,280,45
2,3,1,0,0,280,46
2,3,1,0,1,280,47
2,2,1,0,4,280,48
2,3,2,0,3,280,49
1,3,1,0,-1,280,50
2,3,1,0,-2,280,51
2,3,1,0,-4,280,52
2,3,1,0,-4,280,53
2,3,1,0,-4,280,54
1,2,1,1,5,280,55
1,2,1,1,5,280,56
2,2,2,0,-1,280,57
2,3,1,0,-1,280,58
2,3,1,1,-1,280,59
2,3,2,1,2,280,60
1,2,2,1,-3,280,61
2,3,1,0,-3,280,62
2,2,1,1,1,280,63
2,3,1,1,-3,280,64
2,2,1,0,2,280,65
2,2,2,0,-3,280,66
1,3,2,0,-3,280,67
2,3,2,0,-3,280,68
2,3,2,1,-4,280,69
1,2,1,0,-3,280,70
2,2,2,0,-3,280,71
2,2,2,0,-3,280,72
2,3,2,0,4,280,73
1,2,1,0,-1,280,74
1,2,2,0,-1,280,75
2,3,2,0,1,280,76
1,2,2,1,1,280,77
2,3,1,1,0,280,78
2,3,1,1,-1,280,79
1,2,1,1,3,280,80
1,2,1,0,2,280,81
1,2,2,0,-4,280,82
1,2,2,1,-4,280,83
1,3,1,0,0,280,84
2,2,2,0,-1,280,85
2,3,2,0,3,280,86
2,3,2,0,0,280,87
1,2,1,0,-4,280,88
2,3,2,0,1,280,89
1,2,1,0,-1,280,90
1,2,1,0,2,280,91
1,2,2,0,4,280,92
2,2,2,1,0,280,93
1,2,2,1,-1,280,94
1,2,2,0,2,280,95
1,2,2,0,-4,280,96
1,2,2,1,-5,280,97
1,2,1,0,-1,280,98
2,3,2,0,4,280,99
1,2,1,1,-1,280,100
2,2,1,0,1,280,101
2,3,2,0,1,280,102
1,2,2,0,-4,280,103
1,2,2,1,-2,280,104
1,2,1,1,1,280,105
1,2,1,0,1,280,106
1,3,1,0,-2,280,107
2,2,1,0,2,280,108
2,3,1,0,-1,280,109
1,2,1,1,2,280,110
1,2,1,0,3,280,111
2,3,2,0,0,280,112
2,3,2,1,-3,280,113
2,3,1,1,-4,280,114
1,2,2,0,-2,280,115
2,3,2,1,-1,280,116
2,2,1,0,0,280,117
2,3,1,0,-4,280,118
2,3,1,0,-5,280,119
2,3,1,1,-3,280,120
1,3,2,1,-3,280,121
1,2,1,1,-1,280,122
1,2,1,1,-1,280,123
1,3,2,0,-4,280,124
2,3,2,0,-3,280,125
2,3,2,1,-2,280,126
2,3,2,0,2,280,127
1,2,2,1,-4,280,128
1,2,2,1,-3,280,129
2,3,1,0,1,280,130
2,3,1,0,3,280,131
2,3,2,0,-2,280,132
2,3,2,0,-3,280,133
2,3,2,0,-4,280,134
1,2,1,1,-4,280,135
1,2,1,1,-2,280,136
1,3,1,1,2,280,137
2,2,1,1,-2,280,138
1,3,1,0,0,280,139
2,3,2,0,3,280,140
1,2,2,0,0,280,141
2,2,2,0,2,280,142
1,2,1,1,-1,280,143
1,2,1,1,4,280,144
1,2,1,1,4,280,145
2,3,1,0,2,280,146
2,3,2,0,3,280,147
1,2,1,1,-2,280,148
2,2,1,0,1,280,149
2,3,1,1,1,280,150
2,3,2,0,-5,280,151
2,3,2,1,-3,280,152
1,2,2,0,-4,280,153
2,3,1,0,-3,280,154
2,3,2,1,-5,280,155
1,3,2,0,-3,280,156
1,2,2,0,-1,280,157
2,3,2,1,-4,280,158
2,2,1,1,0,280,159
1,2,1,0,3,280,160
1,3,1,0,0,280,161
2,3,2,0,-2,280,162
1,2,2,1,-2,280,163
1,3,2,1,3,280,164
2,3,2,1,0,280,165
2,3,2,1,1,280,166
2,2,2,1,-3,280,167
1,3,1,1,0,280,168
2,2,1,0,1,280,169
2,3,1,0,1,280,170
2,3,1,0,1,280,171
2,3,1,0,-1,280,172
1,2,1,1,1,280,173
1,2,1,1,4,280,174
2,3,1,0,-3,280,175
1,2,1,0,0,241,1
1,3,1,0,4,241,2
1,2,1,0,-1,241,3
1,2,1,0,-3,241,4
2,3,2,0,-1,241,5
1,2,2,0,-4,241,6
1,3,1,0,5,241,7
2,3,1,1,3,241,8
2,3,1,1,3,241,9
2,3,1,1,0,241,10
1,2,1,0,-1,241,11
2,3,1,1,0,241,12
2,3,1,0,1,241,13
1,2,2,0,1,241,14
1,3,2,0,2,241,15
2,2,2,1,0,241,16
2,3,2,1,-2,241,17
2,3,2,1,-4,241,18
2,3,1,1,5,241,19
2,3,1,0,3,241,20
2,3,1,0,2,241,21
2,2,1,0,4,241,22
1,3,1,1,4,241,23
1,2,1,1,4,241,24
2,3,1,0,2,241,25
2,3,1,0,-2,241,26
1,2,2,0,-2,241,27
2,3,1,0,-4,241,28
1,2,2,0,0,241,29
1,2,2,0,1,241,30
1,2,1,0,0,241,31
1,2,1,0,1,241,32
1,2,1,0,3,241,33
1,3,1,0,-3,241,34
1,2,2,0,4,241,35
1,3,2,0,3,241,36
1,2,2,0,4,241,37
1,2,2,0,5,241,38
1,2,2,0,3,241,39
1,2,2,0,3,241,40
1,2,1,1,-5,241,41
1,3,1,1,0,241,42
1,2,2,0,4,241,43
1,2,2,0,4,241,44
1,2,2,0,4,241,45
1,2,2,0,2,241,46
1,2,2,0,1,241,47
1,2,2,0,4,241,48
1,2,2,1,4,241,49
1,2,2,0,4,241,50
1,3,2,0,3,241,51
1,2,2,0,4,241,52
1,2,2,0,4,241,53
1,2,2,1,2,241,54
1,2,2,0,5,241,55
1,2,2,1,5,241,56
1,2,2,1,2,241,57
1,2,2,0,2,241,58
1,2,2,1,4,241,59
1,2,2,1,5,241,60
1,2,2,1,5,241,61
1,2,2,0,5,241,62
1,2,2,0,5,241,63
1,2,2,0,2,241,64
1,2,2,0,5,241,65
1,3,2,0,1,241,66
1,2,2,0,0,241,67
1,2,2,0,0,241,68
2,3,2,1,3,241,69
1,2,2,1,2,241,70
1,2,2,0,0,241,71
2,3,2,1,4,241,72
2,3,2,1,4,241,73
2,3,2,1,1,241,74
2,3,1,0,-1,241,75
1,2,2,1,-1,241,76
2,3,2,1,2,241,77
1,2,1,1,3,241,78
1,3,1,0,-2,241,79
1,2,1,1,1,241,80
1,3,2,0,4,241,81
2,3,2,1,3,241,82
2,3,2,1,0,241,83
1,2,2,1,3,241,84
1,2,2,1,3,241,85
1,3,2,1,-4,241,86
2,3,1,0,-2,241,87
2,3,2,0,-4,241,88
1,2,2,0,4,241,89
1,2,2,0,5,241,90
1,2,2,0,3,241,91
1,2,2,0,5,241,92
1,2,2,0,5,241,93
1,2,2,0,2,241,94
1,2,2,0,-1,241,95
1,3,1,0,-2,241,96
1,2,1,1,4,241,97
1,2,2,0,1,241,98
1,2,2,0,4,241,99
2,3,1,1,2,241,100
2,2,1,1,5,241,101
1,2,1,1,4,241,102
1,2,1,0,4,241,103
2,3,1,0,3,241,104
1,2,1,0,5,241,105
1,3,1,0,3,241,106
2,3,1,1,3,241,107
2,3,1,1,0,241,108
1,2,1,0,1,241,109
1,3,1,0,1,241,110
1,2,2,1,-2,241,111
1,2,1,1,-4,241,112
1,2,1,1,-4,241,113
2,3,1,1,-2,241,114
2,3,2,1,4,241,115
2,3,2,0,3,241,116
2,3,2,1,-1,241,117
1,2,1,0,2,241,118
1,2,2,1,-2,241,119
1,2,2,0,-3,241,120
1,2,1,0,-2,241,121
1,2,1,0,-1,241,122
1,2,1,0,-2,241,123
2,3,1,1,-2,241,124
2,3,2,0,-4,241,125
2,3,2,0,-4,241,126
2,3,1,1,0,241,127
2,2,1,1,-1,241,128
2,3,1,1,3,241,129
2,3,1,1,3,241,130
2,3,1,1,4,241,131
2,2,1,1,-5,241,132
2,2,2,1,4,241,133
2,3,1,1,4,241,134
2,3,1,1,4,241,135
2,3,1,0,5,241,136
2,3,1,0,3,241,137
2,2,2,1,4,241,138
2,3,1,1,2,241,139
2,3,1,1,-3,241,140
2,2,2,1,2,241,141
2,3,1,1,1,241,142
2,3,2,0,-4,241,143
2,3,1,0,-5,241,144
1,2,2,0,0,241,145
1,2,2,1,-1,241,146
1,2,2,1,-1,241,147
1,3,2,1,-4,241,148
1,2,2,1,-5,241,149
1,2,2,1,-4,241,150
1,3,1,0,-5,241,151
2,3,1,0,-5,241,152
1,3,2,1,-2,241,153
1,2,2,1,-2,241,154
2,3,1,0,-5,241,155
2,2,2,0,-2,241,156
1,2,2,1,0,241,157
1,2,2,0,0,241,158
1,3,2,1,2,241,159
1,2,2,1,-1,241,160
1,2,2,0,-1,241,161
1,2,2,0,-3,241,162
1,3,2,0,3,241,163
1,3,2,0,2,241,164
1,2,2,0,-2,241,165
2,3,2,1,4,241,166
2,3,2,1,1,241,167
1,2,2,0,-4,241,168
2,2,2,0,-3,241,169
2,3,2,0,1,241,170
2,3,2,0,-2,241,171
1,3,2,0,0,241,172
2,3,2,0,1,241,173
1,2,2,1,3,241,174
1,2,2,0,4,241,175
1,2,2,0,-2,490,1
1,2,2,0,-3,490,2
2,3,1,0,-4,490,3
1,2,1,0,-4,490,4
1,2,1,0,-5,490,5
1,2,1,1,-3,490,6
1,2,1,1,1,490,7
1,2,1,1,-1,490,8
1,2,1,1,1,490,9
1,2,1,1,5,490,10
1,3,1,1,-2,490,11
1,2,1,1,3,490,12
1,2,1,1,4,490,13
1,2,1,0,4,490,14
1,2,1,1,3,490,15
1,2,1,0,-2,490,16
1,3,1,0,-4,490,17
1,2,1,0,-4,490,18
1,2,1,1,-4,490,19
1,2,1,1,-2,490,20
2,3,1,1,-3,490,21
2,3,2,1,1,490,22
2,3,1,0,-5,490,23
2,2,1,1,0,490,24
2,3,2,1,0,490,25
2,3,2,1,-1,490,26
2,3,2,1,-2,490,27
2,3,2,1,-4,490,28
2,3,1,1,5,490,29
2,3,1,1,3,490,30
2,3,1,1,3,490,31
2,3,1,1,1,490,32
2,3,1,0,2,490,33
2,3,1,1,4,490,34
2,3,1,1,3,490,35
2,3,1,0,4,490,36
2,2,1,0,2,490,37
2,3,1,0,4,490,38
2,2,1,0,3,490,39
2,3,1,0,2,490,40
2,3,1,0,2,490,41
2,3,1,0,3,490,42
2,2,1,1,-4,490,43
2,3,1,1,1,490,44
2,3,1,1,1,490,45
2,3,1,1,2,490,46
2,3,1,1,0,490,47
2,3,1,1,2,490,48
2,2,2,0,-2,490,49
2,3,1,1,1,490,50
2,2,1,1,-4,490,51
2,3,1,1,1,490,52
2,2,1,1,-5,490,53
2,2,2,1,1,490,54
2,3,1,1,3,490,55
2,3,1,1,3,490,56
2,3,1,1,3,490,57
2,3,1,1,3,490,58
2,2,2,1,-4,490,59
2,3,1,0,2,490,60
2,3,1,1,4,490,61
2,3,1,1,4,490,62
2,3,1,1,5,490,63
2,3,1,1,4,490,64
2,3,1,0,3,490,65
2,3,1,1,2,490,66
2,2,1,0,4,490,67
2,3,1,0,-4,490,68
2,3,1,1,-3,490,69
2,3,1,1,-2,490,70
2,2,2,1,-3,490,71
2,3,2,1,0,490,72
2,3,2,1,-3,490,73
1,2,1,0,4,490,74
1,2,1,0,0,490,75
1,2,1,0,0,490,76
1,3,1,0,-3,490,77
1,2,1,0,0,490,78
1,2,1,0,-1,490,79
1,3,1,0,-2,490,80
2,2,1,1,-2,490,81
2,3,2,1,2,490,82
2,3,2,1,1,490,83
2,3,2,1,1,490,84
2,3,2,1,2,490,85
2,3,2,1,1,490,86
2,3,1,1,-3,490,87
2,2,1,1,-5,490,88
1,2,1,1,-2,490,89
1,2,1,1,1,490,90
1,2,1,1,-2,490,91
1,2,1,1,-3,490,92
1,3,1,1,-4,490,93
2,3,2,0,-4,490,94
2,3,2,0,-5,490,95
1,2,2,1,-5,490,96
1,2,2,1,-3,490,97
2,3,2,1,-4,490,98
2,3,2,1,0,490,99
2,2,2,1,-5,490,100
2,3,2,0,-5,490,101
2,3,2,1,-2,490,102
2,2,1,1,-3,490,103
2,3,2,1,-2,490,104
2,3,2,1,-1,490,105
2,2,2,1,2,490,106
2,3,2,1,0,490,107
2,2,2,1,-2,490,108
2,3,2,1,0,490,109
2,3,2,1,-2,490,110
2,3,2,1,-2,490,111
2,2,2,0,1,490,112
2,3,2,0,-4,490,113
2,3,1,1,-3,490,114
2,3,2,0,-3,490,115
2,3,2,0,-3,490,116
1,2,2,1,5,490,117
1,2,2,1,3,490,118
1,2,2,1,4,490,119
1,3,2,1,-1,490,120
1,2,2,1,-1,490,121
1,2,2,1,-1,490,122
1,2,2,1,1,490,123
1,2,2,1,-1,490,124
1,2,2,1,-2,490,125
1,2,2,1,-4,490,126
1,2,2,1,-1,490,127
1,2,2,1,-2,490,128
1,2,2,1,-5,490,129
2,3,2,1,2,490,130
2,2,2,0,-5,490,131
2,3,2,1,1,490,132
2,3,2,0,4,490,133
2,3,2,0,2,490,134
2,3,2,0,5,490,135
2,2,2,0,0,490,136
2,2,2,0,0,490,137
2,2,2,0,-1,490,138
2,3,2,1,1,490,139
2,3,2,1,0,490,140
2,3,2,1,0,490,141
2,3,2,1,-3,490,142
2,3,1,0,2,490,143
2,3,2,1,-2,490,144
2,3,2,1,-4,490,145
2,3,1,0,0,490,146
2,3,1,0,-2,490,147
2,3,1,0,-1,490,148
2,3,1,0,-5,490,149
2,3,1,0,-2,490,150
1,2,1,0,-3,490,151
2,3,1,0,0,490,152
2,2,1,0,-5,490,153
2,3,1,0,-2,490,154
1,2,1,1,-5,490,155
1,2,1,0,-3,490,156
2,3,2,0,5,490,157
2,3,2,0,5,490,158
2,2,2,0,3,490,159
2,3,2,0,1,490,160
2,3,2,0,0,490,161
2,2,2,0,1,490,162
2,3,2,0,-3,490,163
2,3,2,0,-5,490,164
1,2,2,0,2,490,165
1,2,2,0,1,490,166
1,2,2,0,0,490,167
1,2,2,0,-1,490,168
1,2,2,0,-2,490,169
2,2,2,1,-3,490,170
2,3,2,1,-5,490,171
1,2,2,1,-1,490,172
1,2,2,0,-2,490,173
1,2,2,0,-1,490,174
1,2,2,0,-1,490,175
1,2,2,0,3,521,1
1,2,2,0,4,521,2
1,3,2,0,-1,521,3
1,3,2,0,2,521,4
2,3,2,0,2,521,5
2,3,2,0,3,521,6
2,3,2,0,0,521,7
2,3,2,1,4,521,8
1,2,2,0,-3,521,9
1,2,2,0,-1,521,10
1,2,1,1,-4,521,11
2,3,2,0,4,521,12
1,2,2,1,5,521,13
1,3,2,0,1,521,14
1,2,2,0,4,521,15
1,2,2,0,3,521,16
1,2,2,0,4,521,17
2,3,1,0,-3,521,18
2,3,2,0,2,521,19
1,3,2,1,0,521,20
1,3,2,0,-3,521,21
1,2,2,0,3,521,22
1,2,2,1,2,521,23
1,2,2,1,0,521,24
1,3,2,1,1,521,25
1,2,2,1,2,521,26
1,2,2,1,4,521,27
1,2,2,1,4,521,28
1,2,2,1,3,521,29
2,3,2,1,-3,521,30
1,2,2,1,4,521,31
1,2,2,1,3,521,32
1,2,2,0,1,521,33
2,2,2,0,-2,521,34
2,3,2,0,-2,521,35
1,2,2,1,1,521,36
2,3,2,1,-5,521,37
1,2,1,0,3,521,38
2,2,2,1,5,521,39
2,2,2,1,4,521,40
1,2,2,0,1,521,41
2,3,1,1,2,521,42
2,3,1,1,4,521,43
2,3,1,1,2,521,44
2,2,2,1,0,521,45
1,2,2,1,-1,521,46
2,3,1,1,-1,521,47
1,2,2,0,-4,521,48
1,3,1,1,3,521,49
1,3,1,1,3,521,50
2,3,1,0,0,521,51
2,3,1,1,-3,521,52
1,3,1,0,-4,521,53
2,2,2,0,-3,521,54
2,3,2,0,-5,521,55
1,3,1,0,-3,521,56
1,2,2,0,-4,521,57
1,2,2,1,-3,521,58
1,2,1,1,-1,521,59
1,2,1,1,2,521,60
1,2,1,1,3,521,61
1,2,1,0,3,521,62
1,2,1,0,4,521,63
1,2,1,0,1,521,64
1,2,1,1,4,521,65
1,2,1,1,5,521,66
1,2,1,0,3,521,67
2,3,1,1,-2,521,68
1,2,1,0,0,521,69
1,2,1,1,-1,521,70
1,2,1,1,1,521,71
1,2,1,1,3,521,72
2,3,1,0,-4,521,73
1,2,1,1,3,521,74
1,2,1,0,-1,521,75
1,2,1,0,-1,521,76
1,2,1,1,1,521,77
1,2,1,1,1,521,78
1,3,1,1,1,521,79
2,2,2,0,3,521,80
2,3,1,1,1,521,81
1,2,2,0,4,521,82
1,2,1,1,3,521,83
1,3,1,0,0,521,84
1,2,1,1,-4,521,85
1,2,2,1,3,521,86
1,2,2,1,2,521,87
1,2,1,0,0,521,88
1,2,2,1,4,521,89
2,2,1,0,3,521,90
1,2,2,0,3,521,91
1,2,1,0,5,521,92
1,2,2,1,1,521,93
1,3,1,1,-2,521,94
1,3,1,1,-2,521,95
2,3,1,1,-1,521,96
1,2,1,0,3,521,97
1,2,1,0,2,521,98
1,2,1,0,2,521,99
1,2,1,0,1,521,100
2,3,2,0,0,521,101
1,2,1,0,3,521,102
1,3,1,1,-1,521,103
2,2,1,0,3,521,104
2,3,1,1,-5,521,105
1,2,1,0,2,521,106
1,2,1,0,0,521,107
1,2,2,0,-1,521,108
2,3,2,0,0,521,109
1,2,2,1,5,521,110
1,3,2,0,4,521,111
1,2,2,0,3,521,112
1,2,2,1,4,521,113
1,2,2,1,4,521,114
1,3,2,0,3,521,115
2,3,2,1,4,521,116
1,2,1,0,2,521,117
1,2,2,0,4,521,118
1,2,2,0,3,521,119
1,2,2,0,3,521,120
1,2,2,0,4,521,121
1,2,2,0,3,521,122
1,2,1,0,4,521,123
2,3,2,0,5,521,124
1,2,1,0,2,521,125
1,2,1,0,4,521,126
2,3,2,0,3,521,127
2,2,2,0,4,521,128
2,3,2,0,2,521,129
2,3,2,0,3,521,130
2,3,1,0,2,521,131
1,2,2,0,-1,521,132
2,3,2,0,1,521,133
1,2,2,1,2,521,134
1,2,2,1,1,521,135
1,2,2,1,1,521,136
1,2,2,1,2,521,137
2,3,2,0,2,521,138
2,3,2,0,2,521,139
1,3,2,1,1,521,140
1,2,2,0,-2,521,141
1,3,1,0,4,521,142
1,3,1,0,3,521,143
1,3,1,0,3,521,144
1,2,1,0,-3,521,145
2,3,2,0,5,521,146
1,3,1,0,0,521,147
1,3,2,0,4,521,148
2,3,2,0,-1,521,149
2,3,2,0,-2,521,150
1,2,2,1,0,521,151
2,2,1,0,-1,521,152
2,3,1,0,5,521,153
1,2,2,0,-4,521,154
2,3,1,0,4,521,155
1,2,2,1,-5,521,156
1,3,2,1,0,521,157
2,3,1,0,2,521,158
2,3,2,1,-1,521,159
2,3,2,0,-2,521,160
1,2,1,1,-4,521,161
2,3,1,0,-1,521,162
1,2,1,0,-4,521,163
1,3,1,0,-5,521,164
2,3,1,0,-4,521,165
2,3,2,1,2,521,166
2,3,2,1,-1,521,167
2,3,2,1,-1,521,168
2,3,2,1,-1,521,169
2,3,2,1,-4,521,170
2,3,1,0,-4,521,171
2,3,2,1,-1,521,172
2,3,2,0,-2,521,173
1,3,2,1,0,521,174
2,3,1,0,-4,521,175
1,2,1,0,1,491,1
1,2,2,1,4,491,2
1,2,1,0,-3,491,3
1,2,2,1,2,491,4
2,3,2,0,2,491,5
1,2,2,0,1,491,6
2,3,2,0,-4,491,7
2,3,2,0,-2,491,8
1,2,2,0,0,491,9
1,2,2,1,0,491,10
1,2,2,1,-1,491,11
2,3,2,0,-3,491,12
1,3,2,0,-2,491,13
2,3,2,0,1,491,14
2,3,1,0,-4,491,15
1,3,1,1,-3,491,16
1,2,1,1,-3,491,17
2,3,2,0,3,491,18
2,3,2,0,4,491,19
2,3,2,0,2,491,20
2,2,2,1,1,491,21
2,3,2,0,-1,491,22
2,3,2,0,-2,491,23
1,2,2,0,3,491,24
1,2,2,0,5,491,25
1,2,2,0,3,491,26
1,2,2,1,2,491,27
1,2,2,1,0,491,28
2,3,2,0,-1,491,29
2,2,2,0,2,491,30
1,2,2,0,4,491,31
2,3,2,1,3,491,32
1,2,2,0,2,491,33
1,2,1,1,-5,491,34
1,2,2,0,-2,491,35
1,3,2,0,3,491,36
2,2,2,1,-3,491,37
2,3,2,1,0,491,38
2,3,2,0,0,491,39
2,3,2,0,2,491,40
2,3,1,0,-3,491,41
1,2,2,1,-1,491,42
1,2,2,0,-1,491,43
1,3,2,1,-1,491,44
1,2,2,0,0,491,45
2,3,2,0,1,491,46
2,3,2,0,2,491,47
1,3,1,0,-2,491,48
1,2,2,1,3,491,49
2,3,2,1,1,491,50
2,3,1,1,-4,491,51
2,3,2,0,0,491,52
2,2,2,0,-3,491,53
1,2,2,1,-5,491,54
1,3,2,1,5,491,55
1,2,2,0,-5,491,56
1,2,1,1,1,491,57
1,2,1,1,4,491,58
2,2,2,0,-1,491,59
2,3,2,1,5,491,60
1,2,1,0,5,491,61
2,3,2,1,4,491,62
2,2,1,1,2,491,63
2,3,1,0,-1,491,64
2,3,2,0,0,491,65
2,3,2,1,-1,491,66
2,3,2,1,0,491,67
1,2,1,1,1,491,68
1,2,1,1,0,491,69
1,2,2,0,-2,491,70
1,2,2,0,-3,491,71
1,3,1,0,0,491,72
1,2,2,0,-1,491,73
1,2,1,0,-1,491,74
1,2,1,0,1,491,75
1,2,1,0,-1,491,76
2,3,1,1,-5,491,77
1,2,1,0,4,491,78
1,2,2,1,-1,491,79
2,2,1,1,2,491,80
2,3,2,0,4,491,81
1,2,1,1,4,491,82
1,2,1,1,2,491,83
2,3,1,0,-4,491,84
1,2,1,0,1,491,85
1,2,1,1,3,491,86
2,3,2,0,2,491,87
2,3,2,0,2,491,88
2,3,2,1,1,491,89
1,2,1,1,-4,491,90
1,2,1,1,-3,491,91
1,2,1,1,-2,491,92
2,3,2,1,3,491,93
