Action1,S2,Action2,Re,subject,round
2,3,1,2,659,1
2,3,1,-2,659,2
1,2,1,-2,659,3
1,2,1,-4,659,4
1,2,2,-2,659,5
1,2,2,-4,659,6
2,3,2,4,659,7
2,4,2,4,659,8
2,3,2,4,659,9
2,3,2,4,659,10
2,4,2,2,659,11
2,3,2,4,659,12
2,4,2,-3,659,13
2,3,2,1,659,14
2,3,2,0,659,15
2,4,1,-5,659,16
2,3,2,-4,659,17
2,3,2,-2,659,18
2,3,2,1,659,19
2,4,2,-5,659,20
2,3,2,2,659,21
1,2,1,-4,659,22
1,2,1,0,659,23
2,4,2,-3,659,24
2,3,2,4,659,25
1,2,2,0,659,26
1,2,2,0,659,27
2,3,2,-3,659,28
2,3,2,-5,659,29
2,3,1,0,659,30
2,3,1,0,659,31
2,4,1,1,659,32
2,3,1,0,659,33
2,3,1,1,659,34
2,3,1,2,659,35
2,3,1,1,659,36
1,2,2,-2,659,37
2,3,2,3,659,38
2,4,1,3,659,39
2,3,1,3,659,40
2,3,1,3,659,41
2,3,1,4,659,42
2,3,1,2,659,43
2,3,1,-1,659,44
2,3,1,-4,659,45
2,3,1,-3,659,46
1,2,1,1,659,47
1,4,1,-3,659,48
2,3,1,-4,659,49
2,3,2,5,659,50
2,3,2,5,659,51
2,3,2,4,659,52
2,3,2,3,659,53
2,4,2,-3,659,54
2,3,2,4,659,55
2,3,2,3,659,56
2,3,2,1,659,57
2,3,2,0,659,58
2,3,2,2,659,59
2,3,2,4,659,60
2,3,2,2,659,61
2,3,2,0,659,62
2,3,2,-1,659,63
2,3,2,-2,659,64
2,3,2,-2,659,65
1,2,1,-5,659,66
2,3,2,1,659,67
2,3,2,1,659,68
2,3,2,2,659,69
1,4,2,0,659,70
1,2,2,4,659,71
1,4,1,4,659,72
1,2,2,0,659,73
2,3,2,5,659,74
1,2,2,1,659,75
1,2,2,3,659,76
2,4,1,3,659,77
2,3,2,2,659,78
2,3,2,3,659,79
2,3,2,0,659,80
2,3,2,-1,659,81
2,3,2,3,659,82
1,2,2,2,659,83
2,4,1,-4,659,84
2,4,1,-4,659,85
1,2,2,1,659,86
1,2,2,2,659,87
1,2,2,2,659,88
1,2,2,2,659,89
1,4,1,-2,659,90
1,2,2,5,659,91
1,2,2,4,659,92
1,2,2,2,659,93
1,4,2,0,659,94
1,2,2,0,659,95
2,3,2,5,659,96
2,3,2,3,659,97
2,3,2,3,659,98
2,3,2,3,659,99
2,3,2,4,659,100
2,3,2,3,659,101
2,4,2,0,659,102
2,4,2,5,659,103
2,3,2,3,659,104
2,3,2,3,659,105
2,4,1,1,659,106
2,3,2,3,659,107
1,2,2,-3,659,108
2,4,1,-3,659,109
1,4,2,-1,659,110
2,3,2,-1,659,111
2,3,2,-5,659,112
1,2,2,-4,659,113
1,4,2,-1,659,114
1,4,2,-1,659,115
2,4,2,-4,659,116
2,4,2,-4,659,117
1,4,1,2,659,118
2,3,2,-5,659,119
2,4,2,-3,659,120
2,3,2,-5,659,121
2,4,1,3,659,122
2,3,1,0,659,123
2,3,1,1,659,124
2,4,1,4,659,125
1,4,2,-4,772,1
1,2,2,1,772,2
1,2,2,-2,772,3
1,2,2,-3,772,4
1,2,2,-4,772,5
1,2,2,-5,772,6
2,4,2,5,772,7
2,4,2,5,772,8
1,2,1,4,772,9
1,2,1,4,772,10
1,2,1,3,772,11
1,2,1,2,772,12
2,3,2,5,772,13
2,4,1,-1,772,14
2,4,2,-5,772,15
2,3,2,1,772,16
2,3,2,3,772,17
2,3,2,5,772,18
2,4,2,-2,772,19
2,3,1,1,772,20
2,3,2,3,772,21
2,3,2,4,772,22
2,4,1,0,772,23
2,4,1,0,772,24
1,4,1,1,772,25
2,4,1,4,772,26
1,2,1,-1,772,27
2,3,2,1,772,28
1,4,2,-1,772,29
1,4,2,1,772,30
2,3,2,-3,772,31
2,3,1,3,772,32
2,3,1,3,772,33
2,3,1,3,772,34
2,3,1,5,772,35
2,3,1,4,772,36
2,3,1,0,772,37
2,4,2,-5,772,38
2,4,1,3,772,39
1,4,1,5,772,40
1,4,1,4,772,41
1,4,1,2,772,42
1,4,1,2,772,43
1,4,1,1,772,44
2,3,1,-2,772,45
2,3,2,1,772,46
2,3,2,-1,772,47
1,4,1,3,772,48
1,4,1,2,772,49
1,2,1,-3,772,50
2,3,1,-2,772,51
2,3,1,-1,772,52
1,4,1,4,772,53
1,2,1,2,772,54
2,3,1,5,772,55
2,3,1,4,772,56
2,3,2,4,772,57
2,3,2,2,772,58
2,4,1,-4,772,59
1,2,1,-1,772,60
2,3,1,3,772,61
2,3,1,5,772,62
2,4,1,-5,772,63
2,3,1,2,772,64
2,4,1,-4,772,65
2,3,1,2,772,66
2,3,1,2,772,67
2,3,2,4,772,68
2,3,2,5,772,69
2,3,1,2,772,70
2,3,1,1,772,71
2,3,1,4,772,72
2,4,2,1,772,73
2,3,1,3,772,74
2,3,1,4,772,75
2,3,2,4,772,76
2,4,2,1,772,77
2,3,2,4,772,78
2,3,2,4,772,79
2,3,1,0,772,80
2,3,1,-4,772,81
2,3,1,-3,772,82
2,4,2,1,772,83
2,3,2,1,772,84
2,3,2,4,772,85
2,3,2,5,772,86
2,3,2,5,772,87
2,4,1,-5,772,88
2,3,2,-1,772,89
2,3,2,-1,772,90
2,3,2,-1,772,91
2,3,2,-2,772,92
2,3,2,-5,772,93
1,2,2,1,772,94
1,2,1,-5,772,95
1,4,2,-1,772,96
1,2,2,-1,772,97
2,3,1,4,772,98
2,3,2,5,772,99
2,3,1,4,772,100
2,3,2,3,772,101
2,3,2,2,772,102
2,3,1,4,772,103
2,3,1,1,772,104
2,4,2,2,772,105
2,3,2,-4,772,106
2,3,1,-4,772,107
2,3,1,-4,772,108
2,3,2,2,772,109
2,3,2,1,772,110
2,4,2,5,772,111
2,3,2,4,772,112
2,3,2,2,772,113
2,3,2,3,772,114
2,3,2,4,772,115
2,3,2,3,772,116
2,3,2,4,772,117
2,3,2,4,772,118
2,3,2,3,772,119
2,3,2,4,772,120
2,4,2,2,772,121
2,3,2,1,772,122
2,4,2,2,772,123
2,4,2,2,772,124
2,3,2,1,772,125
2,3,1,-2,53,1
2,3,2,-4,53,2
2,3,2,-5,53,3
2,3,1,0,53,4
1,2,1,4,53,5
1,2,2,-3,53,6
1,2,2,-3,53,7
2,4,1,3,53,8
2,3,1,3,53,9
1,2,1,3,53,10
1,2,1,5,53,11
1,4,1,1,53,12
1,2,1,1,53,13
1,2,1,1,53,14
1,4,1,4,53,15
1,2,1,1,53,16
1,4,1,0,53,17
1,4,1,1,53,18
1,2,1,-2,53,19
1,2,1,-1,53,20
2,4,1,3,53,21
2,3,1,-4,53,22
1,4,1,2,53,23
2,3,1,-4,53,24
1,2,1,5,53,25
1,2,2,2,53,26
1,2,1,5,53,27
1,2,1,2,53,28
1,2,1,-1,53,29
1,2,1,-2,53,30
1,2,1,-3,53,31
1,4,1,-1,53,32
2,3,1,-1,53,33
1,4,1,-4,53,34
1,4,1,-3,53,35
2,4,2,2,53,36
1,2,2,-3,53,37
2,4,1,0,53,38
2,4,2,4,53,39
2,3,1,5,53,40
2,3,1,2,53,41
2,4,2,2,53,42
2,4,2,1,53,43
2,3,1,5,53,44
2,3,1,4,53,45
2,4,2,2,53,46
2,3,1,5,53,47
2,3,1,5,53,48
2,3,1,4,53,49
2,4,2,4,53,50
2,3,2,4,53,51
2,3,1,2,53,52
1,2,1,-2,53,53
2,3,1,0,53,54
2,3,1,-1,53,55
2,3,2,3,53,56
2,3,1,0,53,57
2,3,1,3,53,58
2,3,1,4,53,59
2,4,2,-4,53,60
2,3,2,3,53,61
2,3,2,3,53,62
2,3,1,5,53,63
2,3,1,5,53,64
2,4,2,4,53,65
2,3,1,4,53,66
2,3,1,4,53,67
2,4,1,0,53,68
2,3,1,4,53,69
2,4,2,4,53,70
2,3,2,2,53,71
2,4,2,5,53,72
2,3,2,-1,53,73
2,4,2,3,53,74
2,4,2,4,53,75
2,4,2,4,53,76
2,3,1,3,53,77
2,4,2,4,53,78
2,3,1,0,53,79
2,4,2,4,53,80
2,3,2,-2,53,81
2,3,1,0,53,82
2,3,1,-2,53,83
2,4,2,2,53,84
2,3,1,-3,53,85
2,3,1,-1,53,86
2,4,2,-3,53,87
1,2,2,-1,53,88
2,4,2,-4,53,89
1,2,2,-3,53,90
1,2,2,0,53,91
2,4,1,-1,53,92
2,3,1,3,53,93
2,3,1,-1,53,94
2,3,1,0,53,95
1,2,2,-2,53,96
2,3,1,-1,53,97
1,2,1,4,53,98
1,2,1,-1,53,99
1,2,1,-1,53,100
1,2,1,-1,53,101
1,2,2,-4,53,102
1,2,2,-5,53,103
1,2,1,0,53,104
1,2,1,2,53,105
2,3,1,2,53,106
2,3,1,-1,53,107
2,3,1,-3,53,108
2,4,1,-1,53,109
2,3,2,-3,53,110
1,2,2,-4,53,111
1,2,1,3,53,112
1,2,1,5,53,113
1,4,1,2,53,114
1,2,1,2,53,115
1,4,2,-3,53,116
1,2,1,3,53,117
1,2,1,2,53,118
1,4,1,-1,53,119
1,2,1,4,53,120
1,2,1,5,53,121
1,2,1,4,53,122
1,2,1,4,53,123
1,2,1,5,53,124
1,2,1,5,53,125
1,2,2,-1,405,1
2,3,1,0,405,2
2,3,1,0,405,3
2,3,1,-1,405,4
1,2,1,3,405,5
1,2,1,5,405,6
1,2,1,4,405,7
1,2,1,1,405,8
1,2,1,3,405,9
1,2,1,3,405,10
2,3,1,4,405,11
1,2,1,0,405,12
1,2,1,-3,405,13
2,4,1,1,405,14
2,4,1,2,405,15
2,4,1,3,405,16
2,3,1,4,405,17
2,3,1,3,405,18
2,3,1,4,405,19
2,3,1,4,405,20
2,3,1,3,405,21
2,3,1,1,405,22
1,2,1,1,405,23
1,4,1,0,405,24
2,3,1,2,405,25
2,3,1,4,405,26
2,3,1,3,405,27
2,3,1,3,405,28
2,3,1,3,405,29
2,3,1,3,405,30
2,4,1,-3,405,31
2,3,1,5,405,32
2,3,1,5,405,33
2,3,1,5,405,34
2,3,1,3,405,35
2,3,1,2,405,36
2,4,2,-2,405,37
2,3,1,1,405,38
2,3,1,2,405,39
2,4,2,-4,405,40
2,3,1,0,405,41
2,3,1,0,405,42
2,4,1,0,405,43
2,3,1,2,405,44
2,3,1,1,405,45
2,3,1,1,405,46
2,3,1,0,405,47
2,3,1,-4,405,48
1,2,2,5,405,49
2,3,2,-2,405,50
1,4,1,-1,405,51
1,2,1,4,405,52
1,4,1,2,405,53
1,2,1,2,405,54
1,2,1,2,405,55
1,2,1,2,405,56
2,3,1,-4,405,57
2,3,1,-4,405,58
2,3,1,-4,405,59
2,3,2,-1,405,60
1,2,1,4,405,61
1,2,1,1,405,62
1,2,1,2,405,63
1,2,1,0,405,64
1,4,1,2,405,65
1,2,1,-3,405,66
1,4,2,4,405,67
2,3,2,3,405,68
2,3,2,3,405,69
2,4,1,-4,405,70
1,2,2,3,405,71
1,2,2,4,405,72
1,4,2,3,405,73
1,2,2,3,405,74
1,2,2,2,405,75
1,2,1,-3,405,76
1,2,2,1,405,77
1,2,2,3,405,78
1,4,2,1,405,79
1,4,2,3,405,80
1,2,2,-1,405,81
2,3,2,2,405,82
2,3,2,2,405,83
2,3,2,-1,405,84
2,4,2,-4,405,85
1,4,2,-3,405,86
1,2,2,2,405,87
1,2,2,-2,405,88
1,2,2,2,405,89
1,4,2,-4,405,90
1,2,2,-2,405,91
1,4,1,1,405,92
1,2,1,-4,405,93
1,2,2,1,405,94
1,4,2,-5,405,95
1,2,2,-1,405,96
1,2,2,-2,405,97
2,3,2,2,405,98
2,3,2,3,405,99
2,3,2,4,405,100
2,4,2,-3,405,101
1,2,2,3,405,102
2,3,2,0,405,103
2,3,2,-2,405,104
1,2,2,0,405,105
1,2,1,1,405,106
1,2,1,-1,405,107
1,4,1,2,405,108
1,2,2,-1,405,109
1,2,1,1,405,110
2,4,1,-4,405,111
1,4,1,-2,405,112
2,3,2,2,405,113
2,3,2,4,405,114
2,3,2,2,405,115
2,4,2,-4,405,116
2,3,2,5,405,117
2,3,2,5,405,118
2,4,1,3,405,119
2,3,2,2,405,120
2,3,2,0,405,121
2,4,1,5,405,122
2,4,1,2,405,123
2,3,2,2,405,124
2,3,2,-1,405,125
1,2,2,-3,738,1
1,2,1,0,738,2
