Action1,S2,Action2,Re,subject,round,rt2
1,3,2,-2,4887,1,1
2,3,2,-4,4887,2,1
1,2,2,-2,4887,3,1
2,3,2,-4,4887,4,1
1,2,2,0,4887,5,1
1,2,2,0,4887,6,1
1,3,2,-4,4887,7,1
2,3,2,-1,4887,8,1
2,3,2,1,4887,9,1
2,3,2,1,4887,10,1
2,3,2,1,4887,11,1
2,3,2,3,4887,12,1
1,3,2,0,4887,13,1
1,2,2,4,4887,14,1
1,2,2,5,4887,15,1
1,2,2,5,4887,16,1
1,2,2,4,4887,17,1
1,2,2,3,4887,18,1
1,2,2,2,4887,19,1
1,2,2,2,4887,20,1
1,2,2,2,4887,21,1
1,2,2,1,4887,22,1
1,2,2,2,4887,23,1
1,2,2,2,4887,24,1
2,3,2,3,4887,25,1
2,3,2,4,4887,26,1
2,3,2,4,4887,27,1
2,2,2,4,4887,28,1
2,2,2,5,4887,29,1
2,3,2,3,4887,30,1
2,3,2,4,4887,31,1
2,3,2,5,4887,32,1
2,3,2,4,4887,33,1
2,3,2,5,4887,34,1
1,3,2,2,4887,35,1
1,3,2,0,4887,36,1
1,2,2,0,4887,37,1
1,2,2,0,4887,38,1
1,2,2,1,4887,39,1
2,3,2,2,4887,40,1
2,3,2,1,4887,41,1
2,3,2,0,4887,42,1
1,2,2,1,4887,43,1
1,2,2,-1,4887,44,1
1,3,2,-2,4887,45,1
1,2,2,0,4887,46,1
2,2,2,2,4887,47,1
2,3,2,-4,4887,48,1
1,2,2,2,4887,49,1
1,2,2,2,4887,50,1
1,2,2,2,4887,51,1
1,2,2,4,4887,52,1
1,2,2,4,4887,53,1
1,2,2,2,4887,54,1
1,2,2,3,4887,55,1
1,2,2,3,4887,56,1
1,2,2,0,4887,57,1
1,2,2,-3,4887,58,1
1,2,2,-3,4887,59,1
1,2,2,-4,4887,60,1
2,3,2,-4,4887,61,1
2,3,2,1,4887,62,1
2,3,2,2,4887,63,1
2,2,2,-4,4887,64,1
2,3,2,3,4887,65,1
2,2,2,-4,4887,66,1
2,3,2,2,4887,67,1
2,3,2,5,4887,68,1
2,3,2,3,4887,69,1
2,3,2,0,4887,70,1
2,3,2,4,4887,71,1
2,3,2,3,4887,72,1
2,3,2,3,4887,73,1
2,3,2,2,4887,74,1
2,2,1,-2,4887,75,1
2,2,1,-4,4887,76,1
2,3,2,0,4887,77,1
2,2,1,-4,4887,78,1
2,3,2,4,4887,79,1
2,3,2,5,4887,80,1
2,2,2,-1,4887,81,1
2,3,2,5,4887,82,1
2,3,2,4,4887,83,1
2,3,2,3,4887,84,1
2,2,2,1,4887,85,1
2,3,2,3,4887,86,1
2,2,2,3,4887,87,1
1,3,2,3,4887,88,1
1,2,2,5,4887,89,1
1,2,2,3,4887,90,1
2,3,2,0,4887,91,1
2,3,2,2,4887,92,1
1,2,2,4,4887,93,1
1,2,2,4,4887,94,1
1,2,2,3,4887,95,1
1,3,2,2,4887,96,1
1,2,2,4,4887,97,1
1,3,2,4,4887,98,1
1,2,2,5,4887,99,1
1,2,2,4,4887,100,1
1,2,2,5,4887,101,1
1,2,2,5,4887,102,1
1,2,2,4,4887,103,1
1,2,2,4,4887,104,1
1,2,2,5,4887,105,1
1,2,2,4,4887,106,1
1,3,2,-1,4887,107,1
1,2,2,5,4887,108,1
1,2,2,5,4887,109,1
1,2,2,4,4887,110,1
1,2,2,3,4887,111,1
1,3,2,-4,4887,112,1
1,2,2,0,4887,113,1
1,3,2,0,4887,114,1
1,3,2,1,4887,115,1
1,2,2,1,4887,116,1
1,2,2,0,4887,117,1
1,3,2,-3,4887,118,1
1,2,2,-2,4887,119,1
2,3,2,-2,4887,120,1
1,2,2,-3,4887,121,1
1,2,2,-5,4887,122,1
1,2,1,-5,4887,123,1
1,2,1,-3,4887,124,1
2,2,1,-1,4887,125,1
1,2,2,0,2122,1,1
1,2,2,3,2122,2,1
2,3,2,-3,2122,3,1
2,3,2,-2,2122,4,1
2,3,2,-1,2122,5,1
1,2,2,0,2122,6,1
2,3,2,-3,2122,7,1
1,3,2,-1,2122,8,1
1,2,2,-4,2122,9,1
2,3,2,1,2122,10,1
2,3,2,1,2122,11,1
1,3,2,-3,2122,12,1
1,2,2,1,2122,13,1
1,2,2,3,2122,14,1
1,2,2,2,2122,15,1
1,2,2,1,2122,16,1
1,2,2,0,2122,17,1
1,2,2,2,2122,18,1
1,3,2,0,2122,19,1
2,3,2,-2,2122,20,1
2,3,2,-4,2122,21,1
2,3,2,-2,2122,22,1
1,3,2,-1,2122,23,1
2,3,2,-3,2122,24,1
1,2,2,3,2122,25,1
2,3,2,-1,2122,26,1
1,2,2,4,2122,27,1
1,2,2,2,2122,28,1
1,2,2,0,2122,29,1
1,2,2,-1,2122,30,1
1,2,2,-2,2122,31,1
1,2,2,-3,2122,32,1
1,2,2,-4,2122,33,1
2,3,2,4,2122,34,1
2,3,2,3,2122,35,1
2,3,2,0,2122,36,1
2,3,2,1,2122,37,1
1,3,2,0,2122,38,1
1,2,2,0,2122,39,1
2,3,2,0,2122,40,1
2,3,2,-2,2122,41,1
2,2,2,1,2122,42,1
1,2,2,-1,2122,43,1
1,2,2,-1,2122,44,1
2,2,2,1,2122,45,1
2,3,2,-4,2122,46,1
1,2,2,2,2122,47,1
2,2,2,0,2122,48,1
1,3,2,-4,2122,49,1
1,2,2,2,2122,50,1
1,2,2,5,2122,51,1
1,2,2,4,2122,52,1
1,2,2,5,2122,53,1
1,2,2,5,2122,54,1
1,2,2,3,2122,55,1
1,2,2,3,2122,56,1
1,2,2,4,2122,57,1
1,3,2,-5,2122,58,1
1,3,2,-5,2122,59,1
1,3,2,-4,2122,60,1
1,2,2,3,2122,61,1
1,2,2,4,2122,62,1
1,2,2,4,2122,63,1
1,2,2,2,2122,64,1
1,2,2,2,2122,65,1
1,2,2,5,2122,66,1
1,2,2,4,2122,67,1
1,2,2,4,2122,68,1
1,2,2,5,2122,69,1
1,2,2,4,2122,70,1
1,2,2,4,2122,71,1
1,2,2,4,2122,72,1
1,2,2,5,2122,73,1
1,3,2,5,2122,74,1
1,2,2,2,2122,75,1
1,2,2,3,2122,76,1
1,3,2,1,2122,77,1
1,2,2,1,2122,78,1
1,3,2,-1,2122,79,1
2,3,2,-1,2122,80,1
1,2,2,-4,2122,81,1
1,2,2,-3,2122,82,1
1,2,2,-2,2122,83,1
1,2,2,-3,2122,84,1
2,3,2,1,2122,85,1
2,2,2,-2,2122,86,1
1,2,2,1,2122,87,1
1,3,2,2,2122,88,1
1,2,2,3,2122,89,1
1,2,2,1,2122,90,1
2,3,2,1,2122,91,1
1,2,2,4,2122,92,1
1,3,2,3,2122,93,1
1,3,2,-2,2122,94,1
1,2,2,3,2122,95,1
1,2,2,1,2122,96,1
2,3,2,2,2122,97,1
2,3,2,0,2122,98,1
2,3,2,0,2122,99,1
2,3,2,-1,2122,100,1
1,2,2,2,2122,101,1
1,2,2,1,2122,102,1
1,2,2,3,2122,103,1
2,3,2,-4,2122,104,1
1,2,2,4,2122,105,1
1,2,2,3,2122,106,1
1,2,2,3,2122,107,1
1,2,2,4,2122,108,1
1,2,2,3,2122,109,1
1,2,2,0,2122,110,1
1,2,2,0,2122,111,1
1,2,2,1,2122,112,1
1,2,2,2,2122,113,1
1,2,2,-1,2122,114,1
2,2,2,-3,2122,115,1
2,3,2,-2,2122,116,1
2,3,2,0,2122,117,1
2,3,2,0,2122,118,1
2,3,2,-2,2122,119,1
2,3,2,-4,2122,120,1
2,2,2,0,2122,121,1
2,3,1,5,2122,122,1
2,3,1,3,2122,123,1
2,3,1,2,2122,124,1
2,2,2,-1,2122,125,1
2,3,1,-5,1736,1,1
2,3,1,-3,1736,2,1
2,2,2,0,1736,3,1
1,2,2,-1,1736,4,1
1,2,2,-4,1736,5,1
2,3,2,2,1736,6,1
1,3,2,1,1736,7,1
2,3,2,2,1736,8,1
2,2,2,-3,1736,9,1
2,2,2,-5,1736,10,1
2,3,2,1,1736,11,1
2,2,2,-3,1736,12,1
1,2,2,-1,1736,13,1
2,3,2,-2,1736,14,1
1,2,2,0,1736,15,1
1,3,2,-4,1736,16,1
1,2,2,-1,1736,17,1
1,2,2,-1,1736,18,1
1,2,2,-1,1736,19,1
1,2,2,-2,1736,20,1
1,3,2,5,1736,21,1
2,3,2,1,1736,22,1
1,3,2,-1,1736,23,1
1,2,2,2,1736,24,1
2,3,2,-5,1736,25,1
1,2,2,4,1736,26,1
1,2,2,3,1736,27,1
1,2,2,4,1736,28,1
1,2,2,5,1736,29,1
2,3,1,-5,1736,30,1
2,3,1,-5,1736,31,1
1,2,2,1,1736,32,1
1,3,1,-1,1736,33,1
1,2,2,-2,1736,34,1
1,2,2,0,1736,35,1
2,3,1,2,1736,36,1
1,2,2,3,1736,37,1
1,3,1,2,1736,38,1
1,2,2,3,1736,39,1
2,3,1,3,1736,40,1
2,2,2,0,1736,41,1
2,3,1,5,1736,42,1
2,2,2,3,1736,43,1
2,3,1,2,1736,44,1
2,3,1,4,1736,45,1
1,3,1,4,1736,46,1
1,2,2,5,1736,47,1
2,2,2,2,1736,48,1
2,3,1,-1,1736,49,1
1,2,2,4,1736,50,1
2,3,1,4,1736,51,1
2,3,1,4,1736,52,1
2,3,1,4,1736,53,1
2,3,1,1,1736,54,1
2,3,1,0,1736,55,1
2,3,2,4,1736,56,1
2,3,2,3,1736,57,1
2,3,2,3,1736,58,1
2,2,2,3,1736,59,1
1,2,2,3,1736,60,1
2,3,2,4,1736,61,1
2,2,2,4,1736,62,1
2,3,2,4,1736,63,1
1,2,2,3,1736,64,1
2,2,2,1,1736,65,1
