Action1,S2,Action2,Re,subject,round,rt2
2,3,1,1,1596,1,1
2,3,2,3,1596,2,1
1,2,1,4,1596,3,1
2,3,1,2,1596,4,1
2,3,2,4,1596,5,1
1,2,1,2,1596,6,1
2,3,2,-1,1596,7,1
1,3,1,-4,1596,8,1
2,3,2,0,1596,9,1
1,2,1,1,1596,10,1
2,3,2,1,1596,11,1
1,3,2,-1,1596,12,1
2,3,1,0,1596,13,1
1,2,1,-2,1596,14,1
2,3,2,1,1596,15,1
1,3,1,-2,1596,16,1
2,3,2,4,1596,17,1
1,2,1,4,1596,18,1
2,3,2,5,1596,19,1
1,2,1,4,1596,20,1
2,3,2,4,1596,21,1
1,2,2,-5,1596,22,1
2,3,1,-2,1596,23,1
1,2,2,-1,1596,24,1
2,3,2,4,1596,25,1
2,3,1,0,1596,26,1
1,2,2,1,1596,27,1
2,3,2,0,1596,28,1
1,2,1,1,1596,29,1
2,3,1,3,1596,30,1
2,3,2,-2,1596,31,1
1,2,1,5,1596,32,1
2,2,2,2,1596,33,1
1,3,1,-1,1596,34,1
2,3,2,-4,1596,35,1
1,2,1,-3,1596,36,1
2,2,1,-4,1596,37,1
1,2,2,3,1596,38,1
1,2,1,-4,1596,39,1
2,3,2,0,1596,40,1
1,2,1,-4,1596,41,1
2,3,2,-1,1596,42,1
1,2,1,-5,1596,43,1
2,3,2,-3,1596,44,1
1,2,2,2,1596,45,1
2,3,1,-1,1596,46,1
1,2,2,4,1596,47,1
1,2,1,-3,1596,48,1
1,2,2,4,1596,49,1
1,2,1,-2,1596,50,1
1,2,2,1,1596,51,1
2,3,1,1,1596,52,1
1,2,2,-1,1596,53,1
2,3,1,4,1596,54,1
2,3,2,1,1596,55,1
1,3,1,2,1596,56,1
2,3,2,4,1596,57,1
1,2,1,-3,1596,58,1
2,3,2,5,1596,59,1
1,3,1,-2,1596,60,1
2,3,2,0,1596,61,1
1,2,1,-3,1596,62,1
2,3,2,0,1596,63,1
1,2,1,-4,1596,64,1
2,3,2,-3,1596,65,1
1,2,1,-4,1596,66,1
1,2,2,0,1596,67,1
2,3,1,-5,1596,68,1
1,3,2,-3,1596,69,1
2,3,1,-4,1596,70,1
1,2,2,-4,1596,71,1
2,3,1,-2,1596,72,1
1,3,2,-3,1596,73,1
2,3,1,0,1596,74,1
1,2,2,-3,1596,75,1
2,2,1,2,1596,76,1
1,2,2,-4,1596,77,1
2,3,1,-1,1596,78,1
1,3,2,1,1596,79,1
2,3,1,-5,1596,80,1
1,2,2,-2,1596,81,1
2,3,1,-4,1596,82,1
2,3,1,-4,1596,83,1
1,2,2,-3,1596,84,1
1,2,1,1,1596,85,1
2,2,2,-4,1596,86,1
1,2,1,3,1596,87,1
2,3,2,3,1596,88,1
1,2,1,4,1596,89,1
2,2,1,2,1596,90,1
1,3,2,4,1596,91,1
2,3,1,-4,1596,92,1
1,3,2,3,1596,93,1
2,3,1,-5,1596,94,1
1,2,2,-4,1596,95,1
1,2,1,3,1596,96,1
1,2,1,1,1596,97,1
2,2,2,-3,1596,98,1
2,3,1,-3,1596,99,1
1,3,1,-1,1596,100,1
2,3,2,-1,1596,101,1
1,3,1,-1,1596,102,1
1,2,2,0,1596,103,1
2,3,1,-3,1596,104,1
1,3,2,-2,1596,105,1
2,3,2,-4,1596,106,1
1,2,1,-4,1596,107,1
2,3,2,-3,1596,108,1
1,2,1,-4,1596,109,1
2,3,2,1,1596,110,1
1,3,1,1,1596,111,1
2,3,2,2,1596,112,1
1,3,1,4,1596,113,1
2,3,2,5,1596,114,1
1,2,1,-2,1596,115,1
2,3,2,-1,1596,116,1
1,3,1,4,1596,117,1
2,3,2,-4,1596,118,1
1,2,1,-2,1596,119,1
2,3,2,-5,1596,120,1
1,2,1,-4,1596,121,1
2,3,2,-2,1596,122,1
1,3,1,-2,1596,123,1
2,3,2,-3,1596,124,1
1,3,2,-2,1596,125,1
2,2,1,1,4075,1,1
1,2,2,0,4075,2,1
2,3,1,1,4075,3,1
1,2,2,-4,4075,4,1
2,3,1,1,4075,5,1
2,3,1,-1,4075,6,1
1,2,2,-4,4075,7,1
2,3,1,0,4075,8,1
1,2,1,3,4075,9,1
2,3,2,-1,4075,10,1
2,2,1,4,4075,11,1
1,2,2,-2,4075,12,1
2,2,1,2,4075,13,1
1,2,2,-2,4075,14,1
2,3,1,2,4075,15,1
1,2,2,2,4075,16,1
2,3,1,2,4075,17,1
1,2,2,3,4075,18,1
2,3,1,0,4075,19,1
1,2,2,2,4075,20,1
1,2,2,4,4075,21,1
1,3,1,1,4075,22,1
2,3,1,4,4075,23,1
1,2,2,1,4075,24,1
1,2,1,2,4075,25,1
2,3,1,4,4075,26,1
1,2,2,-3,4075,27,1
2,3,1,2,4075,28,1
1,2,2,-1,4075,29,1
2,3,1,3,4075,30,1
1,2,2,-2,4075,31,1
2,3,1,1,4075,32,1
2,3,1,4,4075,33,1
2,3,1,5,4075,34,1
2,3,1,4,4075,35,1
1,2,2,4,4075,36,1
2,2,1,3,4075,37,1
2,2,2,5,4075,38,1
1,2,2,5,4075,39,1
2,3,1,-3,4075,40,1
1,2,2,5,4075,41,1
2,3,1,-4,4075,42,1
1,2,2,3,4075,43,1
2,3,1,-4,4075,44,1
1,3,1,-2,4075,45,1
2,3,1,-3,4075,46,1
1,2,2,0,4075,47,1
2,3,1,-1,4075,48,1
1,2,2,0,4075,49,1
2,2,1,-1,4075,50,1
1,2,2,2,4075,51,1
2,3,1,1,4075,52,1
1,2,2,0,4075,53,1
2,3,1,1,4075,54,1
1,3,1,2,4075,55,1
1,2,2,-2,4075,56,1
2,3,1,3,4075,57,1
1,2,2,-5,4075,58,1
2,2,1,-5,4075,59,1
2,3,1,2,4075,60,1
1,2,2,-3,4075,61,1
2,3,1,0,4075,62,1
2,3,1,0,4075,63,1
1,2,2,-4,4075,64,1
2,3,1,0,4075,65,1
1,3,1,2,4075,66,1
2,3,1,2,4075,67,1
1,2,1,-3,4075,68,1
2,3,1,0,4075,69,1
2,3,1,2,4075,70,1
2,3,1,3,4075,71,1
1,2,2,3,4075,72,1
2,2,2,2,4075,73,1
2,3,1,4,4075,74,1
2,3,1,3,4075,75,1
1,2,2,4,4075,76,1
2,2,2,4,4075,77,1
1,2,1,0,4075,78,1
2,3,1,1,4075,79,1
2,3,1,2,4075,80,1
1,2,2,3,4075,81,1
2,3,1,-1,4075,82,1
1,3,1,0,4075,83,1
2,3,1,-1,4075,84,1
1,2,2,1,4075,85,1
2,2,2,-2,4075,86,1
2,3,1,-2,4075,87,1
1,2,2,-3,4075,88,1
2,3,1,-2,4075,89,1
1,2,2,-2,4075,90,1
1,2,2,0,4075,91,1
2,3,1,-2,4075,92,1
1,2,2,-2,4075,93,1
2,3,1,-4,4075,94,1
1,2,2,-3,4075,95,1
2,3,1,0,4075,96,1
1,2,2,-1,4075,97,1
2,3,1,0,4075,98,1
1,2,2,1,4075,99,1
1,2,2,-1,4075,100,1
2,3,1,5,4075,101,1
1,2,2,-1,4075,102,1
2,3,1,3,4075,103,1
1,2,1,-1,4075,104,1
2,2,2,-1,4075,105,1
1,2,1,1,4075,106,1
2,3,1,4,4075,107,1
1,2,2,-3,4075,108,1
2,3,1,-4,4075,109,1
1,3,1,-4,4075,110,1
2,2,2,-2,4075,111,1
1,2,1,3,4075,112,1
2,3,1,-4,4075,113,1
1,2,2,-1,4075,114,1
2,3,1,-4,4075,115,1
1,2,1,4,4075,116,1
2,3,1,-3,4075,117,1
2,2,1,3,4075,118,1
1,2,1,5,4075,119,1
2,2,1,3,4075,120,1
1,2,1,5,4075,121,1
2,3,2,-2,4075,122,1
1,3,1,-3,4075,123,1
2,3,2,-1,4075,124,1
1,2,1,3,4075,125,1
1,2,1,2,9428,1,1
