"subject","version","rt1","key1","Action1","rt2","key2","Action2","Re","common","S2","score","practice","reverse_mapping_1","reverse_mapping_2","rews1a1","rews1a2","rews2a1","rews2a2","timeouts","round","time_elapsed","stamp"
"17","dez_2step_v1",6585,70,1,1844,70,1,-4,1,2,-4,1,0,0,-4,0,2,-3,0,0,153635,"7/31/16 17:33"
"17","dez_2step_v1",2111,74,2,950,70,1,-3,0,2,-7,1,0,0,-3,-1,2,1,0,1,163240,"7/31/16 17:33"
"17","dez_2step_v1",800,70,1,537,74,2,-1,1,2,-8,1,0,0,-4,-1,2,2,0,2,171173,"7/31/16 17:33"
"17","dez_2step_v1",974,74,2,2044,70,1,3,1,3,-5,1,0,0,-4,-1,3,3,0,3,180759,"7/31/16 17:33"
"17","dez_2step_v1",623,74,2,851,74,2,2,1,3,-3,1,0,0,-4,3,4,2,0,4,188882,"7/31/16 17:33"
"17","dez_2step_v1",647,74,2,1129,70,1,-3,0,2,-6,1,0,0,-3,3,3,3,0,5,197254,"7/31/16 17:33"
"17","dez_2step_v1",86064,74,2,919,74,2,4,1,3,-2,1,0,0,-1,5,2,4,0,6,290924,"7/31/16 17:33"
"17","dez_2step_v1",695,74,2,605,74,2,3,1,3,1,1,0,0,-2,2,1,3,0,7,298797,"7/31/16 17:33"
"17","dez_2step_v1",568,74,2,623,70,1,2,1,3,3,1,0,0,-2,2,2,2,0,8,306581,"7/31/16 17:33"
"17","dez_2step_v1",86439,74,2,411,74,2,0,1,3,3,1,0,0,1,2,2,0,0,9,400014,"7/31/16 17:33"
"17","dez_2step_v1",4310,74,2,557,70,1,-1,1,3,2,1,0,0,1,0,-1,-1,0,10,411511,"7/31/16 17:33"
"17","dez_2step_v1",2732,70,1,681,70,1,3,1,2,5,1,0,0,3,2,-4,-3,0,11,421500,"7/31/16 17:33"
"17","dez_2step_v1",11319,70,1,513,74,2,0,1,2,5,1,0,0,4,0,-1,-3,0,12,439897,"7/31/16 17:33"
"17","dez_2step_v1",523,70,1,410,70,1,2,0,3,7,1,0,0,4,-1,2,-1,0,13,447387,"7/31/16 17:33"
"17","dez_2step_v1",772,70,1,657,70,1,5,1,2,12,1,0,0,5,-2,2,0,0,14,455377,"7/31/16 17:33"
"17","dez_2step_v1",2414,70,1,540,70,1,4,1,2,16,1,0,0,4,-1,2,1,0,15,465005,"7/31/16 17:33"
"17","dez_2step_v1",6679,70,1,327,70,1,4,0,3,20,1,0,0,3,-2,4,-2,0,16,478601,"7/31/16 17:33"
"17","dez_2step_v1",21100,70,1,493,70,1,3,1,2,23,1,0,0,3,-5,3,-3,0,17,506879,"7/31/16 17:33"
"17","dez_2step_v1",788,70,1,431,70,1,4,0,3,27,1,0,0,2,-5,4,-1,0,18,514704,"7/31/16 17:33"
"17","dez_2step_v1",608,74,2,486,70,1,3,1,3,30,1,0,0,2,-5,3,-1,0,19,522392,"7/31/16 17:33"
"17","dez_2step_v1",646,74,2,441,70,1,0,1,3,30,1,0,0,-1,-5,0,2,0,20,530045,"7/31/16 17:33"
"17","dez_2step_v1",540,70,1,557,74,2,-2,1,2,28,1,0,0,-3,-2,0,2,0,21,537720,"7/31/16 17:33"
"17","dez_2step_v1",880,70,1,414,70,1,-3,1,2,25,1,0,0,-3,-2,-2,4,0,22,545618,"7/31/16 17:33"
"17","dez_2step_v1",1052,74,2,457,74,2,4,1,3,29,1,0,0,-1,-1,-2,4,0,23,553731,"7/31/16 17:33"
"17","dez_2step_v1",504,74,2,411,74,2,1,0,2,30,1,0,0,-1,1,-3,5,0,24,561387,"7/31/16 17:33"
"17","dez_2step_v1",576,70,1,510,70,1,-1,1,2,19,0,0,0,-1,2,4,-5,1,0,589557,"7/31/16 17:33"
"17","dez_2step_v1",420,74,2,564,70,1,4,1,3,23,0,0,0,-1,2,4,-2,0,1,595282,"7/31/16 17:33"
"17","dez_2step_v1",664,74,2,340,70,1,3,1,3,26,0,0,0,-2,2,3,-5,0,2,601014,"7/31/16 17:33"
"17","dez_2step_v1",487,74,2,470,74,2,-5,1,3,21,0,0,0,-2,0,2,-5,0,3,606750,"7/31/16 17:33"
"17","dez_2step_v1",612,70,1,400,74,2,0,1,2,21,0,0,0,-2,0,0,-4,0,4,612463,"7/31/16 17:33"
"17","dez_2step_v1",323,70,1,322,70,1,-4,1,2,17,0,0,0,-4,0,-1,-3,0,5,617906,"7/31/16 17:33"
"17","dez_2step_v1",387,74,2,493,70,1,1,1,3,18,0,0,0,-4,1,1,-5,0,6,623495,"7/31/16 17:33"
"17","dez_2step_v1",684,74,2,596,70,1,-2,0,2,16,0,0,0,-2,-2,1,-4,0,7,629482,"7/31/16 17:33"
"17","dez_2step_v1",378,74,2,452,70,1,-1,1,3,15,0,0,0,-1,-4,-1,-1,0,8,635048,"7/31/16 17:33"
"17","dez_2step_v1",386,74,2,491,74,2,-3,1,3,12,0,0,0,0,-5,1,-3,0,9,640713,"7/31/16 17:33"
"17","dez_2step_v1",421,70,1,644,74,2,-3,1,2,9,0,0,0,1,-3,1,-4,0,10,646460,"7/31/16 17:33"
"17","dez_2step_v1",386,70,1,370,70,1,2,1,2,11,0,0,0,2,-4,4,-3,0,11,651944,"7/31/16 17:33"
"17","dez_2step_v1",377,70,1,431,70,1,4,1,2,15,0,0,0,4,-4,4,0,0,12,657453,"7/31/16 17:33"
"17","dez_2step_v1",504,70,1,537,70,1,5,0,3,20,0,0,0,4,-4,5,0,0,13,663240,"7/31/16 17:33"
"17","dez_2step_v1",448,74,2,857,70,1,3,0,2,23,0,0,0,3,-2,4,-1,0,14,669281,"7/31/16 17:33"
"17","dez_2step_v1",614,74,2,355,70,1,1,1,3,24,0,0,0,3,-2,1,0,0,15,674997,"7/31/16 17:33"
"17","dez_2step_v1",769,70,1,522,70,1,3,1,2,27,0,0,0,3,-2,2,-1,0,16,681089,"7/31/16 17:33"
"17","dez_2step_v1",561,70,1,449,70,1,4,1,2,31,0,0,0,4,0,1,1,0,17,686822,"7/31/16 17:33"
"17","dez_2step_v1",495,70,1,292,70,1,4,1,2,35,0,0,0,4,-2,1,4,0,18,692335,"7/31/16 17:33"
"17","dez_2step_v1",399,70,1,424,70,1,1,0,3,36,0,0,0,4,-3,1,2,0,19,697864,"7/31/16 17:33"
"17","dez_2step_v1",388,70,1,675,70,1,2,1,2,38,0,0,0,2,-2,0,3,0,20,703646,"7/31/16 17:33"
"17","dez_2step_v1",387,70,1,457,70,1,1,1,2,39,0,0,0,1,-1,1,5,0,21,709193,"7/31/16 17:33"
"17","dez_2step_v1",421,70,1,493,74,2,0,1,2,39,0,0,0,0,0,1,4,0,22,714912,"7/31/16 17:33"
"17","dez_2step_v1",416,74,2,627,74,2,3,1,3,42,0,0,0,1,-1,0,3,0,23,720677,"7/31/16 17:33"
"17","dez_2step_v1",444,74,2,352,74,2,1,0,2,43,0,0,0,2,1,-1,3,0,24,726223,"7/31/16 17:33"
"17","dez_2step_v1",423,74,2,444,74,2,2,1,3,45,0,0,0,3,2,2,2,0,25,731905,"7/31/16 17:33"
"17","dez_2step_v1",920,74,2,403,74,2,1,1,3,46,0,0,0,3,5,4,1,0,26,737998,"7/31/16 17:33"
"17","dez_2step_v1",430,74,2,497,74,2,2,1,3,48,0,0,0,5,4,2,2,0,27,743705,"7/31/16 17:33"
"17","dez_2step_v1",388,70,1,414,74,2,1,1,2,49,0,0,0,4,1,4,2,0,28,749199,"7/31/16 17:33"
"17","dez_2step_v1",383,74,2,462,70,1,4,1,3,53,0,0,0,3,-1,4,3,0,29,754748,"7/31/16 17:33"
"17","dez_2step_v1",498,74,2,465,70,1,4,1,3,57,0,0,0,4,1,4,3,0,30,760422,"7/31/16 17:33"
"17","dez_2step_v1",320,74,2,560,70,1,3,1,3,60,0,0,0,4,-1,3,2,0,31,766018,"7/31/16 17:33"
"17","dez_2step_v1",547,74,2,355,70,1,5,0,2,65,0,0,0,5,0,2,3,0,32,771637,"7/31/16 17:33"
"17","dez_2step_v1",356,70,1,444,70,1,3,1,2,68,0,0,0,3,1,1,3,0,33,777207,"7/31/16 17:33"
"17","dez_2step_v1",376,70,1,582,70,1,5,1,2,73,0,0,0,5,1,3,3,0,34,782915,"7/31/16 17:33"
"17","dez_2step_v1",721,70,1,374,70,1,3,1,2,76,0,0,0,3,-1,3,3,0,35,788698,"7/31/16 17:33"
"17","dez_2step_v1",377,70,1,526,70,1,4,1,2,80,0,0,0,4,0,3,4,0,36,794305,"7/31/16 17:33"
"17","dez_2step_v1",333,70,1,327,70,1,2,1,2,82,0,0,0,2,-2,4,4,0,37,799686,"7/31/16 17:33"
"17","dez_2step_v1",411,70,1,420,70,1,2,1,2,84,0,0,0,2,-1,2,3,0,38,805229,"7/31/16 17:33"
"17","dez_2step_v1",376,70,1,376,74,2,0,1,2,84,0,0,0,-1,0,0,3,0,39,810792,"7/31/16 17:33"
"17","dez_2step_v1",383,74,2,1275,74,2,-1,0,2,83,0,0,0,-1,-1,-4,5,0,40,817176,"7/31/16 17:33"
"17","dez_2step_v1",391,74,2,618,74,2,3,1,3,86,0,0,0,2,-4,-4,3,0,41,822912,"7/31/16 17:33"
"17","dez_2step_v1",470,74,2,415,70,1,-3,1,3,83,0,0,0,4,-2,-3,3,0,42,828503,"7/31/16 17:33"
"17","dez_2step_v1",388,74,2,518,74,2,1,1,3,84,0,0,0,4,-4,-4,1,0,43,834202,"7/31/16 17:33"
"17","dez_2step_v1",359,70,1,468,70,1,2,1,2,86,0,0,0,2,-3,-4,-1,0,44,839876,"7/31/16 17:33"
"17","dez_2step_v1",471,70,1,384,70,1,3,1,2,89,0,0,0,3,-3,-4,1,0,45,845430,"7/31/16 17:33"
"17","dez_2step_v1",622,70,1,500,70,1,-4,0,3,85,0,0,0,4,-3,-4,0,0,46,851354,"7/31/16 17:33"
"17","dez_2step_v1",324,70,1,610,70,1,4,1,2,89,0,0,0,4,-4,-2,3,0,47,856997,"7/31/16 17:33"
"17","dez_2step_v1",448,70,1,577,70,1,2,1,2,91,0,0,0,2,-4,-5,1,0,48,862733,"7/31/16 17:33"
"17","dez_2step_v1",401,70,1,494,74,2,-2,1,2,89,0,0,0,2,-2,-5,2,0,49,868347,"7/31/16 17:33"
"17","dez_2step_v1",472,74,2,1440,70,1,2,0,2,91,0,0,0,2,-3,-3,0,0,50,875006,"7/31/16 17:33"
"17","dez_2step_v1",358,74,2,609,74,2,0,1,3,91,0,0,0,4,0,-3,0,0,51,880685,"7/31/16 17:33"
"17","dez_2step_v1",355,70,1,838,70,1,3,1,2,94,0,0,0,3,-3,1,-1,0,52,886584,"7/31/16 17:33"
"17","dez_2step_v1",621,70,1,606,70,1,2,1,2,96,0,0,0,2,-4,1,1,0,53,892524,"7/31/16 17:33"
"17","dez_2step_v1",622,70,1,1766,74,2,2,0,3,98,0,0,0,1,-4,1,2,0,54,899670,"7/31/16 17:33"
"17","dez_2step_v1",397,70,1,463,70,1,2,1,2,100,0,0,0,2,-2,2,4,0,55,905252,"7/31/16 17:33"
"17","dez_2step_v1",715,70,1,589,70,1,3,1,2,103,0,0,0,3,-1,3,4,0,56,911388,"7/31/16 17:33"
"17","dez_2step_v1",769,70,1,794,70,1,1,1,2,104,0,0,0,1,0,5,4,0,57,917652,"7/31/16 17:33"
"17","dez_2step_v1",1226,74,2,477,74,2,3,1,3,107,0,0,0,-3,1,5,3,0,58,924079,"7/31/16 17:33"
"17","dez_2step_v1",701,74,2,478,74,2,4,1,3,111,0,0,0,-5,2,4,4,0,59,929972,"7/31/16 17:33"
"17","dez_2step_v1",619,74,2,880,74,2,5,1,3,116,0,0,0,-1,4,4,5,0,60,936271,"7/31/16 17:33"
"17","dez_2step_v1",383,74,2,510,74,2,4,1,3,120,0,0,0,-2,4,4,4,0,61,941873,"7/31/16 17:33"
"17","dez_2step_v1",291,74,2,518,74,2,2,1,3,122,0,0,0,-1,4,1,2,0,62,947391,"7/31/16 17:33"
"17","dez_2step_v1",448,74,2,411,74,2,1,1,3,123,0,0,0,2,4,-2,1,0,63,953019,"7/31/16 17:33"
"17","dez_2step_v1",445,74,2,421,70,1,-1,1,3,122,0,0,0,4,4,-1,0,0,64,958653,"7/31/16 17:33"
"17","dez_2step_v1",485,70,1,456,74,2,3,1,2,125,0,0,0,3,3,-1,-2,0,65,964294,"7/31/16 17:33"
"17","dez_2step_v1",411,70,1,473,74,2,5,1,2,130,0,0,0,3,5,1,-3,0,66,970004,"7/31/16 17:33"
"17","dez_2step_v1",413,70,1,463,74,2,2,1,2,132,0,0,0,4,2,1,-2,0,67,975648,"7/31/16 17:33"
"17","dez_2step_v1",372,70,1,469,74,2,0,1,2,132,0,0,0,3,0,-3,-4,0,68,981203,"7/31/16 17:33"
"17","dez_2step_v1",377,70,1,405,70,1,4,1,2,136,0,0,0,4,3,-1,-4,0,69,986696,"7/31/16 17:33"
"17","dez_2step_v1",402,70,1,431,70,1,4,1,2,140,0,0,0,4,1,-2,-3,0,70,992259,"7/31/16 17:33"
"17","dez_2step_v1",449,70,1,317,70,1,2,1,2,142,0,0,0,2,1,2,-3,0,71,997784,"7/31/16 17:33"
"17","dez_2step_v1",778,70,1,527,70,1,-1,1,2,141,0,0,0,-1,2,2,-1,0,72,1003852,"7/31/16 17:33"
"17","dez_2step_v1",362,74,2,503,74,2,1,1,3,142,0,0,0,0,2,1,1,0,73,1009445,"7/31/16 17:33"
"17","dez_2step_v1",370,74,2,1344,74,2,-1,0,2,141,0,0,0,1,-1,0,2,0,74,1015941,"7/31/16 17:33"
"17","dez_2step_v1",427,74,2,524,70,1,1,1,3,142,0,0,0,1,-4,1,3,0,75,1021596,"7/31/16 17:33"
"17","dez_2step_v1",429,74,2,471,74,2,3,1,3,145,0,0,0,-1,-4,0,3,0,76,1027233,"7/31/16 17:33"
"17","dez_2step_v1",443,74,2,649,74,2,0,1,3,145,0,0,0,2,-1,1,0,0,77,1033022,"7/31/16 17:33"
"17","dez_2step_v1",339,74,2,476,70,1,2,1,3,147,0,0,0,2,1,2,0,0,78,1038557,"7/31/16 17:33"
"17","dez_2step_v1",466,74,2,1947,70,1,2,0,2,149,0,0,0,2,2,4,-1,0,79,1045695,"7/31/16 17:33"
"17","dez_2step_v1",354,74,2,674,70,1,0,0,2,149,0,0,0,0,1,5,0,0,80,1051407,"7/31/16 17:33"
"17","dez_2step_v1",348,74,2,396,70,1,1,1,3,150,0,0,0,-4,1,1,2,0,81,1056876,"7/31/16 17:33"
"17","dez_2step_v1",612,74,2,1317,74,2,0,0,2,150,0,0,0,-1,0,-1,2,0,82,1063506,"7/31/16 17:33"
"17","dez_2step_v1",351,74,2,474,70,1,0,1,3,150,0,0,0,0,1,0,0,0,83,1069118,"7/31/16 17:33"
"17","dez_2step_v1",472,74,2,624,74,2,-2,1,3,148,0,0,0,3,4,1,-2,0,84,1074957,"7/31/16 17:33"
"17","dez_2step_v1",405,70,1,527,70,1,4,1,2,152,0,0,0,4,2,2,-3,0,85,1080597,"7/31/16 17:33"
"17","dez_2step_v1",751,70,1,523,70,1,0,1,2,152,0,0,0,0,3,1,-5,0,86,1086577,"7/31/16 17:33"
"17","dez_2step_v1",386,70,1,1429,70,1,3,0,3,155,0,0,0,-1,5,3,-4,0,87,1093164,"7/31/16 17:33"
"17","dez_2step_v1",473,74,2,914,70,1,4,1,3,159,0,0,0,-1,3,4,-2,0,88,1099293,"7/31/16 17:33"
"17","dez_2step_v1",458,74,2,518,70,1,5,1,3,164,0,0,0,-4,2,5,-1,0,89,1105062,"7/31/16 17:33"
"17","dez_2step_v1",710,74,2,563,70,1,4,1,3,168,0,0,0,-3,0,4,1,0,90,1111051,"7/31/16 17:33"
"17","dez_2step_v1",584,74,2,487,70,1,5,1,3,173,0,0,0,-3,1,5,3,0,91,1116908,"7/31/16 17:33"
"17","dez_2step_v1",1037,74,2,446,70,1,-4,0,2,169,0,0,0,-4,0,3,2,0,92,1123121,"7/31/16 17:33"
"17","dez_2step_v1",517,74,2,907,74,2,0,0,2,169,0,0,0,-4,0,1,2,0,93,1129241,"7/31/16 17:33"
"17","dez_2step_v1",639,74,2,726,74,2,0,0,2,169,0,0,0,-4,0,3,1,0,94,1135324,"7/31/16 17:33"
"17","dez_2step_v1",442,74,2,409,70,1,4,1,3,173,0,0,0,-4,2,4,0,0,95,1141018,"7/31/16 17:33"
"17","dez_2step_v1",663,74,2,819,70,1,3,1,3,176,0,0,0,-5,4,3,2,0,96,1147195,"7/31/16 17:33"
"17","dez_2step_v1",773,74,2,525,70,1,3,1,3,179,0,0,0,-3,1,3,3,0,97,1153210,"7/31/16 17:33"
"17","dez_2step_v1",1218,74,2,532,70,1,1,1,3,180,0,0,0,-3,0,1,1,0,98,1159700,"7/31/16 17:33"
"17","dez_2step_v1",446,74,2,696,74,2,0,1,3,180,0,0,0,-4,-1,4,0,0,99,1165584,"7/31/16 17:33"
"17","dez_2step_v1",311,70,1,1154,70,1,3,0,3,183,0,0,0,-4,-2,3,0,0,100,1171777,"7/31/16 17:33"
"17","dez_2step_v1",560,74,2,1676,70,1,-3,0,2,180,0,0,0,-3,-5,1,0,0,101,1178707,"7/31/16 17:33"
"17","dez_2step_v1",790,74,2,727,70,1,0,1,3,180,0,0,0,-1,-2,0,1,0,102,1184925,"7/31/16 17:33"
"17","dez_2step_v1",799,70,1,1418,70,1,1,0,3,181,0,0,0,-2,-2,1,-2,0,103,1191932,"7/31/16 17:33"
"17","dez_2step_v1",996,74,2,665,74,2,-4,1,3,177,0,0,0,-1,-1,0,-4,0,104,1198318,"7/31/16 17:33"
"17","dez_2step_v1",275,70,1,501,70,1,-2,1,2,175,0,0,0,-2,-1,3,-4,0,105,1203831,"7/31/16 17:33"
"17","dez_2step_v1",398,70,1,626,74,2,-3,1,2,172,0,0,0,-1,-3,1,-5,0,106,1209572,"7/31/16 17:33"
"17","dez_2step_v1",375,74,2,590,70,1,2,1,3,174,0,0,0,-2,0,2,-3,0,107,1215251,"7/31/16 17:33"
"17","dez_2step_v1",527,74,2,572,70,1,3,1,3,177,0,0,0,0,0,3,-3,0,108,1221133,"7/31/16 17:33"
"17","dez_2step_v1",443,74,2,516,70,1,2,1,3,179,0,0,0,1,2,2,-4,0,109,1226804,"7/31/16 17:33"
"17","dez_2step_v1",401,74,2,503,70,1,5,1,3,184,0,0,0,-3,2,5,-3,0,110,1232406,"7/31/16 17:33"
"17","dez_2step_v1",385,74,2,529,70,1,0,1,3,184,0,0,0,-5,0,0,-4,0,111,1238074,"7/31/16 17:33"
"17","dez_2step_v1",408,74,2,424,70,1,-5,0,2,179,0,0,0,-5,-1,0,0,0,112,1243609,"7/31/16 17:33"
"17","dez_2step_v1",636,74,2,688,70,1,3,1,3,182,0,0,0,-3,-4,3,-3,0,113,1249639,"7/31/16 17:33"
"17","dez_2step_v1",652,74,2,736,70,1,1,1,3,183,0,0,0,-3,-3,1,-4,0,114,1255790,"7/31/16 17:33"
"17","dez_2step_v1",626,74,2,659,70,1,-1,1,3,182,0,0,0,-2,-2,-1,-4,0,115,1261852,"7/31/16 17:33"
"17","dez_2step_v1",719,74,2,1050,74,2,-1,0,2,181,0,0,0,-4,-1,-2,-2,0,116,1268322,"7/31/16 17:33"
"17","dez_2step_v1",360,74,2,924,70,1,-3,0,2,178,0,0,0,-3,-1,-5,-1,0,117,1274304,"7/31/16 17:33"
"17","dez_2step_v1",610,74,2,1041,74,2,-2,0,2,176,0,0,0,-4,-2,-4,-2,0,118,1280654,"7/31/16 17:33"
"17","dez_2step_v1",418,74,2,770,74,2,-1,1,3,175,0,0,0,-2,-2,-4,-1,0,119,1286547,"7/31/16 17:33"
"17","dez_2step_v1",640,74,2,753,70,1,-5,1,3,170,0,0,0,-3,-1,-5,1,0,120,1292639,"7/31/16 17:33"
"17","dez_2step_v1",607,70,1,429,70,1,-5,1,2,165,0,0,0,-5,0,-5,-1,0,121,1298395,"7/31/16 17:33"
"17","dez_2step_v1",587,74,2,501,74,2,0,1,3,165,0,0,0,-4,-1,-4,0,0,122,1304181,"7/31/16 17:33"
"17","dez_2step_v1",511,74,2,549,74,2,1,1,3,166,0,0,0,-2,-2,-2,1,0,123,1309932,"7/31/16 17:33"
"17","dez_2step_v1",514,74,2,546,74,2,1,1,3,167,0,0,0,-1,-3,-2,1,0,124,1315713,"7/31/16 17:33"
"85","dez_2step_v1",1980,70,1,1362,74,2,1,1,2,1,1,0,0,-5,1,-2,-5,0,0,238854,"7/31/16 17:39"
"85","dez_2step_v1",1211,70,1,833,70,1,-4,1,2,-3,1,0,0,-4,-2,0,-4,0,1,247404,"7/31/16 17:39"
"85","dez_2step_v1",885,70,1,323,74,2,-4,1,2,-7,1,0,0,-3,-4,2,-5,0,2,255115,"7/31/16 17:39"
"85","dez_2step_v1",790,74,2,435,70,1,3,1,3,-4,1,0,0,0,-2,3,-4,0,3,262843,"7/31/16 17:39"
"85","dez_2step_v1",742,74,2,1530,70,1,3,1,3,-1,1,0,0,2,1,3,-4,0,4,271618,"7/31/16 17:39"
"85","dez_2step_v1",3015,70,1,384,74,2,-1,1,2,-2,1,0,0,2,-1,4,-2,0,5,281522,"7/31/16 17:39"
"85","dez_2step_v1",670,74,2,851,70,1,2,1,3,0,1,0,0,4,1,2,-1,0,6,289545,"7/31/16 17:39"
"85","dez_2step_v1",2021,74,2,531,74,2,-3,1,3,-3,1,0,0,4,0,2,-3,0,7,298602,"7/31/16 17:39"
"85","dez_2step_v1",591,74,2,403,70,1,3,1,3,0,1,0,0,4,0,3,-2,0,8,306098,"7/31/16 17:39"
"85","dez_2step_v1",262,74,2,363,70,1,2,1,3,2,1,0,0,2,0,2,-2,0,9,313226,"7/31/16 17:39"
"85","dez_2step_v1",6925,74,2,684,70,1,0,0,2,2,1,0,0,0,-2,4,1,0,10,327338,"7/31/16 17:39"
"85","dez_2step_v1",2268,74,2,523,70,1,4,1,3,6,1,0,0,0,-3,4,2,0,11,336634,"7/31/16 17:39"
"85","dez_2step_v1",5006,74,2,452,74,2,-4,0,2,2,1,0,0,0,-4,2,3,0,12,348596,"7/31/16 17:39"
"85","dez_2step_v1",2900,74,2,698,70,1,0,1,3,2,1,0,0,1,-5,0,3,0,13,358698,"7/31/16 17:39"
"85","dez_2step_v1",13200,74,2,531,70,1,-2,1,3,0,1,0,0,1,-3,-2,3,0,14,378930,"7/31/16 17:39"
"85","dez_2step_v1",25855,74,2,523,70,1,2,0,2,2,1,0,0,2,-4,2,2,0,15,411810,"7/31/16 17:39"
"85","dez_2step_v1",567,74,2,452,70,1,1,1,3,3,1,0,0,4,-4,1,0,0,16,419331,"7/31/16 17:39"
"85","dez_2step_v1",3247,74,2,619,70,1,3,0,2,6,1,0,0,3,-3,1,-2,0,17,429698,"7/31/16 17:39"
"85","dez_2step_v1",2414,74,2,492,70,1,2,0,2,8,1,0,0,2,-5,4,-2,0,18,439107,"7/31/16 17:39"
"85","dez_2step_v1",12247,74,2,491,70,1,2,1,3,10,1,0,0,-1,-5,2,-3,0,19,458348,"7/31/16 17:39"
"85","dez_2step_v1",2756,74,2,515,70,1,3,1,3,13,1,0,0,-3,-5,3,-3,0,20,468124,"7/31/16 17:39"
"85","dez_2step_v1",1261,74,2,587,70,1,4,1,3,17,1,0,0,2,-4,4,-5,0,21,476474,"7/31/16 17:39"
"85","dez_2step_v1",710,74,2,812,74,2,-3,0,2,14,1,0,0,0,-3,3,-4,0,22,484498,"7/31/16 17:39"
"85","dez_2step_v1",2391,74,2,595,70,1,1,1,3,15,1,0,0,2,-2,1,-4,0,23,493986,"7/31/16 17:39"
"85","dez_2step_v1",3373,74,2,602,70,1,4,1,3,19,1,0,0,-2,1,4,-1,0,24,504466,"7/31/16 17:39"
"85","dez_2step_v1",505,74,2,439,70,1,4,1,3,24,0,0,0,3,-1,4,0,1,0,527206,"7/31/16 17:39"
"85","dez_2step_v1",524,74,2,559,70,1,3,1,3,27,0,0,0,2,-1,3,-1,0,1,532942,"7/31/16 17:39"
"85","dez_2step_v1",693,74,2,704,74,2,-1,0,2,26,0,0,0,4,-1,3,2,0,2,538990,"7/31/16 17:39"
"85","dez_2step_v1",637,74,2,462,70,1,4,1,3,30,0,0,0,4,-1,4,2,0,3,544744,"7/31/16 17:39"
"85","dez_2step_v1",1283,74,2,624,70,1,3,1,3,33,0,0,0,3,-1,3,4,0,4,551303,"7/31/16 17:39"
"85","dez_2step_v1",979,74,2,967,70,1,2,0,2,35,0,0,0,2,-3,4,4,0,5,557903,"7/31/16 17:39"
"85","dez_2step_v1",572,74,2,615,70,1,2,1,3,37,0,0,0,2,-2,2,2,0,6,563743,"7/31/16 17:39"
"85","dez_2step_v1",453,74,2,471,70,1,0,1,3,37,0,0,0,1,-2,0,2,0,7,569318,"7/31/16 17:39"
"85","dez_2step_v1",453,70,1,505,74,2,-1,1,2,36,0,0,0,1,-1,2,3,0,8,574927,"7/31/16 17:39"
"85","dez_2step_v1",45,70,1,397,70,1,1,1,2,37,0,0,0,1,-2,2,3,0,9,580023,"7/31/16 17:39"
"85","dez_2step_v1",308,74,2,392,70,1,2,1,3,39,0,0,0,-1,-1,2,2,0,10,585374,"7/31/16 17:39"
"85","dez_2step_v1",485,74,2,447,70,1,5,1,3,44,0,0,0,0,1,5,2,0,11,590958,"7/31/16 17:39"
"85","dez_2step_v1",1117,74,2,528,70,1,2,1,3,46,0,0,0,3,2,2,4,0,12,597255,"7/31/16 17:39"
"85","dez_2step_v1",531,74,2,1262,70,1,1,1,3,47,0,0,0,4,2,1,2,0,13,603701,"7/31/16 17:39"
"85","dez_2step_v1",588,74,2,1488,74,2,4,1,3,51,0,0,0,5,1,1,4,0,14,610430,"7/31/16 17:39"
"85","dez_2step_v1",605,74,2,358,74,2,2,1,3,53,0,0,0,4,1,2,2,0,15,616046,"7/31/16 17:39"
"85","dez_2step_v1",476,74,2,552,70,1,-1,1,3,52,0,0,0,4,-1,-1,4,0,16,621725,"7/31/16 17:39"
"85","dez_2step_v1",622,74,2,368,74,2,3,1,3,55,0,0,0,4,-2,1,3,0,17,627366,"7/31/16 17:39"
"85","dez_2step_v1",1476,74,2,1847,74,2,1,0,2,56,0,0,0,4,1,2,1,0,18,635342,"7/31/16 17:39"
"85","dez_2step_v1",901,74,2,967,74,2,1,1,3,57,0,0,0,2,3,1,1,0,19,641861,"7/31/16 17:39"
"85","dez_2step_v1",1421,74,2,728,70,1,2,1,3,59,0,0,0,2,0,2,1,0,20,648662,"7/31/16 17:39"
"85","dez_2step_v1",365,74,2,527,74,2,-2,1,3,57,0,0,0,2,2,2,-2,0,21,654206,"7/31/16 17:39"
"85","dez_2step_v1",237,74,2,295,70,1,-2,1,3,55,0,0,0,2,1,-2,-3,0,22,659390,"7/31/16 17:39"
"85","dez_2step_v1",205,70,1,303,70,1,3,1,2,58,0,0,0,3,-1,-2,-2,0,23,664552,"7/31/16 17:39"
"85","dez_2step_v1",171,70,1,246,74,2,-2,0,3,56,0,0,0,1,-4,-4,-2,0,24,669622,"7/31/16 17:39"
"85","dez_2step_v1",302,70,1,271,70,1,4,1,2,60,0,0,0,4,-4,-3,0,0,25,674846,"7/31/16 17:39"
"85","dez_2step_v1",245,70,1,456,70,1,4,1,2,64,0,0,0,4,-4,-1,1,0,26,680199,"7/31/16 17:39"
"85","dez_2step_v1",509,70,1,718,74,2,4,0,3,68,0,0,0,4,-2,-1,4,0,27,686079,"7/31/16 17:39"
"85","dez_2step_v1",316,70,1,800,70,1,5,1,2,73,0,0,0,5,-2,0,5,0,28,691846,"7/31/16 17:39"
"85","dez_2step_v1",342,70,1,574,70,1,4,1,2,77,0,0,0,4,0,-2,3,0,29,697415,"7/31/16 17:39"
"85","dez_2step_v1",396,70,1,663,74,2,3,0,3,80,0,0,0,3,-2,-3,3,0,30,703127,"7/31/16 17:39"
