Action1,S2,Action2,rt2,Re,subject,round
1,2,1,1,5,441,41
1,2,1,1,4,441,42
1,4,1,1,0,441,43
1,2,1,0,4,441,44
1,4,1,0,4,441,45
1,2,1,1,2,441,46
1,2,1,1,4,441,47
1,2,1,1,2,441,48
1,2,1,1,2,441,49
2,3,2,0,-2,441,50
1,4,2,1,0,441,51
1,2,1,1,3,441,52
1,4,1,1,-4,441,53
1,2,1,0,0,441,54
1,2,1,0,-3,441,55
2,3,2,0,-4,441,56
2,3,1,0,3,441,57
2,4,1,0,-2,441,58
2,4,1,0,0,441,59
2,4,1,0,2,441,60
2,4,1,0,0,441,61
2,4,1,0,0,441,62
2,4,1,0,2,441,63
2,3,1,0,0,441,64
2,3,1,0,0,441,65
2,3,1,0,0,441,66
2,4,1,0,-2,441,67
2,3,1,0,0,441,68
2,3,1,0,0,441,69
2,3,1,0,0,441,70
2,4,1,0,0,441,71
2,3,1,0,0,441,72
2,4,1,0,3,441,73
2,3,1,0,0,441,74
2,3,1,0,-2,441,75
2,3,1,0,0,441,76
2,3,1,0,0,441,77
2,3,1,0,-2,441,78
2,3,1,0,-3,441,79
2,4,1,0,5,441,80
2,3,1,0,-5,441,81
1,4,1,0,3,441,82
1,2,1,0,0,441,83
1,4,1,0,5,441,84
1,4,1,0,3,441,85
1,2,1,0,3,441,86
1,2,1,0,4,441,87
1,2,1,1,4,441,88
1,2,1,1,2,441,89
1,2,1,1,2,441,90
1,2,1,1,0,441,91
1,2,1,1,0,441,92
1,2,1,1,-2,441,93
1,2,1,1,0,441,94
1,2,1,1,2,441,95
1,2,1,1,0,441,96
1,4,1,0,0,441,97
1,4,1,1,-3,441,98
1,2,1,1,-3,441,99
1,2,1,1,-2,441,100
1,4,1,1,-4,441,101
1,4,1,0,-5,441,102
1,2,1,0,2,441,103
1,4,1,0,-4,441,104
1,4,1,1,-3,441,105
1,2,1,1,0,441,106
1,2,1,1,0,441,107
1,2,1,1,0,441,108
1,2,1,1,5,441,109
1,4,1,1,-3,441,110
1,2,1,1,0,441,111
1,4,1,1,0,441,112
1,2,1,1,0,441,113
1,2,1,1,0,441,114
1,4,2,1,5,441,115
1,2,1,0,-3,441,116
1,4,2,1,3,441,117
1,4,2,1,0,441,118
1,4,1,0,-3,441,119
1,4,1,0,-4,441,120
1,2,2,0,-4,441,121
1,4,2,1,-3,441,122
1,2,1,0,-4,441,123
1,4,2,0,-4,441,124
1,4,1,0,-3,441,125
1,2,1,0,-2,441,126
1,4,1,0,-4,441,127
1,4,1,0,-3,441,128
2,3,2,0,-3,441,129
1,2,1,0,0,441,130
1,4,1,0,-2,441,131
1,2,1,1,0,441,132
1,2,1,1,0,441,133
1,2,1,1,-2,441,134
1,2,1,1,-2,441,135
1,4,2,1,-4,441,136
1,2,2,1,-4,441,137
2,3,1,0,0,441,138
2,3,1,0,-2,441,139
1,2,1,1,-4,441,140
2,3,1,1,-4,441,141
2,4,1,1,0,441,142
2,4,1,1,-2,441,143
2,3,1,1,-2,441,144
2,4,1,1,0,441,145
1,2,2,0,0,441,146
1,2,2,0,0,441,147
1,2,2,0,2,441,148
1,2,2,0,2,441,149
1,4,2,0,-5,441,150
1,4,2,0,-4,441,151
1,4,2,0,-2,441,152
1,2,2,0,3,441,153
1,4,2,0,0,441,154
1,4,2,0,0,441,155
1,2,2,0,0,441,156
1,4,2,0,0,441,157
1,2,2,0,-2,441,158
2,3,1,0,0,441,159
2,4,1,0,4,441,160
2,3,1,0,0,441,161
2,3,1,0,-2,441,162
1,2,2,0,3,441,163
1,4,2,0,3,441,164
1,2,2,0,3,441,165
1,2,2,0,4,441,166
1,2,2,0,0,441,167
2,3,1,0,3,441,168
2,4,1,0,5,441,169
2,3,1,1,0,441,170
2,3,1,1,0,441,171
2,3,1,1,4,441,172
2,3,2,1,0,441,173
2,3,2,1,0,441,174
2,3,2,1,-3,441,175
1,2,1,1,1,176,1
1,2,1,0,0,176,2
1,2,1,1,0,176,3
2,3,1,1,-4,176,4
1,4,2,0,-3,176,5
1,2,2,0,5,176,6
1,2,2,0,5,176,7
1,4,2,0,-5,176,8
2,4,1,0,-3,176,9
2,3,2,1,0,176,10
1,2,1,0,3,176,11
1,2,1,0,2,176,12
1,4,1,0,-3,176,13
1,4,1,0,-3,176,14
1,2,2,0,0,176,15
2,3,2,0,3,176,16
2,3,1,0,4,176,17
1,4,1,1,0,176,18
1,2,1,1,4,176,19
2,3,2,1,4,176,20
2,3,2,1,4,176,21
2,3,1,0,4,176,22
1,2,2,0,3,176,23
2,3,2,0,5,176,24
2,3,1,0,5,176,25
1,4,2,0,0,176,26
1,2,1,0,5,176,27
2,3,2,1,2,176,28
2,3,2,1,2,176,29
1,2,2,1,0,176,30
2,3,2,1,3,176,31
1,2,2,0,-3,176,32
1,2,2,0,0,176,33
1,2,1,0,5,176,34
2,3,1,0,0,176,35
1,4,2,1,4,176,36
2,3,2,1,3,176,37
1,2,2,0,3,176,38
1,2,2,0,0,176,39
1,2,1,0,4,176,40
2,3,1,0,3,176,41
2,4,1,1,0,176,42
2,3,2,0,0,176,43
1,2,2,0,0,176,44
1,4,1,0,0,176,45
2,3,2,0,0,176,46
1,2,1,0,0,176,47
1,2,1,0,0,176,48
1,2,1,0,3,176,49
1,2,1,0,3,176,50
2,4,1,0,-5,176,51
1,4,1,1,-5,176,52
1,2,1,0,4,176,53
2,3,1,1,3,176,54
2,3,2,0,0,176,55
1,2,1,0,3,176,56
2,3,2,0,-3,176,57
1,2,2,0,-4,176,58
1,4,2,0,-3,176,59
1,2,2,1,-4,176,60
1,4,2,0,-4,176,61
2,4,1,1,-5,176,62
1,2,1,0,4,176,63
2,3,1,0,0,176,64
1,2,1,1,2,176,65
1,2,1,1,4,176,66
2,3,2,0,-4,176,67
1,2,1,0,3,176,68
1,4,2,1,5,176,69
2,4,2,1,4,176,70
1,4,2,1,4,176,71
2,3,2,1,-4,176,72
1,4,1,1,2,176,73
2,3,2,0,0,176,74
2,3,2,1,0,176,75
1,2,2,1,3,176,76
2,4,1,0,5,176,77
1,4,1,0,4,176,78
2,3,1,1,-2,176,79
1,2,1,0,0,176,80
2,4,1,1,3,176,81
2,3,1,1,3,176,82
2,3,2,0,-4,176,83
2,3,2,1,-4,176,84
2,3,1,0,-2,176,85
1,2,1,0,3,176,86
1,2,1,0,5,176,87
1,2,2,0,-4,176,88
1,2,1,0,4,176,89
2,3,1,1,0,176,90
2,4,2,0,3,176,91
2,4,1,0,3,176,92
2,4,1,0,4,176,93
1,2,2,0,0,176,94
1,4,2,1,-3,176,95
1,2,1,1,0,176,96
1,2,2,0,0,176,97
2,3,2,1,-5,176,98
2,4,1,1,-5,176,99
1,2,1,0,-3,176,100
1,2,2,0,3,176,101
1,2,1,1,-4,176,102
1,2,1,1,-4,176,103
1,2,1,0,-3,176,104
2,3,2,0,0,176,105
1,2,2,1,4,176,106
1,2,2,0,3,176,107
2,4,1,0,0,176,108
1,2,1,0,0,176,109
1,2,1,1,2,176,110
2,3,2,0,0,176,111
2,3,2,1,0,176,112
1,2,2,0,2,176,113
1,2,1,1,2,176,114
1,2,2,0,0,176,115
1,2,2,0,3,176,116
1,2,2,0,2,176,117
2,3,2,1,0,176,118
2,4,1,0,-3,176,119
1,2,2,1,4,176,120
1,4,1,0,0,176,121
2,3,1,0,0,176,122
1,2,2,0,2,176,123
2,3,1,0,2,176,124
2,3,1,0,0,176,125
1,2,2,0,2,176,126
1,2,1,1,2,176,127
2,3,2,1,-4,176,128
1,2,1,0,0,176,129
1,2,1,0,0,176,130
2,3,2,0,-3,176,131
1,2,2,0,0,176,132
2,3,1,0,4,176,133
1,4,1,0,0,176,134
2,3,2,1,-3,176,135
1,4,1,0,-4,176,136
2,3,2,0,0,176,137
2,3,1,0,4,176,138
2,3,1,0,4,176,139
1,2,1,0,-4,176,140
1,2,1,0,-3,176,141
1,4,1,0,2,176,142
1,2,2,0,0,176,143
2,4,2,0,0,176,144
2,3,2,0,0,176,145
1,2,2,0,0,176,146
1,2,2,0,0,176,147
2,3,1,0,0,176,148
1,2,1,0,0,176,149
1,2,2,0,0,176,150
2,4,1,0,0,176,151
1,2,1,0,5,176,152
1,2,2,0,-4,176,153
2,3,1,0,0,176,154
1,2,1,0,2,176,155
1,2,1,1,0,176,156
1,2,1,0,0,176,157
1,4,1,1,-3,176,158
1,4,1,0,-2,176,159
2,3,2,1,-4,176,160
1,2,2,0,0,176,161
1,2,1,0,0,176,162
2,3,1,1,0,176,163
1,2,1,0,2,176,164
1,2,2,1,0,176,165
1,2,2,1,0,176,166
2,3,1,0,0,176,167
1,2,1,0,0,176,168
1,2,1,0,4,176,169
1,4,1,1,0,176,170
2,3,1,0,3,176,171
1,2,1,0,0,176,172
2,3,2,1,2,176,173
1,2,2,1,0,176,174
1,2,1,0,-4,176,175
2,3,2,1,-1,942,1
2,3,2,0,-2,942,2
2,3,1,0,0,942,3
2,3,1,0,2,942,4
2,3,1,0,3,942,5
2,4,1,0,-3,942,6
2,4,1,0,-2,942,7
2,3,1,0,2,942,8
2,3,1,0,2,942,9
2,3,1,0,4,942,10
2,3,1,0,4,942,11
2,3,1,0,3,942,12
2,4,1,0,-4,942,13
2,3,1,0,0,942,14
1,2,1,1,3,942,15
1,2,1,1,2,942,16
2,3,1,1,-4,942,17
2,4,1,0,0,942,18
1,4,2,1,0,942,19
1,2,2,0,0,942,20
1,2,2,0,-4,942,21
1,4,1,0,4,942,22
1,2,1,1,-4,942,23
2,3,2,1,2,942,24
1,2,1,0,-3,942,25
2,3,2,0,2,942,26
1,4,1,0,5,942,27
2,3,2,1,-2,942,28
2,3,2,1,0,942,29
2,3,2,1,2,942,30
1,2,1,0,0,942,31
2,3,2,1,-3,942,32
1,2,2,1,-3,942,33
1,2,2,1,-3,942,34
1,2,1,1,0,942,35
1,2,1,0,-3,942,36
1,2,1,0,-2,942,37
1,4,1,0,4,942,38
1,2,1,0,0,942,39
1,4,1,0,5,942,40
1,2,1,1,-2,942,41
1,2,1,0,-2,942,42
2,3,1,0,4,942,43
2,4,1,0,0,942,44
2,3,1,0,3,942,45
2,4,1,0,-2,942,46
2,4,1,0,-5,942,47
2,3,1,0,4,942,48
2,3,1,0,0,942,49
2,3,1,0,-2,942,50
2,3,2,0,4,942,51
2,4,2,0,2,942,52
2,3,2,0,3,942,53
2,3,2,0,4,942,54
2,3,2,0,5,942,55
2,3,2,0,5,942,56
2,3,2,0,4,942,57
2,3,2,0,4,942,58
2,3,2,1,4,942,59
2,3,2,1,2,942,60
2,3,2,1,3,942,61
2,4,1,1,4,942,62
2,3,2,1,2,942,63
2,3,2,1,0,942,64
2,3,2,1,0,942,65
2,3,2,1,-2,942,66
1,2,1,0,2,942,67
1,2,1,1,2,942,68
1,2,1,1,0,942,69
1,2,1,0,-3,942,70
2,3,1,0,0,942,71
2,4,2,0,0,942,72
2,3,2,0,0,942,73
2,3,2,0,-2,942,74
1,2,1,1,0,942,75
1,2,1,1,-2,942,76
2,4,1,0,-2,942,77
2,3,1,0,2,942,78
2,3,1,0,2,942,79
2,3,1,0,3,942,80
2,3,1,0,4,942,81
2,3,1,0,2,942,82
2,3,1,0,4,942,83
2,3,1,1,4,942,84
2,3,1,0,0,942,85
2,3,1,0,0,942,86
2,3,1,1,0,942,87
2,3,1,1,0,942,88
1,4,2,0,3,942,89
1,4,2,0,5,942,90
1,4,1,0,4,942,91
1,4,1,0,3,942,92
2,3,1,1,0,942,93
2,3,1,0,0,942,94
2,4,1,1,2,942,95
2,4,1,1,4,942,96
2,3,1,1,0,942,97
2,3,1,0,0,942,98
2,4,1,1,0,942,99
2,4,1,1,-2,942,100
1,4,2,0,2,942,101
2,3,1,1,4,942,102
2,4,1,1,0,942,103
2,3,1,0,4,942,104
2,3,1,0,4,942,105
2,3,1,0,2,942,106
2,3,1,1,0,942,107
1,2,2,0,-3,942,108
2,3,1,0,3,942,109
2,3,1,0,4,942,110
2,3,1,0,0,942,111
2,4,1,0,0,942,112
2,3,1,0,2,942,113
2,3,1,0,-2,942,114
2,3,1,0,-4,942,115
1,2,1,0,0,942,116
1,4,1,0,-2,942,117
1,2,1,0,-2,942,118
1,2,1,0,-2,942,119
2,3,1,1,0,942,120
2,3,2,0,0,942,121
2,3,2,1,2,942,122
2,3,2,1,3,942,123
2,3,2,1,2,942,124
2,3,2,1,5,942,125
2,3,2,1,4,942,126
2,3,2,1,4,942,127
2,3,2,1,2,942,128
2,3,2,1,0,942,129
2,3,2,1,-2,942,130
2,3,2,1,0,942,131
2,3,2,1,0,942,132
2,3,2,1,-2,942,133
2,3,1,1,2,942,134
2,4,2,1,4,942,135
2,4,2,1,2,942,136
2,3,1,0,0,942,137
2,3,1,0,-3,942,138
2,3,1,0,-2,942,139
2,3,2,0,-5,942,140
1,2,1,1,2,942,141
2,3,1,1,-2,942,142
1,2,1,1,0,942,143
1,2,1,1,-4,942,144
1,2,1,0,-4,942,145
2,3,1,1,0,942,146
1,2,1,0,-4,942,147
2,4,1,1,-4,942,148
2,3,1,1,0,942,149
2,3,1,1,2,942,150
2,3,1,1,2,942,151
2,3,1,1,5,942,152
2,3,1,1,3,942,153
2,3,1,1,4,942,154
2,3,1,1,2,942,155
2,4,2,1,-2,942,156
2,4,2,1,-4,942,157
2,4,1,0,-3,942,158
2,3,1,0,4,942,159
2,3,1,0,3,942,160
2,3,1,0,5,942,161
2,3,1,0,4,942,162
2,3,1,0,2,942,163
2,3,1,0,4,942,164
2,4,1,0,0,942,165
2,3,1,0,4,942,166
2,3,1,0,4,942,167
2,4,1,0,5,942,168
2,4,1,0,2,942,169
2,3,1,0,5,942,170
2,3,1,0,3,942,171
2,3,1,0,4,942,172
2,3,1,0,4,942,173
2,3,1,0,4,942,174
2,4,1,0,0,942,175
1,2,2,0,2,858,1
1,2,2,0,4,858,2
1,2,2,0,3,858,3
1,2,2,0,0,858,4
2,3,2,1,-2,858,5
2,4,1,1,0,858,6
2,3,2,0,0,858,7
1,4,2,1,2,858,8
1,2,2,1,0,858,9
2,3,1,0,0,858,10
2,4,1,0,0,858,11
1,2,1,1,-2,858,12
1,4,2,1,-2,858,13
1,4,1,0,0,858,14
1,4,1,0,0,858,15
1,2,1,0,3,858,16
1,2,1,0,4,858,17
1,2,1,1,2,858,18
2,3,1,0,3,858,19
1,2,1,1,4,858,20
1,2,2,1,0,858,21
2,4,2,0,-3,858,22
1,4,2,1,-2,858,23
2,4,1,0,0,858,24
1,2,2,0,2,858,25
1,2,2,0,4,858,26
2,3,2,1,2,858,27
2,3,1,0,0,858,28
1,4,1,0,0,858,29
2,3,1,0,-2,858,30
2,3,2,0,3,858,31
1,2,2,1,0,858,32
2,3,2,1,2,858,33
1,2,2,1,0,858,34
2,3,1,0,0,858,35
2,4,1,1,0,858,36
2,3,2,1,0,858,37
2,3,2,1,0,858,38
2,3,2,1,0,858,39
1,2,2,0,-2,858,40
1,2,1,1,0,858,41
1,2,1,1,4,858,42
1,4,2,1,0,858,43
1,2,2,0,0,858,44
2,3,1,0,4,858,45
1,2,2,0,0,858,46
1,2,1,0,-3,858,47
1,2,1,0,-3,858,48
2,3,1,1,0,858,49
1,2,2,0,0,858,50
1,4,2,0,0,858,51
1,2,1,0,-5,858,52
2,4,2,0,0,858,53
2,3,2,0,5,858,54
2,3,2,0,3,858,55
1,2,2,0,-4,858,56
1,2,2,0,0,858,57
1,2,2,0,-3,858,58
1,2,1,0,-3,858,59
1,2,2,0,-5,858,60
2,3,2,0,3,858,61
2,3,2,0,5,858,62
1,2,1,0,-2,858,63
1,4,1,0,-2,858,64
2,4,2,0,0,858,65
2,4,1,0,0,858,66
2,4,2,0,0,858,67
1,2,2,0,-3,858,68
1,2,1,0,0,858,69
1,2,2,0,0,858,70
1,4,1,1,0,858,71
1,4,1,1,-4,858,72
1,4,2,0,-4,858,73
2,3,1,0,5,858,74
2,3,1,0,2,858,75
2,3,1,1,3,858,76
2,4,1,1,-3,858,77
2,3,1,1,4,858,78
2,3,1,1,3,858,79
1,2,2,0,2,858,80
2,3,1,0,2,858,81
2,3,1,0,0,858,82
2,3,1,0,0,858,83
2,4,1,0,-2,858,84
2,3,1,0,-4,858,85
1,2,2,0,-2,858,86
2,4,1,0,0,858,87
2,3,2,0,2,858,88
2,3,2,0,3,858,89
2,3,2,0,3,858,90
1,4,1,0,3,858,91
1,2,1,1,-3,858,92
1,2,1,1,-3,858,93
2,3,2,0,2,858,94
2,4,2,0,3,858,95
2,3,1,0,0,858,96
1,2,2,0,0,858,97
1,2,1,0,0,858,98
1,4,1,0,2,858,99
2,3,1,0,3,858,100
1,2,1,1,0,858,101
1,2,1,1,0,858,102
1,2,2,1,3,858,103
2,3,1,0,3,858,104
2,3,1,1,5,858,105
1,2,1,0,0,858,106
1,2,1,0,0,858,107
1,2,1,1,0,858,108
2,3,1,0,3,858,109
2,3,1,0,2,858,110
2,3,1,0,3,858,111
1,2,1,0,3,858,112
1,2,1,0,3,858,113
2,3,2,0,0,858,114
2,3,2,0,-2,858,115
2,4,2,0,3,858,116
2,3,2,0,-5,858,117
1,4,2,1,3,858,118
2,3,1,0,0,858,119
2,3,1,0,4,858,120
2,3,1,0,5,858,121
2,3,1,1,3,858,122
2,3,2,1,0,858,123
2,3,1,1,3,858,124
2,3,1,0,2,858,125
2,3,2,0,4,858,126
2,4,2,1,0,858,127
2,3,2,0,5,858,128
1,2,2,0,0,858,129
1,2,2,0,-5,858,130
2,3,2,1,0,858,131
2,4,1,0,-3,858,132
1,4,1,1,-3,858,133
1,2,2,0,-4,858,134
2,4,2,0,-2,858,135
2,3,2,0,0,858,136
1,2,1,1,2,858,137
1,2,2,0,-4,858,138
1,2,2,0,-3,858,139
1,2,2,1,-4,858,140
2,3,2,0,0,858,141
2,3,2,0,0,858,142
2,3,1,0,-2,858,143
1,2,1,0,2,858,144
1,2,1,0,5,858,145
1,2,1,0,2,858,146
1,2,1,0,3,858,147
2,4,2,0,3,858,148
1,4,1,0,0,858,149
1,2,1,0,3,858,150
1,2,1,0,4,858,151
1,2,1,1,5,858,152
1,4,2,0,0,858,153
1,2,2,0,3,858,154
2,3,2,0,5,858,155
2,4,2,1,0,858,156
1,2,2,1,0,858,157
2,3,1,0,-2,858,158
1,2,1,0,0,858,159
1,2,1,1,-3,858,160
2,3,1,0,0,858,161
2,3,2,0,-3,858,162
2,3,2,0,-2,858,163
1,2,2,1,-4,858,164
2,3,1,0,-3,858,165
1,2,1,1,-3,858,166
2,3,1,0,-2,858,167
2,4,2,0,-2,858,168
2,4,1,1,-5,858,169
1,2,2,0,-4,858,170
2,3,1,0,-4,858,171
2,4,1,0,-4,858,172
1,2,2,0,0,858,173
1,2,1,0,0,858,174
2,3,1,0,2,858,175
2,4,1,1,5,526,1
2,3,1,1,0,526,2
2,4,1,1,2,526,3
1,2,2,0,-4,526,4
1,2,1,0,0,526,5
1,2,1,0,0,526,6
1,4,1,0,0,526,7
1,2,1,0,0,526,8
2,3,1,0,-3,526,9
2,3,1,1,-3,526,10
1,2,1,1,0,526,11
1,2,1,0,0,526,12
2,3,1,1,3,526,13
2,3,1,1,4,526,14
2,3,1,1,2,526,15
2,3,1,1,2,526,16
2,3,1,1,0,526,17
2,3,2,1,-3,526,18
2,3,1,1,-3,526,19
1,2,1,0,3,526,20
1,2,1,0,3,526,21
1,4,1,0,0,526,22
1,2,1,0,4,526,23
1,4,1,1,4,526,24
1,2,1,1,3,526,25
1,4,1,0,5,526,26
1,2,1,0,3,526,27
1,2,1,1,3,526,28
1,2,1,0,4,526,29
1,2,1,0,4,526,30
1,2,1,1,4,526,31
1,4,1,1,0,526,32
1,2,1,1,2,526,33
1,2,1,1,4,526,34
1,2,1,1,5,526,35
1,2,1,1,0,526,36
1,2,1,1,0,526,37
1,2,1,1,2,526,38
1,2,1,1,2,526,39
1,2,1,1,5,526,40
1,2,1,1,2,526,41
1,2,1,1,0,526,42
1,2,1,1,0,526,43
1,2,1,1,-3,526,44
1,4,1,1,-4,526,45
1,2,1,0,-5,526,46
2,3,1,1,5,526,47
2,3,1,1,2,526,48
2,3,1,1,3,526,49
2,4,2,1,2,526,50
2,3,1,1,2,526,51
2,4,1,1,0,526,52
2,3,1,1,2,526,53
2,3,1,1,-2,526,54
2,3,1,1,-2,526,55
2,4,2,1,4,526,56
2,3,2,1,3,526,57
2,3,2,1,0,526,58
2,3,2,1,0,526,59
2,4,2,1,2,526,60
2,4,2,1,2,526,61
2,3,2,0,2,526,62
2,3,2,0,0,526,63
2,4,2,0,2,526,64
2,3,2,0,-2,526,65
2,3,2,0,-3,526,66
2,3,1,0,4,526,67
2,3,1,0,3,526,68
2,3,1,0,4,526,69
2,3,1,1,5,526,70
2,3,1,1,3,526,71
2,3,1,1,0,526,72
2,3,1,1,0,526,73
2,4,1,0,3,526,74
2,4,1,1,2,526,75
2,3,1,0,-3,526,76
2,3,1,0,-4,526,77
2,4,2,0,3,526,78
2,3,2,0,3,526,79
2,3,2,0,0,526,80
2,3,2,0,2,526,81
2,4,2,0,0,526,82
2,3,2,0,3,526,83
2,3,2,0,2,526,84
2,3,2,0,4,526,85
2,3,2,1,3,526,86
2,3,2,1,2,526,87
2,4,2,0,2,526,88
2,3,2,0,4,526,89
2,3,2,1,4,526,90
2,3,2,1,5,526,91
2,3,2,1,2,526,92
2,3,2,1,3,526,93
2,4,1,1,0,526,94
2,4,1,1,3,526,95
2,3,2,1,-3,526,96
2,3,2,1,-4,526,97
2,3,2,1,-4,526,98
2,3,1,0,-4,526,99
2,3,1,0,-5,526,100
1,4,2,0,0,526,101
2,3,2,1,-3,526,102
