Action1,S2,Action2,Re,subject,round
2,3,1,3,800,1
1,2,2,5,800,2
1,2,2,4,800,3
2,4,1,5,800,4
2,4,1,3,800,5
2,4,1,3,800,6
2,3,1,-1,800,7
1,4,2,3,800,8
1,2,2,-3,800,9
1,2,2,-4,800,10
1,2,1,3,800,11
1,2,1,2,800,12
1,2,1,0,800,13
1,2,1,-1,800,14
1,4,1,1,800,15
2,3,2,2,800,16
2,3,2,-1,800,17
1,2,1,-3,800,18
2,3,2,-2,800,19
2,3,1,-1,800,20
2,3,1,0,800,21
2,3,1,0,800,22
2,3,1,0,800,23
2,3,1,-2,800,24
2,4,1,-3,800,25
2,3,2,-2,800,26
2,3,2,-4,800,27
2,3,1,-2,800,28
2,3,1,1,800,29
2,3,1,4,800,30
2,3,1,2,800,31
2,3,1,5,800,32
2,3,1,5,800,33
2,4,1,0,800,34
2,3,1,1,800,35
2,3,1,2,800,36
2,3,1,0,800,37
2,4,1,-3,800,38
2,3,1,0,800,39
2,3,1,-3,800,40
1,2,1,0,800,41
1,2,1,-2,800,42
1,2,1,0,800,43
2,4,1,3,800,44
2,4,1,4,800,45
2,3,1,-4,800,46
2,3,1,-3,800,47
1,2,1,-4,800,48
2,3,1,-1,800,49
2,4,1,0,800,50
2,4,2,0,800,51
2,3,1,-5,800,52
2,4,2,0,800,53
2,3,2,2,800,54
2,4,2,4,800,55
2,3,2,3,800,56
2,4,2,5,800,57
2,4,2,4,800,58
2,3,2,-1,800,59
2,4,2,3,800,60
2,3,2,-3,800,61
1,2,1,-2,800,62
1,2,1,0,800,63
1,2,2,-4,800,64
1,2,1,1,800,65
1,2,1,3,800,66
1,2,1,0,800,67
1,4,2,3,800,68
1,2,1,1,800,69
1,4,1,-3,800,70
1,4,1,-4,800,71
1,4,2,-1,800,72
1,2,1,-1,800,73
1,2,1,-4,800,74
1,2,2,-1,800,75
1,2,2,-3,800,76
2,4,2,0,800,77
2,3,2,-4,800,78
2,3,2,-1,800,79
