Action1,S2,Action2,Re,subject,round
1,2,1,5,354,141
1,2,1,5,354,142
1,2,1,5,354,143
1,2,1,4,354,144
1,2,1,1,354,145
1,2,1,3,354,146
1,2,1,4,354,147
1,2,1,5,354,148
1,2,1,4,354,149
1,4,2,-2,354,150
1,4,2,-1,354,151
1,2,1,0,354,152
1,2,1,3,354,153
1,2,1,4,354,154
1,2,1,4,354,155
1,2,1,3,354,156
1,2,1,5,354,157
1,2,1,4,354,158
1,4,2,0,354,159
1,2,1,1,354,160
1,4,2,2,354,161
1,4,2,-2,354,162
1,4,2,-2,354,163
1,2,1,0,354,164
1,2,1,3,354,165
1,2,1,5,354,166
1,2,1,4,354,167
1,2,1,4,354,168
1,4,2,-4,354,169
1,4,2,-5,354,170
1,2,1,4,354,171
1,2,1,3,354,172
1,2,1,1,354,173
1,2,1,1,354,174
1,2,1,4,354,175
2,3,1,-1,333,1
2,3,1,-2,333,2
1,2,1,-1,333,3
1,2,1,-1,333,4
1,2,1,0,333,5
2,4,1,1,333,6
2,4,1,2,333,7
2,4,1,0,333,8
1,2,1,1,333,9
1,2,1,5,333,10
1,2,1,4,333,11
1,2,1,1,333,12
1,4,1,-1,333,13
1,2,1,-3,333,14
1,2,1,-4,333,15
1,2,2,-2,333,16
2,3,2,1,333,17
2,3,2,3,333,18
2,3,2,3,333,19
2,3,2,3,333,20
2,3,2,2,333,21
2,4,2,-3,333,22
2,4,2,0,333,23
2,4,1,3,333,24
2,3,1,-2,333,25
2,4,1,3,333,26
2,4,1,3,333,27
2,3,2,-2,333,28
2,4,2,-5,333,29
2,3,2,-3,333,30
2,3,2,-4,333,31
2,3,1,-2,333,32
2,3,1,-3,333,33
2,3,1,-2,333,34
2,3,1,0,333,35
2,3,1,-1,333,36
2,3,1,-3,333,37
2,4,1,2,333,38
2,3,1,-4,333,39
2,3,1,-4,333,40
2,3,1,-4,333,41
2,3,1,-2,333,42
2,3,1,-4,333,43
2,4,1,0,333,44
1,2,2,-2,333,45
1,2,2,-2,333,46
1,2,2,-1,333,47
1,2,2,-1,333,48
1,2,2,-5,333,49
1,4,1,0,333,50
1,2,1,1,333,51
1,2,1,-1,333,52
1,2,1,-3,333,53
1,4,1,-1,333,54
2,3,1,-2,333,55
2,4,1,-2,333,56
2,3,1,-3,333,57
2,3,1,-4,333,58
1,2,1,-1,333,59
1,2,1,-3,333,60
1,2,1,-2,333,61
1,2,1,-3,333,62
1,2,1,-5,333,63
1,2,1,-5,333,64
1,4,2,-2,333,65
1,2,2,2,333,66
1,2,2,1,333,67
1,2,2,0,333,68
1,2,2,3,333,69
1,2,2,1,333,70
1,4,1,-1,333,71
1,2,2,1,333,72
1,2,2,2,333,73
1,2,2,3,333,74
1,2,2,5,333,75
1,4,2,0,333,76
1,2,2,5,333,77
1,2,2,2,333,78
1,2,2,2,333,79
1,2,2,4,333,80
1,2,2,2,333,81
1,2,2,3,333,82
1,2,2,2,333,83
1,4,2,0,333,84
1,4,2,-1,333,85
1,2,2,0,333,86
1,2,2,-1,333,87
1,2,2,2,333,88
1,2,2,4,333,89
1,4,2,-2,333,90
1,4,2,-3,333,91
1,2,2,-1,333,92
1,2,2,1,333,93
1,4,2,-4,333,94
1,2,2,-1,333,95
1,4,2,-4,333,96
2,3,2,3,333,97
2,4,1,-1,333,98
2,3,1,2,333,99
2,3,1,0,333,100
2,3,1,-1,333,101
2,3,2,1,333,102
2,3,2,4,333,103
2,3,2,5,333,104
2,3,2,1,333,105
2,3,2,0,333,106
2,3,2,1,333,107
2,3,2,1,333,108
2,3,2,4,333,109
2,3,2,5,333,110
2,3,2,1,333,111
2,3,2,4,333,112
2,4,1,-2,333,113
2,3,2,2,333,114
2,3,2,-1,333,115
2,3,2,2,333,116
2,3,2,2,333,117
2,3,2,2,333,118
2,3,2,3,333,119
2,3,2,4,333,120
2,3,2,5,333,121
2,3,2,3,333,122
2,3,2,3,333,123
2,3,2,0,333,124
1,2,2,1,333,125
1,4,2,-1,333,126
1,4,2,-2,333,127
2,4,2,-2,333,128
1,2,2,-2,333,129
2,3,2,4,333,130
2,3,2,4,333,131
2,4,2,3,333,132
2,3,2,1,333,133
2,4,2,5,333,134
2,3,2,1,333,135
2,3,2,-1,333,136
2,3,2,0,333,137
2,3,2,-2,333,138
2,4,2,-2,333,139
2,4,2,-2,333,140
2,3,1,5,333,141
2,3,1,1,333,142
2,3,1,3,333,143
2,3,1,4,333,144
2,3,1,4,333,145
2,3,1,4,333,146
2,3,1,4,333,147
2,3,1,5,333,148
2,4,1,1,333,149
2,4,1,0,333,150
2,3,1,3,333,151
2,3,1,4,333,152
2,3,1,4,333,153
2,4,1,3,333,154
2,4,1,4,333,155
2,3,1,1,333,156
2,3,1,-3,333,157
2,4,1,5,333,158
2,3,1,-1,333,159
2,3,1,1,333,160
2,3,1,1,333,161
2,4,1,3,333,162
2,4,1,3,333,163
2,3,1,1,333,164
2,4,1,-2,333,165
2,4,1,-4,333,166
2,3,1,4,333,167
2,3,1,4,333,168
2,3,1,4,333,169
2,3,1,4,333,170
2,3,1,4,333,171
2,4,1,4,333,172
2,3,1,2,333,173
2,4,1,2,333,174
2,3,1,3,333,175
1,4,2,-1,911,1
1,2,1,4,911,2
1,4,2,-4,911,3
1,2,2,2,911,4
1,2,2,1,911,5
1,2,2,3,911,6
1,2,2,4,911,7
1,2,2,1,911,8
1,2,1,4,911,9
1,4,1,4,911,10
1,2,1,4,911,11
1,2,2,4,911,12
1,2,1,-2,911,13
1,2,1,-1,911,14
1,2,2,1,911,15
2,3,2,-1,911,16
2,3,2,1,911,17
2,3,1,0,911,18
2,3,1,1,911,19
1,4,1,4,911,20
1,2,1,-2,911,21
1,2,2,4,911,22
1,2,2,3,911,23
1,2,2,3,911,24
1,2,2,3,911,25
1,2,2,1,911,26
1,4,1,4,911,27
1,2,1,0,911,28
1,4,1,1,911,29
1,4,1,1,911,30
1,2,2,-1,911,31
1,2,1,-2,911,32
2,3,1,-1,911,33
1,2,2,-1,911,34
2,3,2,0,911,35
2,3,2,-1,911,36
2,3,2,-1,911,37
2,3,2,0,911,38
2,4,1,2,911,39
1,2,2,0,911,40
2,4,1,1,911,41
2,4,1,-1,911,42
2,3,1,1,911,43
2,4,1,-3,911,44
1,2,1,-4,911,45
1,2,2,-2,911,46
1,2,2,2,911,47
1,2,2,2,911,48
1,2,2,3,911,49
1,2,2,4,911,50
1,4,1,-1,911,51
1,2,2,4,911,52
1,2,2,1,911,53
1,2,2,2,911,54
1,2,2,1,911,55
1,2,2,1,911,56
1,4,1,-3,911,57
1,2,2,3,911,58
1,4,1,0,911,59
1,2,2,4,911,60
1,4,1,2,911,61
1,2,2,-1,911,62
1,2,2,-2,911,63
2,4,1,3,911,64
2,4,1,2,911,65
2,3,2,0,911,66
2,3,2,4,911,67
2,3,2,0,911,68
2,3,2,0,911,69
2,4,1,-4,911,70
1,4,1,-4,911,71
1,2,2,-5,911,72
2,3,2,1,911,73
2,3,2,-2,911,74
2,3,2,-5,911,75
2,4,1,-5,911,76
2,3,1,3,911,77
2,3,1,0,911,78
2,3,1,-2,911,79
2,4,2,-1,911,80
2,3,1,-3,911,81
2,3,1,-3,911,82
2,3,1,-5,911,83
1,2,2,-3,911,84
1,4,2,1,911,85
1,2,2,-3,911,86
1,2,2,-2,911,87
1,2,2,-2,911,88
1,2,1,0,911,89
1,2,1,1,911,90
1,2,1,-1,911,91
1,4,2,-1,911,92
1,4,2,0,911,93
1,2,2,1,911,94
1,4,2,2,911,95
1,4,2,0,911,96
1,2,2,3,911,97
1,2,2,1,911,98
1,2,2,-1,911,99
1,2,2,0,911,100
1,2,2,1,911,101
1,2,2,4,911,102
1,2,2,3,911,103
1,2,2,1,911,104
1,2,2,2,911,105
1,2,2,4,911,106
1,4,2,-1,911,107
1,2,2,3,911,108
1,2,2,4,911,109
1,4,2,5,911,110
1,2,2,2,911,111
1,2,2,3,911,112
1,4,2,5,911,113
1,4,2,3,911,114
1,4,2,4,911,115
1,2,2,1,911,116
1,4,2,4,911,117
1,4,2,3,911,118
1,2,2,3,911,119
1,2,2,3,911,120
1,2,2,2,911,121
1,2,2,-2,911,122
1,2,1,1,911,123
1,4,2,4,911,124
1,2,1,0,911,125
1,2,1,-2,911,126
1,2,2,-4,911,127
1,2,2,-4,911,128
2,3,2,-1,911,129
2,4,2,1,911,130
2,3,2,-4,911,131
1,2,1,1,911,132
1,4,2,1,911,133
1,2,2,-1,911,134
1,4,2,-3,911,135
1,4,2,-2,911,136
2,4,2,1,911,137
2,3,2,3,911,138
2,3,2,3,911,139
2,4,2,3,911,140
2,3,2,4,911,141
2,3,2,4,911,142
2,3,2,1,911,143
2,3,2,1,911,144
2,3,2,0,911,145
2,3,2,-2,911,146
2,3,2,-4,911,147
2,3,2,-4,911,148
1,2,1,0,911,149
1,2,1,4,911,150
1,2,1,3,911,151
1,4,2,5,911,152
1,2,1,-1,911,153
1,4,2,2,911,154
1,2,1,-5,911,155
1,4,2,1,911,156
1,2,2,-3,911,157
1,2,1,-1,911,158
1,2,1,0,911,159
1,2,2,0,911,160
1,2,2,3,911,161
1,2,2,3,911,162
1,2,2,3,911,163
1,2,2,3,911,164
1,2,2,3,911,165
1,2,2,0,911,166
1,2,2,0,911,167
1,2,2,2,911,168
1,2,2,3,911,169
1,4,2,-4,911,170
1,2,2,1,911,171
1,4,2,-2,911,172
1,2,2,1,911,173
1,2,2,0,911,174
1,4,2,-2,911,175
1,2,1,4,47,1
1,4,1,-3,47,2
1,4,2,2,47,3
1,4,2,1,47,4
1,2,2,1,47,5
1,4,2,-2,47,6
1,2,1,-2,47,7
1,2,1,3,47,8
2,3,2,-3,47,9
1,2,2,-3,47,10
1,2,2,-1,47,11
2,3,2,-2,47,12
2,4,2,-4,47,13
1,2,2,-1,47,14
1,2,2,-2,47,15
1,4,1,0,47,16
1,2,1,-2,47,17
1,2,1,-1,47,18
1,4,1,-2,47,19
1,4,2,-3,47,20
1,2,1,-2,47,21
1,2,1,-3,47,22
1,2,1,-4,47,23
1,2,1,-2,47,24
1,2,1,-3,47,25
2,3,2,4,47,26
2,3,2,1,47,27
2,3,1,2,47,28
2,3,1,0,47,29
2,3,2,4,47,30
2,3,2,1,47,31
2,3,2,-1,47,32
2,3,2,1,47,33
2,3,2,-1,47,34
2,4,2,-2,47,35
2,3,2,3,47,36
2,3,2,1,47,37
2,3,2,2,47,38
2,4,1,-3,47,39
2,3,2,-1,47,40
2,3,2,0,47,41
2,3,2,0,47,42
2,3,2,-2,47,43
2,3,2,-5,47,44
2,4,1,-5,47,45
2,3,1,3,47,46
1,4,1,-4,47,47
1,2,1,1,47,48
1,2,2,-4,47,49
2,4,2,4,47,50
2,3,1,2,47,51
1,4,2,5,47,52
2,3,1,2,47,53
2,4,2,4,47,54
2,3,2,-3,47,55
2,3,1,3,47,56
2,4,2,1,47,57
2,3,1,3,47,58
2,4,2,1,47,59
2,3,1,0,47,60
2,3,1,2,47,61
2,3,1,0,47,62
2,3,1,-2,47,63
2,4,2,1,47,64
2,3,1,-1,47,65
2,3,1,-2,47,66
2,3,1,-1,47,67
2,4,1,0,47,68
1,2,1,-4,47,69
1,2,2,-2,47,70
2,3,1,-2,47,71
1,2,1,0,47,72
1,2,1,-1,47,73
1,4,2,-1,47,74
1,2,1,3,47,75
1,2,1,4,47,76
1,2,2,-5,47,77
1,2,1,4,47,78
1,2,1,4,47,79
1,2,1,2,47,80
1,2,1,1,47,81
1,2,1,3,47,82
1,2,1,3,47,83
1,2,1,3,47,84
1,2,1,3,47,85
1,2,1,3,47,86
1,2,1,0,47,87
1,2,1,-3,47,88
1,2,1,-3,47,89
2,3,1,-4,47,90
2,4,2,-1,47,91
2,3,2,3,47,92
2,4,2,3,47,93
2,3,2,2,47,94
2,3,2,-1,47,95
2,3,2,-2,47,96
2,4,2,2,47,97
2,3,2,-2,47,98
1,2,1,4,47,99
1,2,1,5,47,100
1,2,1,4,47,101
1,4,1,3,47,102
1,2,1,4,47,103
1,4,2,1,47,104
1,2,1,3,47,105
1,4,2,-1,47,106
1,2,1,3,47,107
1,2,1,4,47,108
1,2,1,5,47,109
1,4,1,-2,47,110
1,2,1,4,47,111
1,2,1,2,47,112
1,2,1,4,47,113
1,2,1,1,47,114
1,4,2,4,47,115
1,2,1,-5,47,116
1,4,1,-4,47,117
1,2,1,-4,47,118
1,4,1,-3,47,119
1,2,1,-4,47,120
2,3,2,-2,47,121
2,3,2,-2,47,122
1,2,2,5,47,123
1,2,2,5,47,124
1,2,2,4,47,125
1,4,2,0,47,126
1,2,2,0,47,127
1,2,1,1,47,128
1,2,2,-1,47,129
1,4,2,0,47,130
1,2,2,3,47,131
1,2,2,4,47,132
2,4,2,-3,47,133
1,2,2,4,47,134
1,2,2,3,47,135
1,4,2,2,47,136
1,2,2,3,47,137
1,2,2,3,47,138
1,4,2,2,47,139
1,4,2,2,47,140
1,4,2,3,47,141
1,2,2,4,47,142
1,2,2,5,47,143
2,3,2,5,47,144
1,2,2,3,47,145
1,2,2,1,47,146
1,4,2,4,47,147
1,2,2,4,47,148
1,2,2,5,47,149
1,2,2,4,47,150
1,2,2,4,47,151
1,2,2,1,47,152
1,4,2,4,47,153
1,2,2,-4,47,154
1,2,2,-4,47,155
1,2,2,-5,47,156
2,3,2,-2,47,157
2,3,1,0,47,158
1,4,2,2,47,159
1,2,2,-4,47,160
1,2,2,-4,47,161
1,2,2,0,47,162
2,3,2,4,47,163
2,4,2,4,47,164
1,2,1,-2,47,165
1,2,1,-3,47,166
2,3,2,0,47,167
2,3,2,-1,47,168
2,3,1,5,47,169
2,4,2,2,47,170
2,4,2,0,47,171
1,2,2,-2,47,172
2,3,2,-4,47,173
2,3,1,2,47,174
2,3,1,4,47,175
1,2,2,4,649,1
1,2,2,4,649,2
1,4,2,3,649,3
2,3,2,-4,649,4
1,4,2,2,649,5
2,3,2,-5,649,6
1,4,1,-2,649,7
1,2,1,3,649,8
1,2,1,1,649,9
1,4,2,-4,649,10
1,4,1,-2,649,11
1,4,1,-1,649,12
1,2,2,2,649,13
1,2,2,4,649,14
1,4,2,0,649,15
1,2,2,4,649,16
1,2,2,4,649,17
1,2,2,5,649,18
1,2,2,4,649,19
1,4,2,2,649,20
1,2,2,1,649,21
1,2,2,5,649,22
1,4,2,-2,649,23
1,2,2,1,649,24
1,4,2,-1,649,25
1,2,1,-4,649,26
1,2,1,-3,649,27
1,2,1,-3,649,28
1,2,2,3,649,29
1,4,2,-2,649,30
1,4,1,1,649,31
1,4,1,-2,649,32
1,2,2,-5,649,33
1,4,1,-4,649,34
2,3,1,-4,649,35
2,3,1,-4,649,36
2,3,1,-3,649,37
1,2,1,3,649,38
1,2,1,1,649,39
1,2,1,-3,649,40
1,2,2,3,649,41
1,2,2,4,649,42
1,4,1,-2,649,43
1,4,1,-1,649,44
1,4,1,-4,649,45
1,2,2,1,649,46
1,2,2,2,649,47
1,2,2,3,649,48
1,2,2,3,649,49
1,2,1,-2,649,50
1,2,1,-4,649,51
1,2,2,4,649,52
1,2,2,5,649,53
1,2,2,1,649,54
1,4,2,5,649,55
1,2,2,1,649,56
1,2,2,1,649,57
1,2,2,0,649,58
1,2,2,2,649,59
1,2,2,3,649,60
1,2,2,2,649,61
1,2,2,4,649,62
1,2,2,2,649,63
1,2,2,2,649,64
1,4,2,-1,649,65
1,4,2,-2,649,66
1,2,2,-5,649,67
1,2,2,-5,649,68
1,2,2,0,649,69
2,3,1,-4,649,70
1,2,2,3,649,71
1,2,2,2,649,72
1,2,2,0,649,73
1,2,2,0,649,74
1,2,2,-4,649,75
1,2,1,3,649,76
1,2,1,4,649,77
1,2,1,5,649,78
1,4,1,-5,649,79
1,4,1,-4,649,80
1,2,1,4,649,81
1,2,1,4,649,82
1,4,2,0,649,83
1,4,2,0,649,84
1,2,1,4,649,85
1,2,1,3,649,86
1,2,1,3,649,87
1,2,1,4,649,88
1,2,1,0,649,89
1,2,1,-1,649,90
1,2,1,-1,649,91
1,2,1,1,649,92
1,2,1,1,649,93
1,2,1,0,649,94
1,2,1,-1,649,95
1,2,2,-3,649,96
1,4,2,2,649,97
1,4,2,0,649,98
1,2,2,-1,649,99
1,2,2,0,649,100
1,4,2,0,649,101
1,4,2,0,649,102
1,2,1,-5,649,103
1,4,2,0,649,104
1,2,2,-1,649,105
1,2,2,1,649,106
1,2,2,5,649,107
1,2,2,4,649,108
1,2,1,0,649,109
1,2,1,0,649,110
1,2,2,2,649,111
1,2,2,1,649,112
1,2,2,1,649,113
1,2,2,4,649,114
1,2,2,1,649,115
1,2,2,-1,649,116
1,2,2,-5,649,117
1,2,2,-2,649,118
1,2,2,1,649,119
1,2,2,2,649,120
1,2,2,2,649,121
1,2,2,4,649,122
1,2,2,3,649,123
1,4,2,2,649,124
1,2,2,0,649,125
1,2,2,0,649,126
1,2,2,2,649,127
1,2,1,1,649,128
1,2,1,1,649,129
1,2,2,-1,649,130
1,2,2,3,649,131
1,2,2,4,649,132
1,4,2,1,649,133
1,2,2,4,649,134
1,2,2,2,649,135
1,2,2,1,649,136
1,2,2,2,649,137
1,4,2,2,649,138
1,4,2,3,649,139
1,2,2,4,649,140
1,2,2,3,649,141
1,2,2,2,649,142
1,2,2,3,649,143
1,4,2,-1,649,144
1,2,1,1,649,145
1,2,2,1,649,146
1,2,2,0,649,147
1,2,1,1,649,148
1,2,2,2,649,149
1,2,1,0,649,150
1,2,1,-3,649,151
1,2,2,-5,649,152
1,2,2,-3,649,153
1,4,2,-1,649,154
1,2,2,-3,649,155
1,4,2,-4,649,156
1,2,1,3,649,157
1,2,1,2,649,158
1,4,1,-4,649,159
1,4,2,-3,649,160
1,2,1,4,649,161
1,2,1,4,649,162
1,2,1,5,649,163
1,4,1,-1,649,164
1,2,1,5,649,165
1,2,1,4,649,166
1,2,1,4,649,167
1,2,1,3,649,168
1,2,1,3,649,169
1,2,1,1,649,170
1,2,1,0,649,171
1,4,1,-1,649,172
1,2,1,2,649,173
1,2,1,1,649,174
1,2,1,3,649,175
1,2,1,-5,186,1
2,3,2,2,186,2
2,3,2,4,186,3
2,3,2,3,186,4
2,3,2,5,186,5
2,3,2,2,186,6
2,3,2,1,186,7
2,3,2,-1,186,8
2,4,1,4,186,9
2,4,1,4,186,10
2,3,1,0,186,11
2,3,1,4,186,12
2,3,1,4,186,13
2,3,1,2,186,14
2,3,1,2,186,15
2,3,1,1,186,16
2,3,1,3,186,17
2,3,1,5,186,18
2,3,1,4,186,19
2,3,1,3,186,20
2,4,1,0,186,21
2,3,1,3,186,22
2,3,1,4,186,23
2,3,1,2,186,24
2,3,1,4,186,25
2,3,1,3,186,26
2,3,1,4,186,27
2,3,1,5,186,28
2,4,1,2,186,29
2,3,1,2,186,30
2,3,1,2,186,31
2,3,1,-1,186,32
2,3,1,2,186,33
2,3,1,4,186,34
2,3,1,4,186,35
2,3,1,5,186,36
2,3,1,5,186,37
2,3,1,3,186,38
2,3,1,2,186,39
2,4,1,0,186,40
2,3,1,4,186,41
2,4,1,-2,186,42
2,3,1,3,186,43
2,3,1,5,186,44
2,4,1,-5,186,45
2,3,1,4,186,46
2,4,2,4,186,47
2,3,1,2,186,48
2,4,2,3,186,49
2,3,1,0,186,50
2,4,2,1,186,51
2,3,1,-3,186,52
2,3,2,2,186,53
2,3,2,1,186,54
2,4,2,-2,186,55
2,3,2,-4,186,56
2,3,1,1,186,57
2,3,1,-2,186,58
2,3,1,-4,186,59
1,2,2,-4,186,60
1,2,2,-2,186,61
2,3,2,-2,186,62
1,2,2,-2,186,63
1,2,2,0,186,64
1,4,2,1,186,65
1,2,2,4,186,66
1,2,2,1,186,67
1,2,2,0,186,68
1,2,2,-1,186,69
1,4,2,5,186,70
1,2,2,2,186,71
1,4,2,3,186,72
1,2,2,2,186,73
1,2,2,5,186,74
1,2,2,4,186,75
1,2,2,3,186,76
1,2,2,4,186,77
1,4,2,1,186,78
1,2,2,0,186,79
1,4,2,-4,186,80
2,3,2,1,186,81
2,3,2,1,186,82
